movie	msn	mpaa_rating
0364	1	PG
0365	1	NR
0366	0	<NULL>
0367	0	<NULL>
0368	1	NR
0369	1	NR
0370	0	<NULL>
0371	0	<NULL>
0372	0	<NULL>
0373	0	<NULL>
0374	0	<NULL>
0375	0	<NULL>
0376	1	NR
0377	0	<NULL>
0378	0	<NULL>
0379	0	<NULL>
0380	1	R
0381	0	<NULL>
0382	0	<NULL>
0383	0	<NULL>
0384	0	<NULL>
0385	0	<NULL>
0386	1	R
0387	0	<NULL>
0388	0	<NULL>
0389	1	NR
0390	1	NR
0391	0	<NULL>
0392	1	PG13
0393	0	<NULL>
0394	1	NR
0395	0	<NULL>
0396	0	<NULL>
0397	0	<NULL>
0398	1	NR
0399	1	PG13
0400	0	<NULL>
0401	0	<NULL>
0402	1	NR
0403	0	<NULL>
0404	1	R
0405	1	R
0406	1	PG13
0407	1	PG13
0408	1	PG
0409	1	PG13
0410	1	R
0411	1	PG
0412	1	PG13
0413	1	NR
0414	1	PG13
0415	1	NR
0416	1	R
0417	1	PG13
0418	1	PG13
0419	1	PG13
0420	1	R
0421	1	NR
0422	1	PG
0423	1	NR
0424	1	PG
0425	1	NR
0426	1	R
0427	1	G
0428	1	R
0429	1	PG13
0430	1	PG
0431	1	PG13
0432	1	R
0433	1	NR
0434	1	PG
0435	1	PG13
0436	1	R
0437	1	PG13
0438	1	R
0439	1	NR
0440	1	PG
0441	1	PG
0442	1	R
0443	1	PG13
0444	1	R
0445	1	PG13
0446	1	PG
0447	1	PG13
0448	1	PG
0449	1	PG13
0450	1	PG13
0451	1	PG13
0452	1	NR
0453	1	R
0454	1	NR
0455	1	R
0456	1	PG13
0457	1	PG13
0458	1	PG
0459	1	PG13
0460	1	NR
0461	1	PG13
0462	1	NR
0463	1	NR
0464	1	R
0465	1	PG13
0466	1	NR
0467	1	R
0468	1	R
0469	1	PG13
0470	1	PG13
0471	1	PG13
0472	1	NR
0473	1	R
0474	1	NR
0475	1	PG13
0476	1	R
0477	1	PG13
0478	1	PG13
0479	1	NR
0480	1	NR
0481	1	PG13
0482	1	R
0483	1	R
0484	1	PG13
0485	1	R
0486	1	PG
0487	1	PG
0488	1	G
0489	1	PG13
0490	1	G
0491	1	R
0492	1	R
0493	1	PG13
0494	1	NR
0495	1	PG
0496	1	PG
0497	1	R
0498	1	PG13
0499	1	G
0500	1	R
0501	1	G
0502	1	R
0503	1	R
0504	1	R
0505	1	PG
0506	1	NC17
0507	1	R
0508	1	NR
0509	1	PG13
0510	1	NR
0511	1	R
0512	1	R
0513	1	R
0514	1	PG
0515	1	R
0516	1	PG13
0517	1	PG13
0518	1	NR
0519	1	R
0520	1	PG13
0521	1	R
0522	1	PG
0523	1	PG13
0524	1	R
0525	1	PG13
0526	1	PG13
0527	1	NR
0528	1	NR
0529	1	NR
0530	1	NR
0531	1	R
0532	1	PG
0533	1	NR
0534	1	R
0535	1	NR
0536	1	PG13
0537	1	PG13
0538	1	PG
0539	1	PG
0540	1	NR
0541	1	R
0542	1	NR
0543	1	PG13
0544	1	NR
0545	1	PG13
0546	1	R
0547	1	G
0548	1	NR
0549	1	NR
0550	1	NR
0551	1	NR
0552	1	R
0553	1	NR
0554	1	PG13
0555	0	<NULL>
0556	0	<NULL>
0557	0	<NULL>
0558	1	R
0559	0	<NULL>
0560	0	<NULL>
0561	0	<NULL>
0562	1	R
0563	0	<NULL>
0564	1	NR
0565	0	<NULL>
0566	1	PG13
0567	1	NR
0568	1	PG13
0569	0	<NULL>
0570	1	NR
0571	1	PG13
0572	1	R
0573	1	R
0574	0	<NULL>
0575	0	<NULL>
0576	0	<NULL>
0577	0	<NULL>
0578	1	NR
0579	1	NR
0580	0	<NULL>
0581	0	<NULL>
0582	1	NR
0583	1	NR
0584	0	<NULL>
0585	1	NR
0586	0	<NULL>
0587	1	R
0588	1	R
0589	1	NR
0590	0	<NULL>
0591	0	<NULL>
0592	0	<NULL>
0593	0	<NULL>
0594	1	NR
0595	1	PG13
0596	1	R
0597	1	NR
0598	1	NR
0599	0	<NULL>
0600	0	<NULL>
0601	0	<NULL>
0602	1	PG13
0603	1	R
0604	1	R
0605	1	PG13
0606	1	PG13
0607	1	PG13
0608	1	R
0609	1	NR
0610	1	PG
0611	1	PG13
0612	1	NR
0613	1	R
0614	1	R
0615	1	R
0616	1	R
0617	1	NR
0618	1	PG13
0619	1	NR
0620	1	PG
0621	1	NR
0622	1	PG
0623	1	NR
0624	1	PG13
0625	1	NR
0626	1	NR
0627	1	NR
0628	1	R
0629	1	NR
0630	1	R
0631	1	G
0632	1	PG13
0633	1	R
0634	1	R
0635	1	PG
0636	1	NR
0637	1	R
0638	1	NR
0639	1	PG13
0640	1	R
0641	1	R
0642	1	R
0643	1	R
0644	1	PG13
0645	1	PG13
0646	1	R
0647	1	NR
0648	1	R
0649	1	NR
0650	1	PG13
0651	1	PG
0652	1	NR
0653	1	NR
0654	1	NR
0655	1	R
0656	1	NR
0657	1	PG
0658	1	PG13
0659	1	NR
0660	1	NR
0661	1	PG
0662	1	PG
0663	1	NR
0664	1	R
0665	1	NR
0666	1	PG13
0667	1	R
0668	1	R
0669	1	PG
0670	1	NR
0671	1	R
0672	1	R
0673	1	R
0674	1	R
0675	1	R
0676	1	R
0677	1	NR
0678	1	NR
0679	1	R
0680	1	PG13
0681	1	NR
0682	1	R
0683	1	R
0684	1	PG
0685	1	NR
0686	1	NR
0687	1	PG13
0688	1	G
0689	1	PG13
0690	1	NR
0691	1	NR
0692	1	PG13
0693	1	R
0694	1	PG
0695	1	NR
0696	1	PG13
0697	1	NR
0698	1	NR
0699	1	PG13
0700	1	PG
0701	1	NR
0702	1	PG
0703	1	PG
0704	1	PG13
0705	1	PG13
0706	1	PG
0707	1	PG13
0708	1	NR
0709	1	NR
0710	1	R
0711	1	NR
0712	1	PG
0713	1	NR
0714	1	R
0715	1	R
0716	1	NR
0717	1	R
0718	1	PG
0719	1	R
0720	1	NR
0721	1	NR
0722	1	R
0723	1	PG13
0724	1	PG13
0725	1	PG13
0726	1	PG13
0727	1	PG
0728	1	NR
0729	1	NR
0730	1	R
0731	1	PG13
0732	1	PG
0733	1	PG13
0734	1	R
0735	1	NR
0736	1	R
0737	1	R
0738	1	PG13
0739	1	PG
0740	1	NR
0741	1	NR
0742	1	NR
0743	1	NR
0744	1	NR
0745	1	PG13
0746	1	NR
0747	1	R
0748	1	PG13
0749	1	NR
0750	1	R
0751	1	NR
0752	1	NR
0753	1	NC17
0754	1	PG
0755	1	PG13
0756	1	PG13
0757	1	PG13
0758	1	NR
0759	1	PG13
0760	1	NR
0761	0	<NULL>
0762	0	<NULL>
0763	0	<NULL>
0764	0	<NULL>
0765	0	<NULL>
0766	0	<NULL>
0767	1	R
0768	1	NR
0769	1	NR
0770	0	<NULL>
0771	0	<NULL>
0772	1	NR
0773	0	<NULL>
0774	1	NR
0775	1	NR
0776	1	NR
0777	1	NR
0778	1	NR
0779	1	NR
0780	1	R
0781	1	NR
0782	0	<NULL>
0783	1	R
0784	0	<NULL>
0785	1	R
0786	1	NR
0787	1	NR
0788	0	<NULL>
0789	1	R
0790	1	PG13
0791	1	R
0792	1	R
0793	0	<NULL>
0794	0	<NULL>
0795	0	<NULL>
0796	1	R
0797	1	NR
0798	1	PG13
0799	1	NR
0800	0	<NULL>
0801	0	<NULL>
0802	1	NR
0803	1	R
0804	1	R
0805	1	PG
0806	1	PG13
0807	1	PG13
0808	1	R
0809	1	PG13
0810	1	PG13
0811	1	PG13
0812	1	PG13
0813	1	NR
0814	1	PG13
0815	1	R
0816	1	NR
0817	1	PG
0818	1	R
0819	1	R
0820	1	PG13
0821	1	R
0822	1	R
0823	1	NR
0824	1	PG13
0825	1	NR
0826	1	NR
0827	1	PG
0828	1	PG13
0829	1	R
0830	1	R
0831	1	G
0832	1	NR
0833	1	R
0834	1	R
0835	1	PG13
0836	1	R
0837	1	R
0838	1	R
0839	1	PG13
0840	1	PG13
0841	1	R
0842	1	R
0843	1	R
0844	1	NR
0845	1	NR
0846	1	NR
0847	1	PG13
0848	1	NR
0849	1	NR
0850	1	R
0851	1	R
0852	1	R
0853	1	NR
0854	1	PG13
0855	1	R
0856	1	NR
0857	1	R
0858	1	R
0859	1	R
0860	1	R
0861	1	PG13
0862	1	R
0863	1	PG13
0864	1	R
0865	1	R
0866	1	PG13
0867	1	NR
0868	1	R
0869	1	R
0870	1	PG13
0871	1	R
0872	1	R
0873	1	G
0874	1	NR
0875	1	PG13
0876	1	NR
0877	1	R
0878	1	PG
0879	1	NR
0880	1	R
0881	1	R
0882	1	NR
0883	1	R
0884	1	R
0885	1	G
0886	1	PG
0887	1	PG13
0888	1	NR
0889	1	NR
0890	1	R
0891	1	R
0892	1	NR
0893	1	PG13
0894	1	R
0895	1	NR
0896	1	PG13
0897	1	R
0898	1	PG13
0899	1	R
0900	1	R
0901	1	NR
0902	1	R
0903	1	R
0904	1	R
0905	1	PG13
0906	1	PG13
0907	1	R
0908	1	R
0909	1	R
0910	1	PG
0911	1	NR
0912	1	R
0913	1	PG13
0914	1	PG13
0915	1	NR
0916	1	R
0917	0	<NULL>
0918	0	<NULL>
0919	0	<NULL>
0920	1	R
0921	1	NR
0922	1	NR
0923	1	NR
0924	1	NR
0925	1	R
0926	1	R
0927	1	NR
0928	0	<NULL>
0929	1	R
0930	1	NR
0931	1	NR
0932	0	<NULL>
0933	1	NR
0934	1	R
0935	1	PG13
0936	0	<NULL>
0937	0	<NULL>
0938	0	<NULL>
0939	1	R
0940	1	NR
0941	1	NR
0942	1	NR
0943	1	NR
0944	0	<NULL>
0945	0	<NULL>
0946	0	<NULL>
0947	0	<NULL>
0948	1	NR
0949	0	<NULL>
0950	1	NR
0951	1	NR
0952	1	NR
0953	1	PG13
0954	1	PG13
0955	1	PG13
0956	1	PG13
0957	1	NR
0958	1	R
0959	1	R
0960	1	NR
0961	1	PG
0962	1	PG13
0963	1	PG
0964	1	PG13
0965	1	R
0966	1	R
0967	1	PG13
0968	1	R
0969	1	NR
0970	1	PG13
0971	1	R
0972	1	NR
0973	1	NR
0974	1	G
0975	1	NR
0976	1	PG13
0977	1	R
0978	1	G
0979	1	R
0980	1	R
0981	1	G
0982	1	R
0983	1	PG13
0984	1	PG13
0985	1	R
0986	1	R
0987	1	R
0988	1	NR
0989	1	PG13
0990	1	R
0991	1	NR
0992	1	PG
0993	1	R
0994	1	R
0995	1	PG
0996	1	PG
0997	1	PG13
0998	1	PG
0999	1	PG13
1000	1	R
1001	1	R
1002	1	PG
1003	1	PG13
1004	1	PG
1005	1	PG13
1006	1	NR
1007	1	PG
1008	1	R
1009	1	R
1010	1	R
1011	1	PG13
1012	1	PG
1013	1	PG13
1014	1	R
1015	1	R
1016	1	PG13
1017	1	NR
1018	1	R
1019	1	PG13
1020	1	R
1021	1	PG13
1022	1	PG
1023	1	NR
1024	1	R
1025	1	PG13
1026	1	R
1027	1	PG13
1028	1	R
1029	1	R
1030	1	R
1031	1	PG13
1032	1	PG13
1033	1	PG13
1034	1	R
1035	1	R
1036	1	PG
1037	1	R
1038	1	PG
1039	1	R
1040	1	PG13
1041	1	R
1042	1	PG13
1043	1	R
1044	1	NR
1045	1	R
1046	1	R
1047	1	NR
1048	1	R
1049	1	R
1050	1	R
1051	1	NR
1052	1	PG13
1053	1	PG
1054	1	NR
1055	1	PG13
1056	1	PG13
1057	1	PG
1058	1	PG
1059	1	R
1060	1	NR
1061	1	PG13
1062	1	R
1063	0	<NULL>
1064	1	R
1065	1	R
1066	1	R
1067	1	R
1068	1	NR
1069	1	R
1070	1	NR
1071	1	NR
1072	1	NR
1073	1	NR
1074	0	<NULL>
1075	0	<NULL>
1076	1	PG13
1077	0	<NULL>
1078	0	<NULL>
1079	1	NR
1080	1	NR
1081	0	<NULL>
1082	1	NR
1083	0	<NULL>
1084	0	<NULL>
1085	1	PG13
1086	1	NR
1087	1	NR
1088	0	<NULL>
1089	1	NR
1090	1	NR
1091	0	<NULL>
1092	1	NR
1093	1	PG
1094	1	R
1095	1	PG13
1096	1	NR
1097	0	<NULL>
1098	1	NR
1099	1	NR
1100	1	PG13
1101	1	R
1102	1	R
1103	1	R
1104	1	PG
1105	1	G
1106	1	R
1107	1	R
1108	1	R
1109	1	R
1110	1	R
1111	1	PG13
1112	1	NR
1113	1	R
1114	1	PG13
1115	1	R
1116	1	PG13
1117	1	R
1118	1	NR
1119	1	NR
1120	1	PG13
1121	1	R
1122	1	R
1123	1	R
1124	1	NR
1125	1	R
1126	1	R
1127	1	PG13
1128	1	PG13
1129	1	R
1130	1	NR
1131	1	NR
1132	1	R
1133	1	R
1134	1	PG13
1135	1	R
1136	1	R
1137	1	PG13
1138	1	NR
1139	1	R
1140	1	PG13
1141	1	R
1142	1	R
1143	1	PG
1144	1	PG13
1145	1	R
1146	1	PG13
1147	1	PG
1148	1	PG13
1149	1	R
1150	1	R
1151	1	PG
1152	1	PG13
1153	1	PG13
1154	1	NR
1155	1	G
1156	1	R
1157	1	R
1158	1	NR
1159	1	NR
1160	1	NR
1161	1	NR
1162	1	PG13
1163	1	R
1164	1	R
1165	1	R
1166	1	R
1167	1	NR
1168	1	PG13
1169	1	PG13
1170	1	R
1171	1	R
1172	1	R
1173	1	R
1174	1	R
1175	1	R
1176	1	NR
1177	1	PG13
1178	1	NR
1179	1	R
1180	1	PG13
1181	1	NR
1182	1	R
1183	1	R
1184	1	PG13
1185	1	NR
1186	1	PG13
1187	1	PG
1188	1	NR
1189	1	PG13
1190	1	R
1191	1	R
1192	1	R
1193	1	NR
1194	1	R
1195	0	<NULL>
1196	1	PG13
1197	0	<NULL>
1198	1	NR
1199	1	R
1200	1	NR
1201	1	R
1202	1	PG13
1203	0	<NULL>
1204	0	<NULL>
1205	1	NR
1206	1	PG
1207	1	NR
1208	1	NR
1209	1	R
1210	1	PG13
1211	1	R
1212	0	<NULL>
1213	1	NR
1214	0	<NULL>
1215	1	NR
1216	0	<NULL>
1217	0	<NULL>
1218	1	R
1219	1	PG13
1220	1	NR
1221	0	<NULL>
1222	1	R
1223	1	NR
1224	1	NR
1225	1	R
1226	1	PG13
1227	1	PG13
1228	1	R
1229	1	R
1230	1	PG13
1231	1	PG13
1232	1	R
1233	1	PG13
1234	1	PG
1235	1	PG13
1236	1	G
1237	1	R
1238	1	G
1239	1	R
1240	1	R
1241	1	R
1242	1	NR
1243	1	R
1244	1	NR
1245	1	R
1246	1	PG
1247	1	G
1248	1	R
1249	1	NR
1250	1	R
1251	1	PG
1252	1	G
1253	1	R
1254	1	NR
1255	1	NR
1256	1	R
1257	1	R
1258	1	PG
1259	1	R
1260	1	NR
1261	1	NR
1262	1	R
1263	1	NR
1264	1	NR
1265	1	R
1266	1	NR
1267	1	R
1268	1	R
1269	1	PG13
1270	1	R
1271	1	PG
1272	1	PG13
1273	1	PG13
1274	1	PG13
1275	1	NR
1276	1	NR
1277	1	PG13
1278	1	R
1279	1	R
1280	1	PG
1281	1	NR
1282	1	R
1283	1	R
1284	1	PG13
1285	1	NR
1286	1	R
1287	1	R
1288	1	R
1289	1	G
1290	1	R
1291	1	PG13
1292	1	PG13
1293	1	G
1294	1	PG13
1295	1	NR
1296	1	PG13
1297	1	R
1298	1	NR
1299	1	R
1300	1	R
1301	1	PG
1302	1	NR
1303	1	R
1304	1	R
1305	1	NR
1306	1	R
1307	1	R
1308	1	R
1309	1	R
1310	1	R
1311	1	R
1312	1	NR
1313	1	R
1314	1	R
1315	1	R
1316	1	NR
1317	1	NR
1318	0	<NULL>
1319	1	PG13
1320	1	R
1321	1	R
1322	0	<NULL>
1323	1	NR
1324	0	<NULL>
1325	1	NR
1326	1	R
1327	1	R
1328	1	R
1329	1	R
1330	1	R
1331	1	NR
1332	1	R
1333	1	PG13
1334	1	R
1335	1	R
1336	0	<NULL>
1337	1	R
1338	1	PG13
1339	1	R
1340	1	PG13
1341	1	PG13
1342	0	<NULL>
1343	0	<NULL>
1344	1	R
1345	0	<NULL>
1346	0	<NULL>
1347	1	PG
1348	0	<NULL>
1349	0	<NULL>
1350	0	<NULL>
1351	1	R
1352	1	NR
1353	1	R
1354	1	PG13
1355	1	PG13
1356	1	PG13
1357	1	R
1358	0	<NULL>
1359	1	R
1360	1	PG13
1361	1	R
1362	1	R
1363	1	R
1364	1	R
1365	1	NR
1366	0	<NULL>
1367	1	R
1368	1	R
1369	1	NR
1370	0	<NULL>
1371	1	R
1372	1	PG
1373	1	PG13
1374	1	NR
1375	0	<NULL>
1376	1	R
1377	1	R
1378	1	R
1379	1	PG
1380	1	PG13
1381	1	PG
1382	1	PG
1383	1	NR
1384	1	R
1385	1	R
1386	1	R
1387	1	R
1388	1	R
1389	1	PG13
1390	1	R
1391	1	R
1392	1	R
1393	1	NR
1394	1	PG
1395	1	R
1396	1	PG13
1397	1	PG13
1398	1	R
1399	1	R
1400	1	R
1401	1	R
1402	1	R
1403	1	R
1404	1	G
1405	1	R
1406	1	R
1407	1	R
1408	1	PG
1409	1	NR
1410	1	R
1411	1	G
1412	1	PG13
1413	1	G
1414	1	PG13
1415	1	PG
1416	1	PG
1417	1	PG
1418	1	G
1419	1	PG13
1420	1	R
1421	1	R
1422	1	PG13
1423	1	G
1424	1	R
1425	1	PG13
1426	1	PG
1427	1	PG13
1428	1	R
1429	1	R
1430	1	PG13
1431	1	R
1432	1	PG13
1433	0	<NULL>
1434	1	R
1435	1	NR
1436	1	R
1437	1	R
1438	0	<NULL>
1439	1	R
1440	1	NR
1441	1	R
1442	1	PG13
1443	1	R
1444	1	PG13
1445	1	NR
1446	1	PG13
1447	1	R
1448	1	NR
1449	1	R
1450	1	R
1451	1	R
1452	1	R
1453	1	R
1454	1	R
1455	1	R
1456	1	R
1457	1	R
1458	1	PG
1459	1	NR
1460	1	NR
1461	1	R
1462	1	PG13
1463	1	R
1464	1	R
1465	0	<NULL>
1466	0	<NULL>
1467	1	R
1468	1	PG13
1469	1	PG13
1470	1	PG
1471	1	PG
1472	1	R
1473	1	PG13
1474	1	PG
1475	1	R
1476	1	R
1477	1	PG13
1478	1	PG13
1479	1	R
1480	1	R
1481	1	PG13
1482	1	PG
1483	1	R
1484	1	R
1485	1	R
1486	1	R
1487	1	R
1488	1	R
1489	1	R
1490	1	R
1491	1	R
1492	1	R
1493	1	PG13
1494	1	R
1495	1	R
1496	1	R
1497	1	PG13
1498	1	R
1499	1	R
1500	1	PG13
1501	1	PG
1502	1	PG13
1503	1	PG13
1504	1	R
1505	1	PG13
1506	1	R
1507	1	R
1508	1	NR
1509	0	<NULL>
1510	1	NR
1511	0	<NULL>
1512	1	R
1513	1	R
1514	1	R
1515	1	PG13
1516	1	R
1517	1	NR
1518	0	<NULL>
1519	1	PG13
1520	1	NR
1521	1	R
1522	1	R
1523	1	NR
1524	1	PG13
1525	1	NR
1526	1	R
1527	1	R
1528	1	R
1529	1	R
1530	1	PG13
1531	1	R
1532	1	R
1533	1	R
1534	1	R
1535	1	PG13
1536	1	R
1537	1	PG
1538	1	R
1539	1	PG13
1540	1	PG
1541	1	R
1542	1	G
1543	1	R
1544	1	PG13
1545	1	PG13
1546	1	PG13
1547	1	R
1548	1	PG13
1549	1	R
1550	1	PG
1551	1	R
1552	1	NR
1553	1	PG13
1554	1	PG13
1555	1	R
1556	1	R
1557	1	R
1558	1	R
1559	1	PG13
1560	1	R
1561	1	PG13
1562	1	PG
1563	1	R
1564	1	PG13
1565	1	R
1566	1	R
1567	1	R
1568	1	R
1569	1	NR
1570	0	<NULL>
1571	0	<NULL>
1572	0	<NULL>
1573	1	NR
1574	1	R
1575	1	PG13
1576	1	PG13
1577	1	PG13
1578	1	R
1579	1	PG13
1580	1	R
1581	0	<NULL>
1582	1	R
1583	0	<NULL>
1584	1	R
1585	1	PG
1586	1	R
1587	1	R
1588	1	PG13
1589	1	R
1590	1	R
1591	1	PG
1592	1	R
1593	1	R
1594	1	R
1595	1	PG
1596	1	R
1597	1	PG
1598	1	R
1599	1	R
1600	1	R
1601	1	R
1602	1	PG13
1603	1	PG13
1604	1	PG13
1605	1	R
1606	1	PG13
1607	1	R
1608	1	R
1609	1	NR
1610	1	R
1611	0	<NULL>
1612	1	R
1613	1	R
1614	1	R
1615	1	PG
1616	1	PG13
1617	1	R
1618	1	G
1619	1	PG13
1620	1	R
1621	1	R
1622	1	R
1623	1	R
1624	1	PG13
1625	1	R
1626	1	R
1627	1	R
1628	1	R
1629	1	NR
1630	1	R
1631	1	R
1632	1	R
1633	1	PG13
1634	1	R
1635	1	R
1636	1	R
1637	1	PG13
1638	1	PG13
1639	1	NR
1640	1	R
1641	0	<NULL>
1642	0	<NULL>
1643	1	NR
1644	1	R
1645	1	R
1646	1	R
1647	1	R
1648	1	PG13
1649	1	PG13
1650	1	R
1651	1	R
1652	1	NR
1653	1	PG13
1654	1	PG13
1655	1	PG13
1656	1	PG
1657	1	R
1658	1	PG13
1659	1	R
1660	1	PG
1661	1	R
1662	1	G
1663	0	<NULL>
1664	1	R
1665	1	R
1666	1	R
1667	1	R
1668	1	R
1669	1	R
1670	1	NC17
1671	1	PG13
1672	1	R
1673	1	PG13
1674	1	R
1675	1	PG13
1676	1	R
1677	1	R
1678	1	R
1679	1	NR
1680	1	PG
1681	1	R
1682	1	PG13
1683	1	R
1684	1	R
1685	1	R
1686	1	PG13
1687	1	R
1688	1	R
1689	1	PG13
1690	0	<NULL>
1691	1	R
1692	1	PG13
1693	0	<NULL>
1694	1	R
1695	1	R
1696	1	R
1697	1	R
1698	1	R
1699	1	NR
1700	1	R
1701	1	NR
1702	1	PG
1703	1	R
1704	1	PG
1705	1	R
1706	1	R
1707	1	PG
1708	1	R
1709	1	R
1710	1	NR
1711	1	R
1712	1	R
1713	1	PG
1714	0	<NULL>
1715	1	R
1716	1	PG
1717	1	R
1718	1	PG13
1719	1	R
1720	1	R
1721	1	PG
1722	1	PG13
1723	1	R
1724	1	NR
1725	1	PG13
1726	1	PG13
