movie	amctv	title
0199	1	Jackie Brown
0200	1	Kill Bill Vol. 1
0201	1	Glory
0202	1	The Thin Red Line
0203	1	The Ripper
0204	1	Splash
0205	1	Being There
0206	1	Murphy's Romance
0207	1	Under Heavy Fire
0208	1	The Celluloid Closet
0209	1	Toy Story 3
0210	1	A Bug's Life
0211	1	The Incredibles
0212	1	Chicken Run
0213	1	The Lost World: Jurassic Park
0214	1	Rob Roy
0215	1	Lethal Weapon 2
0216	1	Angel Heart
0217	1	Ghost
0218	1	The Changeling
0219	1	Lady in White
0220	1	U.S. Marshals
0221	1	They Drive by Night
0222	1	The Matrix Reloaded
0223	1	Minority Report
0224	1	The Fifth Element
0225	1	Dark City
0226	1	Strange Days
0227	1	Open Your Eyes
0228	1	The Ice Storm
0229	1	The Virgin Suicides
0230	1	Donnie Darko
0231	1	Family Viewing
0232	1	Once Upon a Time in China
0233	1	True Lies
0234	1	Never Cry Wolf
0235	1	Mulholland Falls
0236	1	Something Wild
0237	1	Cousin Bobby
0238	1	Before Night Falls
0239	1	Blue Collar
0240	1	The Awful Truth
0241	1	L.A. Story
0242	1	Educating Rita
0243	1	This Is Spinal Tap
0244	1	Sweet Smell of Success
0245	1	Batman Begins
0246	1	Watchmen
0247	1	Dark Blue
0248	1	X-Men Origins: Wolverine
0249	1	The Neverending Story
0250	1	The Dark Crystal
0251	1	Legend
0252	1	Willow
0253	1	Clockers
0254	1	Jason and the Argonauts
0255	1	Prince of Persia: The Sands of Time
0256	1	Bambi II
0257	1	The Secret of NIMH II: Timmy to the Rescue
0258	1	A Goofy Movie
0259	1	The Land Before Time: The Great Longneck Migration
0260	1	Blood Simple
0261	1	The Three Burials of Melquiades Estrada
0262	1	Charley Varrick
0263	1	A Simple Plan
0264	1	Trespass
0265	1	Route 9
0266	1	Shrek 2
0267	1	Howl's Moving Castle
0268	1	Cocoon
0269	1	Cloudy With a Chance of Meatballs
0270	1	Robots
0271	1	Short Circuit
0272	1	Battle for Terra
0273	1	Dune
0274	1	Star Wars: Episode I - The Phantom Menace
0275	1	Die Another Day
0276	1	Quantum of Solace
0277	1	Mission: Impossible III
0278	1	There's Something About Mary
0279	1	In &amp; Out
0280	1	American Pie
0281	1	10
0282	1	The Oh in Ohio
0283	1	The Limey
0284	1	D.O.A.
0285	1	Somewhere in the Night
0286	1	The Salton Sea
0287	1	Lost Highway
0288	1	Time Bandits
0289	1	Matilda
0290	1	The Goonies
0291	1	The Witches
0292	1	Aparajito
0293	1	City of God
0294	1	Monsoon Wedding
0295	1	Europa, Europa
0296	1	Punch-Drunk Love
0297	1	Defending Your Life
0298	1	Stranger Than Fiction
0299	1	Twist and Shout
0300	1	I Wanna Hold Your Hand
0301	1	The Panic in Needle Park
0302	1	Winged Migration
0303	1	Animals Are Beautiful People
0304	1	Before Sunrise
0305	1	Ghost World
0306	1	Shopgirl
0307	1	Paris, Texas
0308	1	Bad Education
0309	1	The Adjuster
0310	1	Exotica
0311	1	Giant
0312	1	The Age of Innocence
0313	1	The Hi-Lo Country
0314	1	Untitled Fahrenheit 9/11 Sequel
0315	1	Hearts and Minds
0316	1	Bad Boys
0317	1	Last Exit to Brooklyn
0318	1	FDNY Dream Bike
0319	1	Laura
0320	1	Captains Courageous
0321	1	Willy Wonka and the Chocolate Factory
0322	1	Miracle on 34th Street
0323	1	Scarlett
0324	1	The Big Heat
0325	1	Dragonheart
0326	1	The Great Dictator
0327	1	Raise the Red Lantern
0328	1	High Noon
0329	1	Against a Crooked Sky
0330	1	They Were Expendable
0331	1	The Manchurian Candidate
0332	1	Bambi
0333	1	King Kong
0334	1	Fury
0335	1	The Fugitive
0336	1	The Thin Man
0337	1	Fantasia 2000
0338	1	Yellow Submarine
0339	1	Manhattan Melodrama
0340	1	Bananas
0341	1	Switching Channels
0342	1	The Front Page
0343	1	The Wages of Fear
0344	1	The Tenant
0345	1	A Hard Day's Night
0346	1	Carnal Knowledge
0347	1	The Crying Game
0348	1	Red
0349	1	McCabe &amp; Mrs. Miller
0350	1	The Shop Around the Corner
0351	1	Intruder in the Dust
0352	1	The Remains of the Day
0353	1	Scream
0354	1	The Omen
0355	1	The Collector
0356	1	Real Life
0357	1	Trancers II: The Return of Jack Deth
0358	1	Miller's Crossing
0359	1	Thunderheart
0360	1	The Big Red One
0361	1	Syriana
0362	1	Triangle
0363	1	Objective, Burma!
0364	1	The Last Valley
0365	1	Winning
0366	1	Black Gunn
0367	1	The Big Push
0368	1	Great Expectations
0369	1	Straw Dogs
0370	1	Barton Fink
0371	1	Married to the Mob
0372	1	Sea of Love
0373	1	Hitler: The Last Ten Days
0374	1	Born Yesterday
0375	1	The Black Stallion
0376	1	Pelle the Conqueror
0377	1	Babe: Pig in the City
0378	1	The Falcon and the Snowman
0379	1	The Jolson Story
0380	1	The Buddy Holly Story
0381	1	The Three Caballeros
0382	1	The Absent-Minded Professor
0383	1	The Children of Paradise
0384	1	Juno
0385	1	Igby Goes Down
0386	1	Jack
0387	1	Down and Out in Beverly Hills
0388	1	Short Cuts
0389	1	Picnic at Hanging Rock
0390	1	When Father Was Away on Business
0391	1	Planet of the Apes
0392	1	Battleground
0393	1	The Getaway
0394	1	In the Line of Fire
0395	1	Hidden Agenda
0396	1	Operation Daybreak
0397	1	The Hunt for Red October
0398	1	The Boys From Brazil
0399	1	The Postman Always Rings Twice
0400	1	California Suite
0401	1	Twins
0402	1	Max Dugan Returns
0403	1	Grumpy Old Men
0404	1	Funny Farm
0405	1	Sabrina
0406	1	Pather Panchali
0407	1	Safe
0408	1	Always
0409	1	Roxanne
0410	1	1900
0411	1	Danton
0412	1	Au Revoir Les Enfants
0413	1	My Life as a Dog
0414	1	Body and Soul
0415	1	Mutiny on the Bounty
0416	1	Hairspray
0417	1	Silent Running
0418	1	The Monster Squad
0419	1	Star Trek IV: The Voyage Home
0420	1	Star Trek VI: The Undiscovered Country
0421	1	Whose Life Is It Anyway?
0422	1	Blackboard Jungle
0423	1	The King and I
0424	1	Anna and the King
0425	1	David Copperfield
0426	1	Iron Monkey
0427	1	The Scarlet Pimpernel
0428	1	Limelight
0429	1	Julia
0430	1	Support Your Local Sheriff
0431	1	How the West Was Won
0432	1	The Seventh Victim
0433	1	The Wicker Man
0434	1	Crumb
0435	1	Dear Zachary: A Letter to a Son About His Father
0436	1	Lost Lost Lost
0437	1	Red Rock West
0438	1	Murder, My Sweet
0439	1	Father of the Bride
0440	1	Medium Cool
0441	1	All Fall Down
0442	1	Inherit the Wind
0443	1	A Shot in the Dark
0444	1	Amarcord
0445	1	Shipwrecked
0446	1	Honor Among Thieves
0447	1	Star Trek: The Motion Picture
0448	1	Topsy-Turvy
0449	1	Bound for Glory
0450	1	Mr. and Mrs. Bridge
0451	1	The Lolly Madonna War
0452	1	Save the Tiger
0453	1	Next Stop, Greenwich Village
0454	1	Scream Bloody Murder
0455	1	My Brother Has Bad Dreams
0456	1	Predator
0457	1	Norma Rae
0458	1	Against the Ropes
0459	1	Rocky Marciano
0460	1	Play It to the Bone
0461	1	Body and Soul
0462	1	Black Christmas
0463	1	Ladyhawke
0464	1	Robin Hood: Prince of Thieves
0465	1	Invasion of the Body Snatchers
0466	1	Return of the Jedi
0467	1	The Last Emperor
0468	1	Speed 2: Cruise Control
0469	1	River's Edge
0470	1	El Mariachi
0471	1	Near Dark
0472	1	The Plague Dogs
0473	1	The Lost Honor of Katharina Blum
0474	1	The Exorcist III
0475	1	WarGames
0476	1	The General
0477	1	The Boston Strangler
0478	1	L'État Sauvage
0479	1	The Haunting of M
0480	1	The Rage: Carrie 2
0481	1	Akira
0482	1	Evil Dead 2: Dead by Dawn
0483	1	Fright Night
0484	1	The Evil Dead
0485	1	Nosferatu the Vampyre
0486	1	Le Dernier Combat
0487	1	The Rosary Murders
0488	1	The Ninth Gate
0489	1	The Crimson Rivers II: The Angels of the Apocalypse
0490	1	The Apostate
0491	1	Together
0492	1	Private Affairs
0493	1	The Fan
0494	1	Murder-In-Law
0495	1	The Phantom of the Opera
0496	1	Little Shop of Horrors
0497	1	Dirty Rotten Scoundrels
0498	1	No Man's Land
0499	1	Payback: Straight Up
0500	1	Payback
0501	1	The Man Who Would Not Die
0502	1	Pocket Money
0503	1	The Last Wave
0504	1	Germinal
0505	1	Black Robe
0506	1	La Femme Nikita
0507	1	To Have and Have Not
0508	1	Requiem for a Heavyweight
0509	1	Chisum
0510	1	F/X
0511	1	Brick
0512	1	The Perfect Score
0513	1	The Vanishing
0514	1	The Usual Suspects
0515	1	Z
0516	1	The Godfather Part III
0517	1	A Dry White Season
0518	1	Assault of the Killer Bimbos
0519	1	Goodbye, Columbus
0520	1	Baby It's You
0521	1	Winter Kills
0522	1	Valentino
0523	1	Days of Heaven
0524	1	The Glass Menagerie
0525	1	Let Him Have It
0526	1	A Man for All Seasons
0527	1	Notorious
0528	1	Antonia
0529	1	Fame
0530	1	Thief
0531	1	The Sea Wolf
0532	1	Champion
0533	1	Gentleman Jim
0534	1	The Jesse Owens Story
0535	1	Quiz Show
0536	1	Nobody's Fool
0537	1	Mask
0538	1	The Story of Qiu Ju
0539	1	The Jackal
0540	1	Rope
0541	1	Bad Company
0542	1	Afterglow
0543	1	Shadows
0544	1	Farewell, My Concubine
0545	1	The Front
0546	1	Aladdin
0547	1	The Jungle Book
0548	1	The War of the Worlds
0549	1	Bhaji on the Beach
0550	1	Vagabond
0551	1	Topper
0552	1	Truly, Madly, Deeply
0553	1	Pan's Labyrinth
0554	1	Girlfriends
0555	1	Clueless
0556	1	The Candidate
0557	1	To Die For
0558	1	Raising Victor Vargas
0559	1	Lucas
0560	1	The Blues Brothers
0561	1	National Lampoon's Vacation
0562	1	Roger &amp; Me
0563	1	Kagemusha
0564	1	My Favorite Year
0565	1	Quick Change
0566	1	Maurice
0567	1	Alfie
0568	1	Soul Plane
0569	1	Scarecrow
0570	1	What's Love Got to Do with It?
0571	1	Alien Trespass
0572	1	Treasure Island
0573	1	Full Metal Jacket
0574	1	Good Morning, Vietnam
0575	1	Casualties of War
0576	1	Looney Tunes: Back in Action
0577	1	The Wild Thornberrys Movie
0578	1	Small Soldiers
0579	1	The Fly
0580	1	Terminator 3: Rise of the Machines
0581	1	Little Miss Marker
0582	1	The First Turn-On!
0583	1	Reise der Hoffnung
0584	1	Midnight Run
0585	1	Splitting Heirs
0586	1	Superman II
0587	1	Crackers
0588	1	Strangers in Good Company
0589	1	Crossfire
0590	1	Diva
0591	1	Starting Over
0592	1	Hard-Boiled
0593	1	A Cry in the Dark
0594	1	The Heartbreak Kid
0595	1	Shampoo
0596	1	Same Time, Next Year
0597	1	Sleepover
0598	1	Woodstock
0599	1	The Rolling Stones: Gimme Shelter
0600	1	Dogfight
0601	1	The Dangerous Lives of Altar Boys
0602	1	Girl, Interrupted
0603	1	Entre Nous
0604	1	Life Is Sweet
0605	1	Reversal of Fortune
0606	1	Dead Again
0607	1	Swingers
0608	1	Contempt
0609	1	Sounder
0610	1	Crossing Delancey
0611	1	Soldier's Fortune
0612	1	83 Hours 'Til Dawn
0613	1	Out of Sight
0614	1	Hard Eight
0615	1	True Romance
0616	1	Y Tu Mamá También
0617	1	Crouching Tiger, Hidden Dragon
0618	1	Ms. 45
0619	1	My Left Foot
0620	1	Edward II
0621	1	The Thin Red Line
0622	1	Letters from Iwo Jima
0623	1	Paulie
0624	1	Inventing the Abbotts
0625	1	From Hell
0626	1	Closet Land
0627	1	The Doctor and the Devils
0628	1	Game 6
0629	1	SubUrbia
0630	1	Higher Learning
0631	1	The Goodbye Girl
0632	1	Starman
0633	1	Conrack
0634	1	All of Me
0635	1	Dumb and Dumber
0636	1	Empire of the Sun
0637	1	Ravenous
0638	1	Kiss The Girls
0639	1	The Silver Screen: Color Me Lavender
0640	1	Lavender Limelight: Lesbians in Film
0641	1	In the Cut
0642	1	Sophie's Choice
0643	1	Secret Lives: Hidden Children &amp; Their Rescuers During WWII
0644	1	Ice Age: Dawn of the Dinosaurs
0645	1	Toys
0646	1	Odyssey: The Mind's Eye Presents Computer Animation Celebration
0647	1	Spy Kids
0648	1	X-Men
0649	1	My Super Ex-Girlfriend
0650	1	Bee Movie
0651	1	Wallace &amp; Gromit: The Curse of the Were-Rabbit
0652	1	Jurassic Park III
0653	1	Crocodile Dundee
0654	1	Slayground
0655	1	The Duellists
0656	1	The Road Warrior
0657	1	Signs
0658	1	The King
0659	1	Undertow
0660	1	The Believers
0661	1	The Rapture
0662	1	Maxie
0663	1	The Beyond
0664	1	Coogan's Bluff
0665	1	Blade
0666	1	Torrid Zone
0667	1	They Died With Their Boots On
0668	1	Frenzy
0669	1	eXistenZ
0670	1	A Scanner Darkly
0671	1	A.I.: Artificial Intelligence
0672	1	Coma
0673	1	Code 46
0674	1	Carmen
0675	1	Subway
0676	1	Cowboy Bebop: The Movie
0677	1	Night of the Living Dead
0678	1	Seconds
0679	1	Femme Fatale
0680	1	Videodrome
0681	1	Geronimo: An American Legend
0682	1	Working Girl
0683	1	Swimming With Sharks
0684	1	Nine to Five
0685	1	Snow Angels
0686	1	Pleasantville
0687	1	Heavenly Creatures
0688	1	Welcome to the Dollhouse
0689	1	Bullet in the Head
0690	1	Saraband
0691	1	The Pride of the Yankees
0692	1	Poseidon
0693	1	Atonement
0694	1	Fly Away Home
0695	1	The New Age
0696	1	The Law of Desire
0697	1	Colonel Redl
0698	1	Staircase
0699	1	Kiss of the Spider Woman
0700	1	Harlan County, USA
0701	1	Best in Show
0702	1	Mystery Train
0703	1	Opportunity Knocks
0704	1	Elizabethtown
0705	1	Wonder Boys
0706	1	Advertising Rules
0707	1	The Family Stone
0708	1	My Boss's Daughter
0709	1	Green Lantern: First Flight
0710	1	Batman: Mask of the Phantasm
0711	1	Kick-Ass
0712	1	Unbreakable
0713	1	Hancock
0714	1	Under the Hood
0715	1	Extreme Justice
0716	1	Edison Force
0717	1	Scarred City
0718	1	Cement
0719	1	Fantastic Four
0720	1	Catwoman
0721	1	Reds
0722	1	Spirited Away
0723	1	Conan the Barbarian
0724	1	Camelot
0725	1	The Pagemaster
0726	1	Heroic Duo
0727	1	Gone Baby Gone
0728	1	Hard Justice
0729	1	Getting Gotti
0730	1	Eastern Promises
0731	1	A Bronx Tale
0732	1	The Mask of Zorro
0733	1	The Adventures of Hercules
0734	1	Escape from El Diablo
0735	1	The Last Unicorn
0736	1	The Mummy
0737	1	Balto II: Wolf Quest
0738	1	Brother Bear
0739	1	Little Mermaid II: Return to the Sea
0740	1	Madagascar
0741	1	Ice Age
0742	1	The Little Polar Bear
0743	1	The Secret of NIMH
0744	1	An American Tail
0745	1	The Rescuers
0746	1	Balto
0747	1	An Extremely Goofy Movie
0748	1	The Moderns
0749	1	The Land Before Time IV: The Journey Through the Mists
0750	1	The Land Before Time: Journey to Big Water
0751	1	The Burning Plain
0752	1	Conflict of Interest
0753	1	The Go-Getter
0754	1	Kid Vengeance
0755	1	The Man from Snowy River
0756	1	Kill Me Again
0757	1	Stand and Deliver
0758	1	Out of Time
0759	1	The Lesser Evil
0760	1	The Underneath
0761	1	Shark Tale
0762	1	The Little Mermaid
0763	1	Cinderella
0764	1	Ponyo on the Cliff by the Sea
0765	1	Driving Miss Daisy
0766	1	On Golden Pond
0767	1	Aero-Troopers
0768	1	Buzz Lightyear of Star Command: The Adventure Begins
0769	1	Heartbeeps
0770	1	101 Dalmatians
0771	1	Lilo &amp; Stitch
0772	1	Enemy Mine
0773	1	9
0774	1	Ferngully 2: The Magical Rescue
0775	1	Star Wars: Episode II - Attack of the Clones
0776	1	Fanboys
0777	1	The Chronicles of Narnia: The Lion, the Witch, and the Wardrobe
0778	1	Titan A.E.
0779	1	The World Is Not Enough
0780	1	Mission: Impossible II
0781	1	Spy Game
0782	1	Johnny Handsome
0783	1	Full Contact
0784	1	The Replacement Killers
0785	1	The Bourne Identity
0786	1	The Waterdance
0787	1	Nothing in Common
0788	1	La Cage Aux Folles
0789	1	The Muppet Christmas Carol
0790	1	American Pie 2
0791	1	Homework
0792	1	Eurotrip
0793	1	H.O.T.S.
0794	1	Knocked Up
0795	1	Anger Management
0796	1	Just Friends
0797	1	Switch
0798	1	Ghosts Can't Do It
0799	1	Walking and Talking
0800	1	Bridget Jones's Diary
0801	1	Chasing Amy
0802	1	Your Friends &amp; Neighbors
0803	1	Kissing Jessica Stein
0804	1	Sleeping Dogs Lie
0805	1	Saved!
0806	1	Love &amp; Sex
0807	1	Seeing Other People
0808	1	The Long Good Friday
0809	1	Sexy Beast
0810	1	Collateral
0811	1	Rachel and the Stranger
0812	1	Fix
0813	1	Snoopy, Come Home
0814	1	Harry Potter and the Goblet of Fire
0815	1	Ma Vie en Rose
0816	1	Get Shorty
0817	1	Two Deaths
0818	1	Bean
0819	1	Innocent Voices
0820	1	Mississippi Masala
0821	1	The Wedding Banquet
0822	1	What's Cooking?
0823	1	Unsettled Land
0824	1	Black Beauty
0825	1	The Garden of the Finzi-Continis
0826	1	The Grey Zone
0827	1	Simple Men
0828	1	The Big Lebowski
0829	1	Hallam Foe
0830	1	They Shoot Horses, Don't They?
0831	1	Out of Africa
0832	1	Elizabeth
0833	1	Bell, Book and Candle
0834	1	18 Again!
0835	1	Castaway
0836	1	Sexual Response
0837	1	The People I've Slept With
0838	1	24 Hour Party People
0839	1	Josie and the Pussycats
0840	1	Naked Lunch
0841	1	Bad Lieutenant
0842	1	Born Into Brothels
0843	1	When We Were Kings
0844	1	Deep Blue
0845	1	The Wild Parrots of Telegraph Hill
0846	1	The Gods Must Be Crazy
0847	1	Cane Toads: An Unnatural History
0848	1	The Adventures of Milo and Otis
0849	1	The End of Violence
0850	1	Spring Forward
0851	1	Conversations With Other Women
0852	1	Boyfriends and Girlfriends
0853	1	Coming to America
0854	1	Far from Heaven
0855	1	The King of Marvin Gardens
0856	1	Japanese Story
0857	1	Reality Bites
0858	1	My First Mister
0859	1	Yes
0860	1	Twin Peaks: Fire Walk with Me
0861	1	Dark Side
0862	1	Los Abrazos Rotos
0863	1	Where the Day Takes You
0864	1	Lantana
0865	1	Liebestraum
0866	1	40 Carats
0867	1	Grace of My Heart
0868	1	Jocks
0869	1	Together Alone
0870	1	That Championship Season
0871	1	Silent Light
0872	1	Return of the Secaucus 7
0873	1	Waitress
0874	1	Loggerheads
0875	1	I.O.U.S.A.
0876	1	American Casino
0877	1	Inside Job
0878	1	The Panama Deception
0879	1	Michael Moore Hates America
0880	1	DC 9/11: Time of Crisis
0881	1	Six Days
0882	1	Ladder 49
0883	1	The Cruise
0884	1	The Adventures of Ichabod and Mr. Toad
0885	1	That's Entertainment! III
0886	1	Wattstax
0887	1	Disney's A Christmas Carol
0888	1	A Christmas Story
0889	1	Bye Bye Monkey
0890	1	Rabbit Test
0891	1	The Silent Partner
0892	1	The Addiction
0893	1	Angus
0894	1	Happily Ever After
0895	1	Cool and the Crazy
0896	1	Trumbo
0897	1	The Cat's Meow
0898	1	The Kid Stays in the Picture
0899	1	Cradle Will Rock
0900	1	The Madness of King George
0901	1	Breaking the Waves
0902	1	Diabolique
0903	1	Chungking Express
0904	1	The Shootist
0905	1	The Manchurian Candidate
0906	1	Pinocchio
0907	1	Babe
0908	1	The Grey Fox
0909	1	The Mask of Fu Manchu
0910	1	In the Realm of the Senses
0911	1	Fancy Pants
0912	1	Who Is Killing the Great Chefs of Europe?
0913	1	Apocalypse Now Redux
0914	1	Camille
0915	1	Wagon Master
0916	1	Animal Crackers
0917	1	Madame Butterfly
0918	1	Breathless
0919	1	Kundun
0920	1	The Woman in the Window
0921	1	The Projectionist
0922	1	Lemon Sky
0923	1	Wonder Women
0924	1	Mon Oncle d'Amérique
0925	1	Last Man Standing
0926	1	Brigadoon
0927	1	Talk to Her
0928	1	The Decalogue [TV Series]
0929	1	Sundance and the Kid
0930	1	Sands of Iwo Jima
0931	1	H2
0932	1	Spiker
0933	1	Cop Land
0934	1	Citizen Ruth
0935	1	The Serpent and the Rainbow
0936	1	The Omen
0937	1	The Company of Wolves
0938	1	The Man from Laramie
0939	1	Police
0940	1	Re-Animator
0941	1	Paris Trout
0942	1	Talk Radio
0943	1	Time After Time
0944	1	For a Few Dollars More
0945	1	Broken Rainbow
0946	1	Monolith
0947	1	The Kingdom
0948	1	Hotel Rwanda
0949	1	Savior
0950	1	Prisoner of the Mountains
0951	1	Welcome to Sarajevo
0952	1	Soldiers Pay
0953	1	Zulu
0954	1	Smash Palace
0955	1	A Year of the Quiet Sun
0956	1	The Misfits
0957	1	Great Expectations
0958	1	The Ruling Class
0959	1	The Onion Field
0960	1	Trees Lounge
0961	1	Claire's Knee
0962	1	Chloe in the Afternoon
0963	1	The Marquise of O
0964	1	Jesus of Montreal
0965	1	Mahler
0966	1	Il Diavolo in Corpo
0967	1	Holiday
0968	1	The Young Black Stallion
0969	1	Duma
0970	1	Babette's Feast
0971	1	Stuart Little
0972	1	This is Elvis
0973	1	Elvis on Tour
0974	1	The Bad and the Beautiful
0975	1	I'll Cry Tomorrow
0976	1	The Time of Your Life
0977	1	Flubber
0978	1	Vanya on 42nd Street
0979	1	Baby Mama
0980	1	Paper Heart
0981	1	Rocket Science
0982	1	What's Eating Gilbert Grape
0983	1	Slackers
0984	1	Boogie Nights
0985	1	Break of Day
0986	1	Underground Aces
0987	1	Soylent Green
0988	1	Mad Max Beyond Thunderdome
0989	1	The Time Machine
0990	1	Time Runner
0991	1	Fong Sai-Yuk
0992	1	The Getaway
0993	1	The Outlaw Josey Wales
0994	1	Missing
0995	1	The Black Hand
0996	1	Moby Dick
0997	1	The Truth About Charlie
0998	1	Edge of the City
0999	1	Enter the Dragon
1000	1	Quackser Fortune Has a Cousin in the Bronx
1001	1	The Prime of Miss Jean Brodie
1002	1	The Landlord
1003	1	The Benny Goodman Story
1004	1	Grumpier Old Men
1005	1	The Bridges of Madison County
1006	1	Way Out West
1007	1	Fletch
1008	1	The Wild Child
1009	1	Darkness and Light
1010	1	Hamlet
1011	1	Nightbreed
1012	1	Solomon and Gaenor
1013	1	Tristan &amp; Isolde
1014	1	Faraway, So Close!
1015	1	Angie
1016	1	The Last Metro
1017	1	Restoration
1018	1	Cinema Paradiso
1019	1	Hairspray
1020	1	Primer
1021	1	The Charge of the Model-T's
1022	1	Not of This Earth
1023	1	Quills
1024	1	Vengeance Is Mine
1025	1	Anastasia
1026	1	The Legend of Suriyothai
1027	1	One Night With the King
1028	1	Drunken Master
1029	1	The Dark Command
1030	1	It's a Mad, Mad, Mad, Mad World
1031	1	Monte Walsh
