movie	rottentomatoes	mpaa_rating
0396	1	Unrated
0397	1	PG
0398	1	R
0399	1	G
0400	1	R
0401	1	Unrated
0402	1	R
0403	1	R
0404	1	G
0405	1	PG-13
0406	1	Unrated
0407	1	R
0408	1	R
0409	1	Unrated
0410	1	R
0411	1	R
0412	1	R
0413	1	R
0414	1	PG-13
0415	1	Unrated
0416	1	PG-13
0417	1	R
0418	1	R
0419	1	Unrated
0420	1	PG-13
0421	1	PG
0422	1	R
0423	1	R
0424	1	PG
0425	1	R
0426	1	G
0427	1	PG-13
0428	1	PG
0429	1	PG
0430	1	Unrated
0431	1	Unrated
0432	1	Unrated
0433	1	Unrated
0434	1	Unrated
0435	1	R
0436	1	Unrated
0437	1	Unrated
0438	1	Unrated
0439	1	Unrated
0440	1	Unrated
0441	1	R
0442	1	Unrated
0443	1	PG
0444	1	Unrated
0445	1	Unrated
0446	1	Unrated
0447	1	G
0448	1	PG-13
0449	1	PG
0450	1	R
0451	1	Unrated
0452	1	PG-13
0453	1	Unrated
0454	1	Unrated
0455	1	PG
0456	1	R
0457	1	R
0458	1	R
0459	1	PG-13
0460	1	PG
0461	1	Unrated
0462	1	R
0463	1	R
0464	1	R
0465	1	Unrated
0466	1	R
0467	1	Unrated
0468	1	PG
0469	1	Unrated
0470	1	R
0471	1	Unrated
0472	1	R
0473	1	PG
0474	1	R
0475	1	Unrated
0476	1	Unrated
0477	1	Unrated
0478	1	R
0479	1	R
0480	1	Unrated
0481	1	R
0482	1	R
0483	1	R
0484	1	PG
0485	1	PG
0486	1	R
0487	1	R
0488	1	Unrated
0489	1	R
0490	1	R
0491	1	R
0492	1	PG-13
0493	1	R
0494	1	Unrated
0495	1	PG-13
0496	1	R
0497	1	G
0498	1	PG
0499	1	Unrated
0500	1	PG
0501	1	PG
0502	1	Unrated
0503	1	R
0504	1	PG-13
0505	1	R
0506	1	PG
0507	1	PG-13
0508	1	R
0509	1	PG
0510	1	PG-13
0511	1	PG
0512	1	R
0513	1	PG-13
0514	1	R
0515	1	Unrated
0516	1	R
0517	1	R
0518	1	Unrated
0519	1	PG
0520	1	R
0521	1	PG
0522	1	PG-13
0523	1	PG-13
0524	1	PG
0525	1	G
0526	1	R
0527	1	R
0528	1	R
0529	1	R
0530	1	Unrated
0531	1	Unrated
0532	1	PG-13
0533	1	R
0534	1	R
0535	1	Unrated
0536	1	PG
0537	1	R
0538	1	Unrated
0539	1	Unrated
0540	1	G
0541	1	PG
0542	1	PG
0543	1	R
0544	1	G
0545	1	G
0546	1	PG-13
0547	1	R
0548	1	R
0549	1	Unrated
0550	1	Unrated
0551	1	Unrated
0552	1	Unrated
0553	1	PG
0554	1	Unrated
0555	1	Unrated
0556	1	R
0557	1	R
0558	1	R
0559	1	Unrated
0560	1	G
0561	1	Unrated
0562	1	PG-13
0563	1	R
0564	1	R
0565	1	PG-13
0566	1	Unrated
0567	1	PG
0568	1	Unrated
0569	1	G
0570	1	R
0571	1	R
0572	1	PG
0573	1	Unrated
0574	1	PG
0575	1	Unrated
0576	1	Unrated
0577	1	Unrated
0578	1	R
0579	1	R
0580	1	PG-13
0581	1	PG-13
0582	1	R
0583	1	Unrated
0584	1	R
0585	1	R
0586	1	R
0587	1	PG
0588	1	R
0589	1	R
0590	1	Unrated
0591	1	G
0592	1	G
0593	1	PG
0594	1	PG
0595	1	R
0596	1	Unrated
0597	1	Unrated
0598	1	PG
0599	1	R
0600	1	R
0601	1	PG
0602	1	R
0603	1	PG-13
0604	1	R
0605	1	PG-13
0606	1	R
0607	1	R
0608	1	R
0609	1	G
0610	1	PG-13
0611	1	R
0612	1	PG-13
0613	1	PG-13
0614	1	R
0615	1	Unrated
0616	1	Unrated
0617	1	PG-13
0618	1	R
0619	1	PG
0620	1	R
0621	1	R
0622	1	Unrated
0623	1	R
0624	1	Unrated
0625	1	Unrated
0626	1	Unrated
0627	1	Unrated
0628	1	Unrated
0629	1	PG-13
0630	1	R
0631	1	PG-13
0632	1	Unrated
0633	1	Unrated
0634	1	PG-13
0635	1	R
0636	1	Unrated
0637	1	R
0638	1	R
0639	1	Unrated
0640	1	G
0641	1	PG
0642	1	R
0643	1	R
0644	1	Unrated
0645	1	Unrated
0646	1	R
0647	1	R
0648	1	Unrated
0649	1	R
0650	1	PG
0651	1	Unrated
0652	1	R
0653	1	R
0654	1	Unrated
0655	1	Unrated
0656	1	R
0657	1	R
0658	1	Unrated
0659	1	R
0660	1	PG-13
0661	1	PG-13
0662	1	PG
0663	1	R
0664	1	R
0665	1	R
0666	1	PG-13
0667	1	PG
0668	1	R
0669	1	PG-13
0670	1	PG-13
0671	1	PG-13
0672	1	PG
0673	1	Unrated
0674	1	Unrated
0675	1	Unrated
0676	1	Unrated
0677	1	PG
0678	1	R
0679	1	Unrated
0680	1	Unrated
0681	1	Unrated
0682	1	R
0683	1	PG-13
0684	1	R
0685	1	R
0686	1	Unrated
0687	1	G
0688	1	R
0689	1	R
0690	1	PG
0691	1	PG-13
0692	1	R
0693	1	PG-13
0694	1	R
0695	1	NC-17
0696	1	R
0697	1	Unrated
0698	1	Unrated
0699	1	PG-13
0700	1	Unrated
0701	1	PG
0702	1	PG-13
0703	1	PG-13
0704	1	PG-13
0705	1	R
0706	1	R
0707	1	PG-13
0708	1	R
0709	1	PG-13
0710	1	PG
0711	1	R
0712	1	PG
0713	1	PG-13
0714	1	R
0715	1	R
0716	1	PG-13
0717	1	PG-13
0718	1	PG-13
0719	1	PG
0720	1	R
0721	1	R
0722	1	Unrated
0723	1	PG-13
0724	1	PG
0725	1	PG
0726	1	Unrated
0727	1	PG
0728	1	R
0729	1	PG-13
0730	1	R
0731	1	PG-13
0732	1	R
0733	1	PG-13
0734	1	PG
0735	1	PG
0736	1	R
0737	1	PG-13
0738	1	R
0739	1	R
0740	1	R
0741	1	R
0742	1	R
0743	1	R
0744	1	R
0745	1	PG-13
0746	1	PG-13
0747	1	R
0748	1	PG-13
0749	1	PG-13
0750	1	PG-13
0751	1	R
0752	1	R
0753	1	PG
0754	1	Unrated
0755	1	Unrated
0756	1	Unrated
0757	1	Unrated
0758	1	Unrated
0759	1	G
0760	1	R
0761	1	Unrated
0762	1	Unrated
0763	1	PG-13
0764	1	PG-13
0765	1	R
0766	1	R
0767	1	Unrated
0768	1	Unrated
0769	1	G
0770	1	R
0771	1	Unrated
0772	1	Unrated
0773	1	R
0774	1	Unrated
0775	1	Unrated
0776	1	Unrated
0777	1	Unrated
0778	1	R
0779	1	R
0780	1	Unrated
0781	1	Unrated
0782	1	Unrated
0783	1	Unrated
0784	1	Unrated
0785	1	Unrated
0786	1	Unrated
0787	1	R
0788	1	Unrated
0789	1	Unrated
0790	1	PG-13
0791	1	PG-13
0792	1	G
0793	1	R
0794	1	PG-13
0795	1	R
0796	1	Unrated
0797	1	PG-13
0798	1	G
0799	1	PG
0800	1	PG
0801	1	R
0802	1	R
0803	1	R
0804	1	Unrated
0805	1	Unrated
0806	1	R
0807	1	PG-13
0808	1	R
0809	1	G
0810	1	R
0811	1	PG-13
0812	1	Unrated
0813	1	R
0814	1	PG
0815	1	R
0816	1	R
0817	1	R
0818	1	R
0819	1	Unrated
0820	1	Unrated
0821	1	Unrated
0822	1	Unrated
0823	1	R
0824	1	R
0825	1	Unrated
0826	1	Unrated
0827	1	Unrated
0828	1	R
0829	1	R
0830	1	Unrated
0831	1	Unrated
0832	1	R
0833	1	R
0834	1	R
0835	1	PG-13
0836	1	Unrated
0837	1	R
0838	1	R
0839	1	R
0840	1	PG
0841	1	R
0842	1	R
0843	1	Unrated
0844	1	R
0845	1	Unrated
0846	1	R
0847	1	R
0848	1	R
0849	1	R
0850	1	PG
0851	1	R
0852	1	Unrated
0853	1	Unrated
0854	1	Unrated
0855	1	Unrated
0856	1	G
0857	1	PG
0858	1	Unrated
0859	1	Unrated
0860	1	PG-13
0861	1	R
0862	1	PG-13
0863	1	R
0864	1	R
0865	1	R
0866	1	R
0867	1	Unrated
0868	1	PG-13
0869	1	PG
0870	1	Unrated
0871	1	PG-13
0872	1	R
0873	1	PG
0874	1	PG-13
0875	1	PG-13
0876	1	R
0877	1	R
0878	1	Unrated
0879	1	Unrated
0880	1	R
0881	1	PG
0882	1	R
0883	1	PG-13
0884	1	Unrated
0885	1	R
0886	1	R
0887	1	R
0888	1	Unrated
0889	1	Unrated
0890	1	G
0891	1	R
0892	1	R
0893	1	R
0894	1	R
0895	1	Unrated
0896	1	R
0897	1	Unrated
0898	1	PG-13
0899	1	Unrated
0900	1	R
0901	1	Unrated
0902	1	PG
0903	1	R
0904	1	PG
0905	1	PG
0906	1	PG
0907	1	R
0908	1	Unrated
0909	1	R
0910	1	R
0911	1	Unrated
0912	1	PG
0913	1	NC-17
0914	1	Unrated
0915	1	Unrated
0916	1	PG
0917	1	R
0918	1	Unrated
0919	1	Unrated
0920	1	R
0921	1	R
0922	1	R
0923	1	Unrated
0924	1	PG
0925	1	R
0926	1	Unrated
0927	1	PG-13
0928	1	R
0929	1	PG
0930	1	R
0931	1	R
0932	1	PG
0933	1	PG-13
0934	1	R
0935	1	PG
0936	1	PG
0937	1	R
0938	1	Unrated
0939	1	Unrated
0940	1	Unrated
0941	1	PG-13
0942	1	PG-13
0943	1	Unrated
0944	1	PG-13
0945	1	PG
0946	1	R
0947	1	R
0948	1	Unrated
0949	1	Unrated
0950	1	Unrated
0951	1	PG
0952	1	R
0953	1	Unrated
0954	1	Unrated
0955	1	R
0956	1	R
0957	1	R
0958	1	Unrated
0959	1	PG
0960	1	Unrated
0961	1	Unrated
0962	1	PG-13
0963	1	Unrated
0964	1	R
0965	1	R
0966	1	R
0967	1	Unrated
0968	1	PG
0969	1	PG
0970	1	R
0971	1	Unrated
0972	1	Unrated
0973	1	Unrated
0974	1	PG-13
0975	1	R
0976	1	R
0977	1	PG-13
0978	1	Unrated
0979	1	R
0980	1	R
0981	1	R
0982	1	G
0983	1	R
0984	1	PG-13
0985	1	PG-13
0986	1	PG-13
0987	1	PG
0988	1	PG
0989	1	PG
0990	1	Unrated
0991	1	R
0992	1	PG
0993	1	PG
0994	1	R
0995	1	R
0996	1	R
0997	1	Unrated
0998	1	PG-13
0999	1	R
1000	1	Unrated
1001	1	R
1002	1	PG-13
1003	1	R
1004	1	Unrated
1005	1	R
1006	1	PG-13
1007	1	R
1008	1	PG
1009	1	PG-13
1010	1	R
1011	1	R
1012	1	PG
1013	1	PG-13
1014	1	PG-13
1015	1	PG-13
1016	1	PG
1017	1	PG
1018	1	PG
1019	1	Unrated
1020	1	Unrated
1021	1	R
1022	1	Unrated
1023	1	PG
1024	1	Unrated
1025	1	Unrated
1026	1	Unrated
1027	1	R
1028	1	Unrated
1029	1	PG-13
1030	1	R
1031	1	R
1032	1	R
1033	1	R
1034	1	PG
1035	1	R
1036	1	Unrated
1037	1	PG
1038	1	R
1039	1	R
1040	1	R
1041	1	R
1042	1	PG-13
1043	1	G
1044	1	PG-13
1045	1	PG-13
1046	1	R
1047	1	Unrated
1048	1	Unrated
1049	1	R
1050	1	R
1051	1	PG-13
1052	1	R
1053	1	PG
1054	1	R
1055	1	R
1056	1	Unrated
1057	1	Unrated
1058	1	Unrated
1059	1	Unrated
1060	1	R
1061	1	R
1062	1	R
1063	1	R
1064	1	PG
1065	1	PG
1066	1	R
1067	1	R
1068	1	R
1069	1	R
1070	1	R
1071	1	R
1072	1	PG-13
1073	1	R
1074	1	Unrated
1075	1	R
1076	1	R
1077	1	PG
1078	1	Unrated
1079	1	R
1080	1	PG-13
1081	1	R
1082	1	R
1083	1	PG-13
1084	1	G
1085	1	PG
1086	1	R
1087	1	R
1088	1	R
1089	1	Unrated
1090	1	Unrated
1091	1	G
1092	1	R
1093	1	Unrated
1094	1	Unrated
1095	1	Unrated
1096	1	Unrated
1097	1	G
1098	1	PG
1099	1	R
1100	1	PG-13
1101	1	PG-13
1102	1	Unrated
1103	1	Unrated
1104	1	PG
1105	1	Unrated
1106	1	Unrated
1107	1	PG-13
1108	1	PG
1109	1	R
1110	1	Unrated
1111	1	R
1112	1	PG-13
1113	1	PG
1114	1	R
1115	1	R
1116	1	PG-13
1117	1	R
1118	1	R
1119	1	PG-13
1120	1	R
1121	1	R
1122	1	R
1123	1	R
1124	1	Unrated
1125	1	Unrated
1126	1	PG
1127	1	PG-13
1128	1	R
1129	1	Unrated
1130	1	Unrated
1131	1	Unrated
1132	1	R
1133	1	R
1134	1	R
1135	1	Unrated
1136	1	PG
1137	1	R
1138	1	Unrated
1139	1	Unrated
1140	1	R
1141	1	R
1142	1	PG
1143	1	G
1144	1	Unrated
1145	1	Unrated
1146	1	R
1147	1	PG-13
1148	1	PG
1149	1	PG
1150	1	R
1151	1	Unrated
1152	1	Unrated
1153	1	Unrated
1154	1	Unrated
1155	1	Unrated
1156	1	G
1157	1	Unrated
1158	1	R
1159	1	Unrated
1160	1	G
1161	1	Unrated
1162	1	R
1163	1	Unrated
1164	1	PG
1165	1	Unrated
1166	1	R
1167	1	NC-17
1168	1	R
1169	1	PG-13
1170	1	R
1171	1	G
1172	1	R
1173	1	R
1174	1	R
1175	1	PG-13
1176	1	PG-13
1177	1	PG
1178	1	R
1179	1	R
1180	1	R
1181	1	Unrated
1182	1	PG
1183	1	Unrated
1184	1	R
1185	1	R
1186	1	PG-13
1187	1	PG
1188	1	R
1189	1	R
1190	1	R
1191	1	PG-13
1192	1	R
1193	1	R
1194	1	R
1195	1	R
1196	1	R
1197	1	R
1198	1	Unrated
1199	1	PG-13
1200	1	R
1201	1	PG-13
1202	1	PG
1203	1	Unrated
1204	1	R
1205	1	R
1206	1	Unrated
1207	1	R
1208	1	R
1209	1	PG-13
1210	1	PG
1211	1	R
1212	1	Unrated
1213	1	R
1214	1	Unrated
1215	1	PG-13
1216	1	R
1217	1	Unrated
1218	1	R
1219	1	R
1220	1	Unrated
1221	1	PG
1222	1	PG
1223	1	PG-13
1224	1	PG-13
1225	1	Unrated
1226	1	R
1227	1	PG
1228	1	PG-13
1229	1	PG
1230	1	R
1231	1	Unrated
1232	1	PG
1233	1	R
1234	1	G
1235	1	PG
1236	1	Unrated
1237	1	PG-13
1238	1	R
1239	1	R
1240	1	R
1241	1	PG-13
1242	1	PG-13
1243	1	PG
1244	1	R
1245	1	R
1246	1	R
1247	1	Unrated
1248	1	R
1249	1	Unrated
1250	1	R
1251	1	PG
1252	1	Unrated
1253	1	Unrated
1254	1	Unrated
1255	1	PG
1256	1	PG
1257	1	PG
1258	1	PG
1259	1	R
1260	1	Unrated
1261	1	Unrated
1262	1	R
1263	1	R
1264	1	Unrated
1265	1	R
1266	1	R
1267	1	PG
1268	1	R
1269	1	PG-13
1270	1	PG
1271	1	PG-13
1272	1	PG-13
1273	1	PG-13
1274	1	R
1275	1	Unrated
1276	1	Unrated
1277	1	Unrated
1278	1	G
1279	1	PG
1280	1	PG
1281	1	Unrated
1282	1	Unrated
1283	1	R
1284	1	Unrated
1285	1	PG
1286	1	R
1287	1	R
1288	1	PG-13
1289	1	PG-13
1290	1	R
1291	1	R
1292	1	PG-13
1293	1	PG-13
1294	1	R
1295	1	Unrated
1296	1	Unrated
1297	1	PG
1298	1	R
1299	1	Unrated
1300	1	R
1301	1	R
1302	1	R
1303	1	G
1304	1	R
1305	1	PG-13
1306	1	PG
1307	1	R
1308	1	PG
1309	1	R
1310	1	Unrated
1311	1	Unrated
1312	1	PG
1313	1	R
1314	1	Unrated
1315	1	PG
1316	1	Unrated
1317	1	R
1318	1	PG-13
1319	1	R
1320	1	R
1321	1	Unrated
1322	1	R
1323	1	R
1324	1	PG
1325	1	PG-13
1326	1	R
1327	1	PG-13
1328	1	PG-13
1329	1	PG-13
1330	1	PG
1331	1	PG
1332	1	PG
1333	1	PG-13
1334	1	PG-13
1335	1	R
1336	1	R
1337	1	Unrated
1338	1	R
1339	1	R
1340	1	R
1341	1	R
1342	1	PG
1343	1	R
1344	1	R
1345	1	PG-13
1346	1	Unrated
1347	1	R
1348	1	R
1349	1	PG
1350	1	R
1351	1	PG-13
1352	1	R
1353	1	R
1354	1	PG-13
1355	1	Unrated
1356	1	G
1357	1	Unrated
1358	1	PG-13
1359	1	PG
1360	1	R
1361	1	PG-13
1362	1	R
1363	1	R
1364	1	R
1365	1	R
1366	1	R
1367	1	R
1368	1	PG-13
1369	1	PG-13
1370	1	R
1371	1	G
1372	1	Unrated
1373	1	Unrated
1374	1	G
1375	1	PG
1376	1	R
1377	1	R
1378	1	PG
1379	1	PG
1380	1	R
1381	1	R
1382	1	PG
1383	1	R
1384	1	R
1385	1	PG
1386	1	Unrated
1387	1	PG-13
1388	1	PG-13
1389	1	R
1390	1	Unrated
1391	1	R
1392	1	R
1393	1	R
1394	1	R
1395	1	Unrated
1396	1	PG-13
1397	1	R
1398	1	R
1399	1	R
1400	1	R
1401	1	R
1402	1	R
1403	1	R
1404	1	PG
1405	1	Unrated
1406	1	Unrated
1407	1	Unrated
1408	1	PG
1409	1	PG-13
1410	1	R
1411	1	R
1412	1	Unrated
1413	1	PG-13
1414	1	R
1415	1	R
1416	1	PG-13
1417	1	PG
1418	1	R
1419	1	R
1420	1	R
1421	1	PG
1422	1	PG-13
1423	1	PG-13
1424	1	PG
1425	1	R
1426	1	PG-13
1427	1	PG-13
1428	1	PG
1429	1	PG-13
1430	1	R
1431	1	R
1432	1	PG-13
1433	1	R
1434	1	Unrated
1435	1	Unrated
1436	1	R
1437	1	R
1438	1	PG-13
1439	1	R
1440	1	G
1441	1	Unrated
1442	1	Unrated
1443	1	G
1444	1	Unrated
1445	1	R
1446	1	R
1447	1	R
1448	1	PG
1449	1	Unrated
1450	1	R
1451	1	PG
1452	1	Unrated
1453	1	R
1454	1	R
1455	1	PG-13
1456	1	PG
1457	1	PG
1458	1	R
1459	1	Unrated
1460	1	PG
1461	1	PG
1462	1	Unrated
1463	1	R
1464	1	R
1465	1	R
1466	1	R
1467	1	R
1468	1	R
1469	1	PG-13
1470	1	R
1471	1	R
1472	1	PG-13
1473	1	PG
1474	1	R
1475	1	R
1476	1	PG-13
1477	1	PG
1478	1	PG-13
1479	1	G
1480	1	PG-13
1481	1	Unrated
1482	1	PG
1483	1	R
1484	1	R
1485	1	PG-13
1486	1	R
1487	1	PG-13
1488	1	PG
1489	1	R
1490	1	Unrated
1491	1	PG
1492	1	G
1493	1	G
1494	1	Unrated
1495	1	PG
1496	1	PG
1497	1	PG
1498	1	R
1499	1	R
1500	1	R
1501	1	R
1502	1	Unrated
1503	1	Unrated
1504	1	R
1505	1	PG-13
1506	1	PG-13
1507	1	PG-13
1508	1	PG-13
1509	1	R
1510	1	R
1511	1	PG
1512	1	PG-13
1513	1	R
1514	1	PG
1515	1	Unrated
1516	1	R
1517	1	R
1518	1	PG
1519	1	R
1520	1	Unrated
1521	1	PG
1522	1	R
1523	1	PG
1524	1	R
1525	1	PG-13
1526	1	R
1527	1	G
1528	1	R
1529	1	PG-13
1530	1	R
1531	1	R
1532	1	PG-13
1533	1	PG-13
1534	1	PG-13
1535	1	R
1536	1	R
1537	1	PG-13
1538	1	PG
1539	1	R
1540	1	R
1541	1	R
1542	1	PG
1543	1	PG-13
1544	1	PG
1545	1	PG-13
1546	1	PG-13
1547	1	R
1548	1	PG
1549	1	PG
1550	1	R
1551	1	PG-13
1552	1	PG
1553	1	R
1554	1	PG-13
1555	1	PG-13
1556	1	PG-13
1557	1	R
1558	1	R
1559	1	PG-13
1560	1	PG
1561	1	R
1562	1	R
1563	1	PG
1564	1	R
1565	1	R
1566	1	R
1567	1	PG-13
1568	1	PG-13
1569	1	R
1570	1	Unrated
1571	1	PG-13
1572	1	PG
1573	1	PG-13
1574	1	PG-13
1575	1	PG
1576	1	PG
1577	1	PG-13
1578	1	PG
1579	1	R
1580	1	R
1581	1	Unrated
1582	1	R
1583	1	R
1584	1	R
1585	1	R
1586	1	R
1587	1	PG-13
1588	1	R
1589	1	Unrated
1590	1	R
1591	1	R
1592	1	PG
1593	1	PG-13
1594	1	PG-13
1595	1	PG
1596	1	PG-13
1597	1	PG-13
1598	1	R
1599	1	Unrated
1600	1	Unrated
1601	1	PG-13
1602	1	PG
1603	1	PG-13
1604	1	PG
1605	1	R
1606	1	PG-13
1607	1	PG
1608	1	PG-13
1609	1	R
1610	1	R
1611	1	R
1612	1	Unrated
1613	1	PG-13
1614	1	Unrated
1615	1	R
1616	1	PG-13
1617	1	PG-13
1618	1	R
1619	1	PG
1620	1	R
1621	1	Unrated
1622	1	PG
1623	1	Unrated
1624	1	R
1625	1	R
1626	1	PG
1627	1	R
1628	1	PG-13
1629	1	PG-13
1630	1	PG-13
1631	1	PG
1632	1	R
1633	1	R
1634	1	Unrated
1635	1	PG
1636	1	PG
1637	1	Unrated
1638	1	Unrated
1639	1	R
1640	1	R
1641	1	Unrated
1642	1	PG-13
1643	1	R
1644	1	PG-13
1645	1	R
1646	1	PG-13
1647	1	PG-13
1648	1	PG-13
1649	1	Unrated
