movie	amctv	genre
0237	1	Family &amp; Personal Relationships, Spirituality &amp; Philosophy
0238	1	Drama
0239	1	Drama
0240	1	Romance, Comedy
0241	1	Comedy
0242	1	Comedy Drama, Romance
0243	1	Comedy
0244	1	Drama
0245	1	Action, Fantasy
0246	1	Science Fiction
0247	1	Crime
0248	1	Action
0249	1	Fantasy, Children's/Family
0250	1	Children's/Family, Fantasy
0251	1	Fantasy
0252	1	Fantasy
0253	1	Drama
0254	1	Adventure, Fantasy
0255	1	Adventure
0256	1	Children's/Family
0257	1	Children's/Family
0258	1	Comedy, Children's/Family
0259	1	Adventure, Children's/Family
0260	1	Crime
0261	1	Western
0262	1	Crime
0263	1	Drama
0264	1	Crime, Thriller
0265	1	Thriller
0266	1	Comedy, Fantasy, Children's/Family
0267	1	Fantasy
0268	1	Science Fiction
0269	1	Children's/Family
0270	1	Children's/Family
0271	1	Comedy, Science Fiction
0272	1	Science Fiction
0273	1	Science Fiction
0274	1	Science Fiction
0275	1	Spy Film, Action
0276	1	Spy Film, Action
0277	1	Spy Film, Action
0278	1	Comedy
0279	1	Comedy
0280	1	Comedy
0281	1	Comedy
0282	1	Comedy
0283	1	Crime
0284	1	Mystery
0285	1	Mystery
0286	1	Crime, Thriller
0287	1	Drama
0288	1	Adventure, Fantasy
0289	1	Children's/Family
0290	1	Adventure
0291	1	Fantasy, Children's/Family
0292	1	Drama
0293	1	Drama, Crime
0294	1	Comedy Drama
0295	1	Drama
0296	1	Comedy Drama, Romance
0297	1	Comedy, Fantasy
0298	1	Comedy Drama
0299	1	Drama
0300	1	Musical, Comedy
0301	1	Drama
0302	1	Nature
0303	1	Nature
0304	1	Comedy Drama, Romance
0305	1	Comedy Drama
0306	1	Comedy Drama
0307	1	Drama
0308	1	Mystery, Drama
0309	1	Comedy Drama
0310	1	Drama
0311	1	Drama
0312	1	Drama, Romance
0313	1	Drama
0314	1	Culture &amp; Society
0315	1	History
0316	1	Drama, Thriller
0317	1	Drama
0318	1	Culture &amp; Society
0319	1	Mystery
0320	1	Adventure
0321	1	Fantasy, Musical, Children's/Family
0322	1	Fantasy, Children's/Family
0323	1	Epic, Romance
0324	1	Thriller, Crime
0325	1	Adventure, Fantasy
0326	1	Comedy
0327	1	Drama
0328	1	Western
0329	1	Western
0330	1	War
0331	1	Thriller
0332	1	Fantasy, Children's/Family
0333	1	Adventure
0334	1	Drama
0335	1	Drama
0336	1	Mystery
0337	1	Fantasy, Musical, Children's/Family
0338	1	Fantasy
0339	1	Drama
0340	1	Comedy
0341	1	Comedy
0342	1	Comedy
0343	1	Thriller
0344	1	Thriller
0345	1	Comedy, Musical
0346	1	Comedy Drama
0347	1	Drama
0348	1	Drama
0349	1	Western, Drama
0350	1	Romance, Comedy
0351	1	Drama
0352	1	Drama
0353	1	Comedy, Horror
0354	1	Horror
0355	1	Thriller
0356	1	Comedy
0357	1	Science Fiction, Thriller
0358	1	Crime
0359	1	Mystery
0360	1	War
0361	1	Drama, Thriller
0362	1	Action, Adventure
0363	1	War
0364	1	Adventure
0365	1	Drama
0366	1	Action, Drama
0367	1	Action
0368	1	Drama
0369	1	Thriller
0370	1	Comedy Drama
0371	1	Crime, Comedy
0372	1	Thriller
0373	1	Drama
0374	1	Comedy
0375	1	Adventure, Children's/Family
0376	1	Drama
0377	1	Children's/Family, Fantasy
0378	1	Spy Film
0379	1	Musical
0380	1	Drama
0381	1	Children's/Family
0382	1	Comedy, Children's/Family
0383	1	Romance, Drama
0384	1	Comedy Drama
0385	1	Comedy Drama
0386	1	Comedy Drama
0387	1	Comedy
0388	1	Drama
0389	1	Drama, Mystery
0390	1	Comedy Drama
0391	1	Adventure, Science Fiction
0392	1	War
0393	1	Action, Crime
0394	1	Thriller
0395	1	Thriller
0396	1	War
0397	1	Thriller
0398	1	Thriller
0399	1	Crime
0400	1	Comedy
0401	1	Comedy
0402	1	Comedy Drama
0403	1	Comedy
0404	1	Comedy
0405	1	Comedy, Romance
0406	1	Drama
0407	1	Drama
0408	1	Drama, Romance
0409	1	Romance, Comedy
0410	1	Drama
0411	1	Historical Film
0412	1	Drama
0413	1	Comedy Drama
0414	1	Drama
0415	1	Adventure
0416	1	Comedy
0417	1	Drama, Science Fiction
0418	1	Comedy, Horror
0419	1	Science Fiction
0420	1	Science Fiction
0421	1	Drama
0422	1	Drama
0423	1	Children's/Family
0424	1	Epic, Romance
0425	1	Drama
0426	1	Action, Adventure
0427	1	Adventure
0428	1	Comedy Drama
0429	1	Drama
0430	1	Western, Comedy
0431	1	Western
0432	1	Horror
0433	1	Horror
0434	1	Visual Arts, Culture &amp; Society
0435	1	History
0436	1	Avant-garde / Experimental
0437	1	Crime
0438	1	Mystery, Thriller
0439	1	Comedy
0440	1	Drama
0441	1	Drama
0442	1	Drama
0443	1	Comedy
0444	1	Comedy Drama
0445	1	Adventure
0446	1	Thriller, Crime
0447	1	Science Fiction
0448	1	Musical, Comedy Drama
0449	1	Drama
0450	1	Drama
0451	1	Drama, Crime
0452	1	Drama
0453	1	Comedy Drama
0454	1	Horror
0455	1	Horror, Thriller
0456	1	Action, Horror
0457	1	Drama
0458	1	Drama
0459	1	Drama
0460	1	Comedy Drama
0461	1	Drama
0462	1	Horror
0463	1	Adventure, Fantasy
0464	1	Adventure
0465	1	Science Fiction
0466	1	Science Fiction
0467	1	Historical Film, Epic
0468	1	Action
0469	1	Drama
0470	1	Action
0471	1	Horror
0472	1	Adventure
0473	1	Drama
0474	1	Horror
0475	1	Thriller
0476	1	Crime
0477	1	Crime
0478	1	Drama
0479	1	Horror, Thriller
0480	1	Horror
0481	1	Science Fiction
0482	1	Horror
0483	1	Horror
0484	1	Horror
0485	1	Horror
0486	1	Science Fiction
0487	1	Thriller, Mystery
0488	1	Mystery, Thriller
0489	1	Thriller
0490	1	Thriller
0491	1	Comedy Drama
0492	1	Drama, Romance
0493	1	Crime, Thriller
0494	1	Horror
0495	1	Musical
0496	1	Comedy, Horror, Musical
0497	1	Comedy
0498	1	Drama, Crime
0499	1	Crime
0500	1	Crime
0501	1	Mystery, Crime
0502	1	Comedy, Western
0503	1	Drama, Mystery
0504	1	Drama
0505	1	Drama, Historical Film
0506	1	Thriller
0507	1	Romance, Drama
0508	1	Drama
0509	1	Western
0510	1	Thriller
0511	1	Mystery
0512	1	Comedy Drama
0513	1	Thriller
0514	1	Thriller, Crime
0515	1	Thriller
0516	1	Crime
0517	1	Drama
0518	1	Comedy
0519	1	Comedy Drama, Romance
0520	1	Comedy Drama
0521	1	Mystery, Thriller
0522	1	Drama
0523	1	Drama
0524	1	Romance, Drama
0525	1	Crime
0526	1	Historical Film
0527	1	Drama
0528	1	Drama
0529	1	Drama
0530	1	Crime
0531	1	Adventure
0532	1	Drama
0533	1	Drama
0534	1	Drama
0535	1	Drama
0536	1	Comedy Drama
0537	1	Drama
0538	1	Comedy Drama
0539	1	Thriller
0540	1	Drama, Thriller
0541	1	Western, Drama
0542	1	Comedy Drama
0543	1	Romance, Drama
0544	1	Drama
0545	1	Comedy Drama
0546	1	Fantasy, Children's/Family
0547	1	Adventure, Musical, Children's/Family
0548	1	Science Fiction
0549	1	Comedy Drama
0550	1	Drama
0551	1	Fantasy, Comedy
0552	1	Fantasy, Romance
0553	1	Fantasy, Drama
0554	1	Comedy Drama
0555	1	Comedy, Romance
0556	1	Drama
0557	1	Comedy
0558	1	Comedy Drama
0559	1	Comedy Drama, Romance
0560	1	Comedy
0561	1	Comedy
0562	1	Culture &amp; Society
0563	1	Epic
0564	1	Comedy
0565	1	Comedy, Crime
0566	1	Drama
0567	1	Comedy Drama
0568	1	Comedy
0569	1	Drama
0570	1	Drama
0571	1	Science Fiction
0572	1	Adventure, Children's/Family
0573	1	War
0574	1	Comedy Drama
0575	1	Drama, War
0576	1	Comedy
0577	1	Children's/Family
0578	1	Comedy, Fantasy
0579	1	Science Fiction, Horror
0580	1	Science Fiction
0581	1	Drama, Romance
0582	1	Comedy
0583	1	Drama
0584	1	Comedy
0585	1	Comedy
0586	1	Action, Science Fiction
0587	1	Comedy, Crime
0588	1	Drama
0589	1	Mystery
0590	1	Thriller
0591	1	Comedy, Romance
0592	1	Action
0593	1	Drama
0594	1	Comedy
0595	1	Comedy Drama
0596	1	Romance, Comedy Drama
0597	1	Comedy
0598	1	Music
0599	1	Culture &amp; Society, Music
0600	1	Drama
0601	1	Drama
0602	1	Drama
0603	1	Drama
0604	1	Comedy Drama
0605	1	Drama
0606	1	Thriller, Mystery
0607	1	Comedy
0608	1	Drama
0609	1	Drama
0610	1	Comedy, Romance
0611	1	Action, Drama
0612	1	Drama, Thriller
0613	1	Crime
0614	1	Drama
0615	1	Crime
0616	1	Comedy Drama
0617	1	Romance, Adventure
0618	1	Crime
0619	1	Drama
0620	1	Drama, Historical Film
0621	1	Drama, War
0622	1	Drama, War
0623	1	Children's/Family
0624	1	Drama, Romance
0625	1	Thriller
0626	1	Drama
0627	1	Horror
0628	1	Comedy Drama
0629	1	Comedy Drama
0630	1	Drama
0631	1	Comedy
0632	1	Science Fiction, Romance
0633	1	Drama
0634	1	Comedy, Fantasy
0635	1	Comedy
0636	1	Drama, War
0637	1	Horror
0638	1	Thriller
0639	1	Culture &amp; Society, Film, TV &amp; Radio
0640	1	Culture &amp; Society, Film, TV &amp; Radio
0641	1	Thriller
0642	1	Drama
0643	1	History
0644	1	Children's/Family
0645	1	Comedy
0646	1	Fantasy
0647	1	Spy Film, Adventure, Children's/Family
0648	1	Fantasy, Action
0649	1	Fantasy, Comedy
0650	1	Children's/Family
0651	1	Children's/Family, Comedy
0652	1	Science Fiction, Thriller
0653	1	Adventure, Comedy
0654	1	Action
0655	1	Drama
0656	1	Action, Science Fiction
0657	1	Science Fiction, Thriller
0658	1	Drama
0659	1	Thriller
0660	1	Horror
0661	1	Drama
0662	1	Comedy, Fantasy
0663	1	Horror
0664	1	Action, Crime
0665	1	Action, Fantasy
0666	1	Comedy
0667	1	Epic, Historical Film
0668	1	Thriller
0669	1	Science Fiction
0670	1	Science Fiction
0671	1	Drama, Science Fiction
0672	1	Thriller
0673	1	Science Fiction
0674	1	Musical
0675	1	Thriller
0676	1	Science Fiction
0677	1	Horror
0678	1	Science Fiction, Thriller
0679	1	Mystery
0680	1	Science Fiction, Horror
0681	1	Western
0682	1	Romance, Comedy
0683	1	Comedy Drama
0684	1	Comedy
0685	1	Drama
0686	1	Comedy
0687	1	Drama
0688	1	Comedy
0689	1	Action
0690	1	Drama
0691	1	Drama
0692	1	Action
0693	1	Romance
0694	1	Drama, Children's/Family
0695	1	Comedy Drama
0696	1	Thriller
0697	1	Drama
0698	1	Drama
0699	1	Drama
0700	1	History
0701	1	Comedy
0702	1	Comedy Drama
0703	1	Comedy
0704	1	Comedy Drama
0705	1	Comedy Drama
0706	1	Comedy
0707	1	Comedy Drama
0708	1	Comedy
0709	1	Adventure, Science Fiction
0710	1	Action, Children's/Family, Thriller
0711	1	Action
0712	1	Thriller
0713	1	Comedy
0714	1	Science Fiction
0715	1	Action, Adventure
0716	1	Thriller
0717	1	Crime
0718	1	Thriller
0719	1	Science Fiction, Action
0720	1	Action
0721	1	Historical Film, Epic
0722	1	Children's/Family, Fantasy
0723	1	Action, Adventure, Fantasy
0724	1	Musical
0725	1	Adventure, Fantasy, Children's/Family
0726	1	Action
0727	1	Thriller
0728	1	Action, Thriller
0729	1	Mystery, Crime
0730	1	Thriller
0731	1	Drama
0732	1	Action, Adventure
0733	1	Action, Adventure, Fantasy
0734	1	Action
0735	1	Fantasy, Children's/Family
0736	1	Horror, Adventure
0737	1	Children's/Family
0738	1	Children's/Family
0739	1	Children's/Family
0740	1	Children's/Family, Comedy
0741	1	Children's/Family
0742	1	Children's/Family
0743	1	Fantasy, Children's/Family
0744	1	Adventure, Children's/Family
0745	1	Adventure, Children's/Family
0746	1	Adventure, Children's/Family
0747	1	Children's/Family
0748	1	Comedy Drama
0749	1	Adventure, Children's/Family
0750	1	Children's/Family
0751	1	Drama
0752	1	Drama, Thriller
0753	1	Drama
0754	1	Western
0755	1	Western
0756	1	Thriller
0757	1	Drama
0758	1	Thriller
0759	1	Drama
0760	1	Crime
0761	1	Comedy, Children's/Family
0762	1	Fantasy, Children's/Family
0763	1	Fantasy, Children's/Family
0764	1	Fantasy
0765	1	Drama
0766	1	Drama
0767	1	Adventure, Science Fiction
0768	1	Children's/Family
0769	1	Comedy
0770	1	Children's/Family
0771	1	Comedy, Children's/Family
0772	1	Drama, Science Fiction
0773	1	Science Fiction
0774	1	Children's/Family
0775	1	Science Fiction
0776	1	Comedy
0777	1	Fantasy, Children's/Family
0778	1	Science Fiction
0779	1	Spy Film, Action
0780	1	Spy Film, Action
0781	1	Spy Film, Thriller
0782	1	Crime
0783	1	Action, Crime
0784	1	Action
0785	1	Spy Film, Action
0786	1	Drama
0787	1	Comedy Drama
0788	1	Comedy
0789	1	Fantasy, Children's/Family
0790	1	Comedy
0791	1	Comedy
0792	1	Comedy
0793	1	Comedy
0794	1	Comedy
0795	1	Comedy
0796	1	Comedy
0797	1	Comedy, Fantasy
0798	1	Action, Adventure, Horror
0799	1	Romance, Comedy Drama
0800	1	Comedy, Romance
0801	1	Comedy Drama
0802	1	Comedy
0803	1	Comedy Drama, Romance
0804	1	Comedy
0805	1	Comedy
0806	1	Comedy
0807	1	Comedy, Romance
0808	1	Crime
0809	1	Crime
0810	1	Crime, Thriller
0811	1	Western
0812	1	Drama
0813	1	Children's/Family
0814	1	Children's/Family, Fantasy
0815	1	Comedy Drama
0816	1	Comedy
0817	1	Drama
0818	1	Comedy
0819	1	Drama
0820	1	Comedy Drama, Romance
0821	1	Romance, Comedy Drama
0822	1	Comedy Drama
0823	1	Drama
0824	1	Drama, Children's/Family
0825	1	Drama
0826	1	Drama, Historical Film
0827	1	Comedy Drama
0828	1	Comedy
0829	1	Comedy Drama
0830	1	Drama
0831	1	Drama
0832	1	Historical Film
0833	1	Comedy, Fantasy
0834	1	Comedy
0835	1	Adventure, Drama
0836	1	Thriller
0837	1	Comedy
0838	1	Comedy Drama
0839	1	Comedy
0840	1	Avant-garde / Experimental
0841	1	Drama
0842	1	Visual Arts, Culture &amp; Society
0843	1	History, Sports &amp; Recreation
0844	1	Nature
0845	1	Nature, Culture &amp; Society
0846	1	Adventure, Comedy
0847	1	Nature
0848	1	Children's/Family
0849	1	Drama
0850	1	Drama
0851	1	Comedy Drama
0852	1	Romance, Comedy
0853	1	Comedy, Romance
0854	1	Drama
0855	1	Drama
0856	1	Drama
0857	1	Comedy Drama
0858	1	Comedy Drama
0859	1	Drama
0860	1	Mystery, Avant-garde / Experimental
0861	1	Thriller
0862	1	Comedy Drama
0863	1	Drama
0864	1	Mystery, Drama
0865	1	Mystery
0866	1	Comedy, Theater, Romance
0867	1	Drama
0868	1	Comedy
0869	1	Drama
0870	1	Drama
0871	1	Drama
0872	1	Comedy Drama
0873	1	Comedy Drama
0874	1	Drama
0875	1	Culture &amp; Society
0876	1	Business, Culture &amp; Society
0877	1	Culture &amp; Society
0878	1	History
0879	1	Film, TV &amp; Radio, Culture &amp; Society
0880	1	Drama
0881	1	Culture &amp; Society
0882	1	Drama
0883	1	Culture &amp; Society
0884	1	Fantasy, Children's/Family
0885	1	Dance, Film, TV &amp; Radio
0886	1	Music
0887	1	Fantasy
0888	1	Comedy Drama
0889	1	Comedy Drama
0890	1	Comedy
0891	1	Thriller, Crime
0892	1	Horror
0893	1	Drama, Romance
0894	1	Children's/Family
0895	1	Thriller
0896	1	Film, TV &amp; Radio
0897	1	Comedy Drama
0898	1	History, Film, TV &amp; Radio
0899	1	Drama
0900	1	Historical Film
0901	1	Drama
0902	1	Thriller
0903	1	Drama
0904	1	Western
0905	1	Thriller
0906	1	Fantasy, Children's/Family
0907	1	Fantasy, Children's/Family
0908	1	Drama
0909	1	Adventure, Crime
0910	1	Drama
0911	1	Comedy
0912	1	Comedy
0913	1	War
0914	1	Romance, Drama
0915	1	Western
0916	1	Comedy
0917	1	Musical
0918	1	Romance, Drama
0919	1	Epic
0920	1	Thriller
0921	1	Comedy
0922	1	Drama
0923	1	Drama, Crime
0924	1	Comedy Drama
0925	1	Action
0926	1	Romance, Musical
0927	1	Drama
0928	1	Drama
0929	1	Comedy
0930	1	War
0931	1	Horror
0932	1	Horror
0933	1	Crime
0934	1	Comedy
0935	1	Horror
0936	1	Horror
0937	1	Fantasy, Horror
0938	1	Western
0939	1	Action, Drama
0940	1	Horror
0941	1	Drama
0942	1	Drama
0943	1	Fantasy, Science Fiction
0944	1	Western
0945	1	History
0946	1	Action, Adventure, Science Fiction
0947	1	Drama
0948	1	Drama
0949	1	Drama
0950	1	Drama
0951	1	Drama, War
0952	1	Culture &amp; Society
0953	1	Historical Film, Epic
0954	1	Drama
0955	1	Drama, Romance
0956	1	Drama
0957	1	Drama, Romance
0958	1	Comedy Drama
0959	1	Drama
0960	1	Comedy Drama
0961	1	Comedy Drama
0962	1	Drama
0963	1	Drama
0964	1	Drama
0965	1	Drama
0966	1	Drama
0967	1	Romance, Comedy
0968	1	Children's/Family
0969	1	Adventure, Children's/Family
0970	1	Drama
0971	1	Fantasy, Children's/Family
0972	0	<NULL>
0973	1	Music
0974	1	Drama
0975	1	Drama
0976	1	Comedy Drama
0977	1	Comedy
0978	1	Avant-garde / Experimental, Drama
0979	1	Comedy
0980	1	Comedy
0981	1	Comedy Drama
0982	1	Drama
0983	1	Comedy
0984	1	Comedy Drama
0985	1	Drama, Romance
0986	1	Comedy
0987	1	Science Fiction
0988	1	Action, Science Fiction
0989	1	Science Fiction
0990	1	Action, Science Fiction
0991	1	Action, Comedy
0992	1	Action, Crime
0993	1	Western
0994	1	Drama
0995	1	Crime
0996	1	Adventure, Drama
0997	1	Comedy, Mystery
0998	1	Drama
0999	1	Action
1000	1	Romance
1001	1	Drama
1002	1	Comedy Drama, Romance
1003	1	Drama
1004	1	Comedy
1005	1	Drama, Romance
1006	1	Comedy
1007	1	Comedy
1008	1	Drama
1009	1	Drama
1010	1	Drama
1011	1	Horror
1012	1	Romance, Drama
1013	1	Drama, Romance
1014	1	Drama, Fantasy
1015	1	Comedy Drama
1016	1	Drama
1017	1	Drama
1018	1	Drama
1019	1	Musical
1020	1	Science Fiction
1021	1	Spy Film, Action, Comedy
1022	1	Science Fiction
1023	1	Drama
1024	1	Crime
1025	1	Children's/Family
1026	1	Epic
1027	1	Epic
1028	1	Action
1029	1	Western
1030	1	Comedy
1031	1	Western
1032	1	Drama
1033	1	Thriller
1034	1	Thriller
1035	1	Horror
1036	1	Fantasy, Horror
1037	1	Epic
1038	1	Comedy, Mystery
1039	1	Horror
1040	1	Thriller, Science Fiction
1041	1	Horror
1042	1	Drama
1043	1	Culture &amp; Society
1044	1	History
1045	1	Adult
1046	1	Culture &amp; Society
1047	1	Education, Culture &amp; Society
1048	1	Drama, Romance
1049	1	Comedy
1050	1	Drama
1051	1	Sports &amp; Recreation, Culture &amp; Society
1052	1	Drama
1053	1	Drama
1054	1	Romance
1055	1	Drama
1056	1	Comedy Drama
1057	1	Comedy
1058	1	Comedy Drama
1059	1	Comedy, Musical
1060	1	Musical
1061	1	Adventure
1062	1	Horror
1063	1	Drama
1064	1	Comedy
1065	1	Comedy Drama
1066	1	Romance, Comedy Drama
1067	1	Drama
1068	1	Drama
1069	1	Drama
1070	1	Romance, Fantasy
1071	1	Drama, War
1072	1	Western
1073	1	Drama
1074	1	Drama
1075	1	Drama
1076	1	Drama
1077	1	Drama, Mystery
1078	1	Drama
1079	1	Comedy Drama
1080	1	Action, Fantasy
1081	1	Drama
1082	1	Comedy, Mystery
1083	1	Drama
1084	1	Comedy, Romance
1085	1	Comedy Drama
1086	1	Horror
1087	1	Mystery
1088	1	Drama
1089	1	Horror, Thriller
1090	1	Thriller
1091	1	Musical, Romance
1092	1	Mystery
1093	1	Comedy, Children's/Family
1094	1	Drama
1095	1	Action
1096	1	Comedy
1097	1	Comedy Drama
1098	1	Action
1099	1	Comedy
1100	1	Action
1101	1	Horror
1102	1	Drama, Science Fiction
1103	1	Comedy
1104	1	Drama
1105	1	Comedy Drama
1106	1	History, Film, TV &amp; Radio
1107	1	Science Fiction
1108	1	Horror
1109	1	Horror
1110	1	Thriller
1111	1	Thriller
1112	1	Comedy Drama
1113	1	Crime
1114	1	Action
1115	1	Drama, Historical Film
1116	1	Children's/Family
1117	1	Comedy Drama
1118	1	Comedy
1119	1	Science Fiction
1120	1	Comedy
1121	1	Horror
1122	1	Horror
1123	1	Horror
1124	1	Horror
1125	1	Horror
1126	1	Thriller
1127	1	Comedy, Horror
1128	1	Horror
1129	1	Crime
1130	1	Horror, Thriller
1131	1	Comedy
1132	1	Science Fiction, Comedy
1133	1	Science Fiction
1134	1	Action, Adventure, Fantasy, Science Fiction
1135	1	Comedy, Children's/Family
1136	1	Children's/Family
1137	1	Action
1138	1	Thriller
1139	1	Drama
1140	1	Drama
1141	1	Thriller
1142	1	Horror
1143	1	Comedy
1144	1	Comedy
1145	1	Comedy
1146	1	Comedy
1147	1	Comedy
1148	1	Avant-garde / Experimental, War
1149	1	Adventure, Drama
1150	1	Horror
1151	1	Drama
1152	1	Comedy
1153	1	Horror
1154	1	Thriller
1155	1	Crime
1156	1	Comedy
1157	1	Spy Film, Action, Comedy
1158	1	Horror
1159	1	Musical
1160	1	Musical
1161	1	Historical Film, War
1162	1	Crime
1163	1	Romance, Comedy Drama
1164	1	Musical
1165	1	Comedy, Fantasy
1166	1	Comedy
1167	1	Science Fiction, Action
1168	1	Action
1169	1	Comedy
1170	1	Horror, Thriller, Romance
1171	1	Comedy Drama
1172	1	Crime
1173	1	Drama
1174	1	Comedy
1175	1	Comedy
1176	1	Thriller
1177	1	Thriller
1178	1	Comedy Drama
1179	1	Horror
1180	1	Horror
1181	1	Drama
1182	1	Action
1183	1	Drama, Historical Film
1184	1	Comedy Drama
1185	1	Action
1186	1	Comedy, Horror
1187	1	Drama
1188	1	Musical
1189	1	Musical
1190	1	Drama
1191	1	Drama
1192	1	Comedy
1193	1	Drama
1194	1	History
1195	1	Drama
1196	1	Drama
1197	1	Drama
1198	1	Musical
1199	1	Sports &amp; Recreation, Culture &amp; Society
1200	1	Drama
1201	1	Crime
1202	1	Thriller
1203	1	Drama
1204	1	Drama
1205	1	Drama
1206	1	Western
1207	1	Western
1208	1	Action
1209	1	Drama, Romance
1210	1	Drama, Romance
1211	1	Drama, Fantasy, Romance
1212	1	Comedy Drama
1213	1	Comedy
