camera	amazon	price
0108	1	$386.99
0109	1	$249.95
0110	1	$379.95
0111	1	$68.73
0112	1	$499.95
0113	1	$99.95
0114	1	$286.00
0115	1	$219.95
0116	1	$399.99
0117	1	$299.95
0118	1	$229.99
0119	1	$347.95
0120	1	$299.99
0121	1	$419.95
0122	1	$519.95
0123	1	$209.95
0124	1	$279.95
0125	1	$149.95
0126	1	$249.99
0127	1	$409.95
0128	1	$259.95
0129	1	$499.99
0130	1	$304.23
0131	1	$229.95
0132	1	$194.95
0133	1	$79.95
0134	1	$259.95
0135	1	$199.22
0136	1	$219.95
0137	1	$109.95
0138	1	$149.95
0139	1	$586.42
0140	1	$400.00
0141	1	$169.95
0142	1	$294.95
0143	1	$84.95
0144	1	$119.95
0145	1	$84.95
0146	1	$329.95
0147	1	$59.49
0148	1	$299.99
0149	1	$349.95
0150	1	$249.95
0151	1	$99.95
0152	1	$19.99
0153	1	$219.95
0154	1	$496.99
0155	1	$499.95
0156	1	$199.95
0157	1	$199.95
0158	1	$89.00
0159	1	$111.95
0160	1	$89.00
0161	1	$199.95
0162	1	$69.95
0163	1	$299.98
0164	1	$209.95
0165	1	$385.29
0166	1	$189.95
0167	1	$116.95
0168	1	$111.95
0169	1	$269.95
0170	1	$274.09
0171	1	$109.95
0172	1	$349.95
0173	1	$299.99
0174	1	$359.95
0175	1	$424.95
0176	1	$288.94
0177	1	$69.99
0178	1	$204.95
0179	1	$1,288.55
0180	1	$139.95
0181	1	$84.95
0182	1	$159.95
0183	1	$249.95
0184	1	$399.99
0185	1	$70.99
0186	1	$54.95
0187	1	$99.00
0188	1	$169.95
0189	1	$149.20
0190	1	$66.99
0191	1	$309.95
0192	1	$189.95
0193	1	$349.95
0194	1	$282.79
0195	1	$346.95
0196	1	$127.95
0197	1	$113.00
0198	1	$169.95
0199	1	$159.95
0200	1	$184.95
0201	1	$129.95
0202	1	$89.64
0203	1	$269.95
0204	1	$199.95
0205	1	$88.51
0206	1	$309.00
0207	1	$239.00
0208	1	$113.28
0209	1	$239.99
0210	1	$199.95
0211	1	$34.75
0212	1	$79.00
0213	1	$449.00
0214	1	$149.00
0215	1	$209.95
0216	1	$217.19
0217	1	$127.95
0218	1	$169.95
0219	1	$79.99
0220	1	$82.95
0221	1	$73.95
0222	1	$133.63
0223	1	$349.95
0224	1	$174.95
0225	1	$154.95
0226	1	$786.11
0227	1	$99.99
0228	1	$204.87
0229	1	$254.95
0230	1	$459.95
0231	1	$199.90
0232	1	$499.95
0233	1	$269.95
0234	1	$92.95
0235	1	$219.90
0236	1	$158.76
0237	1	$529.95
0238	1	$499.95
0239	1	$599.00
0240	1	$318.23
0241	1	$344.90
0242	1	$164.95
0243	1	$380.76
0244	1	$399.50
0245	1	$249.95
0246	1	$169.95
0247	1	$153.98
0248	1	$109.95
0249	1	$439.95
0250	1	$79.95
0251	1	$339.89
0252	1	$304.98
0253	1	$353.97
0254	1	$109.89
0255	1	$399.95
0256	1	$169.95
0257	1	$499.95
0258	1	$219.95
0259	1	$99.99
0260	1	$338.68
0261	1	$165.33
0262	1	$356.88
0263	1	$299.99
0264	1	$27.99
0265	1	$129.99
0266	1	$112.13
0267	1	$79.00
0268	1	$449.95
0269	1	$204.90
0270	1	$189.99
0271	1	$199.99
0272	1	$239.95
0273	1	$244.94
0274	1	$189.99
0275	1	$64.47
0276	1	$499.00
0277	1	$67.88
0278	1	$79.99
0279	1	$115.99
0280	1	$99.00
0281	1	$298.00
0282	1	$189.99
0283	1	$248.95
0284	1	$219.95
0285	1	$179.99
0286	1	$96.20
0287	1	$49.72
0288	1	$174.95
0289	1	$319.95
0290	1	$299.99
0291	1	$144.99
0292	1	$169.95
0293	1	$144.95
0294	1	$127.95
0295	1	$158.61
0296	1	$85.12
0297	1	$69.00
0298	1	$99.99
0299	1	$249.95
0300	1	$144.95
0301	1	$89.99
0302	1	$299.00
0303	1	$209.95
0304	1	$339.95
0305	1	$51.80
0306	1	$264.95
0307	1	$146.00
0308	1	$229.95
0309	1	$129.99
0310	1	$147.00
0311	1	$225.24
0312	1	$89.00
0313	1	$149.00
0314	1	$79.99
0315	1	$77.99
0316	1	$74.80
0317	1	$79.99
0318	1	$122.94
0319	1	$116.36
0320	1	$364.95
0321	1	$79.00
0322	1	$189.99
0323	1	$106.95
0324	1	$219.08
0325	1	$189.95
0326	1	$119.99
0327	1	$1,995.00
0328	1	$65.19
0329	1	$244.95
0330	1	$279.95
0331	1	$95.74
0332	1	$99.95
0333	1	$233.99
0334	1	$699.00
0335	1	$129.95
0336	1	$254.02
0337	1	$77.19
0338	1	$194.95
0339	1	$124.95
0340	1	$609.95
0341	1	$198.99
0342	1	$99.95
0343	1	$169.95
0344	1	$189.99
0345	1	$106.24
0346	1	$259.00
0347	1	$89.99
0348	1	$259.99
0349	1	$156.09
0350	1	$159.95
0351	1	$49.99
0352	1	$291.87
0353	1	$509.95
0354	1	$85.99
0355	1	$449.95
0356	1	$146.95
0357	1	$92.95
0358	1	$201.97
0359	1	$79.99
0360	1	$173.49
0361	1	$110.00
0362	1	$119.00
0363	1	$134.09
0364	1	$621.73
0365	1	$298.00
0366	1	$147.95
0367	1	$139.45
0368	1	$151.46
0369	1	$550.00
0370	1	$98.49
0371	1	$108.99
0372	1	$159.99
0373	1	$159.95
0374	1	$265.96
0375	1	$194.95
0376	1	$189.99
0377	1	$144.95
0378	1	$142.46
0379	1	$149.00
0380	1	$219.95
0381	1	$319.00
0382	1	$236.00
0383	1	$188.95
0384	1	$165.95
0385	1	$99.95
0386	1	$135.89
0387	1	$443.77
0388	1	$209.88
0389	1	$319.95
0390	1	$129.00
0391	1	$67.73
0392	1	$144.98
0393	1	$333.96
0394	1	$43.49
0395	1	$213.95
0396	1	$184.95
0397	1	$139.95
0398	1	$184.95
0399	1	$79.95
0400	1	$91.08
0401	1	$269.95
0402	1	$119.72
0403	1	$129.99
0404	1	$99.00
0405	1	$199.95
0406	1	$149.00
0407	1	$372.95
0408	1	$139.95
0409	1	$399.99
0410	1	$69.02
0411	1	$149.00
0412	1	$147.00
0413	1	$175.44
0414	1	$299.00
0415	1	$179.00
0416	1	$81.99
0417	1	$129.49
0418	1	$129.99
0419	1	$313.99
0420	1	$274.95
0421	1	$169.95
0422	1	$85.99
0423	1	$99.99
0424	1	$79.95
0425	1	$151.91
0426	1	$129.98
0427	1	$49.99
0428	1	$59.49
0429	1	$495.00
0430	1	$425.00
0431	1	$138.88
0432	1	$249.00
0433	1	$184.95
0434	1	$89.95
0435	1	$99.95
0436	1	$3.49
0437	1	$319.96
0438	1	$59.99
0439	1	$119.00
0440	1	$189.95
0441	1	$259.00
0442	1	$89.95
0443	1	$253.40
0444	1	$287.67
0445	1	$146.86
0446	1	$79.00
0447	1	$349.95
0448	1	$79.99
0449	1	$139.99
0450	1	$84.72
0451	1	$179.95
0452	1	$72.89
0453	1	$259.95
0454	1	$174.95
0455	1	$279.95
0456	1	$154.95
0457	1	$99.95
0458	1	$192.65
0459	1	$979.06
0460	1	$281.06
0461	1	$259.99
0462	1	$129.95
0463	1	$159.95
0464	1	$129.99
0465	1	$98.83
0466	1	$239.95
0467	1	$204.95
0468	1	$139.78
0469	1	$599.95
0470	1	$409.95
0471	1	$24.49
0472	1	$46.49
0473	1	$175.94
0474	1	$136.94
0475	1	$69.99
0476	1	$61.36
0477	1	$299.00
0478	1	$214.95
0479	1	$282.95
0480	1	$119.99
0481	1	$209.99
0482	1	$349.00
0483	1	$104.95
0484	1	$329.00
0485	1	$69.99
0486	1	$189.95
0487	1	$329.95
0488	1	$95.64
0489	1	$72.80
0490	1	$229.99
0491	1	$144.95
0492	1	$599.00
0493	1	$249.00
0494	1	$164.95
0495	1	$69.99
0496	1	$89.95
0497	1	$159.95
0498	1	$494.95
0499	1	$339.00
0500	1	$249.95
0501	1	$219.59
0502	1	$188.96
0503	1	$89.99
0504	1	$88.99
0505	1	$269.45
0506	1	$99.61
0507	1	$126.00
0508	1	$99.95
0509	1	$384.95
0510	1	$199.95
0511	1	$259.95
0512	1	$89.99
0513	1	$279.00
0514	1	$127.29
0515	1	$139.95
0516	1	$849.00
0517	1	$149.99
0518	1	$89.95
0519	1	$147.87
0520	1	$159.95
0521	1	$129.95
0522	1	$119.00
0523	1	$69.00
0524	1	$199.95
0525	1	$87.99
0526	1	$69.99
0527	1	$169.95
0528	1	$73.99
0529	1	$169.00
0530	1	$316.96
0531	1	$69.95
0532	1	$499.95
0533	1	$69.99
0534	1	$309.95
0535	1	$64.99
0536	1	$100.64
0537	1	$89.95
0538	1	$7,999.99
0539	1	$163.44
0540	1	$129.99
0541	1	$179.00
0542	1	$149.99
0543	1	$349.99
0544	1	$259.95
0545	1	$199.99
0546	1	$36.00
0547	1	$289.99
0548	1	$99.95
0549	1	$209.95
0550	1	$195.77
0551	1	$104.95
0552	1	$75.00
0553	1	$281.43
0554	1	$169.99
0555	1	$599.00
0556	1	$127.99
0557	1	$209.99
0558	1	$129.95
0559	1	$21.95
0560	1	$89.00
0561	1	$189.99
0562	1	$85.95
0563	1	$104.95
0564	1	$499.99
0565	1	$74.95
0566	1	$182.98
0567	1	$259.95
0568	1	$99.00
0569	1	$799.95
0570	1	$259.95
0571	1	$899.95
0572	1	$299.95
0573	1	$149.99
0574	1	$89.99
0575	1	$210.94
0576	1	$120.90
0577	1	$178.99
0578	1	$199.99
0579	1	$359.95
0580	1	$175.42
0581	1	$139.99
0582	1	$99.00
0583	1	$264.00
0584	1	$179.00
0585	1	$129.99
0586	1	$169.99
0587	1	$295.73
0588	1	$406.96
0589	1	$164.99
0590	1	$249.00
0591	1	$79.99
0592	1	$89.00
0593	1	$179.00
0594	1	$524.95
0595	1	$164.98
0596	1	$237.89
0597	1	$124.95
0598	1	$147.87
0599	1	$184.02
0600	1	$228.92
0601	1	$69.95
0602	1	$599.00
0603	1	$199.00
0604	1	$129.95
0605	1	$154.95
0606	1	$349.00
0607	1	$79.95
0608	1	$174.95
0609	1	$999.95
0610	1	$89.95
0611	1	$169.00
0612	1	$180.95
0613	1	$259.95
0614	1	$275.95
0615	1	$109.95
0616	1	$79.99
0617	1	$294.27
0618	1	$89.00
0619	1	$329.95
0620	1	$27.43
0621	1	$39.95
0622	1	$187.94
0623	1	$249.95
0624	1	$49.39
0625	1	$249.00
0626	1	$69.95
0627	1	$99.95
0628	1	$149.95
0629	1	$19.99
0630	1	$209.95
0631	1	$119.99
0632	1	$209.95
0633	1	$91.39
0634	1	$65.00
0635	1	$309.95
0636	1	$179.99
0637	1	$134.43
0638	1	$169.95
0639	1	$239.99
0640	1	$329.95
0641	1	$174.95
0642	1	$293.78
0643	1	$174.95
0644	1	$159.95
0645	1	$49.99
0646	1	$387.44
0647	1	$224.19
0648	1	$399.95
0649	1	$119.00
0650	1	$129.99
0651	1	$144.99
0652	1	$79.99
0653	1	$174.45
0654	1	$459.95
0655	1	$199.99
0656	1	$489.00
0657	1	$99.00
0658	1	$125.95
0659	1	$239.95
0660	1	$164.48
0661	1	$249.95
0662	1	$174.95
0663	1	$249.99
0664	1	$1,995.00
0665	1	$309.95
0666	1	$199.00
0667	1	$204.29
0668	1	$99.00
0669	1	$289.95
0670	1	$279.95
0671	1	$289.95
0672	1	$139.46
0673	1	$259.95
0674	1	$194.95
0675	1	$199.99
0676	1	$304.95
0677	1	$149.00
0678	1	$189.87
0679	1	$149.95
0680	1	$72.42
0681	1	$224.95
0682	1	$92.99
0683	1	$195.95
0684	1	$64.99
0685	1	$49.99
0686	1	$299.99
0687	1	$69.99
0688	1	$202.95
0689	1	$189.95
0690	1	$140.94
0691	1	$149.99
0692	1	$104.95
0693	1	$29.01
0694	1	$159.95
0695	1	$159.50
0696	1	$27.98
0697	1	$126.69
0698	1	$354.20
0699	1	$71.00
0700	1	$499.95
0701	1	$120.00
0702	1	$49.99
0703	1	$189.95
0704	1	$59.49
0705	1	$61.36
0706	1	$295.95
0707	1	$89.00
0708	1	$269.49
0709	1	$144.93
0710	1	$148.00
0711	1	$305.95
0712	1	$55.99
0713	1	$129.95
0714	1	$79.95
0715	1	$156.76
0716	1	$155.01
0717	1	$54.99
0718	1	$169.95
0719	1	$199.95
0720	1	$129.95
0721	1	$79.99
0722	1	$369.95
0723	1	$109.99
0724	1	$299.00
0725	1	$339.95
0726	1	$116.95
0727	1	$89.99
0728	1	$129.95
0729	1	$119.45
0730	1	$119.95
0731	1	$159.95
0732	1	$116.95
0733	1	$499.95
0734	1	$149.95
0735	1	$94.95
0736	1	$109.99
0737	1	$169.95
0738	1	$223.83
0739	1	$125.95
0740	1	$520.08
0741	1	$159.95
0742	1	$489.99
0743	1	$135.06
0744	1	$359.95
0745	1	$249.00
0746	1	$58.67
0747	1	$344.95
0748	1	$723.50
0749	1	$114.95
0750	1	$348.00
0751	1	$269.99
0752	1	$149.00
0753	1	$89.00
0754	1	$199.99
0755	1	$179.00
0756	1	$174.49
0757	1	$89.00
0758	1	$119.00
0759	1	$59.99
0760	1	$194.95
0761	1	$79.99
0762	1	$64.95
0763	1	$188.49
0764	1	$174.49
0765	1	$79.99
0766	1	$114.00
0767	1	$99.00
0768	1	$79.99
0769	1	$196.89
0770	1	$12.99
0771	1	$149.95
0772	1	$131.56
0773	1	$89.95
0774	1	$95.00
0775	1	$789.00
0776	1	$399.95
0777	1	$159.95
0778	1	$89.00
0779	1	$162.99
0780	1	$179.00
0781	1	$136.61
0782	1	$209.95
0783	1	$499.90
0784	1	$213.96
0785	1	$399.99
0786	1	$118.56
0787	1	$199.88
0788	1	$329.95
0789	1	$384.95
0790	1	$299.95
0791	1	$81.25
0792	1	$149.99
0793	1	$179.95
0794	1	$69.99
0795	1	$19.99
0796	1	$301.65
0797	1	$149.99
0798	1	$179.99
0799	1	$144.95
0800	1	$479.00
0801	1	$129.95
0802	1	$185.21
0803	1	$244.95
0804	1	$612.00
0805	1	$359.95
0806	1	$65.00
0807	1	$132.53
0808	1	$234.19
0809	1	$169.95
0810	1	$287.48
0811	1	$279.95
0812	1	$119.99
0813	1	$159.95
0814	1	$161.08
0815	1	$139.95
0816	1	$194.99
0817	1	$99.96
0818	1	$149.99
0819	1	$279.95
0820	1	$129.99
0821	1	$183.95
0822	1	$69.00
0823	1	$148.00
0824	1	$96.99
0825	1	$69.99
0826	1	$79.95
0827	1	$74.99
0828	1	$179.95
0829	1	$140.19
0830	1	$159.00
0831	1	$33.00
0832	1	$149.99
0833	1	$539.95
0834	1	$572.99
0835	1	$109.95
0836	1	$133.69
0837	1	$189.00
0838	1	$509.95
0839	1	$439.99
0840	1	$429.19
0841	1	$131.95
0842	1	$159.95
0843	1	$299.00
0844	1	$180.95
0845	1	$849.00
0846	1	$99.95
0847	1	$57.29
0848	1	$599.00
0849	1	$289.95
0850	1	$423.43
0851	1	$89.00
0852	1	$69.99
0853	1	$69.99
0854	1	$149.95
0855	1	$69.00
0856	1	$339.95
0857	1	$34.03
0858	1	$111.79
0859	1	$179.99
0860	1	$159.95
0861	1	$170.96
0862	1	$219.95
0863	1	$59.99
0864	1	$199.99
0865	1	$129.00
0866	1	$54.99
0867	1	$300.45
0868	1	$89.99
0869	1	$89.95
0870	1	$159.00
0871	1	$259.99
0872	1	$179.95
0873	1	$259.90
0874	1	$492.95
0875	1	$299.95
0876	1	$129.99
0877	1	$399.95
0878	1	$379.95
0879	1	$149.95
0880	1	$264.05
0881	1	$199.99
0882	1	$249.95
0883	1	$179.95
0884	1	$59.95
0885	1	$499.99
0886	1	$59.95
0887	1	$69.95
0888	1	$169.94
0889	1	$109.95
0890	1	$89.00
0891	1	$60.18
0892	1	$59.99
0893	1	$126.70
0894	1	$78.34
0895	1	$128.73
0896	1	$104.96
0897	1	$116.95
0898	1	$279.00
0899	1	$229.00
0900	1	$105.56
0901	1	$104.99
0902	1	$224.95
0903	1	$399.00
0904	1	$64.99
0905	1	$418.88
0906	1	$678.88
0907	1	$108.06
0908	1	$299.99
0909	1	$34.27
0910	1	$259.95
0911	1	$144.99
0912	1	$399.95
0913	1	$114.17
0914	1	$299.95
0915	1	$185.90
0916	1	$44.95
0917	1	$162.98
0918	1	$54.46
0919	1	$89.99
0920	1	$229.00
0921	1	$139.95
0922	1	$264.95
0923	1	$229.00
0924	1	$291.00
0925	1	$499.00
0926	1	$79.00
0927	1	$481.95
0928	1	$399.96
0929	1	$129.99
0930	1	$83.50
0931	1	$177.88
0932	1	$67.28
0933	1	$89.00
0934	1	$208.93
0935	1	$249.00
0936	1	$99.00
0937	1	$169.90
0938	1	$429.00
0939	1	$399.95
0940	1	$195.95
0941	1	$108.99
0942	1	$199.99
0943	1	$219.95
0944	1	$79.99
0945	1	$254.95
0946	1	$57.29
0947	1	$89.99
0948	1	$849.00
0949	1	$324.95
0950	1	$429.95
0951	1	$59.99
0952	1	$249.95
0953	1	$169.95
0954	1	$398.44
0955	1	$329.00
0956	1	$139.00
0957	1	$211.95
0958	1	$119.95
0959	1	$174.95
0960	1	$129.95
0961	1	$169.95
0962	1	$142.50
0963	1	$350.76
0964	1	$144.95
0965	1	$299.99
0966	1	$99.00
0967	1	$175.22
0968	1	$89.95
0969	1	$409.95
0970	1	$399.95
0971	1	$169.95
0972	1	$109.95
0973	1	$149.96
0974	1	$314.95
0975	1	$149.99
0976	1	$149.95
0977	1	$272.29
0978	1	$294.95
0979	1	$164.95
0980	1	$129.99
0981	1	$344.95
0982	1	$348.00
0983	1	$29.95
0984	1	$129.99
0985	1	$299.96
0986	1	$409.95
0987	1	$164.95
0988	1	$499.00
0989	1	$244.95
0990	1	$248.22
0991	1	$209.95
0992	1	$249.95
0993	1	$279.96
0994	1	$169.95
0995	1	$429.96
0996	1	$139.00
0997	1	$384.95
0998	1	$139.95
0999	1	$169.95
1000	1	$204.95
1001	1	$329.95
1002	1	$109.95
1003	1	$107.99
1004	1	$169.95
1005	1	$269.00
1006	1	$528.29
1007	1	$99.75
1008	1	$256.35
1009	1	$139.95
1010	1	$309.95
1011	1	$259.95
1012	1	$125.95
1013	1	$249.95
1014	1	$264.50
1015	1	$293.79
1016	1	$284.95
1017	1	$119.95
1018	1	$68.58
1019	1	$55.99
1020	1	$399.95
1021	1	$229.99
1022	1	$129.00
1023	1	$169.00
1024	1	$169.95
1025	1	$49.95
1026	1	$169.95
1027	1	$136.99
1028	1	$369.00
1029	1	$78.93
1030	1	$195.99
1031	1	$129.95
1032	1	$159.95
1033	1	$129.99
1034	1	$349.95
1035	1	$399.99
1036	1	$109.00
1037	1	$399.95
1038	1	$599.99
1039	1	$399.95
1040	1	$99.95
1041	1	$154.99
1042	1	$169.95
1043	1	$85.79
1044	1	$61.91
1045	1	$89.95
1046	1	$109.99
1047	1	$219.95
1048	1	$299.95
1049	1	$184.99
1050	1	$599.99
1051	1	$269.95
1052	1	$499.95
1053	1	$225.95
1054	1	$299.99
1055	1	$329.95
1056	1	$229.99
1057	1	$259.95
1058	1	$89.99
1059	1	$179.95
1060	1	$89.00
1061	1	$119.95
1062	1	$279.95
1063	1	$294.96
1064	1	$109.95
1065	1	$159.95
1066	1	$79.95
1067	1	$269.95
1068	1	$169.95
1069	1	$149.95
1070	1	$179.00
1071	1	$129.95
1072	1	$799.00
1073	1	$262.94
1074	1	$329.95
1075	1	$325.00
1076	1	$169.95
1077	1	$199.95
1078	1	$148.00
1079	1	$7.19
1080	1	$129.95
1081	1	$199.99
1082	1	$189.99
1083	1	$75.99
1084	1	$399.95
1085	1	$199.96
1086	1	$299.99
1087	1	$259.95
1088	1	$394.99
1089	1	$89.99
1090	1	$390.50
1091	1	$238.93
1092	1	$63.54
1093	1	$207.95
1094	1	$142.00
1095	1	$78.39
1096	1	$213.16
1097	1	$267.99
1098	1	$88.00
1099	1	$82.96
1100	1	$149.00
1101	1	$149.99
1102	1	$219.95
1103	1	$799.00
1104	1	$69.95
1105	1	$86.22
1106	1	$105.00
1107	1	$699.95
1108	1	$90.00
1109	1	$239.95
1110	1	$649.00
1111	1	$899.96
1112	1	$699.95
1113	1	$125.95
1114	1	$199.95
1115	1	$249.39
1116	1	$136.61
1117	1	$179.49
1118	1	$109.95
1119	1	$444.95
1120	1	$184.95
1121	1	$349.95
1122	1	$359.95
1123	1	$249.96
1124	1	$136.61
1125	1	$214.95
1126	1	$169.95
1127	1	$134.95
1128	1	$308.94
1129	1	$489.95
1130	1	$350.79
1131	1	$119.95
1132	1	$179.99
1133	1	$289.48
1134	1	$169.95
1135	1	$169.99
1136	1	$205.18
1137	1	$169.95
1138	1	$167.95
1139	1	$149.95
1140	1	$189.99
1141	1	$149.95
1142	1	$119.95
1143	1	$329.95
1144	1	$119.90
1145	1	$249.95
1146	1	$173.13
1147	1	$2,995.00
1148	1	$329.95
1149	1	$299.99
1150	1	$239.95
1151	1	$129.99
1152	1	$350.79
1153	1	$169.95
1154	1	$125.69
1155	1	$99.00
1156	1	$85.50
1157	1	$205.95
1158	1	$319.95
1159	1	$289.95
1160	1	$109.95
1161	1	$298.95
1162	1	$314.99
1163	1	$199.99
1164	1	$111.16
1165	1	$123.10
1166	1	$66.99
1167	1	$249.95
1168	1	$179.98
1169	1	$339.00
1170	1	$189.95
1171	1	$75.99
1172	1	$189.95
1173	1	$229.95
1174	1	$674.95
1175	1	$243.95
1176	1	$329.00
1177	1	$109.95
1178	1	$384.95
1179	1	$144.95
1180	1	$184.95
1181	1	$129.87
1182	1	$399.00
1183	1	$99.99
1184	1	$289.95
1185	1	$319.00
1186	1	$64.95
1187	1	$139.95
1188	1	$299.95
1189	1	$229.95
1190	1	$179.95
1191	1	$296.95
1192	1	$231.17
1193	1	$224.93
1194	1	$449.99
1195	1	$238.95
1196	1	$179.96
1197	1	$169.95
1198	1	$238.95
1199	1	$389.95
1200	1	$279.00
1201	1	$169.95
1202	1	$199.95
1203	1	$184.00
1204	1	$347.95
1205	1	$199.95
1206	1	$146.95
1207	1	$119.22
1208	1	$157.44
1209	1	$159.95
1210	1	$212.83
1211	1	$399.99
1212	1	$249.95
1213	1	$299.95
1214	1	$239.95
1215	1	$235.99
1216	1	$999.00
1217	1	$349.95
1218	1	$979.96
1219	1	$184.95
1220	1	$149.99
1221	1	$159.95
1222	1	$1,499.95
1223	1	$256.79
1224	1	$67.95
1225	1	$182.50
1226	1	$59.95
1227	1	$79.95
1228	1	$141.53
1229	1	$139.98
1230	1	$799.99
1231	1	$362.00
1232	1	$179.95
1233	1	$339.99
1234	1	$259.95
1235	1	$199.45
1236	1	$269.95
1237	1	$169.95
1238	1	$309.95
1239	1	$499.99
1240	1	$249.95
1241	1	$49.97
1242	1	$969.00
1243	1	$567.47
1244	1	$169.99
1245	1	$249.99
1246	1	$337.75
1247	1	$359.95
1248	1	$299.95
1249	1	$419.96
1250	1	$389.00
1251	1	$24.70
1252	1	$217.19
1253	1	$101.98
1254	1	$229.00
1255	1	$179.00
1256	1	$114.00
1257	1	$199.99
1258	1	$166.95
1259	1	$149.99
1260	1	$294.76
1261	1	$354.95
1262	1	$349.00
1263	1	$259.95
1264	1	$179.95
1265	1	$109.00
1266	1	$24.99
1267	1	$69.15
1268	1	$259.95
1269	1	$49.99
1270	1	$269.99
1271	1	$109.95
1272	1	$104.95
1273	1	$194.95
1274	1	$81.99
1275	1	$229.22
1276	1	$399.95
1277	1	$159.95
1278	1	$309.95
1279	1	$129.99
1280	1	$179.95
1281	1	$215.45
1282	1	$89.95
1283	1	$139.96
1284	1	$169.00
1285	1	$229.96
1286	1	$399.99
1287	1	$399.95
1288	1	$398.33
1289	1	$239.95
1290	1	$64.99
1291	1	$149.00
1292	1	$156.44
1293	1	$249.95
1294	1	$98.00
1295	1	$338.69
1296	1	$169.95
1297	1	$279.95
1298	1	$344.95
1299	1	$69.95
1300	1	$599.00
1301	1	$169.95
1302	1	$699.95
1303	1	$199.99
1304	1	$199.99
1305	1	$199.99
1306	1	$111.16
1307	1	$499.33
1308	1	$111.16
1309	1	$174.95
1310	1	$309.95
1311	1	$449.96
1312	1	$189.49
1313	1	$399.00
1314	1	$99.00
1315	1	$100.28
1316	1	$119.95
1317	1	$345.96
1318	1	$129.95
1319	1	$89.95
1320	1	$289.99
1321	1	$87.99
1322	1	$384.95
1323	1	$116.95
1324	1	$84.95
1325	1	$83.02
1326	1	$179.95
1327	1	$249.96
1328	1	$59.99
1329	1	$296.95
1330	1	$199.95
1331	1	$71.49
1332	1	$146.95
1333	1	$449.95
1334	1	$229.95
1335	1	$299.99
1336	1	$79.98
1337	1	$226.95
1338	1	$299.95
1339	1	$519.00
1340	1	$329.99
1341	1	$159.95
1342	1	$134.90
1343	1	$332.95
1344	1	$204.95
1345	1	$398.44
1346	1	$74.79
1347	1	$399.95
1348	1	$169.99
1349	1	$77.12
1350	1	$459.95
1351	1	$99.95
1352	1	$239.99
1353	1	$329.00
1354	1	$749.99
1355	1	$349.95
1356	1	$229.95
1357	1	$459.00
1358	1	$331.49
1359	1	$144.95
1360	1	$683.60
1361	1	$116.95
1362	1	$159.95
1363	1	$126.00
1364	1	$89.99
1365	1	$369.95
1366	1	$399.95
1367	1	$110.96
1368	1	$332.69
1369	1	$60.69
1370	1	$338.69
1371	1	$248.19
1372	1	$92.95
1373	1	$101.95
1374	1	$303.69
1375	1	$101.95
1376	1	$174.95
1377	1	$279.95
1378	1	$296.95
1379	1	$179.95
1380	1	$129.00
1381	1	$459.95
1382	1	$190.17
1383	1	$169.95
1384	1	$296.95
1385	1	$296.95
1386	1	$309.95
1387	1	$309.95
1388	1	$149.95
1389	1	$174.95
1390	1	$309.95
1391	1	$356.79
1392	1	$849.00
1393	1	$296.95
1394	1	$59.95
