restaurant	frommers	name
0581	1	Vincent's on Camelback
0582	1	deseo
0583	1	Dugan's Pub
0584	1	Elliotts on Linden
0585	1	Lobster Hut
0586	1	Mangrove Mattie's
0587	1	Khu Larb Thai
0588	1	Silverwater Cafe
0589	1	Becky's
0590	1	Flatbread Company
0591	1	Fore Street
0592	1	Gilbert's Chowder House
0593	1	Hugo's
0594	1	R&iacute;~R&aacute;
0595	1	Silly's
0596	1	Andina
0597	1	Carafe Bistro
0598	1	Castagna
0599	1	Daily Caf&eacute; in the Pearl
0600	1	Esparza's Tex-Mex Caf&eacute;
0601	1	Fong Chong
0602	1	Fratelli
0603	1	Genoa
0604	1	Lauro Mediterranean Kitchen
0605	1	Marina Fish House
0606	1	McCormick and Schmick's Harborside at the Marina
0607	1	Nicholas's
0608	1	Peanut Butter & Ellie's
0609	1	Piazza Italia
0610	1	Pok Pok
0611	1	Screen Door
0612	1	Silk Vietnamese Restaurant &amp; Bar
0613	1	Southpark Seafood Grill &amp; Wine Bar
0614	1	Toro Bravo
0615	1	Typhoon!
0616	1	bluehour
0617	1	patanegra
0618	1	Black Trumpet
0619	1	Jumpin' Jay's Fish Caf&eacute;
0620	1	The Dunaway
0621	1	The Press Room
0622	1	Victory 96 State Street
0623	1	Molly Ward Gardens
0624	1	Murphy's
0625	1	Prescott Brewing Company
0626	1	The Palace
0627	1	MuMu
0628	1	Siena
0629	1	Temple
0630	1	Bistro 404
0631	1	Bubala's by the Bay
0632	1	Clem and Ursie's
0633	1	Edwidge @ Night and Caf&eacute; Edwidge
0634	1	Enzo
0635	1	Front Street
0636	1	Grand Central
0637	1	Mojo's
0638	1	Napi's
0639	1	The Lobster Pot
0640	1	La Renaissance
0641	1	42nd St. Oyster Bar & Seafood Grill
0642	1	Enoteca Vin
0643	1	Fins Restaurant
0644	1	NoFo
0645	1	Sullivan's Steakhouse
0646	1	The Duck & Dumpling
0647	1	Delicias
0648	1	Blue Moon
0649	1	Royal Treat
0650	1	The Back Porch Caf&eacute;
0651	1	Beaujolais Bistro
0652	1	Silver Peak Grill and Tap Room
0653	1	Thai Chili
0654	1	Can Can Brasserie
0655	1	Comfort
0656	1	King's Barbecue
0657	1	Millie's Diner
0658	1	Pomegranate Euro Bistro
0659	1	Ristorante Amici
0660	1	Strawberry Street Caf&eacute;
0661	1	Carlos Brazilian International Cuisine
0662	1	Corned Beef & Co. Bar and Grill
0663	1	Roanoker Restaurant
0664	1	The Regency Room
0665	1	The Grill at Strathallan
0666	1	Bitter Creek Brewing
0667	1	Cafe Miranda
0668	1	Primo
0669	1	Buckhorn Bar
0670	1	Dino's Ristorante Italiano
0671	1	Tolly's
0672	1	Farley's
0673	1	Casa Blanca
0674	1	Cornerstone Bakery and Caf&eacute;
0675	1	Texas Club Grill & Bar
0676	1	Willmon's Prime Grille
0677	1	33rd Street Bistro
0678	1	Esquire Grill
0679	1	Paragary's Bar and Oven
0680	1	Tower Caf&eacute;
0681	1	Court Street Dairy Lunch
0682	1	Morton's Bistro Northwest
0683	1	Silver Grille Cafe & Wines
0684	1	Wild Pear
0685	1	Laughing Ladies Restaurant
0686	1	Archibald's Restaurant
0687	1	Bambara
0688	1	Crown Burgers
0689	1	Lamb's Grill Cafe
0690	1	Mayan Adventure
0691	1	Metropolitan
0692	1	Red Iguana
0693	1	Spencer's For Steaks and Chops
0694	1	Armenta's
0695	1	Miss Hattie's Caf&eacute; and Saloon
0696	1	Acenar
0697	1	Aldaco's
0698	1	Aldo's
0699	1	Boudro's
0700	1	Cappy's
0701	1	Chris Madrids
0702	1	Demo's
0703	1	Francesca's at Sunset
0704	1	Guenther House
0705	1	La Fonda on Main
0706	1	Las Canarias
0707	1	Liberty Bar
0708	1	Little Rhein Steak House
0709	1	Los Barrios
0710	1	Olmos Pharmacy
0711	1	Pesca on the River
0712	1	Rosario's
0713	1	Schilo's
0714	1	Anthology
0715	1	Bino's Bistro & Winebar
0716	1	Bite
0717	1	Bronx Pizza
0718	1	Calaco Grill
0719	1	Candelas
0720	1	Casa Guadalajara
0721	1	Chez Loma
0722	1	Corvette Diner
0723	1	Filippi's Pizza Grotto
0724	1	Gringo's
0725	1	Hawthorn's
0726	1	Jack's La Jolla
0727	1	Karl Strauss Brewery & Grill
0728	1	Modus
0729	1	Napa Valley Grille
0730	1	Nine-Ten
0731	1	Piatti
0732	1	Roppongi
0733	1	Sushi Ota
0734	1	The Green Flash
0735	1	Zagarella II at Cafe Pacifica
0736	1	Zenbu
0737	1	Absinthe
0738	1	Ame
0739	1	AsiaSF
0740	1	Aziza
0741	1	Bang San Thai
0742	1	Beach Chalet Brewery & Restaurant
0743	1	Beretta
0744	1	Bocadillos
0745	1	Brandy Ho's Hunan Food
0746	1	Burma Superstar
0747	1	Cafe Pescatore
0748	1	Cha Cha Cha
0749	1	Chow
0750	1	Dosa
0751	1	Dottie's True Blue Caf&eacute;
0752	1	E'Angelo Restaurant
0753	1	EPIC Roasthouse
0754	1	Farallon
0755	1	Frjtz Fries
0756	1	Gold Mountain
0757	1	Golden Boy Pizza
0758	1	Hana Zen
0759	1	Hunan Home's
0760	1	Incanto
0761	1	Khan Toke Thai House
0762	1	Kuleto's
0763	1	L'Ardoise
0764	1	L'Osteria del Forno
0765	1	La Folie
0766	1	La M&eacute;diterran&eacute;e
0767	1	Maykadeh
0768	1	Michael Mina
0769	1	Millennium
0770	1	Mo's Grill
0771	1	MoMo's
0772	1	Nob Hill Cafe
0773	1	North Beach Pizza
0774	1	Oriental Pearl
0775	1	Orson
0776	1	Piperade
0777	1	PlumpJack Caf&eacute;
0778	1	Pluto's
0779	1	Puccini & Pinetti
0780	1	Restaurant Gary Danko
0781	1	San Francisco Art Institute Caf&eacute;
0782	1	Sears Fine Foods
0783	1	Sodini's Green Valley Restaurant
0784	1	Spork
0785	1	Straits Restaurant
0786	1	Swan Oyster Depot
0787	1	Tadich Grill
0788	1	Takara
0789	1	Tommy Toy's
0790	1	Town Hall
0791	1	Uva Enoteca
0792	1	Waterbar
0793	1	bacar
0794	1	Gordon Biersch
0795	1	Henry's World Famous Hi-Life
0796	1	Big Sky Cafe
0797	1	Mo's Smokehouse BBQ
0798	1	The Outside Inn
0799	1	Sow's Ear Caf&eacute;
0800	1	The Dan'l Webster Inn
0801	1	The Dunbar Tea Shop
0802	1	Grandma Dot's Seaside Saloon
0803	1	Hungry Heron
0804	1	Lighthouse Cafe
0805	1	McT's Shrimp House & Tavern
0806	1	R.C. Otter's Island Eats
0807	1	The Island Cow
0808	1	The Timbers Restaurant & Fish Market
0809	1	Bittersweet Bistro
0810	1	O'mei
0811	1	The Crepe Place
0812	1	315
0813	1	Anasazi Restaurant
0814	1	Andiamo!
0815	1	Cafe Pasqual's
0816	1	Chow's
0817	1	Cowgirl Hall of Fame
0818	1	El Meson
0819	1	Fuego
0820	1	Geronimo
0821	1	Il Piatto Cucina Italiano
0822	1	La Casa Sena
0823	1	Marisco's La Playa
0824	1	O'Keeffe Caf&eacute;
0825	1	Old House
0826	1	Plaza Cafe
0827	1	Railyard Restaurant & Saloon
0828	1	Rio Chama Steakhouse
0829	1	Ristra
0830	1	The Compound
0831	1	The Shed
0832	1	Trattoria Nostrani
0833	1	Upper Crust Pizza
0834	1	Vanessie of Santa Fe
0835	1	Zia Diner
0836	1	Paula's Pancake House
0837	1	Bijou Cafe
0838	1	Blas&eacute; Caf&eacute;
0839	1	Blue Dolphin Cafe
0840	1	Hillview Grill
0841	1	Island Time Grill
0842	1	Moore's Stone Crab
0843	1	Patrick's
0844	1	Pattigeorge's
0845	1	Petrella Bros. Italian Tapas and Wine Bar
0846	1	Yoder's
0847	1	Zoria
0848	1	Poggio
0849	1	Sushi Ran
0850	1	17 Hundred 90
0851	1	Alligator Soul
0852	1	Huey's
0853	1	Il Pasticcio
0854	1	Johnny Harris Restaurant
0855	1	Ruan Thai
0856	1	Sapphire Grill
0857	1	Six Pence Pub
0858	1	The Olde Pink House Restaurant
0859	1	Vic's on the River
0860	1	74th Street Ale House
0861	1	Alki Homestead Restaurant
0862	1	Alki Spud Fish and Chips
0863	1	Anthony's Pier 66 & Bell Street Diner
0864	1	Bizzarro Italian Caf&eacute;
0865	1	Brooklyn Seafood, Steak & Oyster House
0866	1	Caf&eacute; Campagne
0867	1	Caf&eacute; Presse
0868	1	Dahlia Lounge
0869	1	El Gaucho
0870	1	El Puerco Lloron
0871	1	House of Hong
0872	1	I Love Sushi on Lake Union
0873	1	Il Bistro
0874	1	Ivar's Salmon House
0875	1	Le Pichet
0876	1	Lowell's
0877	1	Matt's in the Market
0878	1	McCormick & Schmick's Harborside Seafood Restaurant
0879	1	Noodle Ranch
0880	1	Palomino
0881	1	Pam's Kitchen
0882	1	Pizzeria Pagliacci
0883	1	Portage Bay Caf&eacute;
0884	1	Quinn's
0885	1	Ray's Boathouse/Ray's Cafe
0886	1	Restaurant Zo&euml;
0887	1	Rover's
0888	1	Shiro's Sushi Restaurant
0889	1	Tamarind Tree
0890	1	Thaiku
0891	1	The 5 Spot
0892	1	Two Bells Bar & Grill
0893	1	Virgina Inn
0894	1	Volterra
0895	1	Wild Ginger Asian Restaurant & Satay Bar
0896	1	Yarrow Bay Grill
0897	1	Caf&eacute; Elote
0898	1	Cowboy Club Grille & Spirits
0899	1	El Portal Sedona
0900	1	Gallery on Oak Creek
0901	1	Oak Creek Brewery & Grill
0902	1	The Heartline Caf&eacute;
0903	1	The Hideaway Restaurant
0904	1	Oliver's
0905	1	Sanford's Grub & Pub
0906	1	Buckhorn Saloon and Opera House
0907	1	Shevek & Mi
0908	1	Pizza Express
0909	1	Alaska Gourmet Cafe
0910	1	The Krebs 1899
0911	1	El Sombrero
0912	1	Socorro Springs Brewing Company
0913	1	Cafe La Haye
0914	1	Cyrus
0915	1	Della Santina's
0916	1	Swiss Hotel
0917	1	Zazu
0918	1	Zin Restaurant & Wine Bar
0919	1	Dirty Al's
0920	1	Padre Island Brewing Company
0921	1	Ted's Restaurant
0922	1	Zeste
0923	1	The Maryland Tea Room
0924	1	Herbal Essence Cafe
0925	1	Steam Plant Grill
0926	1	The Elk Public House
0927	1	Wild Sage American Bistro
0928	1	Los Dos Molinos
0929	1	The Gun Barrel Steak & Game House
0930	1	Meriwether's
0931	1	Mike Shannon's Steaks and Seafood
0932	1	Bob Heilman's Beachcomber
0933	1	Bobby's Bistro & Wine Bar
0934	1	Frenchy's Original Cafe
0935	1	Guppy's on the Beach Grill & Bar
0936	1	Island Way Grill
0937	1	Lobster Pot
0938	1	Maritana Grille
0939	1	Ceviche Tapas Bar & Restaurant
0940	1	The Moon Under Water
0941	1	Mrs. Rowe's Restaurant and Bakery
0942	1	The Beverly Restaurant
0943	1	Zynodoa Restaurant
0944	1	Cugino's Pizzeria
0945	1	Mahogany Ridge Brewery & Grill
0946	1	Blue Moon Cafe
0947	1	Mr. Pickwick's
0948	1	The Shed
0949	1	11 Maple Street
0950	1	Arthur's Dockside Waterfront
