university	embark	website
0143	1	www.beulah.org
0144	1	http://www.bevillst.cc.al.us
0145	1	http://www.bidwell-training.org/
0146	1	www.biola.edu
0147	1	www.bsc.edu
0148	1	http://www.bscc.cc.al.us
0149	1	http://www.bismarckstate.com
0150	1	http://www.bladen.cc.nc.us
0151	1	www.brcn.edu
0152	1	http://www.blinncol.edu
0153	1	bmc.edu
0154	1	http://www.bmcc.cc.or.us
0155	1	http://www.br.cc.va.us
0156	1	www.bluefieldstate.edu
0157	1	www.bluffton.edu
0158	1	http://www.btec.boonville.k12.mo.us
0159	1	www.bc.edu
0160	1	www.bostonconservatory.edu
0161	1	www.bu.edu
0162	1	www.bu.edu/com/grad
0163	1	www.bu.edu/eng/grad
0164	1	www.bu.edu/cfa
0165	1	www.bc.edu/mba
0166	1	management.bu.edu
0167	1	www.bumc.bu.edu
0168	1	www.bu.edu/sargent
0169	1	www.bu.edu/law
0170	1	www.bu.edu/sth
0171	1	www.bowiestate.edu
0172	1	http://www.bgtc.net
0173	1	http://www.bgtc.net
0174	1	www.upb.pitt.edu
0175	1	www.bradley.edu
0176	1	http://www.bramsonort.org
0177	1	www.heller.brandeis.edu
0178	1	http://www.branfordhall.com
0179	1	www.brenau.edu
0180	1	www.brescia.edu
0181	1	http://www.brevard.cc.fl.us
0182	1	www.bpc.edu
0183	1	www.briarcliff.edu
0184	1	http://www.briarwood.edu
0185	1	http://www.brickcomputer.com
0186	1	www.bridgewater.edu
0187	1	www.bridgew.edu
0188	1	www.byu.edu
0189	1	http://www.bristol.mass.edu
0190	1	http://www.bim.org
0191	1	http://www.dcccd.edu/bhc
0192	1	http://www.broward.cc.fl.us
0193	1	http://www.browncollege.com
0194	1	www.gradschool.brown.edu
0195	1	http://www.brunswick.cc.nc.us
0196	1	http://www.bryancareercolleges.com
0197	1	http://www.bryancollege.com
0198	1	http://www.bryancollege.edu
0199	1	http://www.bryantstratton.edu
0200	1	http://bryantstratton.org
0201	1	www.bryant.edu
0202	1	http://www.bryman-college.com
0203	1	www.newchurch.edu
0204	1	www.brynmawr.edu
0205	1	www.bvu.edu
0206	1	http://burdettschool.com
0207	1	http://www.burdettschool.com
0208	1	http://www.bcc.edu
0209	1	http://www.thecollegeforbusiness.com
0210	1	http://www.btinj.com
0211	1	http://www.buccc.cc.ks.us
0212	1	http://bc3.cc.pa.us
0213	1	www.butler.edu
0214	1	http://www.butte.cc.ca.us
0215	1	http://www.cabarruscollege.edu
0216	1	www.cabrini.edu
0217	1	www.csupomona.edu/~mba/
0218	1	http://www.cccti.com
0219	1	www.cca.edu
0220	1	http://www.cdc.edu
0221	1	www.gradoffice.caltech.edu
0222	1	admissions.caltech.edu
0223	1	www.calarts.edu
0224	1	www.callutheran.edu
0225	1	http://www.pe.net/~compcptc
0226	1	lynx.csusm.edu/coe/
0227	1	www.csuhayward.edu
0228	1	www.csufresno.edu
0229	1	www.csudh.edu
0230	1	www.csus.edu
0231	1	www.csustan.edu
0232	1	www.cup.edu
0233	1	http://www.camdencc.edu
0234	1	http://www.little-hoop.cc.nd.us
0235	1	http://www.capecod.mass.edu
0236	1	http://cfcc.net
0237	1	www.capellauniversity.edu
0238	1	http://www.capcitycareers.com/
0239	1	http://www.capcitytradetech.com
0240	1	www.capitol-college.edu
0241	1	http://www.capricollege.com
0242	1	http://www.capricollege.com
0243	1	http://www.careeracademy.net
0244	1	http://teexweb.tamu.edu/caat
0245	1	http://www.ccnn4u.com
0246	1	http://www.careerchi.com
0247	1	http://www.careertc.com
0248	1	www.mia.albizu.edu
0249	1	http://www.carnegie-institute.com
0250	1	www.cmu.edu
0251	1	http://www.carolinascollege.org
0252	1	www.cc.edu
0253	1	http://www.carteret.cc.nc.us
0254	1	www.cascade.edu
0255	1	http://www.caspercollege.edu
0256	1	www.catawba.edu
0257	1	http://www.catherinehinds.com
0258	1	http://www.dcccd.edu/cvc/cvc.htm
0259	1	www.centenary.edu
0260	1	http://www.cacc.cc.al.us
0261	1	www.cbc.edu
0262	1	http://www.sum.tec.sc.us
0263	1	www.central.edu
0264	1	http://www.cccneb.edu
0265	1	http://www.cccneb.edu
0266	1	http://www.cccneb.edu
0267	1	http://www.cktc.net
0268	1	http://www.clc.mnscu.edu
0269	1	http://www.cmmcson.org
0270	1	www.cmc.edu
0271	1	http://www.cotc.tec.oh.us
0272	1	http://www.ctechok.org
0273	1	http://www.cocc.edu
0274	1	http://www.centralpenn.edu
0275	1	www.centralstate.edu
0276	1	www.cwu.edu
0277	1	http://www.centralia.ctc.edu
0278	1	www.centre.edu
0279	1	http://www.cciutah.edu
0280	1	http://www.chabot.cc.ca.us
0281	1	www.champlain.edu/
0282	1	http://www.cgc.maricopa.edu
0283	1	http://www.charlestoncosmetology.com
0284	1	www.charlestonsouthern.edu
0285	1	http://www.chartercollege.edu
0286	1	http://www.chat-tec.com
0287	1	http://www.chesapeake.edu
0288	1	www.chc.edu
0289	1	www.csu.edu
0290	1	http://www.chippewa.tec.wi.us
0291	1	http://www.chisholmtrail.com
0292	1	www.chowan.edu
0293	1	www.cbu.edu
0294	1	www.christianheritage.edu
0295	1	www.cincybible.edu
0296	1	http://www.cinstate.cc.oh.us
0297	1	www.biblecollege.edu
0298	1	http://www.citrus.cc.ca.us
0299	1	http://www.citycollege.edu
0300	1	http://cloud.ccsf.cc.ca.us
0301	1	www.cityu.edu
0302	1	www.cau.edu
0303	1	http://www.clark.cc.oh.us
0304	1	www.clarku.edu
0305	1	www.clarke.edu
0306	1	www.clayton.edu
0307	1	http://www.ccctc.org
0308	1	www.cleary.edu
0309	1	www.clemson.edu
0310	1	www.clemson.edu/mba/
0311	1	http://www.cleveland.cc.nc.us
0312	1	www.cia.edu
0313	1	http://www.cidma.com
0314	1	http://www.cidma.com
0315	1	http://www.cidma.com
0316	1	www.csuohio.edu
0317	1	http://www.uticorp.com
0318	1	http://www.cloudccc.cc.ks.us
0319	1	http://www.ccc.cc.ms.us
0320	1	http://168.20.240.18
0321	1	http://www.ccc.cc.ks.us
0322	1	www.coker.edu
0323	1	www.colby.edu
0324	1	http://www.colbycc.org
0325	1	www.misericordia.edu
0326	1	www.vaughn.edu
0327	1	http://www.peralta.cc.ca.us/coa/coa.htm
0328	1	http://www.ceu.edu
0329	1	http://www.chd.net
0330	1	http://www.collegeofhairdesign.com
0331	1	http://www.collegeoflegalarts.com
0332	1	http://www.marin.cc.ca.us
0333	1	www.mountsaintvincent.edu
0334	1	www.strose.edu
0335	1	http://www.csi.edu
0336	1	www.csj.edu
0337	1	www.coa.edu
0338	1	http://www.coc.cc.ca.us
0339	1	www.holycross.edu
0340	1	http://www.mainland.cc.tx.us
0341	1	http://www.redwoods.cc.ca.us
0342	1	http://www.siskiyous.edu
0343	1	www.csw.edu
0344	1	www.wm.edu
0345	1	mason.wm.edu/mason
0346	1	www.wooster.edu
0347	1	http://www.collegeamerica.com
0348	1	http://www.collegeamerica.com
0349	1	http://www.ccccd.edu
0350	1	www.ccu.edu
0351	1	www.coloradocollege.edu
0352	1	http://www.coloradomtn.edu
0353	1	http://www.cbc2.org
0354	1	www.columbiacollege.edu
0355	1	http://www.cgcc.cc.or.us
0356	1	cumc.columbia.edu/dept/ps/
0357	1	www.ciu.edu
0358	1	www.sipa.columbia.edu/
0359	1	http://www.coscc.cc.tn.us
0360	1	arts.columbia.edu
0361	1	http://www.cscc.edu
0362	1	http://www.columbus.tec.ga.us
0363	1	http://www.comairacademy.com
0364	1	http://www.hgac.org
0365	1	http://www.ccac.edu
0366	1	http://www.ccp.cc.pa.us
0367	1	http://www.ccri.cc.ri.us
0368	1	http://www.ccri.cc.ri.us
0369	1	http://www.ccsn.nevada.edu
0370	1	http://www.ccsn.nevada.edu
0371	1	http://www.ccctraining.net
0372	1	http://www.clnaltoona.com
0373	1	http://www.clntraining.net
0374	1	www.conception.edu
0375	1	http://www.concordecareercolleges.com
0376	1	http://www.concordecareercolleges.com
0377	1	http://www.concordecareercolleges.com
0378	1	http://www.concordecareercolleges.com
0379	1	http://www.concordecareercolleges.com
0380	1	http://www.concordecareercolleges.com
0381	1	www.cune.edu
0382	1	www.wscn.edu
0383	1	www.concordia.ca
0384	1	www.cui.edu
0385	1	www.CUChicago.edu
0386	1	http://www.ccmt.com
0387	1	http://www.ccmt.com
0388	1	www.conncoll.edu
0389	1	http://www.cras.org
0390	1	http://www.contracosta.cc.ca.us
0391	1	http://www.colin.cc.ms.us
0392	1	http://www.cmccd.cc.ca.us
0393	1	WWW.COPPIN.EDU
0394	1	www.cornell.edu
0395	1	www.johnson.cornell.edu
0396	1	www.cornellcollege.edu
0397	1	www.cornerstone.edu
0398	1	www.cornish.edu
0399	1	http://ctc.tec.ar.us
0400	1	http://www.ccm.edu
0401	1	http://www.cowley.cc.ks.us
0402	1	http://www.coyneamerican.com
0403	1	http://www.craven.cc.nc.us
0404	1	www.creighton.edu
0405	1	http://www.crowdercollege.net
0406	1	www.crown.edu
0407	1	http://www.crowncollege.edu
0408	1	http://www.cscinstitute.com
0409	1	http://www.cuesta.cc.ca.us
0410	1	http://www.caila.com
0411	1	http://www.cccnj.net
0412	1	http://www.cumberland.tec.nj.us
0413	1	www.brooklyn.cuny.edu
0414	1	www.hunter.cuny.edu
0415	1	www.qc.cuny.edu
0416	1	http://www.cuttingedge-kc.com
0417	1	http://www.tri-c.cc.oh.us
0418	1	http://cypresscollege.org/
0419	1	http://www.dl.vccs.edu
0420	1	www.dwu.edu
0421	1	http://www.dacc.cc.il.us
0422	1	http://www.dc.cc.va.us
0423	1	www.tuck.dartmouth.edu
0424	1	http://www.davenport.edu
0425	1	http://www.davenport.edu
0426	1	www.davidson.edu
0427	1	http://www.davidson.cc.nc.us
0428	1	www.davisandelkins.edu
0429	1	http://www.datc.tec.ut.us
0430	1	http://www.dawson.cc.mt.us
0431	1	http://www.deanza.fhda.edu
0432	1	www.deaconess.edu
0433	1	http://www.deckercollege.com
0434	1	http://www.dcad.edu
0435	1	http://www.dccc.edu
0436	1	http://www.southern.dtcc.edu/southern
0437	1	www.delval.edu
0438	1	http://www.dcc.edu
0439	1	www.deltastate.edu
0440	1	http://www.dtc.edu
0441	1	www.depauw.edu
0442	1	http://www.dmacc.org
0443	1	http://www.dmacc.cc.ia.us
0444	1	http://www.desertinstitute.org
0445	1	www.devry.edu
0446	1	www.devry.edu
0447	1	www.devry.edu
0448	1	www.atl.devry.edu
0449	1	www.fre.devry.edu
0450	1	www.devry.edu
0451	1	www.devry.edu
0452	1	www.devry.edu
0453	1	www.devry.edu
0454	1	www.pom.devry.edu
0455	1	www.devry.edu
0456	1	www.den.devry.edu
0457	1	www.devry.edu
0458	1	www.dickinson.edu/
0459	1	http://www.dieseldrivingacademy.com/
0460	1	www.dillard.edu
0461	1	http://www.diversacademy.com
0462	1	http://www.diveweb.com/dit
0463	1	http://www.dccc.cc.ks.us
0464	1	www.dspt.edu
0465	1	http://mstc.cc.al.us
0466	1	http://www.drakeschools.com
0467	1	http://www.draughons.org
0468	1	www.drexel.edu
0469	1	http://www.dbcollege.com
0470	1	http://www.dbcollege.com
0471	1	www.fuqua.duke.edu
0472	1	www.duke.edu
0473	1	www.duq.edu
0474	1	http://www.durangoair.com
0475	1	http://www.durhamtech.org
0476	1	http://www.dscc.cc.tn.us
0477	1	www.dyc.edu
0478	1	www.earlham.edu
0479	1	http://www.eacc.cc.ar.us
0480	1	www.ecu.edu
0481	1	http://www.ecc.ms.us
0482	1	http://www.ecaerotech.com
0483	1	http://www.emcc.cc.ms.us
0484	1	www.etsu.edu
0485	1	www.etbu.edu
0486	1	http://www.eac.cc.az.us
0487	1	http://www.echv.com
0488	1	http://www.echv.com
0489	1	http://www.eitc.edu
0490	1	http://www.es.cc.va.us
0491	1	www.eastern.edu
0492	1	http://www.efc.dcccd.edu
0493	1	www.rochester.edu/Eastman
0494	1	www.eckerd.edu
0495	1	http://www.ecpi.edu
0496	1	http://www.edgecombe.cc.nc.us
0497	1	www.edgewood.edu
0498	1	http://www.edison.edu
0499	1	http://www.edcc.edu
0500	1	http://www.educationamerica.com
0501	1	http://www.educationamerica.com
0502	1	http://www.educationamerica.com
0503	1	http://www.sctmemphis.edu
0504	1	http://www.ecc.dcccd.edu
0505	1	http://www.epcc.edu
0506	1	http://www.elgin.cc.il.us
0507	1	http://www.cttech.org/whitney
0508	1	www.ecsu.edu
0509	1	http://www.kctcs.net
0510	1	http://www.ebi-college.com
0511	1	www.elmira.edu
0512	1	www.emerson.edu/graduate_admission
0513	1	www.emerson.edu
0514	1	http://www.pianotuningschool.org
0515	1	www.goizueta.emory.edu
0516	1	www.emory.edu
0517	1	http://www.empcol.com
0518	1	http://www.enginecitytech.com
0519	1	http://www.eriebc.com
0520	1	www.esade.edu
0521	1	http://www.essex.edu
0522	1	http://www.emc.maricopa.edu
0523	1	http://www.etontech.com
0524	1	http://www.etontech.com
0525	1	http://www.evcc.ctc.edu
0526	1	http://www.evc.edu
0527	1	www.fairfield.edu
0528	1	www.fairfield.edu/mba
0529	1	www.fdu.edu
0530	1	www.fscwv.edu
0531	1	http://www.fidm.com
0532	1	http://www.fidm.com
0533	1	www.faulkner.edu
0534	1	http://www.vo-tech.8m.com
0535	1	www.ferris.edu
0536	1	www.ferrum.edu
0537	1	http://www.fcti.org
0538	1	www.fsc.edu
0539	1	http://www.fleetbusiness.net
0540	1	http://www.flightsafety.com
0541	1	http://www.floraisonacademy.com
0542	1	www.famu.edu
0543	1	www.famu.edu/law
0544	1	www.fau.edu
0545	1	www.floridacllege.edu
0546	1	http://www.fcnh.com
0547	1	http://www.fccj.org
0548	1	http://www.fiuonline.net
0549	1	business.fiu.edu
0550	1	http://www.fnc.edu
0551	1	http://www.sjrcc.cc.fl.us
0552	1	www.flsouthern.edu
0553	1	http://www.fdl.cc.mn.us
0554	1	www.fontbonne.edu
0555	1	www.fordham.edu/gsas
0556	1	www.bnet.fordham.edu
0557	1	www.fordham.edu
0558	1	http://www.forsyth.tec.nc.us
0559	1	www.fortlewis.edu
0560	1	http://www.foxcollege.com
0561	1	http://www.foxvalley.tec.wi.us
0562	1	www.framingham.edu
0563	1	http://www.francistuttle.com/
0564	1	www.franciscan.edu
0565	1	www.fandm.edu
0566	1	www.franklincollege.edu
0567	1	www.fpc.edu
0568	1	201 S Grant Ave
0569	1	http://www.frenchculinary.com
0570	1	http://www.fresnotech.com
0571	1	www.frostburg.edu
0572	1	www.furman.edu
0573	1	http://www.gc.peachnet.edu
0574	1	http://www.gc.edu
0575	1	www.gannon.edu
0576	1	http://www.gccc.cc.ks.us
0577	1	www.gardner-webb.edu
0578	1	http://gccc.cc.ar.us
0579	1	http://www.gwctc.commnet.edu
0580	1	http://www.gavilan.org
0581	1	http://www.gia.edu
0582	1	www.gmu.edu
0583	1	http://www.bakeraviation.com
0584	1	www.georgetown.edu
0585	1	www.gcsu.edu
0586	1	www.gatech.edu
0587	1	http://www.gmc.cc.ga.us
0588	1	www.georgiasouthern.edu/
0589	1	www.gsu.edu
0590	1	www.gettysburg.edu
0591	1	http://www.wolves.k12.mo.us/gtc
0592	1	http://www.glenoaks.cc.mi.us
0593	1	www.glenville.edu
0594	1	http://globecollege.com
0595	1	http://www.gcc.cc.nj.us
0596	1	www.ggu.edu
0597	1	www.ggu.edu
0598	1	www.goldey.gbc.edu
0599	1	http://www.sdgagolf.com
0600	1	www.gonzaga.edu
0601	1	www.gonzaga.edu/MBA
0602	1	http://www.datainstitute.com
0603	1	www.gordon.edu
0604	1	www.goshen.edu
0605	1	www.goucher.edu
0606	1	www.GO-GBC.com
0607	1	www.socialresearch.newschool.edu
0608	1	www.grand-canyon.edu
0609	1	http://www.grcc.cc.mi.us
0610	1	www.gvsu.edu
0611	1	http://www.grantham.edu
0612	1	www.gratzcollege.edu
0613	1	http://www.glit.org
0614	1	http://www.gptech.org
0615	1	www.greenmtn.edu
0616	1	http://www.greenriver.ctc.edu
0617	1	www.gborocollege.edu
0618	1	http://www.greenvilletech.com
0619	1	http://www.griffin.tec.ga.us
0620	1	www.grinnell.edu
0621	1	www.gcc.edu
0622	1	www.guilford.edu
0623	1	www.gmc.edu
0624	1	http://www.hcc.cc.md.us
0625	1	http://www.hallmarkinstitute.com
0626	1	http://www.hallmark-institute.com
0627	1	www.hamilton.edu
0628	1	www.hamline.edu
0629	1	www.hsc.edu
0630	1	www.hampshire.edu
0631	1	www.hamptonu.edu
0632	1	http://www.harcum.edu
0633	1	www.hsutx.edu
0634	1	www.harding.edu
0635	1	http://www.harrisschool.com
0636	1	www.hbs.edu
0637	1	www.college.harvard.edu
0638	1	www.gsas.harvard.edu
0639	1	www.haverford.edu
0640	1	http://www.hbc.edu
0641	1	http://www.hawcc.hawaii.edu
0642	1	www.hpu.edu/grad
0643	1	www.hpu.edu
0644	1	http://www.hawkeyecollege.com
0645	1	http://www.hazardtech.com
0646	1	http://www.healthenrichment.com
0647	1	www.hebrewcollege.edu
0648	1	www.heidelberg.edu
0649	1	http://www.hencc.kctcs.net
0650	1	http://www.htc.mnscu.edu
0651	1	http://www.henryford.cc.mi.us
0652	1	http://www.herzing.edu/madison
0653	1	http://www.herzing.com/minneapolis
0654	1	http://www.herzing.edu/orlando
0655	1	http://www.hesston.edu
0656	1	http://www.hcc.mnscu.edu
0657	1	http://www.hickeycollege.com
0658	1	http://www.hightechschools.com
0659	1	http://www.hightechschools.com
0660	1	http://www.highland.cc.il.us
0661	1	www.hilbert.edu
0662	1	hillcollege.edu
0663	1	www.hillsdale.edu
0664	1	www.hc.edu
0665	1	http://www.hiwassee.edu
0666	1	www.hofstra.edu
0667	1	www.hollins.edu
0668	1	http://www.holmes.cc.ms.us
0669	1	www.holyfamily.edu
0670	1	www.hnu.edu
0671	1	http://www.hcc.mass.edu
0672	1	http://www.hondroscollege.com
0673	1	http://www.hcc.hawaii.edu
0674	1	www.hood.edu
0675	1	www.hbu.edu
0676	1	www.hputx.edu
0677	1	www.howard.edu
0678	1	http://www.dentalcareer.com
0679	1	http://www.hussianart.edu
0680	1	www.mgt.wpi.edu
0681	1	http://www.isu.edu/ctech
0682	1	www.iese.edu
0683	1	http://www.abbott-ihm.org
0684	1	http://ilisagvik.co.north-slope.ak.us
0685	1	www.ic.edu
0686	1	http://www.iecc.cc.il.us/fcc
0687	1	http://www.iecc.cc.il.us/ltc
0688	1	http://www.iecc.cc.il.us/wvc
0689	1	http://www.schoolofhealthcareers.com
0690	1	www.ilstu.edu
0691	1	http://www.ivcc.edu
0692	1	www2.iwu.edu
0693	1	http://www.indy.cc.ks.us
0694	1	http://www.ibcschools.com
0695	1	http://www.ibcschools.com
0696	1	http://www.ibcschools.com
0697	1	http://www.ibcschools.com
0698	1	http://www.ibcschools.com
0699	1	http://www.ibcschools.com
0700	1	http://www.ibcschools.com
0701	1	www.indiana.edu
0702	1	www.iue.edu
0703	1	www.iun.edu
0704	1	www.ius.edu
0705	1	www.iuk.edu
0706	1	www.ipfw.edu
0707	1	www.iupui.edu
0708	1	http://www.ibtedu.com
0709	1	http://www.iaiancad.org
0710	1	http://www.aviation.uiuc.edu
0711	1	http://www.vocedu.com
0712	1	http://www.idcbrooklyn.org
0713	1	http://www.iet-ky.com
0714	1	http://www.intelliteccollege.com
0715	1	http://www.ict-ils.edu
0716	1	http://www.interboro.com
0717	1	www.academy.edu
0718	1	www.academy.edu
0719	1	http://www.airacademy.com
0720	1	http://www.ibcelpaso.com
0721	1	http://www.ibclubbock.com
0722	1	http://www.ibclubbock.com
0723	1	http://www.ibclubbock.com
0724	1	http://www.icbroadcasting.com
0725	1	http://www.skin-nails.com
0726	1	http://www.internationalschools.com
0727	1	www.iuj.ac.jp/
0728	1	http://www.iccc.cc.ia.us
0729	1	http://www.ilcc.cc.ia.us
0730	1	http://www.ilcc.cc.ia.us
0731	1	www.iastate.edu
0732	1	www.iwc.edu
0733	1	http://www.ivc.cc.ca.us
0734	1	http://www.islanddrafting.com
0735	1	http://www.itasca.mnscu.edu
0736	1	http://www.itt-tech.edu
0737	1	http://www.itt-tech.edu
0738	1	http://www.itt-tech.edu
0739	1	http://www.itt-tech.edu
0740	1	http://www.itt-tech.edu
0741	1	http://www.itt-tech.edu
0742	1	http://www.itt-tech.edu
0743	1	http://www.itt-tech.edu
0744	1	http://www.itt-tech.edu
0745	1	http://www.itt-tech.edu
0746	1	http://www.itt-tech.edu
0747	1	http://www.itt-tech.edu
0748	1	http://www.itt-tech.edu
0749	1	http://www.itt-tech.edu
0750	1	http://www.itt-tech.edu
0751	1	http://www.itt-tech.edu
0752	1	http://www.itt-tech.edu
0753	1	http://www.itt-tech.edu
0754	1	http://www.itt-tech.edu
0755	1	http://www.itt-tech.edu
0756	1	http://www.itt-tech.edu
0757	1	http://www.itt-tech.edu
0758	1	http://www.itt-tech.edu
0759	1	http://www.itt-tech.edu
0760	1	http://www.itt-tech.edu
0761	1	http://www.itt-tech.edu
0762	1	http://www.itt-tech.edu
0763	1	http://www.itt-tech.edu
0764	1	http://www.itt-tech.edu
0765	1	http://www.itt-tech.edu
0766	1	http://www.itt-tech.edu
0767	1	http://www.itt-tech.edu
0768	1	http://www.itt-tech.edu
0769	1	http://www.itt-tech.edu
0770	1	http://www.itt-tech.edu
0771	1	http://www.itt-tech.edu
0772	1	http://www.itt-tech.edu
0773	1	http://www.itt-tech.edu
0774	1	http://www.itt-tech.edu
0775	1	http://www.itt-tech.edu
0776	1	http://www.itt-tech.edu
0777	1	http://www.itt-tech.edu
0778	1	http://www.itt-tech.edu
0779	1	http://www.itt-tech.edu
0780	1	http://www.itt-tech.edu
0781	1	http://www.ivy.tec.in.us/madison
0782	1	http://www.ivy.tec.in.us/columbus
0783	1	http://www.ivy.tec.in.us/elkhart
0784	1	http://www.ivy.tec.in.us/indianapolis
0785	1	http://www.ivy.tec.in.us/marion
0786	1	http://www.ivy.tec.in.us/muncie
0787	1	http://www.ivy.tec.in.us/richmond
0788	1	http://www.ivy.tec.in.us/sellersburg
0789	1	http://www.ivy.tec.in.us/evansville
0790	1	http://www.ivy.tec.in.us/terrehaute
0791	1	robinson.gsu.edu
0792	1	http://www.vccs.edu
0793	1	www.ju.edu
0794	1	http://www.faulkner.cc.al.us
0795	1	http://www.sunyjcc.edu
0796	1	www.jc.edu
0797	1	http://www.jeffco.edu
0798	1	http://www.jctc.kctcs.net
0799	1	http://www.jefftech.tec.pa.us
0800	1	http://www.jeffdavis.cc.al.us
0801	1	http://www.jeffstateonline.com
0802	1	http://www.guptoncollege.com
0803	1	www.jcu.edu
0804	1	www.jfku.edu
0805	1	http://www.jptech.cc.al.us
0806	1	http://www.jt.cc.va.us
0807	1	www.jhu.edu
0808	1	www.jwu.edu
0809	1	www.jwu.edu
0810	1	www.jbc.edu
0811	1	http://www.jccc.net
0812	1	www.judson.edu
0813	1	www.juniata.edu
0814	1	http://www.kvcc.edu
0815	1	http://www.kckats.com
0816	1	www.kcai.edu
0817	1	http://www.kckcc.cc.ks.us
0818	1	www.k-state.edu
