university	usnews	website
0173	1	http://www.jc.edu
0174	1	http://www.jbu.edu
0175	1	http://www.jcu.edu
0176	1	http://www.jhu.edu
0177	1	http://www.jwu.edu
0178	1	http://www.judsonu.edu
0179	1	http://www.juniata.edu
0180	1	http://www.kzoo.edu
0181	1	http://www.k-state.edu
0182	1	http://www.kwu.edu
0183	1	http://www.kean.edu
0184	1	http://www.keene.edu
0185	1	http://www.kennesaw.edu
0186	1	http://www.kent.edu
0187	1	http://www.kysu.edu
0188	1	http://www.kenyon.edu
0189	1	http://www.keuka.edu
0190	1	http://www.keystone.edu
0191	1	http://www.king.edu
0192	1	http://www.kings.edu
0193	1	http://www.knox.edu
0194	1	http://www.kutztown.edu
0195	1	http://www.lafayette.edu
0196	1	http://www.lagrange.edu
0197	1	http://www.lec.edu
0198	1	http://www.lakeforest.edu
0199	1	http://www.lssu.edu
0200	1	http://www.lander.edu
0201	1	http://www.lasalle.edu
0202	1	http://www.lasell.edu
0203	1	http://www.ltu.edu
0204	1	http://www.lawrence.edu
0205	1	http://www.lvc.edu
0206	1	http://www.leeuniversity.edu
0207	1	http://www.lehigh.edu
0208	1	http://www.lemoyne.edu
0209	1	http://www.lr.edu
0210	1	http://www.lesley.edu
0211	1	http://www.letu.edu
0212	1	http://www.lclark.edu
0213	1	http://www.lcsc.edu
0214	1	http://www.lewisu.edu
0215	1	http://www.limestone.edu
0216	1	http://www.lmunet.edu
0217	1	http://www.linfield.edu
0218	1	http://www.lipscomb.edu
0219	1	http://www.whylongwood.com
0220	1	http://www.loras.edu
0221	1	http://www.lacollege.edu
0222	1	http://www.lsu.edu
0223	1	http://www.lmu.edu
0224	1	http://www.luc.edu
0225	1	http://www.loyola.edu
0226	1	http://www.loyno.edu
0227	1	http://www.luther.edu
0228	1	http://www.lycoming.edu
0229	1	http://www.lynchburg.edu
0230	1	http://www.lynn.edu
0231	1	http://www.lyon.edu
0232	1	http://www.macalester.edu
0233	1	http://www.mac.edu
0234	1	http://www.madonna.edu
0235	1	http://www.mainemaritime.edu
0236	1	http://www.malone.edu
0237	1	http://www.manchester.edu
0238	1	http://www.manhattan.edu
0239	1	http://www.mville.edu
0240	1	http://www.mansfield.edu
0241	1	http://www.mbbc.edu
0242	1	http://www.marian.edu
0243	1	http://www.marianuniversity.edu
0244	1	http://www.marietta.edu
0245	1	http://www.marist.edu
0246	1	http://www.marquette.edu
0247	1	http://www.marshall.edu
0248	1	http://www.mhc.edu
0249	1	http://www.mbc.edu
0250	1	http://www.marymount.edu
0251	1	http://www.maryvillecollege.edu
0252	1	http://www.maryville.edu
0253	1	http://www.marywood.edu
0254	1	http://web.mit.edu/
0255	1	http://www.maritime.edu
0256	1	http://www.masters.edu
0257	1	http://www.mayvillestate.edu
0258	1	http://www.mcdaniel.edu
0259	1	http://www.mckendree.edu
0260	1	http://www.mcm.edu
0261	1	http://www.mercer.edu
0262	1	http://www.mercyhurst.edu
0263	1	http://www.meredith.edu
0264	1	http://www.merrimack.edu
0265	1	http://www.messiah.edu
0266	1	http://www.methodist.edu
0267	1	http://www.muohio.edu
0268	1	http://www.msu.edu/
0269	1	http://www.mtu.edu
0270	1	http://www.middlebury.edu
0271	1	http://www.mtsu.edu
0272	1	http://www.mlc.edu
0273	1	http://www.millersville.edu
0274	1	http://www.milligan.edu
0275	1	http://www.millikin.edu
0276	1	http://www.millsaps.edu
0277	1	http://www.mills.edu
0278	1	http://www.msoe.edu
0279	1	http://www.mnsu.edu
0280	1	http://www.mnstate.edu
0281	1	http://www.misericordia.edu/
0282	1	http://www.mc.edu
0283	1	http://www.msstate.edu
0284	1	http://www.muw.edu
0285	1	http://www.mssu.edu
0286	1	http://www.missouristate.edu
0287	1	http://www.mst.edu
0288	1	http://www.missouriwestern.edu
0289	1	http://www.molloy.edu
0290	1	http://www.monm.edu
0291	1	http://www.monmouth.edu
0292	1	http://www.montana.edu
0293	1	http://www.msubillings.edu
0294	1	http://www.msun.edu
0295	1	http://www.mtech.edu
0296	1	http://www.montclair.edu
0297	1	http://www.montreat.edu
0298	1	http://www.moravian.edu
0299	1	http://www.moreheadstate.edu
0300	1	http://www.baypath.edu
0301	1	http://www.belhaven.edu
0302	1	http://www.bellarmine.edu
0303	1	http://www.belmontabbeycollege.edu
0304	1	http://www.belmont.edu
0305	1	http://www.beloit.edu
0306	1	http://www.bemidjistate.edu
0307	1	http://www.benedict.edu
0308	1	http://www.benedictine.edu
0309	1	http://www.ben.edu
0310	1	http://www.bennington.edu
0311	1	http://www.bentley.edu
0312	1	http://www.berea.edu
0313	1	http://www.berry.edu
0314	1	http://www.bethanywv.edu
0315	1	http://www.bethanylb.edu
0316	1	http://www.bethany.edu
0317	1	http://www.bethelks.edu
0318	1	http://www.bethelcollege.edu
0319	1	http://www.bethel.edu
0320	1	http://www.bethune.cookman.edu
0321	1	http://www.binghamton.edu
0322	1	http://www.biola.edu
0323	1	http://www.bsc.edu
0324	1	http://www.blackburn.edu
0325	1	http://www.morehouse.edu
0326	1	http://www.morningside.edu
0327	1	http://www.mtaloy.edu
0328	1	http://www.mtholyoke.edu
0329	1	http://www.mountida.edu
0330	1	http://www.mtmercy.edu
0331	1	http://www.msmc.edu
0332	1	http://www.msmc.la.edu
0333	1	http://www.msmary.edu
0334	1	http://www.gotomvnu.com
0335	1	http://www.muhlenberg.edu
0336	1	http://www.murraystate.edu
0337	1	http://www.muskingum.edu
0338	1	http://www.naz.edu
0339	1	http://www.nebrwesleyan.edu
0340	1	http://www.newberry.edu/
0341	1	http://www.ncf.edu
0342	1	http://www.nec.edu
0343	1	http://www.njit.edu
0344	1	http://www.nmt.edu
0345	1	http://www.newschool.edu
0346	1	http://www.nyit.edu
0347	1	http://www.nyu.edu
0348	1	http://www.niagara.edu
0349	1	http://www.nccu.edu
0350	1	http://www.ncsu.edu
0351	1	http://www.ncwc.edu
0352	1	http://www.noctrl.edu
0353	1	http://www.northcentral.edu
0354	1	http://www.ndsu.edu
0355	1	http://www.northeastern.edu/
0356	1	http://www.nku.edu
0357	1	http://www.nmu.edu
0358	1	http://www.northern.edu
0359	1	http://www.ngcsu.edu
0360	1	http://www.northland.edu
0361	1	http://www.northpark.edu
0362	1	http://www.northwestchristian.edu
0363	1	http://www.nwciowa.edu
0364	1	http://www.nwc.edu
0365	1	http://www.nwosu.edu
0366	1	http://www.nsula.edu
0367	1	http://www.northwestern.edu
0368	1	http://www.nwmissouri.edu
0369	1	http://www.nnu.edu
0370	1	http://www.northwestu.edu
0371	1	http://www.norwich.edu
0372	1	http://www.notredamecollege.edu
0373	1	http://www.ndnu.edu
0374	1	http://www.oakwood.edu
0375	1	http://www.oberlin.edu
0376	1	http://www.oxy.edu
0377	1	http://www.oglethorpe.edu
0378	1	http://www.ohiodominican.edu
0379	1	http://www.onu.edu
0380	1	http://www.osu.edu
0381	1	http://www.ohio.edu
0382	1	http://www.ovu.edu
0383	1	http://web.owu.edu
0384	1	http://www.okbu.edu
0385	1	http://www.oc.edu/
0386	1	http://www.okcu.edu
0387	1	http://www.opsu.edu
0388	1	http://osu.okstate.edu
0389	1	http://www.okwu.edu
0390	1	http://www.olivet.edu
0391	1	http://www.oit.edu
0392	1	http://oregonstate.edu
0393	1	http://www.otterbein.edu
0394	1	http://www.obu.edu
0395	1	http://www.olhcc.edu
0396	1	http://www.ollusa.edu
0397	1	http://www.pace.edu
0398	1	http://www.plu.edu
0399	1	http://www.puc.edu
0400	1	http://www.pacificu.edu
0401	1	http://www.pba.edu
0402	1	http://www.pct.edu
0403	1	http://www.psu.edu
0404	1	http://www.pepperdine.edu
0405	1	http://www.pfeiffer.edu
0406	1	http://www.pbu.edu
0407	1	http://www.philau.edu
0408	1	http://www.philander.edu
0409	1	http://www.piedmont.edu
0410	1	http://www.pittstate.edu
0411	1	http://www.pitzer.edu
0412	1	http://www.plymouth.edu
0413	1	http://www.pointloma.edu
0414	1	http://www.pointpark.edu
0415	1	http://www.poly.edu/
0416	1	http://www.pomona.edu
0417	1	http://www.presby.edu
0418	1	http://www.prescott.edu/
0419	1	http://www.princeton.edu
0420	1	http://www.prin.edu/college
0421	1	http://www.providence.edu
0422	1	http://www.purchase.edu
0423	1	http://www.purdue.edu
0424	1	http://www.queens.edu
0425	1	http://www.quincy.edu
0426	1	http://www.quinnipiac.edu
0427	1	http://www.radford.edu
0428	1	http://www.ramapo.edu
0429	1	http://www.randolphcollege.edu/
0430	1	http://www.rmc.edu
0431	1	http://www.reed.edu/
0432	1	http://www.regis.edu
0433	1	http://www.reinhardt.edu/
0434	1	http://www.rpi.edu
0435	1	http://www.ric.edu
0436	1	http://www.rhodes.edu
0437	1	http://www.rice.edu
0438	1	http://www.stockton.edu
0439	1	http://www.rider.edu
0440	1	http://www.ripon.edu
0441	1	http://www.roanoke.edu
0442	1	http://www.robertmorris.edu/
0443	1	http://www.rmu.edu
0444	1	http://www.roberts.edu
0445	1	http://www.rit.edu
0446	1	http://www.rockford.edu
0447	1	http://www.rockhurst.edu
0448	1	http://www.rocky.edu
0449	1	http://www.rwu.edu
0450	1	http://www.rollins.edu
0451	1	http://www.roosevelt.edu
0452	1	http://www.rosemont.edu
0453	1	http://www.rowan.edu
0454	1	http://www.sage.edu/rsc/index.php
0455	1	http://www.rutgers.edu/
0456	1	http://rutgers-newark.rutgers.edu
0457	1	http://www.rutgers.edu
0458	1	http://www.sacredheart.edu
0459	1	http://www.salem.edu
0460	1	http://www.salisbury.edu/
0461	1	http://www.salve.edu
0462	1	http://www.samford.edu
0463	1	http://www.sdsu.edu
0464	1	http://www.sfsu.edu
0465	1	http://www.sjsu.edu
0466	1	http://www.scu.edu
0467	1	http://www.santafeuniversity.edu
0468	1	http://www.schreiner.edu
0469	1	http://www.scrippscol.edu
0470	1	http://www.spu.edu
0471	1	http://www.seattleu.edu
0472	1	http://www.shu.edu
0473	1	http://www.setonhill.edu
0474	1	http://www.sewanee.edu
0475	1	http://www.shawnee.edu
0476	1	http://www.su.edu
0477	1	http://www.shepherd.edu
0478	1	http://www.ship.edu
0479	1	http://www.shorter.edu
0480	1	http://www.siena.edu
0481	1	http://www.sl.edu
0482	1	http://www.simmons.edu
0483	1	http://www.simpson.edu
0484	1	http://www.skidmore.edu
0485	1	http://www.sru.edu
0486	1	http://www.smith.edu
0487	1	http://www.sonoma.edu
0488	1	http://www.scsu.edu
0489	1	http://www.seuniversity.edu
0490	1	http://www.semo.edu
0491	1	http://www.southern.edu
0492	1	http://www.saumag.edu
0493	1	http://www.southernct.edu/
0494	1	http://www.siuc.edu
0495	1	http://www.siue.edu
0496	1	http://www.smu.edu
0497	1	http://www.snu.edu
0498	1	http://www.snhu.edu
0499	1	http://www.sou.edu
0500	1	http://www.spsu.edu
0501	1	http://www.suu.edu
0502	1	http://www.swu.edu
0503	1	http://www.sbuniv.edu
0504	1	http://www.sckans.edu
0505	1	http://www.southwestern.edu
0506	1	http://www.smsu.edu
0507	1	http://www.spelman.edu
0508	1	http://www.arbor.edu
0509	1	http://www.springfieldcollege.edu
0510	1	http://www.shc.edu
0511	1	http://www.sau.edu
0512	1	http://www.stanford.edu
0513	1	http://www.anselm.edu
0514	1	http://www.sbu.edu
0515	1	http://www.stkate.edu
0516	1	http://www.stcloudstate.edu
0517	1	http://www.gotostedwards.com
0518	1	http://www.sfasu.edu
0519	1	http://www.stetson.edu
0520	1	http://www.stevens.edu
0521	1	http://www.stevenson.edu/
0522	1	http://www.stfranciscollege.edu
0523	1	http://www.francis.edu/
0524	1	http://www.stgregorys.edu
0525	1	http://www.stillman.edu
0526	1	http://www.sjfc.edu
0527	1	http://www.sjca.edu
0528	1	http://www.sjcsf.edu
0529	1	http://www.csbsju.edu
0530	1	http://www.stjohns.edu/
0531	1	http://www.sjc.edu
0532	1	http://www.saintjoe.edu
0533	1	http://www.sjcny.edu
0534	1	http://www.sju.edu
0535	1	http://www.stlawu.edu
0536	1	http://www.saintleo.edu
0537	1	http://www.slu.edu
0538	1	http://www.stmartin.edu
0539	1	http://www.smwc.edu
0540	1	http://www.saintmarys.edu
0541	1	http://www.stmarys-ca.edu
0542	1	http://www.smcm.edu
0543	1	http://www.smumn.edu
0544	1	http://www.stmarytx.edu
0545	1	http://www.smcvt.edu
0546	1	http://www.snc.edu
0547	1	http://www.stolaf.edu
0548	1	http://www.stonehill.edu
0549	1	http://www.stonybrook.edu
0550	1	http://www.spc.edu
0551	1	http://www.stac.edu
0552	1	http://www.stu.edu
0553	1	http://www.stvincent.edu
0554	1	http://www.sxu.edu
0555	1	http://www.suffolk.edu
0556	1	http://www.cortland.edu
0557	1	http://www.cobleskill.edu
0558	1	http://www.esf.edu
0559	1	http://www.alfredstate.edu/alfred/Default.asp
0560	1	http://www.delhi.edu/
0561	1	http://www.oneonta.edu
0562	1	http://www.potsdam.edu
0563	1	http://www.fredonia.edu
0564	1	http://www.geneseo.edu
0565	1	http://www.sunyit.edu
0566	1	http://www.sunymaritime.edu
0567	1	http://www.newpaltz.edu
0568	1	http://www.oswego.edu
0569	1	http://www.plattsburgh.edu
0570	1	http://www.susqu.edu
0571	1	http://www.swarthmore.edu
0572	1	http://www.sbc.edu
0573	1	http://syr.edu
0574	1	http://www.tabor.edu
0575	1	http://www.bloomu.edu
0576	1	http://www.bluefield.edu
0577	1	http://www.bmc.edu
0578	1	http://www.bluffton.edu
0579	1	http://www.BoiseState.edu
0580	1	http://www.bc.edu
0581	1	http://www.bu.edu
0582	1	http://www.bowdoin.edu
0583	1	http://www.bgsu.edu
0584	1	http://www.bradley.edu
0585	1	http://www.brandeis.edu
0586	1	http://www.brenau.edu
0587	1	http://www.brescia.edu
0588	1	http://www.briarcliff.edu
0589	1	http://www.bridgewater.edu
0590	1	http://www.byui.edu
0591	1	http://www.byu.edu
0592	1	http://www.brown.edu
0593	1	http://www.bryan.edu
0594	1	http://www.bryant.edu
0595	1	http://www.brynmawr.edu
0596	1	http://www.bucknell.edu
0597	1	http://www.bvu.edu
0598	1	http://www.buffalostate.edu
0599	1	http://www.butler.edu
0600	1	http://www.taylor.edu
0601	1	http://www.temple.edu
0602	1	http://www.tntech.edu
0603	1	http://www.twcnet.edu
0604	1	http://www.tamiu.edu
0605	1	http://www.tamu.edu
0606	1	http://www.tamucc.edu
0607	1	http://www.tcu.edu
0608	1	http://www.txstate.edu
0609	1	http://www.ttu.edu
0610	1	http://www.txwesleyan.edu
0611	1	http://www.thomasaquinas.edu
0612	1	http://www.thomas.edu
0613	1	http://www.thomasmore.edu
0614	1	http://www.tfc.edu
0615	1	http://www.tougaloo.edu
0616	1	http://www.touro.edu/
0617	1	http://www.towson.edu
0618	1	http://www.transy.edu
0619	1	http://www.trine.edu
0620	1	http://www.trnty.edu
0621	1	http://www.trincoll.edu
0622	1	http://www.trinity.edu
0623	1	http://www.troy.edu/
0624	1	http://www.truman.edu
0625	1	http://www.tufts.edu
0626	1	http://www.tulane.edu
0627	1	http://www.tuskegee.edu
0628	1	http://www.union.edu
0629	1	http://www.ucollege.edu
0630	1	http://www.uu.edu
0631	1	http://www.usafa.edu
0632	1	http://www.uscga.edu
0633	1	http://www.usmma.edu
0634	1	http://www.usma.edu
0635	1	http://www.usna.edu
0636	1	http://www.albany.edu
0637	1	http://www.buffalo.edu
0638	1	http://www.ua.edu
0639	1	http://www.uab.edu
0640	1	http://www.uah.edu
0641	1	http://www.uaa.alaska.edu
0642	1	http://www.arizona.edu
0643	1	http://www.uark.edu
0644	1	http://www.uapb.edu/
0645	1	http://www.berkeley.edu
0646	1	http://www.ucdavis.edu
0647	1	http://www.uci.edu
0648	1	http://www.ucla.edu/
0649	1	http://www.ucr.edu
0650	1	http://www.ucsd.edu/
0651	1	http://www.ucsb.edu
0652	1	http://www.ucsc.edu
0653	1	http://www.uca.edu
0654	1	http://www.ucf.edu
0655	1	http://www.ucmo.edu
0656	1	http://www.ucwv.edu
0657	1	http://www.uchicago.edu
0658	1	http://www.uc.edu
0659	1	http://www.colorado.edu
0660	1	http://www.uccs.edu
0661	1	http://www.cudenver.edu
0662	1	http://www.uconn.edu
0663	1	http://www.udallas.edu
0664	1	http://www.udayton.edu
0665	1	http://www.udel.edu/
0666	1	http://www.du.edu
0667	1	http://www.udmercy.edu
0668	1	http://www.dbq.edu
0669	1	http://www.evansville.edu
0670	1	http://www.findlay.edu
0671	1	http://www.ufl.edu
0672	1	http://www.uga.edu
0673	1	http://www.hartford.edu
0674	1	http://www.manoa.hawaii.edu/
0675	1	http://www.its.uidaho.edu/uihome/
0676	1	http://www.uic.edu
0677	1	http://www.uis.edu
0678	1	http://www.uiuc.edu
0679	1	http://www.uindy.edu
0680	1	http://www.uiowa.edu
0681	1	http://www.ku.edu
0682	1	http://www.uky.edu
0683	1	http://www.laverne.edu
0684	1	http://www.louisville.edu
0685	1	http://www.umaine.edu
0686	1	http://www.farmington.edu
0687	1	http://www.umfk.maine.edu
0688	1	http://www.umary.edu
0689	1	http://www.umhb.edu
0690	1	http://www.umbc.edu
0691	1	http://www.maryland.edu
0692	1	http://www.umw.edu
0693	1	http://www.umass.edu
0694	1	http://www.umassd.edu
0695	1	http://www.uml.edu
0696	1	http://www.miami.edu
0697	1	http://www.umich.edu
0698	1	http://www.umd.umich.edu
0699	1	http://www.umflint.edu
0700	1	http://www.crk.umn.edu
0701	1	http://www.d.umn.edu
0702	1	http://www.morris.umn.edu
0703	1	http://www.umn.edu
0704	1	http://www.olemiss.edu
0705	1	http://www.missouri.edu
0706	1	http://www.umobile.edu
0707	1	http://www.umt.edu
0708	1	http://www.umwestern.edu
0709	1	http://www.montevallo.edu
0710	1	http://www.mountunion.edu/
0711	1	http://www.unk.edu
0712	1	http://www.unl.edu
0713	1	http://www.unomaha.edu
0714	1	http://www.unr.edu
0715	1	http://www.une.edu
0716	1	http://www.unh.edu
0717	1	http://www.newhaven.edu
0718	1	http://www.una.edu
0719	1	http://www.unca.edu
0720	1	http://www.unc.edu
0721	1	http://www.uncc.edu/
0722	1	http://www.uncg.edu/
0723	1	http://www.uncw.edu
0724	1	http://www.go.und.edu
0725	1	http://www.uni.edu/
0726	1	http://www.unf.edu
0727	1	http://www.nd.edu
0728	1	http://www.ou.edu
0729	1	http://www.uoregon.edu
0730	1	http://www.upenn.edu
0731	1	http://www.oafa.pitt.edu/
0732	1	http://www.upb.pitt.edu
0733	1	http://www.upj.pitt.edu
0734	1	http://www.up.edu
0735	1	http://www.pugetsound.edu
0736	1	http://www.redlands.edu
0737	1	http://www.uri.edu
0738	1	http://www.richmond.edu
0739	1	http://www.rochester.edu
0740	1	http://www.SanDiego.edu
0741	1	http://www.usfca.edu
0742	1	http://www.usao.edu
0743	1	http://www.scranton.edu
0744	1	http://www.usiouxfalls.edu
0745	1	http://www.southalabama.edu
0746	1	http://www.sc.edu
0747	1	http://www.usca.edu
0748	1	http://www.uscupstate.edu/
0749	1	http://www.usc.edu/
0750	1	http://www.usm.maine.edu
0751	1	http://www.usf.edu
0752	1	http://www.stfrancis.edu
0753	1	http://www.sf.edu
0754	1	http://www.stthomas.edu
0755	1	http://www.stthom.edu
0756	1	http://www.ut.edu
0757	1	http://admissions.utk.edu
0758	1	http://www.utc.edu
0759	1	http://www.utm.edu
0760	1	http://www.utexas.edu
0761	1	http://www.utdallas.edu
0762	1	http://www.utpb.edu
0763	1	http://www.utsa.edu
0764	1	http://www.uttyler.edu
0765	1	http://www.ucumberlands.edu
0766	1	http://www.uiw.edu
0767	1	http://www.ozarks.edu
0768	1	http://www.pacific.edu
0769	1	http://www.usw.edu
0770	1	http://www.utulsa.edu
0771	1	http://www.utah.edu
0772	1	http://www.uvm.edu
0773	1	http://www.virginia.edu
0774	1	http://www.washington.edu
0775	1	http://www.uwec.edu
0776	1	http://www.uwlax.edu
0777	1	http://www.wisc.edu
0778	1	http://www.uwosh.edu
0779	1	http://www.uwplatt.edu
0780	1	http://www.uwrf.edu
0781	1	http://www.uwsp.edu
0782	1	http://www.uwstout.edu
0783	1	http://www.uwsuper.edu
0784	1	http://www.uww.edu
0785	1	http://www.uwyo.edu
0786	1	http://www.ursinus.edu
0787	1	http://www.ursuline.edu
0788	1	http://www.usu.edu
0789	1	http://www.utica.edu
0790	1	http://www.valdosta.edu
0791	1	http://www.vcsu.edu
0792	1	http://www.valpo.edu
0793	1	http://www.vanderbilt.edu
0794	1	http://www.vanguard.edu
0795	1	http://www.vassar.edu
0796	1	http://www.vaughn.edu
0797	1	http://www.vtc.edu
0798	1	http://www.villanova.edu
0799	1	http://www.vcu.edu
0800	1	http://www.vmi.edu
0801	1	http://www.vsu.edu
0802	1	http://www.vt.edu
0803	1	http://www.vuu.edu/
0804	1	http://www.wabash.edu
0805	1	http://www.wagner.edu
0806	1	http://www.wfu.edu
0807	1	http://www.wallawalla.edu
0808	1	http://www.walsh.edu
0809	1	http://www.warnerpacific.edu
0810	1	http://www.warner.edu
0811	1	http://www.warren-wilson.edu
0812	1	http://www.wartburg.edu
0813	1	http://www.washburn.edu
0814	1	http://www.washjeff.edu
0815	1	http://www.wlu.edu
0816	1	http://www.washcoll.edu
0817	1	http://www.wsu.edu
0818	1	http://www.wustl.edu
0819	1	http://www.wbu.edu
0820	1	http://www.waynesburg.edu/
0821	1	http://www.wsc.edu
0822	1	http://weber.edu
0823	1	http://www.webster.edu
0824	1	http://www.wellesley.edu
0825	1	http://www.wells.edu
0826	1	http://www.wesleyancollege.edu
0827	1	http://www.wesleyan.edu
0828	1	http://www.wesley.edu
0829	1	http://www.wcupa.edu/
0830	1	http://www.wcu.edu
0831	1	http://www.wiu.edu
0832	1	http://www.wku.edu
0833	1	http://www.wmich.edu
0834	1	http://www.wnec.edu
0835	1	http://www.wou.edu
0836	1	http://www.wwu.edu
0837	1	http://www.wsc.mass.edu
0838	1	http://www.westliberty.edu
0839	1	http://www.westminster-mo.edu
0840	1	http://www.westminster.edu
0841	1	http://www.westminstercollege.edu
0842	1	http://www.westmont.edu
0843	1	http://www.wtamu.edu
0844	1	http://www.wvu.edu
0845	1	http://www.wvutech.edu
0846	1	http://www.wheaton.edu
0847	1	http://www.wheatoncollege.edu
0848	1	http://www.wju.edu
