university	collegetoolkit	website
0117	1	public.elmhurst.edu
0118	1	www.erikson.edu
0119	1	www.eureka.edu
0120	1	www.garrett.edu
0121	1	www.greenville.edu
0122	1	www.interiordesign.edu
0123	1	www.htc.edu/
0124	1	www.ic.edu
0125	1	www.iadtchicago.edu
0126	1	www.itt-tech.edu
0127	1	www.itt-tech.edu
0128	1	www.kendall.edu
0129	1	www.knox.edu
0130	1	www.lakeforest.edu
0131	1	www.lexingtoncollege.edu
0132	1	www.luc.edu
0133	1	www.lstc.edu
0134	1	www.mccormick.edu
0135	1	www.mckendree.edu/prospective/
0136	1	www.mcon.edu
0137	1	www.midstate.edu
0138	1	www.midwestern.edu
0139	1	www.monm.edu
0140	1	www.nuhs.edu
0141	1	www.niu.edu
0142	1	www.olivet.edu
0143	1	www.pacificcollege.edu
0144	1	www.robertmorris.edu/
0145	1	www.rockford.edu
0146	1	www.roosevelt.edu
0147	1	sacn.edu
0148	1	www.seabury.edu/
0149	1	www.siuc.edu
0150	1	www.stjohnscollegespringfield.edu
0151	1	www.aii.edu
0152	1	www.jmls.edu
0153	1	www.trnty.edu
0154	1	www.tiu.edu
0155	1	www.uic.edu/index.html/
0156	1	www.phoenix.edu
0157	1	www.stfrancis.edu
0158	1	www.wscn.edu
0159	1	www.wiu.edu
0160	1	www.westwood.edu
0161	1	www.westwood.edu
0162	1	www.brownmackie.edu
0163	1	kennedyking.ccc.edu/
0164	1	malcolmx.ccc.edu/
0165	1	oliveharvey.ccc.edu/
0166	1	wright.ccc.edu/
0167	1	www.coyneamerican.edu
0168	1	www.elgin.edu
0169	1	www.foxcollege.edu
0170	1	www.heartland.edu
0171	1	www.highland.edu
0172	1	www.icc.edu
0173	1	www.iecc.edu/occ
0174	1	www.ivcc.edu
0175	1	www.jalc.edu
0176	1	www.jwcc.edu
0177	1	www.jjc.edu
0178	1	www.kaskaskia.edu
0179	1	www.lakeland.cc.il.us
0180	1	www.lincolncollegeoftechnology.com
0181	1	www.maccormac.edu
0182	1	www.mchenry.edu
0183	1	www.morainevalley.edu
0184	1	www.morrisontech.edu
0185	1	www.oakton.edu
0186	1	www.parkland.edu
0187	1	www.prairiestate.edu
0188	1	www.rasmussen.edu
0189	1	www.rlc.edu
0190	1	www.shawneecc.edu
0191	1	www.tbiil.edu
0192	1	www.cotedu.com
0193	1	www.chicnet.org
0194	1	www.triton.edu
0195	1	www.zg-ort.org
0196	1	www.anderson.edu
0197	1	www.brownmackie.edu/indianapolis/
0198	1	www.brownmackie.edu
0199	1	www.cts.edu
0200	1	www.depauw.edu
0201	1	www.devry.edu
0202	1	www.franklincollege.edu
0203	1	harrison.edu
0204	1	www.harrison.edu
0205	1	www.huntington.edu
0206	1	www.indianatech.edu
0207	1	ibcfortwayne.edu
0208	1	www.itt-tech.edu
0209	1	www.itt-tech.edu
0210	1	www.marian.edu
0211	1	www.martin.edu/
0212	1	www.pnc.edu
0213	1	www.saintjoe.edu
0214	1	www.saintmarys.edu
0215	1	www.trine.edu
0216	1	www.trine.edu
0217	1	www.evansville.edu/
0218	1	www.sf.edu
0219	1	www.valpo.edu
0220	1	www.wabash.edu
0221	1	www.ccr.edu
0222	1	www.harrison.edu
0223	1	harrison.edu
0224	1	harrison.edu
0225	1	harrison.edu
0226	1	www.ivytech.edu/indianapolis/
0227	1	www.ivytech.edu/muncie/
0228	1	www.ivytech.edu/kokomo/
0229	1	www.ivytech.edu/lafayette/
0230	1	www.ivytech.edu/fortwayne/
0231	1	www.ivytech.edu/about/campuses/northwest.html
0232	1	www.ivytech.edu/sellersburg/
0233	1	www.ivytech.edu/madison/
0234	1	www.ivytech.edu/evansville/
0235	1	www.goivytech.net
0236	1	getinfo.kaplancollege.com/kaplancollegeportal/kaplancollegecampuses/indiana
0237	1	www.aib.edu
0238	1	www.allencollege.edu
0239	1	www.bvu.edu
0240	1	www.clarke.edu
0241	1	www.cornellcollege.edu
0242	1	www.dmu.edu
0243	1	www.dwci.edu
0244	1	www.emmaus.edu
0245	1	www.graceland.edu
0246	1	www.iwc.edu
0247	1	www.kucampus.edu
0248	1	www.kucampus.edu/kucampusportal/kucampuscampuses/iowa/cedarfalls/
0249	1	www.kucampus.edu/kucampusportal/kucampuscampuses/iowa/cedarrapids/
0250	1	www.kucampus.edu/kucampusportal/kucampuscampuses/iowa/councilbluffs/
0251	1	www.hamiltonia.edu
0252	1	www.mtmercy.edu
0253	1	www.palmer.edu
0254	1	www.simpson.edu
0255	1	www.waldorf.edu
0256	1	www.wartburg.edu
0257	1	www.wartburgseminary.edu
0258	1	www.dmacc.edu
0259	1	www.eicc.edu
0260	1	www.hawkeyecollege.edu
0261	1	www.iowacentral.edu
0262	1	www.kirkwood.edu
0263	1	www.iavalley.edu/mcc/
0264	1	www.niacc.edu
0265	1	www.nicc.edu
0266	1	www.swcciowa.edu
0267	1	www.witcc.edu
0268	1	www.barclaycollege.edu
0269	1	www.benedictine.edu
0270	1	www.bethanylb.edu
0271	1	www.centralchristian.edu
0272	1	www.cleveland.edu
0273	1	donnelly.edu
0274	1	www.haskell.edu
0275	1	www.kwu.edu
0276	1	www.mccks.edu
0277	1	www.mnu.edu
0278	1	www.national.edu
0279	1	www.ottawa.edu
0280	1	www.ottawa.edu
0281	1	www.sterling.edu
0282	1	www.tabor.edu
0283	1	www.artinstitutes.edu/kansascity/
0284	1	www.stmary.edu
0285	1	www.wichita.edu
0286	1	www.allencc.edu
0287	1	www.brownmackie.edu
0288	1	www.brownmackie.edu
0289	1	www.butlercc.edu/
0290	1	www.coffeyville.edu
0291	1	www.dc3.edu
0292	1	www.matc.net
0293	1	www.nwktc.edu
0294	1	www.pcitraining.edu
0295	1	www.sccc.edu
0296	1	vatterott-college.edu
0297	1	www.watc.edu
0298	1	www.asburyseminary.edu
0299	1	www.campbellsville.edu
0300	1	www.devry.edu
0301	1	www.midwives.org
0302	1	www.itt-tech.edu
0303	1	www.kysu.edu
0304	1	www.kwc.edu
0305	1	www.lextheo.edu
0306	1	www.lpts.edu
0307	1	www.midcontinent.edu
0308	1	www.murraystate.edu
0309	1	www.national-college.edu
0310	1	www.bigsandy.kctcs.edu
0311	1	www.bluegrass.kctcs.edu/
0312	1	www.brownmackie.edu
0313	1	www.brownmackie.edu
0314	1	www.paducahtech.edu
0315	1	www.elizabethtown.kctcs.edu
0316	1	www.galencollege.edu
0317	1	www.hencc.kctcs.edu
0318	1	www.hopkinsville.kctcs.edu/
0319	1	www.madcc.kctcs.edu
0320	1	www.maycc.kctcs.edu
0321	1	www.somerset.kctcs.edu/
0322	1	www.swcollege.net
0323	1	www.spencerian.edu
0324	1	www.spencerian.edu/lexington/index.asp
0325	1	www.centenary.edu
0326	1	www.dillard.edu
0327	1	www.gram.edu
0328	1	www.herzing.edu
0329	1	www.lacollege.edu
0330	1	www.lsua.edu
0331	1	www.sh.lsuhsc.edu
0332	1	www.mcneese.edu
0333	1	www.suno.edu
0334	1	www.ulm.edu
0335	1	www.brsc.edu
0336	1	bluecliffcollege.com
0337	1	bluecliffcollege.com/
0338	1	bluecliffcollege.com
0339	1	www.bpcc.edu
0340	1	www.camelotcollege.com
0341	1	www.cameroncollege.com
0342	1	www.dcc.edu
0343	1	www.deltatech.edu
0344	1	www.ftcc.edu
0345	1	www.louisianaculinary.com
0346	1	www.ladelta.edu
0347	1	www.lsue.edu
0348	1	www.region6.ltc.edu
0349	1	www.region9.ltc.edu
0350	1	www.greateracadianaregion.net/gulfarea
0351	1	www.ltc.edu/lafayette/default.html
0352	1	region3.ltc.edu/
0353	1	www.ltc.edu
0354	1	www.ltc.edu
0355	1	www.ltc.edu
0356	1	www.ltc.edu
0357	1	www.ltc.edu
0358	1	www.region8.ltc.edu
0359	1	www.dcc.edu/campus/ltc/locations/west-jeff/index.html
0360	1	www.medvance.edu
0361	1	remingtoncollege.edu
0362	1	www.sowela.edu
0363	1	www.coa.edu
0364	1	www.husson.edu
0365	1	www.meca.edu
0366	1	www.mainemaritime.edu
0367	1	www.nescom.edu
0368	1	www.sjcme.edu
0369	1	www.uma.edu/
0370	1	www.umf.maine.edu
0371	1	www.umfk.maine.edu
0372	1	www.umpi.maine.edu
0373	1	www.une.edu/
0374	1	www.usm.maine.edu
0375	1	www.andovercollege.edu
0376	1	www.bealcollege.edu/
0377	1	www.cmcc.edu
0378	1	www.cmmcson.edu
0379	1	www.emcc.edu
0380	1	www.kvcc.me.edu
0381	1	www.nmcc.edu
0382	1	www.smccme.edu
0383	1	www.wccc.me.edu
0384	1	www.anthem.edu
0385	1	www.apollocollege.edu
0386	1	www.argosy.edu/phoenix/
0387	1	www.chamberlain.edu
0388	1	www.collegeamerica.edu
0389	1	www.collinscollege.edu
0390	1	www.dinecollege.edu
0391	1	www.everestcollegephoenix.edu
0392	1	www.gcu.edu
0393	1	ibconline.edu
0394	1	www.itt-tech.edu
0395	1	www.itt-tech.edu
0396	1	www.itt-tech.edu
0397	1	www.ottawa.edu
0398	1	www.phoenixlaw.edu
0399	1	www.prescott.edu
0400	1	www.scnm.edu
0401	1	www.theartcenter.edu
0402	1	www.artinstitutes.edu/phoenix/
0403	1	www.artinstitutes.edu/tucson
0404	1	www.thunderbird.edu
0405	1	www.uat.edu
0406	1	www.uopxonline.com
0407	1	www.aai.edu
0408	1	www.azwestern.edu
0409	1	www.brooklinecollege.edu
0410	1	www.emc.maricopa.edu
0411	1	www.gc.maricopa.edu
0412	1	www.kc-phoenix.com
0413	1	www.lamsoncollege.edu
0414	1	www.npc.edu
0415	1	www.pc.maricopa.edu
0416	1	www.pmi.edu
0417	1	refrigerationschool.com
0418	1	www.sc.maricopa.edu
0419	1	www.southmountaincc.edu
0420	1	swiha.edu
0421	1	www.yc.edu
0422	1	www.capitol-college.edu
0423	1	www.ndm.edu
0424	1	www.frostburg.edu
0425	1	www.jhu.edu
0426	1	getinfo.kaplancollege.com/kaplancollegeportal/kaplancollegecampuses/marylan
0427	1	www.morgan.edu
0428	1	www.nlc.edu
0429	1	www.usna.edu
0430	1	www.ubalt.edu
0431	1	www.umuc.edu
0432	1	www.bible.edu
0433	1	www.allegany.edu
0434	1	www.aacc.edu
0435	1	www.carrollcc.edu
0436	1	www.cecil.edu
0437	1	www.chesapeake.edu
0438	1	www.garrettcollege.edu
0439	1	www.hagerstowncc.edu
0440	1	www.harford.edu
0441	1	www.pgcc.edu
0442	1	www.tesst.com
0443	1	www.ccbcmd.edu
0444	1	www.worwic.edu
0445	1	www.aic.edu
0446	1	www.ants.edu
0447	1	www.simons-rock.edu/campus-resources/college-offices/academic-affairs/
0448	1	www.bfit.edu/
0449	1	www.berklee.edu
0450	1	www.bridgew.edu
0451	1	www.curry.edu
0452	1	www.enc.edu
0453	1	www.emerson.edu
0454	1	www.endicott.edu
0455	1	www.fisher.edu
0456	1	www.olin.edu
0457	1	www.gordon.edu
0458	1	www.gordonconwell.edu
0459	1	www.lesley.edu
0460	1	www.mslaw.edu
0461	1	www.montserrat.edu
0462	1	www.mountida.edu
0463	1	www.ngs.edu
0464	1	www.nesl.edu
0465	1	www.nesa.edu
0466	1	www.newbury.edu
0467	1	www.regiscollege.edu
0468	1	www.simmons.edu
0469	1	www.artinstitutes.edu/boston
0470	1	www.tufts.edu
0471	1	www.umassmed.edu
0472	1	www.umb.edu
0473	1	www.umassd.edu
0474	1	www.uml.edu
0475	1	www.phoenix.edu
0476	1	www.phoenix.edu
0477	1	www.wheatoncollege.edu
0478	1	www.berkshirecc.edu
0479	1	bristolcc.edu/
0480	1	www.gibbsboston.edu
0481	1	www.gcc.mass.edu
0482	1	www.hcc.edu
0483	1	www.itt-tech.edu
0484	1	www.lmregisnurse.org
0485	1	www.massbay.edu
0486	1	www.massasoit.mass.edu
0487	1	www.middlesex.mass.edu
0488	1	www.mwcc.mass.edu
0489	1	www.northshore.edu
0490	1	www.quincycollege.edu
0491	1	www.rcc.mass.edu
0492	1	www.stcc.edu
0493	1	www.urbancollege.edu
0494	1	www.adrian.edu
0495	1	www.alma.edu
0496	1	www.andrews.edu
0497	1	www.aquinas.edu
0498	1	www.baker.edu
0499	1	www.baker.edu
0500	1	www.baker.edu
0501	1	www.baker.edu
0502	1	www.calvin.edu
0503	1	www.collegeforcreativestudies.edu
0504	1	www.cuaa.edu
0505	1	www.cranbrook.edu
0506	1	www.ferris.edu/
0507	1	www.iadtdetroit.com
0508	1	www.itt-tech.edu
0509	1	www.kuyper.edu
0510	1	www.lssu.edu
0511	1	www.mji.edu
0512	1	www.mts.edu
0513	1	www.nmu.edu
0514	1	www.rc.edu
0515	1	www.udmercy.edu
0516	1	www.umd.umich.edu/
0517	1	www.walshcollege.edu
0518	1	www.wayne.edu
0519	1	www.alpenacc.edu
0520	1	www.bmcc.edu
0521	1	www.grcc.edu
0522	1	www.hfcc.edu
0523	1	www.itt-tech.edu
0524	1	www.itt-tech.edu
0525	1	www.jccmi.edu
0526	1	www.kvcc.edu
0527	1	www.kirtland.edu
0528	1	www.mcc.edu
0529	1	www.ncmich.edu
0530	1	www.nmc.edu/
0531	1	www.oaklandcc.edu
0532	1	www.schoolcraft.edu
0533	1	www.wcccd.edu
0534	1	www.westshore.edu
0535	1	www.academycollege.edu
0536	1	www.blc.edu
0537	1	www.bethel.edu
0538	1	www.browncollege.edu
0539	1	www.crossroadscollege.edu
0540	1	www.devry.edu
0541	1	www.dbumn.edu
0542	1	www.mlc-wels.edu
0543	1	www.mayo.edu/mms/
0544	1	www.mcad.edu
0545	1	www.msbcollege.edu
0546	1	www.msbcollege.edu
0547	1	www.national.edu
0548	1	www.national.edu
0549	1	www.nwc.edu
0550	1	www.rasmussen.edu
0551	1	www.rasmussen.edu
0552	1	www.stcloudstate.edu
0553	1	www.csbsju.edu
0554	1	www.stkate.edu
0555	1	www.unitedseminary.edu
0556	1	www.morris.umn.edu/
0557	1	www.phoenix.edu
0558	1	www.wmitchell.edu
0559	1	www.century.edu
0560	1	www.dctc.edu/index.cfm
0561	1	www.hightechinstitute.edu
0562	1	www.inverhills.edu
0563	1	www.itascacc.edu
0564	1	www.minneapolis.edu
0565	1	www.minnesota.edu
0566	1	www.northlandcollege.edu
0567	1	www.ntcmn.edu
0568	1	www.nti.edu
0569	1	www.rrcc.mnscu.edu
0570	1	www.riverland.edu
0571	1	www.sctc.edu
0572	1	www.southcentral.edu
0573	1	www.deltastate.edu
0574	1	www.magnolia.edu
0575	1	www.wbs.edu
0576	1	www.wesleycollege.edu
0577	1	www.antonellicollege.edu
0578	1	www.coahomacc.edu
0579	1	www.eccc.edu
0580	1	www.hindscc.edu
0581	1	www.holmescc.edu
0582	1	www.iccms.edu
0583	1	www.mgccc.edu
0584	1	www.northwestms.edu
0585	1	www.vc.edu
0586	1	www.atsu.edu
0587	1	www.agts.edu
0588	1	www.gobbc.edu
0589	1	www.cbcag.edu
0590	1	www.centralmethodist.edu
0591	1	www.chamberlain.edu
0592	1	www.cofo.edu
0593	1	www.coloradotech.com
0594	1	www.conception.edu
0595	1	www.drury.edu
0596	1	www.eden.edu
0597	1	www.hlg.edu
0598	1	www.hssu.edu
0599	1	www.hickeycollege.edu
0600	1	www.itt-tech.edu
0601	1	www.kcumb.edu
0602	1	www.lincolnu.edu/pages/1.asp
0603	1	www.maryville.edu
0604	1	www.messengercollege.edu
0605	1	www.mbts.edu
0606	1	www.mobap.edu
0607	1	www.mssu.edu
0608	1	www.motech.edu
0609	1	www.moval.edu
0610	1	www.missouriwestern.edu
0611	1	www.national.edu
0612	1	www.national.edu
0613	1	www.nts.edu
0614	1	www.ranken.edu
0615	1	www.saint-lukes.org
0616	1	www.spst.edu
0617	1	www.sanford-browncollege.com
0618	1	www.stlcop.edu
0619	1	www.truman.edu
0620	1	www.ucmo.edu
0621	1	www.umsl.edu/
0622	1	www.phoenix.edu
0623	1	www.vatterott-college.edu
0624	1	www.webster.edu
0625	1	www.westminster-mo.edu
0626	1	www.anthem.edu
0627	1	www.bryancollege.com
0628	1	www.concorde.edu
0629	1	www.cottey.edu
0630	1	www.crowder.edu
0631	1	www.hightechinstitute.edu
0632	1	www.jeffco.edu
0633	1	www.metrobusinesscollege.edu
0634	1	www.mcckc.edu
0635	1	www.mcckc.edu
0636	1	midwestinstitute.com
0637	1	www.wp.missouristate.edu
0638	1	www.macc.edu
0639	1	www.ncmissouri.edu
0640	1	www.otc.edu
0641	1	www.pcitraining.edu
0642	1	stlcc.edu
0643	1	www.sanford-browncollege.com
0644	1	www.slchc.com
0645	1	sfccmo.edu
0646	1	www.trcc.edu
0647	1	www.vatterott-college.edu
0648	1	www.vatterott-college.edu
0649	1	www.vatterott-college.edu
0650	1	www.vatterott-college.edu
0651	1	www.wma.edu
0652	1	www.msun.edu
0653	1	www.mtech.edu
0654	1	cdkc.edu
0655	1	www.dawson.edu
0656	1	milescc.edu/
0657	1	www.msugf.edu
0658	1	www.mtech.edu/cot/
0659	1	www.bryanlghcollege.edu
0660	1	www.csm.edu
0661	1	www.graceuniversity.edu
0662	1	www.hastings.edu
0663	1	www.itt-tech.edu
0664	1	www.kucampus.edu/kucampusportal/kucampuscampuses/nebraska/omaha/
0665	1	www.mlc.edu
0666	1	nechristian.edu
0667	1	www.methodistcollege.edu
0668	1	www.nebrwesleyan.edu/
0669	1	www.creativecenter.edu
0670	1	www.ucollege.edu
0671	1	www.unk.edu
0672	1	www.unomaha.edu
0673	1	www.york.edu/
0674	1	www.cccneb.edu
0675	1	www.myotherapy.edu
0676	1	ncta.unl.edu
0677	1	www.northeast.edu
0678	1	www.csn.edu
0679	1	www.devry.edu
0680	1	www.iadtvegas.com
0681	1	nsc.nevada.edu
0682	1	www.sierranevada.edu
0683	1	www.ailv.artinstitutes.edu
0684	1	www.wnc.edu
0685	1	www.ccnn.edu
0686	1	www.tmcc.edu
0687	1	www.antiochne.edu
0688	1	www.chestercollege.edu
0689	1	www.colby-sawyer.edu
0690	1	www.piercelaw.edu
0691	1	www.hesser.edu
0692	1	www.nec.edu/
0693	1	www.rivier.edu
0694	1	www.thomasmorecollege.edu
0695	1	www.lebanoncollege.edu
0696	1	www.manchestercommunitycollege.edu
0697	1	www.nashuacc.edu
0698	1	www.nhti.edu
0699	1	www.cbc.edu
0700	1	www.crowleysridgecollege.edu
0701	1	www.ecollege.edu
0702	1	www.jbu.edu
0703	1	www.lyon.edu
0704	1	www.philander.edu
0705	1	www.saumag.edu
0706	1	www.ualr.edu
0707	1	www.uamont.edu
0708	1	www.uapb.edu
0709	1	www.uams.edu
0710	1	www.uafortsmith.edu
0711	1	www.phoenix.edu/campus-locations/ar/little-rock/little-rock.aspx
0712	1	www.phoenix.edu
0713	1	www.ozarks.edu
0714	1	www.asub.edu
0715	1	www.asun.edu
0716	1	cccua.edu
0717	1	www.midsouthcc.edu
0718	1	www.npcc.edu
0719	1	www.nwacc.edu
0720	1	www.otcweb.edu
0721	1	www.pccua.edu
0722	1	www.pulaskitech.edu
0723	1	www.remingtoncollege.edu
0724	1	www.rmcc.edu
0725	1	www.southark.edu
0726	1	www.seark.edu
0727	1	www.uaccb.edu
0728	1	www.uacch.edu
0729	1	www.berkeleycollege.edu
0730	1	www.caldwell.edu
0731	1	www.centenarycollege.edu
0732	1	www.devry.edu
0733	1	www.felician.edu
0734	1	www.georgian.edu
0735	1	www.njcu.edu
0736	1	www.njit.edu
0737	1	www.ramapo.edu
0738	1	www.rider.edu
0739	1	www.spc.edu
0740	1	www.shu.edu
0741	1	www.somerset.edu
0742	1	www.stevens.edu
0743	1	www.stockton.edu
0744	1	www.tesc.edu
0745	1	www.umdnj.edu
0746	1	www.phoenix.edu
0747	1	www.brookdalecc.edu
0748	1	www.eicollege.edu
0749	1	www.eicollege.edu
0750	1	www.njgibbscollege.net
0751	1	www.hccc.edu
0752	1	www.ocean.edu/
0753	1	www.raritanval.edu
0754	1	www.sussex.edu
0755	1	www.csf.edu
0756	1	www.national.edu
0757	1	www.nmhu.edu
0758	1	www.swc.edu
0759	1	www.stjohnscollege.edu
0760	1	www.unm.edu
0761	1	www.usw.edu
0762	1	www.wnmu.edu
0763	1	www.cnm.edu
0764	1	www.clovis.edu
0765	1	www.roswell.enmu.edu
0766	1	www.luna.edu
0767	1	www.mesalands.edu
0768	1	dabcc.nmsu.edu/
0769	1	www.pmi.edu
0770	1	www.sipi.edu
0771	1	taos.unm.edu
0772	1	www.albanylaw.edu
0773	1	www.amc.edu
0774	1	www.alfred.edu
0775	1	www.amda.edu
0776	1	www.bankstreet.edu
0777	1	www.bard.edu
0778	1	www.berkeleycollege.edu
0779	1	boricuacollege.edu
0780	1	www.briarcliffe.edu
0781	1	www.brooklaw.edu
0782	1	www.bryantstratton.edu
0783	1	www.cazenovia.edu
0784	1	www.cks.edu
0785	1	www.columbia.edu
0786	1	www.concordia-ny.edu
0787	1	www.ciachef.edu
0788	1	www.baruch.cuny.edu
0789	1	www.csi.cuny.edu
0790	1	www.gc.cuny.edu
0791	1	www.jjay.cuny.edu
0792	1	www.lehman.cuny.edu
0793	1	www.york.cuny.edu
0794	1	www.daemen.edu
0795	1	www.davisny.edu
0796	1	www.dc.edu
0797	1	www.dyc.edu
0798	1	www.elmira.edu
0799	1	www.farmingdale.edu
0800	1	www.fitnyc.edu
0801	1	www.globeinstitute.org
0802	1	www.hartwick.edu/x12933.xml
0803	1	www.huc.edu
0804	1	www.hilbert.edu
0805	1	www.hws.edu
0806	1	www.iona.edu
0807	1	www.jamestownbusinesscollege.edu
0808	1	www.jtsa.edu
0809	1	www.liu.edu
0810	1	www.liu.edu
0811	1	www.manhattan.edu
0812	1	www.msmnyc.edu
0813	1	www.manhattanville.edu
0814	1	www.marist.edu
0815	1	www.medaille.edu
0816	1	www.mcny.edu
0817	1	www.molloy.edu
0818	1	www.morrisville.edu
0819	1	www.mssm.edu
0820	1	www.naz.edu
0821	1	www.nyaa.edu
0822	1	www.nycpm.edu
0823	1	www.nyls.edu
0824	1	www.nymc.edu
0825	1	www.pace.edu
0826	1	www.pacificcollege.edu
0827	1	www.paulsmiths.edu
0828	1	www.plazacollege.edu
0829	1	www.poly.edu
0830	1	www.pratt.edu
0831	1	www.sage.edu
0832	1	www.sbu.edu
0833	1	www.archny.org
0834	1	www.stac.edu
0835	1	www.svots.edu
0836	1	www.slc.edu
0837	1	www.siena.edu
0838	1	www.fredonia.edu
0839	1	www.geneseo.edu/
0840	1	www.oneonta.edu
0841	1	www.plattsburgh.edu
0842	1	www.cobleskill.edu/
0843	1	www.delhi.edu
0844	1	www.downstate.edu/
0845	1	www.sunyit.edu
0846	1	www.swedishinstitute.edu
0847	1	www.tc.columbia.edu
0848	1	www.cnr.edu
0849	1	www.cw.edu
0850	1	www.usmma.edu
0851	1	www.wells.edu
0852	1	www.yu.edu
0853	1	www.sunyacc.edu
0854	1	www.funeraleducation.org
0855	1	www.aada.org
0856	1	www.sunybroome.edu
0857	1	www.thecollegeforbusiness.com
0858	1	www.cayuga-cc.edu/
0859	1	www.sunycgcc.edu
0860	1	www.crouse.org/nursing
0861	1	www.bmcc.cuny.edu/
0862	1	www.bcc.cuny.edu
0863	1	www.qcc.cuny.edu
0864	1	hopfer.org
0865	1	www.sunydutchess.edu
0866	1	www.ebi-college.com
0867	1	www.ecc.edu
0868	1	www.flcc.edu
0869	1	www.hvcc.edu
0870	1	www.itt-tech.edu
0871	1	www.itt-tech.edu
0872	1	www.itt-tech.edu
0873	1	www.sunyjcc.edu
0874	1	www.gibbsny.com
0875	1	www.futurenurselich.org
0876	1	www.mandlschool.com
0877	1	www.mariacollege.edu
0878	1	www.nehealth.com
0879	1	www.mvcc.edu
0880	1	www.obi.edu
0881	1	www.sunyocc.edu
0882	1	www.orange.cc.ny.us/
0883	1	www.pbcny.edu
0884	1	www.sunyrockland.edu/
0885	1	www.secon.edu
0886	1	www.nehealth.com
0887	1	www.sunysccc.edu
0888	1	www.svcmc.org/body.cfm?id=758
0889	1	www3.sunysuffolk.edu
0890	1	www.tcicollege.net
0891	1	www.ainyc.artinstitute.edu
0892	1	www.trocaire.edu
0893	1	www.sunyulster.edu
0894	1	woodtobecoburn.edu
