university	studentaid	website
0094	1	www.pvcc.edu/
0095	1	www.pierce.ctc.edu
0096	1	www.pierpont.edu/
0097	1	www.ppcc.cccoes.edu
0098	1	www.pc.edu/
0099	1	www.pima.edu
0100	1	www.pmc.edu
0101	1	www.ptec.pinellas.k12.fl.us
0102	1	www.ptec.pinellas.k12.fl.us
0103	1	www.pitt.cc.nc.us
0104	1	www.pti.edu
0105	1	www.pjaschool.com
0106	1	www.plazacollege.edu
0107	1	www.plymouth.edu
0108	1	www.pointloma.edu
0109	1	www.pointpark.edu
0110	1	www.polk.edu
0111	1	www.poly.edu
0112	1	www.pupr.edu
0113	1	www.pcc.edu
0114	1	www.pdx.edu
0115	1	www.post.edu
0116	1	www.potomacstatecollege.edu
0117	1	www.pvamu.edu
0118	1	www.pcc.cc.ks.us
0119	1	www.pratt.edu
0120	1	www.premierecollege.edu
0121	1	www.presby.edu
0122	1	www.prescott.edu
0123	1	www.pgcc.edu
0124	1	www.uaa.alaska.edu/pwscc/home.html
0125	1	prov.ca
0126	1	www.pulaskitech.edu
0127	1	www.purdue.edu
0128	1	www.calumet.purdue.edu
0129	1	www.putnamschools.com/pctc
0130	1	www.rh.edu
0131	1	www.researchcollege.edu
0132	1	www.risd.edu
0133	1	www.rhodes.edu
0134	1	www.rhodesstate.edu
0135	1	www.rice.edu
0136	1	www.rmcc.edu
0137	1	www.rbc.edu
0138	1	www.ricks.edu
0139	1	www.ridgewater.edu
0140	1	www.ringling.edu
0141	1	www.ripon.edu
0142	1	www.riverpar.tec.la.us
0143	1	www.riverland.edu
0144	1	www.rcc.edu
0145	1	www.rivier.edu
0146	1	www.macuniversity.edu
0147	1	roanoke.edu
0148	1	www.roanoke.cc.nc.us
0149	1	www.dade.k12.fl.us/rmorgan
0150	1	www.rmu.edu
0151	1	www.everest-institute.com
0152	1	www.rit.edu
0153	1	www.rcc.cc.nc.us
0154	1	www.sunyrockland.edu
0155	1	www.sunyrockland.edu
0156	1	www.rmcad.edu/
0157	1	www.rsu.edu
0158	1	www.lefletcher.com
0159	1	www.lasalle.edu
0160	1	www.limcollege.edu
0161	1	www.laboure.edu
0162	1	www.lco-college.edu
0163	1	www.ljc.edu
0164	1	www.lagrange.edu
0165	1	www.lagcc.cuny.edu
0166	1	www.lagunacollege.edu
0167	1	www.lakeforest.edu
0168	1	www.lakelandcollege.edu
0169	1	www.lrsc.nodak.edu
0170	1	www.ltcc.edu
0171	1	www.lwtc.ctc.edu
0172	1	www.lscc.edu
0173	1	www.lakeland.edu
0174	1	www.lakelandcc.edu/
0175	1	www.gotoltc.com
0176	1	www.lakeviewcol.edu
0177	1	www.lamarcc.edu
0178	1	www.lamar.edu
0179	1	www.lambuth.edu
0180	1	www.lbc.edu
0181	1	rolla.k12.mo.us
0182	1	www.rosedaletech.org
0183	1	www.rowan.edu
0184	1	www.rowancabarrus.edu
0185	1	www.rcc.mass.edu
0186	1	www.rushu.rush.edu
0187	1	www.sage.edu
0188	1	www.rustcollege.edu
0189	1	www.rutgers.edu
0190	1	www.rutgers.edu
0191	1	www.rutgers.edu
0192	1	www.rutgers.edu
0193	1	www.rutgers.edu
0194	1	nb.rutgers.edu
0195	1	rutgers-newark.rutgers.edu
0196	1	www.rutgers.edu
0197	1	www.ryerson.ca
0198	1	www.smumn.edu
0199	1	www.smwc.edu
0200	1	www.sptc.tec.mn.us
0201	1	www.saintpauls.edu
0202	1	www.spc.edu
0203	1	www.spcollege.edu
0204	1	www.spjc.cc.fl.us
0205	1	www.sxu.edu
0206	1	www.salemcc.edu
0207	1	www.scvts.org
0208	1	www.salemu.edu
0209	1	www.salemstate.edu
0210	1	www.salisbury.edu
0211	1	www.skc.edu
0212	1	www.slcc.edu/recruiting
0213	1	www.samford.edu
0214	1	www.sampson.cc.nc.us
0215	1	www.samuelmerritt.edu
0216	1	www.sdcc.edu
0217	1	www.sdmesa.sdccd.net
0218	1	www.miramarcollege.net
0219	1	www.sdsu.edu
0220	1	www.sfai.edu
0221	1	www.sfcm.edu
0222	1	www.sjsu.edu
0223	1	www.sanjuancollege.edu
0224	1	www.sandersvilletech.edu
0225	1	www.sanford-brown.edu
0226	1	www.sbcc.edu
0227	1	www.scu.edu
0228	1	www.santafe.cc.fl.us
0229	1	www.santa-fe.cc.nm.us
0230	1	www.santarosa.edu/app/admissions
0231	1	www.sarahlawrence.edu
0232	1	www.sarasotatech.org
0233	1	www.scad.edu
0234	1	www.savannahstate.edu
0235	1	www.sunysccc.edu
0236	1	www.saic.edu
0237	1	www.schoolofvisualarts.edu
0238	1	www.eicc.edu
0239	1	www.sc.maricopa.edu
0240	1	www.seattlecentral.edu
0241	1	www.spu.edu
0242	1	www.seattleu.edu
0243	1	www.seminaryextension.org
0244	1	www.seminole.cc.fl.us
0245	1	www.sscok.edu
0246	1	www.shu.edu
0247	1	www.setonhill.edu
0248	1	www.sccc.cc.ks.us
0249	1	www.shawuniversity.edu
0250	1	www.shawnee.edu
0251	1	www.sj-alaska.edu
0252	1	www.su.edu
0253	1	www.shepherd.edu
0254	1	www.ship.edu
0255	1	www.shorter.edu
0256	1	www.siena.edu
0257	1	www.sierranevada.edu
0258	1	www.sikeston.k12.mo.us
0259	1	www.sl.edu
0260	1	www.simmonsinstitute.com
0261	1	www.sfu.ca
0262	1	www.simons-rock.edu
0263	1	www.simpsonu.edu
0264	1	www.simpsonu.edu
0265	1	www.sittingbull.edu
0266	1	www.skidmore.edu
0267	1	skylinecollege.edu
0268	1	www.sru.edu
0269	1	www.snead.edu
0270	1	www.snow.edu
0271	1	www.sdc.edu
0272	1	www.soka.edu/page.cfm?p=1
0273	1	www.solano.edu
0274	1	www.somerset.kctcs.edu
0275	1	www.scti.org
0276	1	www.sonoma.edu
0277	1	www.scsu.edu
0278	1	www.sdstate.edu
0279	1	www.southhills.edu
0280	1	www.smc.maricopa.edu
0281	1	www.southpiedmont.org
0282	1	www.spc.cc.tx.us
0283	1	www.spscc.ctc.edu
0284	1	www.sccd.ctc.edu/south
0285	1	www.seark.org
0286	1	www.college.southeast.edu
0287	1	www.southeast.edu
0288	1	www.secc.kctcs.net
0289	1	www.semo.edu
0290	1	www.southeasttech.edu
0291	1	www.southeasternbaptist.edu
0292	1	www.sebc.edu
0293	1	www.sccnc.edu
0294	1	www.scciowa.edu
0295	1	www.se.edu
0296	1	www.southeasterntech.edu
0297	1	www.saumag.edu
0298	1	www.sciarc.edu
0299	1	www.southernct.edu
0300	1	www.sctech.edu
0301	1	www.siuc.edu
0302	1	www.siue.edu
0303	1	www.smu.edu
0304	1	www.snu.edu
0305	1	www.sou.edu
0306	1	www.spsu.edu
0307	1	www.suscc.edu
0308	1	www.subr.edu
0309	1	www.suno.edu
0310	1	www.susla.edu
0311	1	www.southernwv.edu/
0312	1	www.sv.vccs.edu
0313	1	www.southwestgatech.edu
0314	1	www.usd480.net/swkts
0315	1	www.wp.missouristate.edu
0316	1	www.southwest.tn.edu
0317	1	www.sw.vccs.edu
0318	1	www.swtc.edu
0319	1	www.swau.edu
0320	1	www.sagu.edu
0321	1	www.swbts.edu
0322	1	www.swcc.edu
0323	1	www.sckans.edu
0324	1	www.swcollege.net
0325	1	www.southwest.cc.nc.us
0326	1	www.smc.cc.mi.us
0327	1	www.swosu.edu
0328	1	www.southwestern.cc.or.us
0329	1	www.southwestern.edu
0330	1	www.macalester.edu
0331	1	www.maccormac.edu
0332	1	www.mac.edu
0333	1	www.macomb.cc.mi.us
0334	1	www.macomb.cc.mi.us
0335	1	www.maconstate.edu
0336	1	www.macon.tec.ga.us
0337	1	www.madonna.edu
0338	1	www.magnolia.edu
0339	1	www.meca.edu
0340	1	www.malone.edu
0341	1	www.mccfl.edu
0342	1	www.matc.net
0343	1	www.mccks.edu
0344	1	www.manhattan.edu
0345	1	www.mville.edu
0346	1	www.kcmetro.edu
0347	1	www.mbbc.edu
0348	1	www.spalding.edu
0349	1	www.sccsc.edu/
0350	1	www.smcsc.edu
0351	1	www.spelman.edu
0352	1	www.sfcc.spokane.cc.wa.us
0353	1	www.spoonrivercollege.edu
0354	1	www.shc.edu
0355	1	www.springieldcollege.edu
0356	1	www.stcc.edu
0357	1	www.sau.edu
0358	1	www.sapc.edu
0359	1	www.sbu.edu
0360	1	www.stcloudstate.edu
0361	1	www.stfranciscollege.edu
0362	1	www.sfmccon.edu
0363	1	www.stgregorys.edu
0364	1	www.sjfc.edu
0365	1	www.sjvcs.edu
0366	1	www.stjohnscollege.edu
0367	1	www.stjohns.edu
0368	1	www.sjcny.edu
0369	1	www.sjcny.edu
0370	1	www.sjhsyr.org/nursing
0371	1	www.smcm.edu
0372	1	www.stac.edu
0373	1	www.stu.edu
0374	1	www.stvincentscollege.edu
0375	1	www.stark.cc.oh.us
0376	1	www.brockport.edu
0377	1	www.fredonia.edu
0378	1	www.newpaltz.edu
0379	1	www.oldwestbury.edu
0380	1	www.oneonta.edu
0381	1	www.plattsburgh.edu
0382	1	www.potsdam.edu
0383	1	www.albany.edu
0384	1	www.binghamton.edu
0385	1	www.buffalo.edu
0386	1	www.stonybrook.edu
0387	1	www.downstate.edu
0388	1	www.stautzen.com
0389	1	www.sfasu.edu
0390	1	www.sterling.edu
0391	1	www.sterlingcollege.edu
0392	1	www.stetson.edu
0393	1	www.stillman.edu
0394	1	www.stonehill.edu
0395	1	www.strayer.edu/campus_finder/KY/all
0396	1	www.sunysuffolk.edu
0397	1	www.sunysuffolk.edu
0398	1	www.suffolk.edu
0399	1	www.sullivan.suny.edu
0400	1	www.sullivan.edu/
0401	1	www.sunbridge.edu/
0402	1	www.cobleskill.edu
0403	1	www.morrisville.edu
0404	1	www.esf.edu
0405	1	www.alfredstate.edu
0406	1	www.farmingdale.edu
0407	1	www.esc.edu
0408	1	www.esc.edu
0409	1	www.esc.edu
0410	1	www.esc.edu
0411	1	www.esc.edu
0412	1	www.esc.edu
0413	1	www.sunyit.edu
0414	1	www.surry.cc.nc.us
0415	1	www.sussex.cc.nj.us
0416	1	www.swedishinstitute.org
0417	1	www.syr.edu
0418	1	www.terra.edu
0419	1	www.tamiu.edu
0420	1	www.tamucc.edu
0421	1	www.tamuk.edu
0422	1	www.tamut.edu
0423	1	www.txchiro.edu
0424	1	www.tcu.edu
0425	1	www.tlu.edu
0426	1	www.txstate.edu
0427	1	www.ttu.edu
0428	1	www.twu.edu
0429	1	www.stevenstech.org
0430	1	www.cw.edu
0431	1	www.evergreen.edu
0432	1	www.thomasaquinas.edu
0433	1	www.tesc.edu
0434	1	www.jefferson.edu
0435	1	www.thomasmore.edu
0436	1	www.southwestgatech.edu
0437	1	www.thomasu.edu
0438	1	www.thompsoninstitute.org
0439	1	www.trcc.commnet.edu
0440	1	www.athens.tec.tn.us
0441	1	www.dickson.tec.tn.us
0442	1	www.hohenwald.tec.tn.us
0443	1	www.jacksboro.tec.tn.us
0444	1	www.jackson.tec.tn.us
0445	1	www.livingston.tec.tn.us
0446	1	www.morristown.tec.tn.us
0447	1	www.nashville.tec.tn.us
0448	1	www.huntsville.tec.tn.us
0449	1	www.shelbyville.tec.tn.us
0450	1	www.bayschools.com/htc
0451	1	www.towson.edu
0452	1	www.tvcc.cc
0453	1	www.trenholmtech.cc.al.us
0454	1	www.trentu.ca
0455	1	www.trevecca.edu
0456	1	www.tricounty.tec.sc.us
0457	1	www.tricountytech.org
0458	1	www.tsca.edu
0459	1	www.trine.edu
0460	1	www.triangle-tech.com
0461	1	www.triangle-tech.edu
0462	1	www.trident.tec.sc.us
0463	1	www.trinidadstate.edu/
0464	1	www.tbc.edu
0465	1	www.trinitybiblecollege.edu
0466	1	www.trnty.edu
0467	1	www.trincoll.edu
0468	1	www.trinitycollegeqc.edu
0469	1	www.trinityvt.edu
0470	1	www.tiu.edu
0471	1	www.tlc.edu
0472	1	www.trinity.edu
0473	1	www.twu.ca
0474	1	www.trocaire.edu
0475	1	www.truett.edu
0476	1	www.truman.edu
0477	1	www.tufts.edu
0478	1	tulane.edu
0479	1	www.tulsacc.edu
0480	1	www.tulsacc.edu
0481	1	www.turtle-mountain.cc.nd.us
0482	1	www.tusculum.edu
0483	1	www.tuskegee.edu
0484	1	www.tyler.cc.tx.us
0485	1	www.tyndale.ca
0486	1	www.usna.edu
0487	1	www.united-tribes.tec.nd.us
0488	1	www.unity.edu
0489	1	www.umdnj.edu/sn/
0490	1	www.ubms.edu
0491	1	www.uticorp.com
0492	1	www.saugm.edu/turabo
0493	1	www.uakron.edu
0494	1	www.uah.edu
0495	1	main.uab.edu
0496	1	www.uaa.alaska.edu
0497	1	www.uaf.edu
0498	1	www.koc.alaska.edu
0499	1	www.matsu.alaska.edu
0500	1	www.bethel.uaf.edu
0501	1	www.nwc.uaf.edu
0502	1	www.uas.alaska.edu
0503	1	www.geocities.com/CollegePark/Campus/1909
0504	1	www.ualberta.ca
0505	1	www.uark.edu
0506	1	www.westark.edu
0507	1	www.ualr.edu
0508	1	www.napavalley.edu
0509	1	www.sunynassau.edu
0510	1	www.ncbt.edu
0511	1	www.ncbt.edu
0512	1	www.ncbt.edu
0513	1	www.theconservatory.org
0514	1	www.nhu.edu
0515	1	https://you.ubc.ca
0516	1	www.ucalgary.ca
0517	1	www.uca.edu
0518	1	www.ucwv.edu
0519	1	www.clc.uc.edu
0520	1	www.uc.edu
0521	1	www.ucollege.uc.edu
0522	1	www.colorado.edu
0523	1	www.uccs.edu
0524	1	www.ucdenver.edu
0525	1	www.uconn.edu
0526	1	www.udallas.edu
0527	1	www.udel.edu
0528	1	www.du.edu
0529	1	www.udmercy.edu
0530	1	www.evansville.edu/
0531	1	www.findlay.edu
0532	1	www.ufl.edu
0533	1	www.uga.edu
0534	1	www.uog.edu
0535	1	www.uoguelph.ca
0536	1	www.hartford.edu
0537	1	www.manoa.hawaii.edu
0538	1	www.uhwo.hawaii.edu
0539	1	www.uh.edu
0540	1	www.uhcl.edu
0541	1	www.uhd.edu
0542	1	www.uhv.edu
0543	1	www.uidaho.edu
0544	1	www.uis.edu
0545	1	illinois.edu/
0546	1	www.uindy.edu
0547	1	www.ku.edu
0548	1	www.kumc.edu
0549	1	www.uky.edu
0550	1	www.louisiana.edu
0551	1	www.ulm.edu
0552	1	www.louisville.edu
0553	1	www.umaine.edu
0554	1	www.farmington.edu
0555	1	www.umfk.maine.edu
0556	1	www.umm.maine.edu
0557	1	www.umhb.edu
0558	1	www.umw.edu
0559	1	www.umaryland.edu
0560	1	www.maryland.edu
0561	1	www.umes.edu
0562	1	www.umuc.edu
0563	1	www.umass.edu
0564	1	www.umb.edu
0565	1	www.umassd.edu
0566	1	www.umich.edu
0567	1	www.umd.umich.edu
0568	1	www.d.umn.edu
0569	1	www.morris.umn.edu
0570	1	www.umn.edu
0571	1	www.umkc.edu
0572	1	www.mst.edu
0573	1	www.unl.edu
0574	1	www.unlv.edu
0575	1	www.unr.edu
0576	1	www.unb.ca
0577	1	www.unh.edu
0578	1	www.unm.edu
0579	1	www.unm.edu/~unmvc
0580	1	www.uno.edu
0581	1	www.una.edu
0582	1	www.unca.edu
0583	1	www.uncc.edu
0584	1	www.uncg.edu/
0585	1	www.und.edu
0586	1	www.unt.edu
0587	1	www.unoh.edu
0588	1	www.nd.edu
0589	1	www.ou.edu
0590	1	www.ouhsc.edu
0591	1	www.uoregon.edu
0592	1	www.phoenix.edu
0593	1	www.upj.pitt.edu
0594	1	www.upt.pitt.edu
0595	1	www.up.edu
0596	1	www.upei.ca
0597	1	www.upra.edu
0598	1	www.uprb.edu
0599	1	www.cayey.upr.edu
0600	1	cuhwww.upr.clu.edu
0601	1	upr-utuado.upr.clu.edu/
0602	1	www.uprm.edu
0603	1	www.md.rcm.upr.edu
0604	1	upr-ponce.upr.edu
0605	1	www.uprrp.edu
0606	1	www.redlands.edu
0607	1	www.uregina.ca
0608	1	www.richmond.edu
0609	1	www.rio.edu
0610	1	www.sf.edu
0611	1	www.stmary.edu
0612	1	www.sandiego.edu
0613	1	www.usask.ca
0614	1	www.usao.edu
0615	1	www.scranton.edu
0616	1	www.usiouxfalls.edu
0617	1	www.southalabama.edu
0618	1	www.usca.edu
0619	1	www.uscb.edu
0620	1	www.usclancaster.sc.edu
0621	1	www.sc.edu/union
0622	1	www.uscsumter.edu
0623	1	www.uscupstate.edu
0624	1	www.usd.edu
0625	1	www.usi.edu
0626	1	www.usm.maine.edu
0627	1	www.stfrancis.edu
0628	1	www.stthom.edu
0629	1	www.ut.edu
0630	1	www.utc.edu
0631	1	www.utmem.edu
0632	1	www.utb.edu
0633	1	www.utdallas.edu
0634	1	www.utep.edu
0635	1	www.uthscsa.edu
0636	1	www.utmb.edu
0637	1	www.utpa.edu
0638	1	www.utpb.edu
0639	1	www.utsa.edu
0640	1	www.ucumberlands.edu
0641	1	www.udc.edu
0642	1	www.sagrado.edu
0643	1	www.utoledo.edu
0644	1	www.utoronto.ca
0645	1	www.utah.edu
0646	1	www.uvm.edu
0647	1	www.virginia.edu
0648	1	www.uvawise.edu
0649	1	www.washington.edu
0650	1	uwf.edu
0651	1	www.uwla.edu
0652	1	www.baraboo-sauk.uwc.edu
0653	1	www.barron.uwc.edu
0654	1	www.uwec.edu
0655	1	www.foxvalley.uwc.edu
0656	1	www.uwgb.edu
0657	1	www.uwlax.edu
0658	1	www.wisc.edu
0659	1	www.uwc.edu
0660	1	www.uwmc.uwc.edu
0661	1	www.uwc.edu/mnt
0662	1	www.marshfield.uwc.edu
0663	1	www.uwosh.edu
0664	1	www.richland.uwc.edu
0665	1	www.uwrf.edu
0666	1	www.uwsp.edu
0667	1	www.uwsuper.edu
0668	1	washington.uwc.edu
0669	1	www.uww.edu
0670	1	www.uwc.edu
0671	1	sheboygan.uwc.edu
0672	1	www.uiu.edu
0673	1	www.ursinus.edu
0674	1	www.batc.edu
0675	1	www.datc.edu
0676	1	www.mlatc.edu/
0677	1	www.owatc.edu
0678	1	www.ubatc.edu
0679	1	www.utica.edu
0680	1	www.uscny.com
0681	1	www.vcu.edu
0682	1	www.vhcc.edu
0683	1	www.vic.edu
0684	1	ww2.vwc.edu
0685	1	www.viterbo.edu
0686	1	www.volstate.edu
0687	1	www.wbu.edu
0688	1	www.wayne.cc.nc.us
0689	1	www.wsc.edu
0690	1	waynesville.k12.mo.us/schools/wta/home.htm
0691	1	www.webb-institute.edu
0692	1	www.webber.edu
0693	1	www.wma.edu
0694	1	www.wesley.edu
0695	1	admissions.wesleyancollege.edu/index.html
0696	1	www.wcupa.edu
0697	1	www.westgatech.edu
0698	1	www.westkentucky.kctcs.edu
0699	1	www.westshore.edu
0700	1	www.wscn.edu
0701	1	www.wvbc.edu
0702	1	www.wvjc.com
0703	1	www.wvncc.edu
0704	1	www.wvup.edu
0705	1	www.wvutech.edu
0706	1	www.wactc.net
0707	1	www.wcsu.edu
0708	1	www.wiu.edu
0709	1	www.witcc.edu
0710	1	www.wku.edu
0711	1	www.wnec.edu
0712	1	www.wnmu.edu
0713	1	www.wtc.tec.ok.us/
0714	1	www.wou.edu
0715	1	www.wp.cc.nc.us
0716	1	www.western.edu
0717	1	www.wwu.edu
0718	1	www.wwtc.edu
0719	1	www.wwcc.wy.edu
0720	1	www.wsc.ma.edu
0721	1	www.westminster-mo.edu
0722	1	www.westside.ocps.net
0723	1	www.wcjc.edu
0724	1	www.whatcom.ctc.edu
0725	1	www.wheatoncollege.edu
0726	1	www.wju.edu
0727	1	www.wheelock.edu
0728	1	www.whittier.edu
0729	1	www.whitworth.edu
0730	1	www.widener.edu
0731	1	www.oakhills.edu
0732	1	www.oaklandcc.edu
0733	1	www.oaklandcc.edu
0734	1	www.oakland.edu
0735	1	www.oakton.edu
0736	1	www.oakwood.edu
0737	1	www.oberlin.edu
0738	1	www.oxy.edu
0739	1	www.olc.edu
0740	1	www.oglethorpe.edu
0741	1	www.onu.edu
0742	1	www.lima.ohio-state.edu
0743	1	www.mansfield.ohio-state.edu
0744	1	www.ohio.edu
0745	1	www.ohiou.edu/~childept
0746	1	www.law.widener.edu
0747	1	www.wileyc.edu
0748	1	www.wbpracticalnursing.com
0749	1	www.jessup.edu
0750	1	www.jewell.edu
0751	1	www.williamwoods.edu
0752	1	www.williams.edu
0753	1	www.williamsonschool.edu
0754	1	www.wilmington.edu
0755	1	www.wilsontech.edu
0756	1	www.wcc.hawaii.edu
0757	1	www.wingate.edu
0758	1	www.winona.edu
0759	1	www.winthrop.edu
0760	1	www.wiregrass.edu
0761	1	www.witc.edu
0762	1	www.wtionline.cc
0763	1	www.woodtobecoburn.edu
0764	1	www.woodbury-college.edu
0765	1	www.woodbury.edu
0766	1	www.woodland.cc.ca.us
0767	1	www.wpi.edu
0768	1	www.wc.cc.va.us
0769	1	www.pace.edu
0770	1	www.plts.edu
0771	1	www.pnca.edu
0772	1	www.pacificoaks.edu
0773	1	www.psuca.edu
0774	1	www.puc.edu
0775	1	www.paine.edu
0776	1	www.pba.edu
0777	1	www.pbcc.cc.fl.us/eissey.html
0778	1	www.alamo.edu/pac/
0779	1	www.palomar.edu
0780	1	www.panola.edu
0781	1	www.pvc.maricopa.edu
0782	1	www.park.edu
0783	1	www.parkland.edu
0784	1	www.phcc.edu
0785	1	www.pccc.cc.nj.us
0786	1	www.qcc.cuny.edu
0787	1	www.quincy.edu
0788	1	www.qcc.mass.edu
0789	1	www.rca.edu
0790	1	www.radford.edu
0791	1	www.ramapo.edu
0792	1	www.randolphcollege.edu
0793	1	www.randolph.cc.nc.us
0794	1	www.rmc.edu
0795	1	www.ranger.cc.tx.us
0796	1	www.rcc.vccs.edu
0797	1	www.rrcc.edu
0798	1	www.redlandscc.edu
0799	1	www.reed.edu
0800	1	www.refrigerationschool.com
0801	1	www.regiscollege.edu
0802	1	www.regis.edu
0803	1	www.reinhardt.edu
0804	1	www.sage.edu/JCA/Welcome.html
0805	1	www.svsu.edu
0806	1	www.anselm.edu
0807	1	www.stchas.edu
0808	1	www.sctc.edu
0809	1	www.francis.edu
0810	1	www.st-johns.org/education/schools/nursing/default.aspx
0811	1	www.csbsju.edu
0812	1	www.sjasc.edu
0813	1	www.sjcme.edu
0814	1	www.sju.edu
0815	1	www.saintleo.edu
0816	1	www.stlcc.cc.mo.us/fv
0817	1	www.stlcc.cc.mo.us
0818	1	www.stlcc.edu
0819	1	www.saintlukescollege.edu
0820	1	www.talladega.edu
0821	1	www.tcc.cc.fl.us
0822	1	www.talmudicu.edu
0823	1	www.tarleton.edu
0824	1	www.tcjc.cc.tx.us
0825	1	www.Tbiil.edu
0826	1	www.tcicollege.net/nymentor.htm
0827	1	www.temple.edu
0828	1	www.tntech.edu/
0829	1	www.cabarruscollege.edu
0830	1	boe.cabe.k12.wv.us/ctc
0831	1	www.cabrillo.edu
0832	1	www.cabrini.edu
0833	1	www.csum.edu
0834	1	www.calpoly.edu
0835	1	www.calbaptist.edu
0836	1	www.cca.edu
0837	1	www.baychef.com
0838	1	www.caltech.edu
0839	1	www.calarts.edu
0840	1	www.cup.edu
0841	1	www.ccacc.cc.pa.us
0842	1	www.crbc.net
0843	1	www.cambridgecollege.edu
0844	1	www.cc.cc.mn.us
0845	1	www.berkeley.edu
0846	1	www.ucdavis.edu
0847	1	www.ucla.edu/
0848	1	www.ucsd.edu
0849	1	www.ucsc.edu
0850	1	www.ultrasounddiagnosticschool.com
0851	1	www.ultrasounddiagnosticschool.com/default.htm
0852	1	www.ultrasounddiagnosticschool.com
0853	1	www.ultrasounddiagnosticschool.com/default.com
0854	1	www.ultrasounddiagnosticschool.com
0855	1	www.ultrasounddiagnosticschool.com
0856	1	www.ultrasounddiagnosticschool.com/default.htm
0857	1	www.umpqua.edu
0858	1	www.myunion.edu
0859	1	www.uu.edu
0860	1	www.usafa.edu
0861	1	www.usmma.edu
0862	1	www.westpoint.edu
0863	1	www.valenciacc.edu
0864	1	www.vct.edu, www.valleycollege.com
0865	1	www.vfcc.edu
0866	1	www.vfmac.edu
0867	1	www.valpo.edu
0868	1	www.vgcc.cc.edu
0869	1	www.vandercook.edu
0870	1	www.vanderschmidtschool.org/
0871	1	www.vassar.edu
0872	1	www.vvc.edu
0873	1	www.crichton.edu
0874	1	www.villanova.edu
0875	1	www.vinu.edu
0876	1	www.vinu.edu
0877	1	www.wabash.edu/admissions/apply
0878	1	www.iecc.edu/wvc
0879	1	www.wagner.edu
0880	1	www.wfu.edu
0881	1	www.waketech.edu
0882	1	www.wcc.cc.al.us
0883	1	www.walshcollege.edu
0884	1	www.walsh.edu
0885	1	www.ws.edu
0886	1	www.warnerpacific.edu
0887	1	www.warner.edu
0888	1	www.warren.cc.nj.us
0889	1	www.wartburg.edu
0890	1	www.washburn.edu/sas
0891	1	www.washjeff.edu
0892	1	www.wlu.edu
0893	1	www.bible.edu
0894	1	www.wsu.edu
0895	1	www.wustl.edu
0896	1	www.whtc.org
0897	1	www.wccnet.org
0898	1	www.watkinsinstitute.org
0899	1	www.waubonsee.edu
