university	collegeboard	website
0270	1	www.ivcc.edu
0271	1	www.iwu.edu
0272	1	www.imperial.edu
0273	1	www.indycc.edu
0274	1	www.independence.edu
0275	1	www.indianhills.edu
0276	1	www.indianatech.edu
0277	1	www.indstate.edu
0278	1	www.iub.edu
0279	1	www.iun.edu
0280	1	www.iup.edu
0281	1	www.ius.edu
0282	1	www.iupui.edu
0283	1	www.indwes.edu
0284	1	www.iaia.edu
0285	1	www.intelliteccollege.com
0286	1	www.intelliteccollege.edu
0287	1	www.artinstitutes.edu/sacramento
0288	1	www.artinstitutes.edu/sandiego
0289	1	www.artinstitutes.edu/sanfrancisco
0290	1	www.artinstitutes.edu/sunnyvale
0291	1	www.aguadilla.inter.edu
0292	1	www.br.inter.edu
0293	1	www.guayama.inter.edu
0294	1	www.metro.inter.edu
0295	1	www.ponce.inter.edu
0296	1	www.iadtchicago.edu
0297	1	www.iadtnashville.com
0298	1	www.iadt.edu
0299	1	www.iadtsacramento.com
0300	1	www.ibcfortwayne.edu
0301	1	www.icbcollege.com
0302	1	www.iowalakes.edu
0303	1	www.iastate.edu
0304	1	www.iwc.edu
0305	1	www.idti.edu
0306	1	www.isothermal.edu
0307	1	www.itt-tech.edu
0308	1	www.itt-tech.edu
0309	1	www.itt-tech.edu
0310	1	www.itt-tech.edu/campus/school.cfm?lloc_num=27
0311	1	www.itt-tech.edu
0312	1	www.itt-tech.edu
0313	1	www.itt-tech.edu
0314	1	www.itt-tech.edu
0315	1	www.itt-tech.edu
0316	1	www.itt-tech.edu
0317	1	www.itt-tech.edu
0318	1	www.itt-tech.edu
0319	1	www.itt-tech.edu
0320	1	www.itt-tech.edu
0321	1	www.itt-tech.edu
0322	1	www.itt-tech.edu
0323	1	www.itt-tech.edu
0324	1	www.itt-tech.edu
0325	1	www.itt-tech.edu
0326	1	www.itt-tech.edu
0327	1	www.itt-tech.edu
0328	1	www.itt-tech.edu
0329	1	www.itt-tech.edu
0330	1	www.itt-tech.edu
0331	1	www.itt-tech.edu
0332	1	www.itt-tech.edu
0333	1	www.itt-tech.edu
0334	1	www.artinstitutes.edu/houston
0335	1	www.artinstitutes.edu/lasvegas/
0336	1	www.artinstitutes.edu/Philadelphia
0337	1	www.ivytech.edu
0338	1	www.ivytech.edu
0339	1	www.ivytech.edu
0340	1	www.ivytech.edu
0341	1	www.ivytech.edu
0342	1	www.ivytech.edu
0343	1	www.ivytech.edu
0344	1	www.ivytech.edu
0345	1	www.ivytech.edu
0346	1	www.ivytech.edu
0347	1	www.jccmi.edu
0348	1	www.gotojbc.com
0349	1	www.rhodesstate.edu
0350	1	www.jamestownbusinesscollege.edu
0351	1	www.sunyjcc.edu
0352	1	www.jchs.edu
0353	1	www.sunyjefferson.edu
0354	1	www.jeffstateonline.com
0355	1	www.jtsa.edu
0356	1	www.guptoncollege.com
0357	1	www.jalc.edu
0358	1	www.jbu.edu
0359	1	www.jtcc.edu
0360	1	www.jhu.edu
0361	1	www.jwu.edu
0362	1	www.jwu.edu
0363	1	www.jbc.edu
0364	1	www.jcsu.edu
0365	1	www.jccc.edu
0366	1	www.johnstoncc.edu
0367	1	www.jcjc.edu
0368	1	www.jiu.edu
0369	1	www.judson.edu
0370	1	www.judsonu.edu
0371	1	www.juilliard.edu
0372	1	www.juniata.edu
0373	1	www.kzoo.edu
0374	1	www.kvctc.edu
0375	1	www.kcc.edu
0376	1	www.kckcc.edu
0377	1	www.kaplancareerinstitute.com
0378	1	www.kc-columbus.com
0379	1	www.kaplancollege.com
0380	1	www.kaplancollege.com
0381	1	www.kaplan.com
0382	1	www.kcindy.com
0383	1	www.kaplancollege.com
0384	1	www.kc-phoenix.com
0385	1	www.mariccollege.edu
0386	1	www.mariccollege.edu
0387	1	www.kucampus.edu
0388	1	www.aipd.artinstitutes.edu
0389	1	www.aiw.artinstitutes.edu
0390	1	www.artinstitutes.edu/york/
0391	1	www.artinstitutes.edu/minneapolis
0392	1	www.asbury.edu
0393	1	www.kucampus.edu
0394	1	www.omaha.kaplanuniversity.edu
0395	1	www.kean.edu
0396	1	www.keisercareer.edu
0397	1	www.keisercareer.edu
0398	1	www.kellogg.edu
0399	1	www.kendall.edu
0400	1	www.kvcc.me.edu
0401	1	www.kennesaw.edu
0402	1	www.salem.kent.edu
0403	1	www.trumbull.kent.edu
0404	1	www.kcu.edu
0405	1	www.kmbc.edu
0406	1	www.kenyon.edu
0407	1	www.kcma.edu
0408	1	www.kilian.edu
0409	1	www.king.edu
0410	1	www.kirkwood.edu
0411	1	www.kirtland.edu
0412	1	www.kishwaukeecollege.edu
0413	1	www.kutztown.edu
0414	1	www.lecoleculinaire.com
0415	1	www.lac.edu
0416	1	www.laboure.edu
0417	1	www.lackawanna.edu
0418	1	www.lafayette.edu
0419	1	www.lagunacollege.edu
0420	1	www.lakeareatech.edu
0421	1	www.lakeforest.edu
0422	1	www.lakelandcollege.edu
0423	1	www.lakemichigancollege.edu
0424	1	www.lrsc.edu
0425	1	www.lwtc.edu
0426	1	www.lscc.edu
0427	1	www.lakeland.edu
0428	1	www.lakelandcc.edu
0429	1	www.lit.edu
0430	1	www.lsco.edu
0431	1	www.lambuth.edu
0432	1	www.lamsoncollege.com
0433	1	www.lbc.edu
0434	1	www.lander.edu
0435	1	www.landingschool.edu
0436	1	www.laney.peralta.edu
0437	1	www.lunet.edu
0438	1	www.lsb.edu
0439	1	www.lansing.cc.mi.us
0440	1	www.laredo.edu
0441	1	www.laspositascollege.edu
0442	1	www.lasell.edu
0443	1	www.lassencollege.edu
0444	1	www.siegalcollege.edu
0445	1	www.ashland.edu
0446	1	www.ashworthcollege.edu
0447	1	www.acc.commnet.edu
0448	1	www.assumption.edu
0449	1	www.athenstech.edu
0450	1	www.aticareertraining.edu
0451	1	www.johnwesley.edu
0452	1	www.lawsonstate.edu
0453	1	www.ldsbc.edu
0454	1	www.atlantaculinary.com
0455	1	www.chefs.edu
0456	1	www.chefs.edu/los-angeles
0457	1	www.chefs.edu/Minneapolis-St-Paul
0458	1	www.scichefs.com
0459	1	www.lemoyne.edu
0460	1	www.lebanoncollege.edu
0461	1	www.lvc.edu
0462	1	www.leeuniversity.edu
0463	1	www.lmc.edu
0464	1	www.lehigh.edu
0465	1	www.loc.edu
0466	1	www.letu.edu
0467	1	www.lc.edu
0468	1	www.lcsc.edu
0469	1	www.lincolnchristian.edu
0470	1	www.lincolncollege.edu
0471	1	www.lincolncollegene.edu
0472	1	www.lincolncollegene.edu
0473	1	www.dadc.com
0474	1	www.lincolntech.com
0475	1	www.lincolntech.com
0476	1	www.lincoln.edu
0477	1	www.lindenwood.edu/
0478	1	www.lindsey.edu
0479	1	www.linnstate.edu
0480	1	www.linnbenton.edu
0481	1	www.lbhc.edu
0482	1	www.livingstone.edu
0483	1	www.lonestar.edu/
0484	1	www.liu.edu
0485	1	www.longwood.edu
0486	1	www.lfcc.edu
0487	1	www.lacitycollege.edu
0488	1	www.lamission.edu
0489	1	www.lattc.edu
0490	1	www.lavc.edu
0491	1	www.lacollege.edu
0492	1	www.lsua.edu
0493	1	www.lsue.edu
0494	1	www.lsuhsc.edu
0495	1	www.lsus.edu
0496	1	www.latech.edu
0497	1	www.aticareertraining.edu
0498	1	www.aticareertraining.edu
0499	1	www.aticareertraining.edu
0500	1	www.atlantatech.edu
0501	1	www.atlanticcollege.edu
0502	1	www.auc.edu
0503	1	www.loyola.edu
0504	1	www.loyno.edu/
0505	1	www.lcu.edu
0506	1	www.luna.edu
0507	1	www.lru.edu
0508	1	www.luzerne.edu
0509	1	www.lymeacademy.edu
0510	1	www.lynchburg.edu
0511	1	www.lyon.edu
0512	1	www.macalester.edu
0513	1	www.maccormac.edu
0514	1	www.mac.edu
0515	1	www.maconstate.edu
0516	1	www.matcmadison.edu
0517	1	www.madonna.edu
0518	1	www.mum.edu
0519	1	www.meca.edu
0520	1	www.mainemaritime.edu
0521	1	www.malone.edu
0522	1	www.manchester.edu
0523	1	www.manchestercommunitycollege.edu
0524	1	www.mccks.edu
0525	1	www.manhattan.edu
0526	1	www.msmnyc.edu
0527	1	www.mannes.edu
0528	1	www.manor.edu
0529	1	www.mansfield.edu
0530	1	www.mariacollege.edu
0531	1	www.mariancourt.edu
0532	1	www.mtc.edu
0533	1	www.marist.edu
0534	1	www.marlboro.edu
0535	1	www.marshall.edu
0536	1	www.iavalley.edu/mcc/
0537	1	www.martincc.edu
0538	1	www.mlc-wels.edu
0539	1	www.marygrove.edu
0540	1	www.mica.edu
0541	1	www.marylhurst.edu
0542	1	www.marymount.edu
0543	1	www.marywood.edu
0544	1	www.massart.edu
0545	1	www.mcla.edu
0546	1	www.mcphs.edu
0547	1	www.massasoit.mass.edu
0548	1	www.mayvillestate.edu
0549	1	www.mccann.edu
0550	1	www.mccannschool.edu
0551	1	www.mccann.edu
0552	1	www.mcdaniel.edu
0553	1	www.mcdowelltech.edu
0554	1	www.mcgill.ca
0555	1	www.mchenry.edu
0556	1	www.mclennan.edu
0557	1	www.mcneese.edu
0558	1	www.medcenterone.com/collegeofnursing
0559	1	www.musc.edu
0560	1	www.mun.ca
0561	1	www.mendocino.edu
0562	1	www.menlo.edu
0563	1	www.alamancecc.edu
0564	1	www.akbible.edu
0565	1	www.alaskapacific.edu
0566	1	www.asurams.edu/
0567	1	www.albanytech.edu
0568	1	www.albright.edu
0569	1	www.alcorn.edu
0570	1	www.aum.edu
0571	1	www.augsburg.edu
0572	1	www.aug.edu
0573	1	www.augustana.edu
0574	1	www.aultmancollege.edu
0575	1	www.austincollege.edu
0576	1	www.mccd.edu
0577	1	www.mercy.edu
0578	1	www.mercyhurst.edu
0579	1	www.meredith.edu
0580	1	www.meridiancc.edu
0581	1	www.merrimack.edu
0582	1	www.mesabirange.edu
0583	1	www.messiah.edu
0584	1	www.metrobusinesscollege.edu
0585	1	www.metrobusinesscollege.edu
0586	1	www.careersinit.org
0587	1	www.mccneb.edu
0588	1	www.mcckc.edu
0589	1	www.mcckc.edu
0590	1	www.mscd.edu
0591	1	www.mdc.edu/main
0592	1	www.mid.muohio.edu
0593	1	www.muohio.edu
0594	1	www.mji.edu
0595	1	www.midmich.edu
0596	1	www.macuniversity.edu
0597	1	www.mpcc.edu
0598	1	www.midsouthcc.edu
0599	1	www.mstc.edu
0600	1	www.mgc.edu
0601	1	www.middlegatech.edu
0602	1	www.mtsu.edu
0603	1	www.midland.edu
0604	1	www.midlandstech.edu
0605	1	www.midstate.edu
0606	1	www.mildred-elley.edu
0607	1	www.milescc.edu
0608	1	www.miller-motte.edu
0609	1	www.miller-motte.edu
0610	1	www.miller-motte.com
0611	1	www.milligan.edu
0612	1	www.millikin.edu
0613	1	www.mineralarea.edu
0614	1	www.mplsbusinesscollege.com
0615	1	www.minneapolis.edu
0616	1	www.msbcollege.edu
0617	1	www.msbcollege.edu
0618	1	www.southeastmn.edu
0619	1	www.mnwest.edu
0620	1	www.austincc.edu
0621	1	www.aviationmaintenance.edu
0622	1	www.avila.edu
0623	1	www.babson.edu
0624	1	www.bacone.edu
0625	1	www.minotstateu.edu
0626	1	www.misericordia.edu
0627	1	www.missioncollege.org
0628	1	www.msdelta.edu
0629	1	www.muw.edu
0630	1	www.mvsu.edu
0631	1	www.motech.edu
0632	1	www.moval.edu
0633	1	www.mitchellcc.edu
0634	1	www.mjc.edu
0635	1	www.mohave.edu
0636	1	www.monm.edu
0637	1	www.monmouth.edu
0638	1	www.monroecc.edu
0639	1	www.monroeccc.edu
0640	1	www.msubillings.edu
0641	1	www.montana.edu
0642	1	www.msun.edu
0643	1	www.mtech.edu
0644	1	www.montcalm.edu
0645	1	www.mc3.edu
0646	1	www.montreat.edu
0647	1	www.moody.edu
0648	1	www.moore.edu
0649	1	www.moorparkcollege.edu
0650	1	www.morainepark.edu
0651	1	www.morehouse.edu
0652	1	www.morgancc.edu
0653	1	www.morgan.edu
0654	1	www.morningside.edu
0655	1	www.morton.edu
0656	1	www.mscc.edu
0657	1	www.mcc.edu
0658	1	www.mtaloy.edu
0659	1	www.moc.edu
0660	1	www.msmc.edu
0661	1	www.msjc.edu
0662	1	www.msmary.edu
0663	1	www.mecc.edu
0664	1	www.mhcc.cc.or.us
0665	1	www.muhlenberg.edu
0666	1	www.multnomah.edu
0667	1	www.mscok.edu
0668	1	www.eicc.edu
0669	1	www.muskegoncc.edu
0670	1	www.muskingum.edu
0671	1	www.napavalley.edu
0672	1	www.nashcc.edu
0673	1	www.nadcedu.com
0674	1	www.bainbridge.edu
0675	1	www.baker.edu
0676	1	www.baker.edu
0677	1	www.baker.edu
0678	1	www.baker.edu
0679	1	www.baker.edu
0680	1	www.baker.edu
0681	1	www.nscc.edu
0682	1	www.national.edu
0683	1	www.national.edu
0684	1	www.ncbt.edu
0685	1	www.ncbt.edu
0686	1	www.ncbt.edu
0687	1	www.national-college.edu
0688	1	www.ncbt.edu
0689	1	www.national-college.edu
0690	1	www.national-college.edu
0691	1	www.national-college.edu
0692	1	www.ncbt.edu
0693	1	www.ncbt.edu
0694	1	www.ncbt.edu
0695	1	www.national-college.edu
0696	1	www.national-college.edu
0697	1	www.ncbt.edu
0698	1	www.ncbt.edu
0699	1	www.nlc.edu
0700	1	www.nu.edu
0701	1	www.nuc.edu
0702	1	www.nuc.edu
0703	1	www.nuc.edu
0704	1	www.nuhs.edu
0705	1	www.nl.edu
0706	1	www.navarrocollege.edu
0707	1	www.nechristian.edu
0708	1	www.ncta.unl.edu
0709	1	www.thenicc.edu
0710	1	www.methodistcollege.edu
0711	1	www.neosho.edu
0712	1	www.neumann.edu
0713	1	www.neumont.edu
0714	1	www.nsc.nevada.edu
0715	1	www.nec.edu
0716	1	www.necb.edu
0717	1	www.necmusic.edu
0718	1	www.artinstitutes.edu/boston
0719	1	www.neit.edu
0720	1	www.newhope.edu
0721	1	www.njcu.edu
0722	1	www.njit.edu
0723	1	www.nmhu.edu
0724	1	www.nmt.edu
0725	1	www.grants.nmsu.edu
0726	1	www.nobts.edu
0727	1	www.newriver.edu
0728	1	www.nyci.edu
0729	1	www.nyit.edu
0730	1	www.nysid.edu
0731	1	www.nyu.edu
0732	1	www.newbury.edu
0733	1	www.newmanu.edu
0734	1	www.nbi.edu
0735	1	www.nbi.edu
0736	1	www.nichols.edu
0737	1	www.bakeru.edu
0738	1	www.bakersfieldcollege.edu
0739	1	www.bccc.edu
0740	1	www.bic.edu
0741	1	www.gobbc.edu
0742	1	www.baptistcollege.edu
0743	1	www.bchs.edu
0744	1	www.nsu.edu
0745	1	www.nccu.edu
0746	1	www.ncsu.edu
0747	1	www.ncwc.edu
0748	1	www.northcentralcollege.edu
0749	1	www.ncktc.edu
0750	1	www.ncmich.edu
0751	1	www.northcentral.edu
0752	1	www.nccc.edu
0753	1	www.ndscs.edu
0754	1	www.nfcc.edu
0755	1	www.northgeorgia.edu
0756	1	www.northgatech.edu
0757	1	www.ngu.edu
0758	1	www.nhcc.edu
0759	1	www.nic.edu
0760	1	www.niacc.edu
0761	1	www.northlakecollege.edu
0762	1	www.northpark.edu
0763	1	www.ntc.edu
0764	1	www.northeast.edu
0765	1	www.nemcc.edu
0766	1	www.ntcc.edu
0767	1	www.neo.edu
0768	1	www.nsuok.edu
0769	1	www.northeastern.edu
0770	1	www.necc.mass.edu
0771	1	www.niu.edu
0772	1	www.nku.edu
0773	1	www.nmcnet.edu
0774	1	www.nmu.edu
0775	1	www.north-ok.edu
0776	1	www.northern.edu
0777	1	www.nvcc.edu
0778	1	www.ni.edu
0779	1	www.npc.edu
0780	1	www.nwacc.edu
0781	1	www.nwcu.edu
0782	1	www.northwestcollege.edu
0783	1	www.nca.edu
0784	1	www.nwic.edu
0785	1	www.nwktc.edu
0786	1	www.northwestms.edu
0787	1	www.nwmissouri.edu
0788	1	www.nnu.edu
0789	1	www.nwboatschool.org
0790	1	www.nmc.edu
0791	1	www.npu.edu
0792	1	www.nsula.edu
0793	1	www.northwestern.edu
0794	1	www.northwood.edu
0795	1	www.ncc.commnet.edu
0796	1	www.norwich.edu
0797	1	www.nossi.com
0798	1	www.notredamecollege.edu
0799	1	www.ndnu.edu
0800	1	www.nova.edu
0801	1	www.bua.edu
0802	1	www.simons-rock.edu
0803	1	www.barry.edu
0804	1	www.barton.edu
0805	1	www.nyack.edu
0806	1	www.omorecollege.edu
0807	1	www.oakhills.edu
0808	1	www.oaa.edu
0809	1	www.oaklandcc.edu
0810	1	www.oakland.edu
0811	1	www.oakwood.edu
0812	1	www.oberlin.edu
0813	1	www.oglethorpe.edu
0814	1	www.ohiobusinesscollege.edu
0815	1	www.ohiochristian.edu
0816	1	www.ocm.edu
0817	1	www.ati.osu.edu
0818	1	www.lima.ohio-state.edu
0819	1	www.osumarion.osu.edu
0820	1	www.ohiotechnicalcollege.com
0821	1	www.ohio.edu
0822	1	www.chillicothe.ohiou.edu
0823	1	www.eastern.ohiou.edu
0824	1	www.lancaster.ohiou.edu
0825	1	www.southern.ohiou.edu
0826	1	www.zanesville.ohiou.edu
0827	1	www.ovu.edu
0828	1	www.ohlone.edu
0829	1	www.os.edu
0830	1	www.okstate.edu
0831	1	www.obi.edu
0832	1	www.olivetcollege.edu
0833	1	www.olympic.edu
0834	1	www.oru.edu
0835	1	www.orangecoastcollege.edu
0836	1	www.octech.edu
0837	1	www.ocac.edu
0838	1	www.ohsu.edu
0839	1	www.oit.edu
0840	1	www.orleanstech.edu
0841	1	www.ojc.edu
0842	1	www.ottawa.edu
0843	1	www.obu.edu
0844	1	www.otcweb.edu
0845	1	www.ololcollege.edu
0846	1	www.owens.edu
0847	1	www.octc.kctcs.edu
0848	1	www.oxford.emory.edu
0849	1	www.otc.edu
0850	1	www.pace.edu
0851	1	www.pace.edu
0852	1	www.pacificcollege.edu
0853	1	www.plu.edu
0854	1	www.psuca.edu
0855	1	www.pacificu.edu
0856	1	www.paiercollegeofart.edu
0857	1	www.paine.edu
0858	1	www.palau.edu
0859	1	www.pba.edu
0860	1	www.paloverde.edu
0861	1	www.bastyr.edu
0862	1	www.bates.ctc.edu
0863	1	www.mybrcc.edu
0864	1	www.brsc.net
0865	1	www.bauder.edu
0866	1	www.bmcc.edu
0867	1	www.baystate.edu
0868	1	www.park.edu
0869	1	www.parkland.edu
0870	1	www.pasadena.edu
0871	1	www.ph.vccs.edu
0872	1	www.patten.edu
0873	1	www.pc.vccs.edu
0874	1	www.peace.edu
0875	1	www.prcc.edu
0876	1	www.abington.psu.edu
0877	1	www.bk.psu.edu
0878	1	www.fe.psu.edu
0879	1	www.hn.psu.edu
0880	1	www.lv.psu.edu
0881	1	www.sl.psu.edu
0882	1	www.shenango.psu.edu
0883	1	www.psu.edu
0884	1	www.wb.psu.edu
0885	1	www.penncotech.com
0886	1	www.pcad.edu
0887	1	www.pennhighlands.edu
0888	1	www.piht.edu
0889	1	www.pit.edu
0890	1	www.pennschoolofbusiness.edu-search.com
0891	1	www.pensacolastate.edu
0892	1	www.pepperdine.edu
0893	1	www.peru.edu
0894	1	www.pfeiffer.edu
0895	1	www.pbu.edu
0896	1	www.philander.edu
0897	1	www.futurenursebi.org
0898	1	www.pccua.edu
0899	1	www.pc.maricopa.edu
0900	1	www.pbc.edu
0901	1	www.piedmont.edu
0902	1	www.piedmontcc.edu
0903	1	www.pierce.ctc.edu
0904	1	www.pima.edu
0905	1	www.pinetech.edu
0906	1	www.pittcc.edu
0907	1	www.pittstate.edu
0908	1	www.pia.edu
0909	1	www.pims.edu
0910	1	www.plattcolleges.org
0911	1	www.plattcollege.org
0912	1	www.plattcollege.edu
0913	1	www.platt.edu
0914	1	www.plattcollege.org
0915	1	www.plazacollege.edu
0916	1	www.plymouth.edu
0917	1	www.pointpark.edu
