job	rightitjobs	date_posted
0168	1	2010-02-23 12:04:40
0169	1	2010-02-23 12:04:22
0170	1	2010-02-23 12:00:59
0171	1	2010-02-23 11:55:00
0172	1	2010-02-23 11:52:14
0173	1	2010-02-23 11:51:40
0174	1	2010-02-23 11:44:26
0175	1	2010-02-23 11:39:40
0176	1	2010-02-23 11:39:33
0177	1	2010-02-23 11:39:30
0178	1	2010-02-23 11:29:22
0179	1	2010-02-23 11:25:55
0180	1	2010-02-23 11:17:41
0181	1	2010-02-23 11:06:47
0182	1	2010-04-26 01:30:55
0183	1	2010-04-26 01:21:44
0184	1	2010-04-26 01:14:05
0185	1	2010-04-26 01:03:46
0186	1	2010-04-26 00:52:37
0187	1	2010-02-23 10:37:04
0188	1	2010-02-23 10:36:48
0189	1	2010-02-23 04:11:11
0190	1	2010-02-23 04:09:06
0191	1	2010-02-23 03:54:53
0192	1	2010-02-23 03:45:05
0193	1	2010-02-23 03:44:20
0194	1	2010-02-23 03:39:09
0195	1	2010-02-23 03:15:24
0196	1	2010-02-23 03:13:22
0197	1	2010-02-23 03:10:05
0198	1	2010-02-23 03:08:33
0199	1	2010-02-23 02:47:51
0200	1	2010-02-23 02:25:56
0201	1	2010-02-23 02:20:56
0202	1	2010-02-23 02:16:51
0203	1	2010-02-23 02:14:05
0204	1	2010-02-23 02:06:57
0205	1	2010-02-23 01:57:36
0206	1	2010-02-23 01:41:52
0207	1	2010-02-23 01:17:31
0208	1	2010-02-23 01:13:34
0209	1	2010-02-23 00:55:11
0210	1	2010-02-23 00:45:28
0211	1	2010-02-23 00:35:47
0212	1	2010-02-23 00:29:06
0213	1	2010-02-23 00:24:31
0214	1	2010-02-22 10:42:05
0215	1	2010-02-22 10:34:54
0216	1	2010-02-22 10:17:06
0217	1	2010-02-22 10:01:35
0218	1	2010-02-22 09:43:09
0219	1	2010-02-22 09:21:58
0220	1	2010-02-22 05:30:49
0221	1	2010-02-22 05:21:12
0222	1	2010-02-22 05:20:07
0223	1	2010-02-22 05:17:02
0224	1	2010-02-22 05:15:05
0225	1	2010-02-22 05:13:26
0226	1	2010-02-22 05:12:46
0227	1	2010-02-22 05:09:52
0228	1	2010-02-22 05:05:57
0229	1	2010-02-22 04:51:39
0230	1	2010-02-22 04:44:50
0231	1	2010-02-22 04:41:50
0232	1	2010-02-22 04:28:15
0233	1	2010-02-22 04:17:13
0234	1	2010-02-22 04:16:21
0235	1	2010-02-22 04:16:05
0236	1	2010-02-22 04:12:50
0237	1	2010-02-22 03:57:18
0238	1	2010-02-22 03:55:24
0239	1	2010-02-22 03:46:10
0240	1	2010-02-22 03:38:55
0241	1	2010-02-22 03:27:51
0242	1	2010-02-22 03:25:04
0243	1	2010-02-22 03:16:37
0244	1	2010-04-26 00:39:10
0245	1	2010-04-26 00:27:57
0246	1	2010-04-26 00:26:07
0247	1	2010-04-24 03:49:29
0248	1	2010-04-24 03:46:36
0249	1	2010-02-22 02:55:04
0250	1	2010-02-22 02:47:20
0251	1	2010-02-22 02:42:12
0252	1	2010-02-22 02:41:03
0253	1	2010-02-22 02:36:46
0254	1	2010-02-22 01:34:39
0255	1	2010-02-22 00:54:00
0256	1	2010-02-21 04:43:20
0257	1	2010-02-21 04:38:53
0258	1	2010-02-21 04:37:53
0259	1	2010-02-21 04:29:46
0260	1	2010-02-21 04:27:01
0261	1	2010-02-21 04:21:27
0262	1	2010-02-21 04:18:32
0263	1	2010-02-21 04:17:42
0264	1	2010-02-21 04:16:46
0265	1	2010-02-21 04:05:17
0266	1	2010-02-21 04:02:35
0267	1	2010-02-21 03:58:29
0268	1	2010-02-21 03:49:44
0269	1	2010-02-21 03:47:49
0270	1	2010-02-21 03:45:51
0271	1	2010-02-21 03:44:20
0272	1	2010-02-21 03:42:42
0273	1	2010-02-21 03:30:31
0274	1	2010-02-21 03:28:58
0275	1	2010-02-21 02:52:36
0276	1	2010-02-21 02:49:26
0277	1	2010-02-21 02:46:06
0278	1	2010-02-21 02:40:07
0279	1	2010-02-21 02:20:54
0280	1	2010-02-21 02:18:12
0281	1	2010-02-21 02:08:22
0282	1	2010-02-21 01:56:46
0283	1	2010-02-21 01:56:16
0284	1	2010-02-21 01:50:54
0285	1	2010-02-21 01:44:30
0286	1	2010-02-21 01:31:35
0287	1	2010-02-21 01:19:30
0288	1	2010-02-21 00:57:12
0289	1	2010-02-21 00:33:09
0290	1	2010-02-21 00:31:54
0291	1	2010-02-21 00:21:18
0292	1	2010-02-20 05:00:03
0293	1	2010-02-20 04:54:47
0294	1	2010-02-20 04:45:02
0295	1	2010-02-20 04:39:31
0296	1	2010-02-20 04:36:41
0297	1	2010-02-20 04:33:37
0298	1	2010-02-20 04:24:47
0299	1	2010-02-20 04:11:01
0300	1	2010-02-20 04:01:11
0301	1	2010-02-20 04:00:52
0302	1	2010-02-20 03:47:29
0303	1	2010-02-20 03:33:43
0304	1	2010-02-20 03:31:31
0305	1	2010-02-20 03:26:53
0306	1	2010-02-20 03:15:27
0307	1	2010-02-20 03:11:11
0308	1	2010-02-20 03:07:24
0309	1	2010-02-20 02:41:47
0310	1	2010-02-20 02:39:07
0311	1	2010-04-24 02:47:12
0312	1	2010-04-24 02:31:13
0313	1	2010-04-24 02:13:32
0314	1	2010-04-24 02:13:10
0315	1	2010-04-24 01:40:07
0316	1	2010-02-20 02:00:32
0317	1	2010-02-20 01:59:55
0318	1	2010-02-20 01:40:32
0319	1	2010-02-20 01:08:02
0320	1	2010-02-19 03:10:50
0321	1	2010-02-19 03:04:34
0322	1	2010-02-19 02:52:18
0323	1	2010-02-19 02:37:02
0324	1	2010-02-19 02:32:57
0325	1	2010-02-19 02:19:25
0326	1	2010-02-19 02:07:23
0327	1	2010-02-19 01:50:42
0328	1	2010-02-19 01:09:47
0329	1	2010-02-19 01:06:50
0330	1	2010-02-19 00:44:35
0331	1	2010-02-18 05:35:03
0332	1	2010-02-18 05:31:57
0333	1	2010-02-18 05:29:14
0334	1	2010-02-18 05:14:13
0335	1	2010-02-18 05:04:26
0336	1	2010-02-18 04:55:55
0337	1	2010-02-18 04:40:38
0338	1	2010-02-18 04:12:11
0339	1	2010-02-18 03:55:18
0340	1	2010-02-18 03:27:54
0341	1	2010-02-18 03:21:10
0342	1	2010-02-18 03:20:17
0343	1	2010-02-18 03:16:04
0344	1	2010-02-18 03:12:48
0345	1	2010-02-18 02:59:45
0346	1	2010-02-18 02:59:14
0347	1	2010-02-18 02:38:27
0348	1	2010-02-18 02:29:44
0349	1	2010-02-18 02:14:54
0350	1	2010-02-18 02:13:34
0351	1	2010-02-18 02:11:38
0352	1	2010-02-18 01:03:52
0353	1	2010-02-18 01:03:09
0354	1	2010-02-17 06:06:47
0355	1	2010-02-17 06:00:45
0356	1	2010-02-17 05:59:21
0357	1	2010-02-17 05:51:55
0358	1	2010-02-17 05:48:52
0359	1	2010-02-17 05:43:38
0360	1	2010-02-17 05:40:38
0361	1	2010-02-17 05:32:00
0362	1	2010-04-24 01:15:18
0363	1	2010-04-24 01:05:05
0364	1	2010-04-24 00:48:40
0365	1	2010-04-24 00:46:35
0366	1	2010-04-24 00:22:09
0367	1	2010-04-21 07:11:57
0368	1	2010-02-17 05:10:57
0369	1	2010-02-17 04:49:30
0370	1	2010-02-17 04:14:47
0371	1	2010-02-17 03:55:54
0372	1	2010-02-17 03:54:30
0373	1	2010-02-17 03:45:02
0374	1	2010-02-17 03:22:21
0375	1	2010-02-17 03:20:08
0376	1	2010-02-17 02:58:21
0377	1	2010-02-17 02:51:29
0378	1	2010-02-17 02:48:10
0379	1	2010-02-17 02:46:12
0380	1	2010-02-17 02:26:35
0381	1	2010-02-17 02:22:37
0382	1	2010-02-17 02:21:20
0383	1	2010-02-17 02:16:20
0384	1	2010-02-17 02:15:16
0385	1	2010-02-17 01:38:57
0386	1	2010-02-17 01:24:52
0387	1	2010-02-17 00:57:30
0388	1	2010-02-17 00:48:01
0389	1	2010-02-17 00:38:31
0390	1	2010-02-16 05:03:38
0391	1	2010-02-16 04:45:39
0392	1	2010-02-16 04:33:19
0393	1	2010-02-16 04:22:46
0394	1	2010-02-16 04:20:57
0395	1	2010-02-16 04:13:26
0396	1	2010-02-16 04:11:46
0397	1	2010-02-16 03:51:37
0398	1	2010-02-16 03:51:01
0399	1	2010-02-16 03:49:35
0400	1	2010-02-16 03:44:25
0401	1	2010-02-16 03:40:15
0402	1	2010-02-16 03:38:08
0403	1	2010-02-16 03:28:07
0404	1	2010-02-16 03:04:14
0405	1	2010-02-16 03:02:15
0406	1	2010-02-16 02:46:11
0407	1	2010-02-16 02:39:19
0408	1	2010-02-16 02:36:50
0409	1	2010-02-16 02:35:53
0410	1	2010-02-16 02:23:36
0411	1	2010-02-16 02:20:51
0412	1	2010-02-16 01:03:25
0413	1	2010-02-16 00:54:37
0414	1	2010-02-16 00:52:13
0415	1	2010-02-16 00:41:43
0416	1	2010-02-16 00:38:30
0417	1	2010-02-16 00:24:58
0418	1	2010-02-15 06:19:25
0419	1	2010-02-15 06:15:42
0420	1	2010-02-15 05:58:27
0421	1	2010-02-15 05:57:18
0422	1	2010-02-15 05:56:10
0423	1	2010-04-21 06:08:12
0424	1	2010-04-21 05:56:55
0425	1	2010-04-21 05:53:50
0426	1	2010-04-21 05:46:09
0427	1	2010-04-21 05:33:19
0428	1	2010-02-15 05:42:17
0429	1	2010-02-15 05:36:42
0430	1	2010-02-15 05:36:29
0431	1	2010-02-15 05:32:39
0432	1	2010-02-15 05:17:23
0433	1	2010-02-15 05:04:54
0434	1	2010-02-15 05:03:35
0435	1	2010-02-15 04:55:08
0436	1	2010-02-15 04:20:28
0437	1	2010-02-15 04:18:40
0438	1	2010-02-15 04:10:43
0439	1	2010-02-15 04:09:50
0440	1	2010-02-15 04:03:10
0441	1	2010-02-15 03:52:42
0442	1	2010-02-15 03:44:42
0443	1	2010-02-15 03:31:30
0444	1	2010-02-15 03:26:09
0445	1	2010-02-15 03:20:43
0446	1	2010-02-15 03:10:53
0447	1	2010-02-15 03:00:05
0448	1	2010-02-15 02:43:23
0449	1	2010-02-15 01:15:44
0450	1	2010-02-15 01:10:35
0451	1	2010-02-15 01:01:01
0452	1	2010-02-15 00:41:10
0453	1	2010-02-14 15:43:07
0454	1	2010-02-14 15:41:34
0455	1	2010-02-14 15:38:02
0456	1	2010-02-14 15:11:16
0457	1	2010-02-14 14:49:05
0458	1	2010-02-14 14:44:56
0459	1	2010-02-14 14:39:16
0460	1	2010-02-14 14:31:06
0461	1	2010-02-14 14:28:45
0462	1	2010-02-14 14:23:44
0463	1	2010-02-14 14:00:18
0464	1	2010-02-14 13:55:05
0465	1	2010-02-14 13:43:36
0466	1	2010-02-14 13:41:16
0467	1	2010-02-14 13:22:46
0468	1	2010-02-14 13:17:39
0469	1	2010-02-14 13:15:02
0470	1	2010-02-14 13:02:35
0471	1	2010-02-14 12:45:44
0472	1	2010-02-14 12:06:28
0473	1	2010-02-14 11:45:27
0474	1	2010-02-14 11:39:21
0475	1	2010-02-14 11:05:33
0476	1	2010-02-14 02:38:15
0477	1	2010-02-14 02:38:00
0478	1	2010-02-14 02:35:20
0479	1	2010-02-14 02:28:17
0480	1	2010-02-14 02:12:17
0481	1	2010-04-21 05:18:08
0482	1	2010-04-21 04:57:29
0483	1	2010-04-21 04:42:06
0484	1	2010-04-21 03:56:33
0485	1	2010-02-14 01:34:31
0486	1	2010-02-14 01:22:44
0487	1	2010-02-14 01:21:04
0488	1	2010-02-14 01:19:44
0489	1	2010-02-14 01:12:28
0490	1	2010-02-13 02:36:43
0491	1	2010-02-13 02:25:21
0492	1	2010-02-13 02:24:32
0493	1	2010-02-13 02:22:16
0494	1	2010-02-13 02:05:34
0495	1	2010-02-13 02:03:10
0496	1	2010-02-13 01:57:27
0497	1	2010-02-13 01:55:34
0498	1	2010-02-13 01:54:27
0499	1	2010-02-13 01:49:52
0500	1	2010-02-13 01:41:17
0501	1	2010-02-13 01:29:46
0502	1	2010-02-13 01:27:27
0503	1	2010-02-13 01:13:41
0504	1	2010-02-13 01:07:49
0505	1	2010-02-13 00:59:23
0506	1	2010-02-13 00:54:36
0507	1	2010-02-12 01:50:26
0508	1	2010-02-12 01:49:46
0509	1	2010-02-12 01:36:43
0510	1	2010-02-12 01:17:28
0511	1	2010-02-12 01:14:19
0512	1	2010-02-11 00:51:28
0513	1	2010-02-11 00:37:51
0514	1	2010-02-11 00:26:52
0515	1	2010-02-11 00:26:13
0516	1	2010-02-11 00:12:05
0517	1	2010-02-10 00:52:57
0518	1	2010-02-10 00:43:14
0519	1	2010-02-10 00:42:59
0520	1	2010-02-10 00:39:11
0521	1	2010-02-10 00:28:46
0522	1	2010-02-10 00:18:14
0523	1	2010-02-10 00:17:19
0524	1	2010-04-21 03:41:00
0525	1	2010-04-20 16:28:31
0526	1	2010-02-09 00:51:29
0527	1	2010-02-09 00:48:51
0528	1	2010-02-09 00:46:52
0529	1	2010-02-09 00:44:26
0530	1	2010-02-09 00:43:17
0531	1	2010-02-09 00:42:42
0532	1	2010-02-09 00:40:25
0533	1	2010-02-09 00:30:22
0534	1	2010-02-09 00:28:04
0535	1	2010-02-09 00:23:47
0536	1	2010-02-09 00:22:47
0537	1	2010-02-09 00:10:53
0538	1	2010-02-09 00:10:45
0539	1	2010-02-09 00:10:29
0540	1	2010-02-08 00:55:42
0541	1	2010-02-08 00:53:46
0542	1	2010-02-08 00:52:55
0543	1	2010-02-08 00:52:43
0544	1	2010-02-08 00:40:32
0545	1	2010-02-08 00:28:43
0546	1	2010-02-08 00:27:47
0547	1	2010-02-08 00:18:32
0548	1	2010-02-08 00:12:19
0549	1	2010-02-07 01:01:34
0550	1	2010-02-07 00:48:20
0551	1	2010-02-07 00:48:08
0552	1	2010-02-07 00:47:48
0553	1	2010-02-07 00:38:34
0554	1	2010-02-07 00:35:46
0555	1	2010-02-07 00:34:44
0556	1	2010-02-07 00:33:17
0557	1	2010-02-07 00:31:19
0558	1	2010-02-07 00:31:15
0559	1	2010-02-07 00:26:35
0560	1	2010-02-07 00:23:17
0561	1	2010-02-07 00:21:37
0562	1	2010-02-07 00:14:45
0563	1	2010-02-06 00:51:56
0564	1	2010-02-06 00:44:13
0565	1	2010-02-06 00:42:48
0566	1	2010-02-06 00:34:12
0567	1	2010-02-06 00:32:26
0568	1	2010-02-06 00:22:43
0569	1	2010-02-06 00:21:47
0570	1	2010-02-06 00:19:42
0571	1	2010-02-06 00:17:08
0572	1	2010-02-06 00:14:24
0573	1	2010-02-05 05:08:08
0574	1	2010-02-05 04:58:20
0575	1	2010-02-05 04:54:51
0576	1	2010-02-05 04:45:23
0577	1	2010-02-05 04:43:42
0578	1	2010-02-05 04:42:22
0579	1	2010-06-16 06:23:11
0580	1	2010-06-16 06:22:00
0581	1	2010-06-16 00:09:39
0582	1	2010-06-16 00:07:03
0583	1	2010-06-08 00:07:46
0584	1	2010-06-02 03:10:56
0585	1	2010-04-20 15:33:02
0586	1	2010-04-20 15:30:04
0587	1	2010-04-20 15:25:17
0588	1	2010-04-20 15:22:30
0589	1	2010-02-05 04:34:51
0590	1	2010-02-05 04:32:20
0591	1	2010-02-05 04:25:34
0592	1	2010-02-05 04:23:41
0593	1	2010-02-05 04:10:40
0594	1	2010-02-05 01:08:36
0595	1	2010-02-05 01:05:54
0596	1	2010-02-05 01:03:00
0597	1	2010-02-05 00:56:01
0598	1	2010-02-05 00:48:05
0599	1	2010-02-05 00:43:07
0600	1	2010-02-05 00:41:15
0601	1	2010-02-05 00:37:03
0602	1	2010-02-05 00:35:50
0603	1	2010-02-05 00:31:12
0604	1	2010-02-05 00:21:54
0605	1	2010-02-04 16:51:24
0606	1	2010-02-04 16:48:52
0607	1	2010-02-04 16:46:31
0608	1	2010-02-04 16:22:20
0609	1	2010-02-04 16:20:29
0610	1	2010-02-04 16:13:14
0611	1	2010-02-04 16:07:18
0612	1	2010-02-04 16:03:35
0613	1	2010-02-04 14:46:21
0614	1	2010-02-04 14:27:49
0615	1	2010-02-04 12:32:46
0616	1	2010-02-04 09:57:16
0617	1	2010-02-04 09:09:12
0618	1	2010-02-04 08:36:59
0619	1	2010-02-04 07:18:31
0620	1	2010-02-04 07:14:58
0621	1	2010-02-04 06:18:54
0622	1	2010-01-25 17:18:20
0623	1	2010-01-25 17:01:12
0624	1	2010-01-25 16:40:22
0625	1	2010-01-25 15:22:23
0626	1	2010-01-25 14:33:30
0627	1	2010-01-25 13:51:45
0628	1	2010-01-25 13:31:52
0629	1	2010-01-25 13:28:47
0630	1	2010-01-25 13:10:33
0631	1	2010-01-25 12:55:50
0632	1	2010-04-20 14:49:11
0633	1	2010-04-20 14:43:25
0634	1	2010-04-20 14:33:46
0635	1	2010-04-20 14:31:25
0636	1	2010-04-20 13:57:14
0637	1	2010-01-25 12:30:45
0638	1	2010-01-25 12:12:40
0639	1	2010-01-25 12:07:35
0640	1	2010-01-25 11:27:16
0641	1	2010-01-25 11:23:49
0642	1	2010-01-25 11:16:06
0643	1	2010-01-25 10:39:26
0644	1	2010-01-25 10:32:55
0645	1	2010-01-25 09:46:42
0646	1	2010-01-25 09:45:42
0647	1	2010-01-25 09:31:35
0648	1	2010-01-25 07:54:10
0649	1	2010-01-25 06:48:28
0650	1	2010-01-25 05:43:05
0651	1	2010-01-25 05:33:51
0652	1	2010-01-25 03:58:12
0653	1	2010-01-25 03:24:52
0654	1	2010-01-25 03:17:14
0655	1	2010-01-25 02:22:54
0656	1	2010-01-25 02:04:33
0657	1	2010-01-25 01:28:28
0658	1	2010-01-25 01:01:23
0659	1	2010-01-25 01:00:47
0660	1	2010-01-25 00:57:01
0661	1	2010-01-25 00:48:06
0662	1	2010-01-25 00:24:28
0663	1	2010-01-25 00:12:30
0664	1	2010-01-24 14:42:10
0665	1	2010-01-24 14:23:15
0666	1	2010-01-24 13:56:57
0667	1	2010-01-24 13:46:51
0668	1	2010-01-24 13:40:31
0669	1	2010-01-24 13:39:30
0670	1	2010-01-24 13:25:06
0671	1	2010-01-24 13:17:58
0672	1	2010-01-24 13:12:53
0673	1	2010-01-24 13:09:29
0674	1	2010-01-24 13:05:23
0675	1	2010-01-24 13:02:16
0676	1	2010-01-24 12:51:01
0677	1	2010-01-24 12:44:50
0678	1	2010-01-24 12:35:41
0679	1	2010-01-24 12:29:58
0680	1	2010-01-24 12:29:20
0681	1	2010-01-24 12:23:04
0682	1	2010-01-24 12:03:21
0683	1	2010-01-24 11:56:29
0684	1	2010-01-24 11:51:53
0685	1	2010-01-24 11:50:41
0686	1	2010-01-24 11:42:50
0687	1	2010-01-24 11:38:15
0688	1	2010-01-24 11:34:16
0689	1	2010-04-20 13:50:35
0690	1	2010-04-20 13:09:45
0691	1	2010-04-20 12:53:52
0692	1	2010-04-20 12:49:25
0693	1	2010-04-20 12:47:26
0694	1	2010-01-24 11:32:08
0695	1	2010-01-24 11:30:34
0696	1	2010-01-24 11:20:17
0697	1	2010-01-24 11:07:28
0698	1	2010-01-24 11:00:16
0699	1	2010-01-24 10:48:15
0700	1	2010-01-24 10:45:47
0701	1	2010-01-24 10:43:07
0702	1	2010-01-24 10:33:20
0703	1	2010-01-24 10:28:38
0704	1	2010-01-24 10:26:22
0705	1	2010-01-24 10:26:17
0706	1	2010-01-24 10:18:24
0707	1	2010-01-24 10:11:35
0708	1	2010-01-24 10:04:34
0709	1	2010-01-24 09:58:06
0710	1	2010-01-24 09:49:39
0711	1	2010-01-24 09:44:58
0712	1	2010-01-24 09:39:00
0713	1	2010-01-24 09:31:40
0714	1	2010-01-24 09:30:50
0715	1	2010-01-24 09:13:42
0716	1	2010-01-24 09:10:32
0717	1	2010-01-24 09:05:07
0718	1	2010-01-24 09:03:13
0719	1	2010-01-24 09:00:44
0720	1	2010-01-24 08:57:51
0721	1	2010-01-24 08:55:24
0722	1	2010-01-24 08:48:41
0723	1	2010-01-24 08:44:51
0724	1	2010-01-24 08:41:05
0725	1	2010-01-24 08:31:09
0726	1	2010-01-24 08:23:54
0727	1	2010-01-24 08:18:00
0728	1	2010-01-24 08:16:17
0729	1	2010-01-24 07:29:36
0730	1	2010-01-24 07:29:23
0731	1	2010-01-24 07:17:08
0732	1	2010-01-24 07:15:31
0733	1	2010-01-24 07:07:51
0734	1	2010-01-24 07:06:02
0735	1	2010-01-24 07:02:22
0736	1	2010-01-24 07:00:23
0737	1	2010-01-24 06:49:16
0738	1	2010-01-24 06:46:47
0739	1	2010-01-24 06:39:03
0740	1	2010-01-24 06:33:09
0741	1	2010-01-24 06:32:44
0742	1	2010-01-24 06:06:20
0743	1	2010-01-24 05:59:47
0744	1	2010-01-24 05:59:03
0745	1	2010-04-20 12:29:46
0746	1	2010-04-20 12:29:30
0747	1	2010-04-20 12:08:22
0748	1	2010-04-20 11:52:03
0749	1	2010-01-24 05:51:43
0750	1	2010-01-24 05:49:22
0751	1	2010-01-24 05:45:40
0752	1	2010-01-24 05:44:36
0753	1	2010-01-24 05:44:30
0754	1	2010-01-24 05:40:02
0755	1	2010-01-24 05:36:59
0756	1	2010-01-24 05:34:51
0757	1	2010-01-24 05:30:13
0758	1	2010-01-24 05:28:59
0759	1	2010-01-24 05:18:29
0760	1	2010-01-24 04:59:54
0761	1	2010-01-24 04:58:01
0762	1	2010-01-24 04:56:45
0763	1	2010-01-24 04:39:48
0764	1	2010-01-24 04:38:35
0765	1	2010-01-24 04:35:13
0766	1	2010-01-24 04:30:22
0767	1	2010-01-24 04:30:07
0768	1	2010-01-24 04:19:33
0769	1	2010-01-24 04:18:12
0770	1	2010-01-24 04:17:02
0771	1	2010-01-24 04:07:16
0772	1	2010-01-24 03:56:51
0773	1	2010-01-24 03:49:21
0774	1	2010-01-24 03:35:19
