auto	autoweb	price
0092	1	$ 30,020
0093	1	$ 32,090
0094	1	$ 27,635
0095	1	$ 46,375
0096	1	$ 44,505
0097	1	$ 41,295
0098	1	$ 32,510
0099	1	$ 34,380
0100	1	$ 32,510
0101	1	$ 29,300
0102	1	$ 30,185
0103	1	$ 41,090
0104	1	$ 32,315
0105	1	$ 34,185
0106	1	$ 32,315
0107	1	$ 29,095
0108	1	$ 46,645
0109	1	$ 43,495
0110	1	$ 28,340
0111	1	$ 33,715
0112	1	$ 31,490
0113	1	$ 31,835
0114	1	$ 29,595
0115	1	$ 27,225
0116	1	$ 27,345
0117	1	$ 35,025
0118	1	$ 33,795
0119	1	$ 30,195
0120	1	$ 42,275
0121	1	$ 39,230
0122	1	$ 27,435
0123	1	$ 20,850
0124	1	$ 32,525
0125	1	$ 29,475
0126	1	$ 24,090
0127	1	$ 33,595
0128	1	$ 46,435
0129	1	$ 28,340
0130	1	$ 33,715
0131	1	$ 31,835
0132	1	$ 29,595
0133	1	$ 30,645
0134	1	$ 27,225
0135	1	$ 27,345
0136	1	$ 33,795
0137	1	$ 30,195
0138	1	$ 35,780
0139	1	$ 36,080
0140	1	$ 42,275
0141	1	$ 38,930
0142	1	$ 20,850
0143	1	$ 21,240
0144	1	$ 32,525
0145	1	$ 29,475
0146	1	$ 30,585
0147	1	$ 33,595
0148	1	$ 41,860
0149	1	$ 45,040
0150	1	$ 48,190
0151	1	$ 41,860
0152	1	$ 45,040
0153	1	$ 48,190
0154	1	$ 45,865
0155	1	$ 33,870
0156	1	$ 39,470
0157	1	$ 39,275
0158	1	$ 37,020
0159	1	$ 38,690
0160	1	$ 44,560
0161	1	$ 42,035
0162	1	$ 32,240
0163	1	$ 30,145
0164	1	$ 27,965
0165	1	$ 35,000
0166	1	$ 33,295
0167	1	$ 33,100
0168	1	$ 35,470
0169	1	$ 33,365
0170	1	$ 38,575
0171	1	$ 36,515
0172	1	$ 40,755
0173	1	$ 38,735
0174	1	$ 43,905
0175	1	$ 41,885
0176	1	$ 29,895
0177	1	$ 34,540
0178	1	$ 34,495
0179	1	$ 43,600
0180	1	$ 43,415
0181	1	$ 46,750
0182	1	$ 46,565
0183	1	$ 37,530
0184	1	$ 36,625
0185	1	$ 32,210
0186	1	$ 40,680
0187	1	$ 40,485
0188	1	$ 39,775
0189	1	$ 36,450
0190	1	$ 42,305
0191	1	$ 42,110
0192	1	$ 39,865
0193	1	$ 45,260
0194	1	$ 43,275
0195	1	$ 43,015
0196	1	$ 33,760
0197	1	$ 29,260
0198	1	$ 34,955
0199	1	$ 32,215
0200	1	$ 33,935
0201	1	$ 34,685
0202	1	$ 37,085
0203	1	$ 35,430
0204	1	$ 43,230
0205	1	$ 42,250
0206	1	$ 30,975
0207	1	$ 35,485
0208	1	$ 34,120
0209	1	$ 34,740
0210	1	$ 31,510
0211	1	$ 32,090
0212	1	$ 26,000
0213	1	$ 24,250
0214	1	$ 27,850
0215	1	$ 31,400
0216	1	$ 24,250
0217	1	$ 27,700
0218	1	$ 31,300
0219	1	$ 56,235
0220	1	$ 53,240
0221	1	$ 43,810
0222	1	$ 61,360
0223	1	$ 53,995
0224	1	$ 58,500
0225	1	$ 44,845
0226	1	$ 58,750
0227	1	$ 41,490
0228	1	$ 44,330
0229	1	$ 43,775
0230	1	$ 47,900
0231	1	$ 43,110
0232	1	$ 47,510
0233	1	$ 50,355
0234	1	$ 35,525
0235	1	$ 57,950
0236	1	$ 57,450
0237	1	$ 54,470
0238	1	$ 57,140
0239	1	$ 35,100
0240	1	$ 37,420
0241	1	$ 33,315
0242	1	$ 32,145
0243	1	$ 33,315
0244	1	$ 32,145
0245	1	$ 40,610
0246	1	$ 39,440
0247	1	$ 41,030
0248	1	$ 37,595
0249	1	$ 45,340
0250	1	$ 44,890
0251	1	$ 73,230
0252	1	$ 74,450
0253	1	$ 65,380
0254	1	$ 70,925
0255	1	$ 76,905
0256	1	$ 43,235
0257	1	$ 42,685
0258	1	$ 18,999
0259	1	$ 20,699
0260	1	$ 27,799
0261	1	$ 32,599
0262	1	$ 32,099
0263	1	$ 27,999
0264	1	$ 29,999
0265	1	$ 23,999
0266	1	$ 23,999
0267	1	$ 27,695
0268	1	$ 15,195
0269	1	$ 16,990
0270	1	$ 18,990
0271	1	$ 38,990
0272	1	$ 35,790
0273	1	$ 19,895
0274	1	$ 27,590
0275	1	$ 19,190
0276	1	$ 24,495
0277	1	$ 22,995
0278	1	$ 25,795
0279	1	$ 22,240
0280	1	$ 20,840
0281	1	$ 23,940
0282	1	$ 22,540
0283	1	$ 26,390
0284	1	$ 24,990
0285	1	$ 18,495
0286	1	$ 21,695
0287	1	$109,000
0288	1	$ 15,995
0289	1	$ 19,395
0290	1	$ 18,395
0291	1	$ 16,995
0292	1	$ 14,695
0293	1	$ 18,495
0294	1	$ 17,495
0295	1	$ 17,595
0296	1	$ 18,695
0297	1	$ 17,695
0298	1	$ 20,495
0299	1	$ 25,995
0300	1	$ 20,995
0301	1	$ 19,195
0302	1	$ 22,795
0303	1	$ 12,295
0304	1	$ 14,995
0305	1	$ 11,695
0306	1	$ 14,695
0307	1	$ 14,895
0308	1	$ 16,395
0309	1	$ 22,195
0310	1	$ 29,095
0311	1	$ 22,595
0312	1	$ 25,395
0313	1	$ 32,195
0314	1	$ 33,895
0315	1	$ 18,495
0316	1	$ 16,495
0317	1	$ 18,495
0318	1	$ 15,195
0319	1	$ 24,795
0320	1	$ 20,295
0321	1	$ 19,995
0322	1	$ 20,495
0323	1	$ 16,995
0324	1	$ 22,495
0325	1	$ 34,500
0326	1	$ 29,450
0327	1	$ 34,200
0328	1	$ 29,150
0329	1	$ 40,650
0330	1	$ 36,050
0331	1	$ 38,200
0332	1	$ 38,600
0333	1	$ 35,650
0334	1	$ 33,650
0335	1	$ 35,150
0336	1	$ 33,150
0337	1	$ 35,700
0338	1	$ 38,100
0339	1	$ 35,150
0340	1	$ 36,200
0341	1	$ 33,150
0342	1	$ 45,050
0343	1	$ 43,100
0344	1	$ 51,700
0345	1	$ 58,700
0346	1	$ 41,100
0347	1	$ 42,600
0348	1	$ 51,200
0349	1	$ 44,550
0350	1	$ 51,900
0351	1	$ 49,600
0352	1	$ 51,250
0353	1	$ 58,300
0354	1	$ 56,000
0355	1	$ 56,000
0356	1	$ 62,000
0357	1	$ 63,900
0358	1	$ 63,900
0359	1	$ 78,450
0360	1	$ 70,650
0361	1	$ 75,050
0362	1	$ 82,500
0363	1	$ 85,000
0364	1	$122,000
0365	1	$125,900
0366	1	$ 55,400
0367	1	$ 36,750
0368	1	$ 41,050
0369	1	$ 54,600
0370	1	$ 47,600
0371	1	$ 56,300
0372	1	$ 57,000
0373	1	$ 67,700
0374	1	$ 89,200
0375	1	$ 46,500
0376	1	$ 61,550
0377	1	$ 46,000
0378	1	$ 51,900
0379	1	$ 25,255
0380	1	$ 27,105
0381	1	$ 29,105
0382	1	$ 21,180
0383	1	$ 22,980
0384	1	$ 23,580
0385	1	$ 22,780
0386	1	$ 23,730
0387	1	$ 27,080
0388	1	$ 29,730
0389	1	$ 24,680
0390	1	$ 24,630
0391	1	$ 26,030
0392	1	$ 21,855
0393	1	$ 22,055
0394	1	$ 26,805
0395	1	$ 29,305
0396	1	$ 31,305
0397	1	$ 31,105
0398	1	$ 31,305
0399	1	$ 34,020
0400	1	$ 29,670
0401	1	$ 32,570
0402	1	$ 36,220
0403	1	$ 16,405
0404	1	$ 16,605
0405	1	$ 22,405
0406	1	$ 22,405
0407	1	$ 21,955
0408	1	$ 23,955
0409	1	$ 25,490
0410	1	$ 18,355
0411	1	$ 18,555
0412	1	$ 17,555
0413	1	$ 17,755
0414	1	$ 22,405
0415	1	$ 22,405
0416	1	$ 24,205
0417	1	$ 24,405
0418	1	$ 20,255
0419	1	$ 19,455
0420	1	$ 23,805
0421	1	$ 23,805
0422	1	$ 23,005
0423	1	$ 23,005
0424	1	$ 18,205
0425	1	$ 18,405
0426	1	$ 17,405
0427	1	$ 18,205
0428	1	$ 22,255
0429	1	$ 22,455
0430	1	$ 24,255
0431	1	$ 24,055
0432	1	$ 24,255
0433	1	$ 17,205
0434	1	$ 27,150
0435	1	$ 25,950
0436	1	$ 25,000
0437	1	$ 21,695
0438	1	$ 23,645
0439	1	$ 23,845
0440	1	$ 27,745
0441	1	$ 22,795
0442	1	$ 19,850
0443	1	$ 21,410
0444	1	$ 20,760
0445	1	$ 23,210
0446	1	$ 22,560
0447	1	$ 22,935
0448	1	$ 20,825
0449	1	$ 23,885
0450	1	$ 22,635
0451	1	$ 25,585
0452	1	$ 20,525
0453	1	$ 15,900
0454	1	$ 15,100
0455	1	$ 16,860
0456	1	$ 16,410
0457	1	$ 21,300
0458	1	$ 23,100
0459	1	$ 30,950
0460	1	$ 34,450
0461	1	$ 36,050
0462	1	$ 36,450
0463	1	$ 27,800
0464	1	$ 29,905
0465	1	$ 30,895
0466	1	$ 33,995
0467	1	$ 37,195
0468	1	$ 35,595
0469	1	$ 35,445
0470	1	$ 38,645
0471	1	$ 28,900
0472	1	$ 31,605
0473	1	$ 36,780
0474	1	$ 41,270
0475	1	$ 43,160
0476	1	$ 48,160
0477	1	$ 46,195
0478	1	$ 46,195
0479	1	$ 38,845
0480	1	$ 34,330
0481	1	$ 36,115
0482	1	$ 59,320
0483	1	$ 62,220
0484	1	$ 57,115
0485	1	$ 52,595
0486	1	$ 46,925
0487	1	$ 30,410
0488	1	$ 36,380
0489	1	$ 42,170
0490	1	$ 40,870
0491	1	$ 23,440
0492	1	$ 22,060
0493	1	$ 19,900
0494	1	$ 24,740
0495	1	$ 23,440
0496	1	$ 24,520
0497	1	$ 50,090
0498	1	$ 52,890
0499	1	$ 37,910
0500	1	$ 52,490
0501	1	$ 43,110
0502	1	$ 42,440
0503	1	$ 13,990
0504	1	$ 16,350
0505	1	$ 15,350
0506	1	$ 17,450
0507	1	$ 20,440
0508	1	$ 15,350
0509	1	$ 29,610
0510	1	$ 27,670
0511	1	$ 21,760
0512	1	$ 24,460
0513	1	$ 28,430
0514	1	$ 25,270
0515	1	$ 25,470
0516	1	$ 24,240
0517	1	$ 26,940
0518	1	$ 21,980
0519	1	$ 29,270
0520	1	$ 27,620
0521	1	$ 25,010
0522	1	$ 29,060
0523	1	$ 27,710
0524	1	$ 26,660
0525	1	$ 24,140
0526	1	$ 23,340
0527	1	$ 26,840
0528	1	$ 24,190
0529	1	$ 23,090
0530	1	$ 22,290
0531	1	$ 20,440
0532	1	$ 25,790
0533	1	$ 23,140
0534	1	$ 20,690
0535	1	$ 19,640
0536	1	$ 18,590
0537	1	$ 17,540
0538	1	$ 84,060
0539	1	$ 80,790
0540	1	$ 83,040
0541	1	$ 20,760
0542	1	$ 20,260
0543	1	$ 22,260
0544	1	$ 33,720
0545	1	$ 32,780
0546	1	$ 33,530
0547	1	$ 30,690
0548	1	$ 33,410
0549	1	$ 39,140
0550	1	$ 30,100
0551	1	$ 35,450
0552	1	$ 37,110
0553	1	$ 29,940
0554	1	$ 30,460
0555	1	$ 39,670
0556	1	$ 42,600
0557	1	$ 27,840
0558	1	$ 29,840
0559	1	$ 35,490
0560	1	$ 33,190
0561	1	$ 25,950
0562	1	$ 26,650
0563	1	$ 22,060
0564	1	$ 24,410
0565	1	$ 24,470
0566	1	$ 23,300
0567	1	$ 22,050
0568	1	$ 15,520
0569	1	$ 18,850
0570	1	$ 17,450
0571	1	$ 19,580
0572	1	$ 15,420
0573	1	$ 17,160
0574	1	$ 19,580
0575	1	$ 20,080
0576	1	$ 34,350
0577	1	$ 34,550
0578	1	$ 26,820
0579	1	$ 29,670
0580	1	$ 36,920
0581	1	$ 39,620
0582	1	$ 31,020
0583	1	$ 33,870
0584	1	$ 34,070
0585	1	$ 34,270
0586	1	$ 33,590
0587	1	$ 31,390
0588	1	$ 29,090
0589	1	$ 29,390
0590	1	$ 12,240
0591	1	$ 14,520
0592	1	$ 13,520
0593	1	$ 9,990
0594	1	$ 13,350
0595	1	$ 16,350
0596	1	$ 16,780
0597	1	$ 27,890
0598	1	$ 26,840
0599	1	$ 25,900
0600	1	$ 23,850
0601	1	$ 29,500
0602	1	$ 25,720
0603	1	$ 27,770
0604	1	$ 28,650
0605	1	$ 23,550
0606	1	$ 25,600
0607	1	$ 39,685
0608	1	$ 29,525
0609	1	$ 31,265
0610	1	$ 27,500
0611	1	$ 30,915
0612	1	$ 29,175
0613	1	$ 35,700
0614	1	$ 32,445
0615	1	$ 19,720
0616	1	$ 22,225
0617	1	$ 24,890
0618	1	$ 23,490
0619	1	$ 22,490
0620	1	$ 26,250
0621	1	$ 19,395
0622	1	$ 20,445
0623	1	$ 20,850
0624	1	$ 24,565
0625	1	$ 22,165
0626	1	$ 25,925
0627	1	$ 26,575
0628	1	$ 16,250
0629	1	$ 15,450
0630	1	$ 16,850
0631	1	$ 15,450
0632	1	$ 16,850
0633	1	$ 17,350
0634	1	$ 16,520
0635	1	$ 17,750
0636	1	$ 26,470
0637	1	$ 25,290
0638	1	$ 25,770
0639	1	$ 25,360
0640	1	$ 27,390
0641	1	$ 28,545
0642	1	$ 36,345
0643	1	$ 31,995
0644	1	$ 33,150
0645	1	$ 25,855
0646	1	$ 29,200
0647	1	$ 33,220
0648	1	$ 33,930
0649	1	$ 34,900
0650	1	$ 68,020
0651	1	$ 20,910
0652	1	$ 17,510
0653	1	$ 16,700
0654	1	$ 18,610
0655	1	$ 17,510
0656	1	$ 19,800
0657	1	$ 22,110
0658	1	$ 21,650
0659	1	$ 24,050
0660	1	$ 26,850
0661	1	$ 21,400
0662	1	$ 23,800
0663	1	$ 23,325
0664	1	$ 21,925
0665	1	$ 23,960
0666	1	$ 24,915
0667	1	$ 26,955
0668	1	$ 25,555
0669	1	$ 23,075
0670	1	$ 23,710
0671	1	$ 26,055
0672	1	$ 27,985
0673	1	$ 26,585
0674	1	$ 23,375
0675	1	$ 56,730
0676	1	$ 59,955
0677	1	$ 39,580
0678	1	$ 42,805
0679	1	$ 40,205
0680	1	$ 43,430
0681	1	$ 49,140
0682	1	$ 52,365
0683	1	$ 59,405
0684	1	$ 59,405
0685	1	$ 39,030
0686	1	$ 42,255
0687	1	$ 39,655
0688	1	$ 42,880
0689	1	$ 42,880
0690	1	$ 31,330
0691	1	$ 30,750
0692	1	$ 34,715
0693	1	$ 26,215
0694	1	$ 32,485
0695	1	$ 17,265
0696	1	$ 24,390
0697	1	$ 27,025
0698	1	$ 16,365
0699	1	$ 23,490
0700	1	$ 26,145
0701	1	$ 20,555
0702	1	$ 21,865
0703	1	$ 22,750
0704	1	$ 25,925
0705	1	$ 25,735
0706	1	$ 23,675
0707	1	$ 20,280
0708	1	$ 15,345
0709	1	$ 16,230
0710	1	$ 25,650
0711	1	$ 25,460
0712	1	$ 28,655
0713	1	$ 29,130
0714	1	$ 29,460
0715	1	$ 26,410
0716	1	$ 32,295
0717	1	$ 33,540
0718	1	$ 30,715
0719	1	$ 39,920
0720	1	$ 23,935
0721	1	$ 24,265
0722	1	$ 29,460
0723	1	$ 26,870
0724	1	$ 28,035
0725	1	$ 24,655
0726	1	$ 31,280
0727	1	$ 28,705
0728	1	$ 29,035
0729	1	$ 25,655
0730	1	$ 25,985
0731	1	$ 31,280
0732	1	$ 31,815
0733	1	$ 28,990
0734	1	$ 30,065
0735	1	$ 33,115
0736	1	$ 30,290
0737	1	$ 27,240
0738	1	$ 33,115
0739	1	$ 30,290
0740	1	$ 38,105
0741	1	$ 38,620
0742	1	$ 35,570
0743	1	$ 39,395
0744	1	$ 42,455
0745	1	$ 39,920
0746	1	$ 36,860
0747	1	$ 39,920
0748	1	$ 27,925
0749	1	$ 28,300
0750	1	$ 26,275
0751	1	$ 29,550
0752	1	$ 13,655
0753	1	$ 13,955
0754	1	$ 14,415
0755	1	$ 13,405
0756	1	$ 13,705
0757	1	$ 44,095
0758	1	$ 42,095
0759	1	$ 37,615
0760	1	$ 40,630
0761	1	$ 38,630
0762	1	$ 35,515
0763	1	$ 33,070
0764	1	$ 29,555
0765	1	$ 33,765
0766	1	$ 29,645
0767	1	$ 33,015
0768	1	$ 35,675
0769	1	$ 44,460
0770	1	$ 35,625
0771	1	$ 42,515
0772	1	$ 14,695
0773	1	$ 13,695
0774	1	$ 9,985
0775	1	$ 13,695
0776	1	$ 16,145
0777	1	$ 13,645
0778	1	$ 9,970
0779	1	$ 11,995
0780	1	$ 16,195
0781	1	$ 25,495
0782	1	$ 19,980
0783	1	$ 19,980
0784	1	$ 16,895
0785	1	$ 17,845
0786	1	$ 17,195
0787	1	$ 18,995
0788	1	$ 33,000
0789	1	$ 23,500
0790	1	$ 22,250
0791	1	$ 26,750
0792	1	$ 24,500
0793	1	$ 29,750
0794	1	$ 29,750
0795	1	$ 26,750
0796	1	$ 23,250
0797	1	$ 22,000
0798	1	$ 25,500
0799	1	$ 24,250
0800	1	$ 23,750
0801	1	$ 26,500
0802	1	$ 30,000
0803	1	$ 28,500
0804	1	$ 21,695
0805	1	$ 24,695
0806	1	$ 27,045
0807	1	$ 28,995
0808	1	$ 30,695
0809	1	$ 25,995
0810	1	$ 26,645
0811	1	$ 30,295
0812	1	$ 27,895
0813	1	$ 20,195
0814	1	$ 20,195
0815	1	$ 22,595
0816	1	$ 24,145
0817	1	$ 19,900
0818	1	$ 24,550
0819	1	$ 26,550
0820	1	$ 24,550
0821	1	$ 22,050
0822	1	$ 19,745
0823	1	$ 18,745
0824	1	$ 23,495
0825	1	$ 23,495
0826	1	$ 24,695
0827	1	$ 18,995
0828	1	$ 24,345
0829	1	$ 25,845
0830	1	$ 28,145
0831	1	$ 28,145
0832	1	$ 54,990
0833	1	$ 84,100
0834	1	$ 96,800
0835	1	$ 77,800
0836	1	$ 90,500
0837	1	$135,500
0838	1	$115,700
0839	1	$ 92,100
0840	1	$135,500
0841	1	$172,100
0842	1	$ 95,100
0843	1	$ 84,100
0844	1	$106,100
0845	1	$ 95,100
0846	1	$ 88,800
0847	1	$ 92,100
0848	1	$143,800
0849	1	$ 47,600
0850	1	$ 61,200
0851	1	$ 49,700
0852	1	$ 63,700
0853	1	$ 75,400
0854	1	$ 70,800
0855	1	$ 99,900
0856	1	$126,300
0857	1	$ 51,400
0858	1	$ 51,400
0859	1	$ 61,500
0860	1	$ 74,400
0861	1	$ 78,900
0862	1	$ 89,800
0863	1	$135,300
0864	1	$ 89,800
0865	1	$132,600
0866	1	$ 40,390
0867	1	$ 34,665
0868	1	$ 33,865
0869	1	$ 29,615
0870	1	$ 28,515
0871	1	$ 39,990
0872	1	$ 34,375
0873	1	$ 31,220
0874	1	$ 30,120
0875	1	$ 30,120
0876	1	$ 28,200
0877	1	$ 29,300
0878	1	$ 28,200
0879	1	$ 33,080
0880	1	$ 28,860
0881	1	$ 27,760
0882	1	$ 28,860
0883	1	$ 39,220
0884	1	$ 33,995
0885	1	$ 32,390
0886	1	$ 33,490
0887	1	$ 32,390
0888	1	$ 35,950
0889	1	$ 19,065
0890	1	$ 19,685
0891	1	$ 17,965
0892	1	$ 19,065
0893	1	$ 19,685
0894	1	$ 17,965
0895	1	$ 23,435
0896	1	$ 18,720
0897	1	$ 17,620
0898	1	$ 23,255
0899	1	$ 25,390
0900	1	$ 23,690
0901	1	$ 25,390
0902	1	$ 23,690
0903	1	$ 24,290
0904	1	$ 26,540
0905	1	$ 27,140
0906	1	$ 28,575
0907	1	$ 26,875
0908	1	$ 26,875
0909	1	$ 27,475
0910	1	$ 27,140
0911	1	$ 23,465
0912	1	$ 24,070
0913	1	$ 25,170
0914	1	$ 24,070
0915	1	$ 16,095
0916	1	$ 24,095
0917	1	$ 25,295
0918	1	$ 18,195
0919	1	$ 21,895
0920	1	$ 19,295
0921	1	$ 22,495
0922	1	$ 21,395
0923	1	$ 22,495
0924	1	$ 24,095
0925	1	$ 22,995
0926	1	$ 19,825
0927	1	$ 19,825
0928	1	$ 23,455
0929	1	$ 25,830
0930	1	$ 24,730
0931	1	$ 18,295
0932	1	$ 19,395
0933	1	$ 18,295
0934	1	$ 20,610
0935	1	$ 23,240
0936	1	$ 23,240
0937	1	$ 25,715
0938	1	$ 22,830
0939	1	$ 24,990
0940	1	$ 23,265
0941	1	$ 23,265
0942	1	$ 19,790
0943	1	$ 18,690
0944	1	$ 20,390
0945	1	$ 27,390
0946	1	$ 20,390
0947	1	$ 19,790
0948	1	$ 18,690
0949	1	$ 26,390
0950	1	$ 27,195
0951	1	$ 28,755
0952	1	$ 25,900
0953	1	$ 30,600
0954	1	$ 25,900
0955	1	$ 32,600
0956	1	$ 33,600
0957	1	$ 42,500
0958	1	$ 36,600
0959	1	$ 38,600
0960	1	$ 24,585
0961	1	$ 23,485
0962	1	$ 26,540
0963	1	$ 30,135
0964	1	$ 32,820
0965	1	$ 34,775
0966	1	$ 37,050
0967	1	$ 23,200
0968	1	$ 26,250
0969	1	$ 31,550
0970	1	$ 27,750
0971	1	$ 29,700
0972	1	$ 54,000
0973	1	$ 48,300
0974	1	$ 44,450
0975	1	$ 44,350
0976	1	$ 40,850
0977	1	$ 42,800
0978	1	$ 58,200
0979	1	$ 37,900
0980	1	$ 57,350
0981	1	$ 37,300
0982	1	$ 35,300
0983	1	$ 37,100
0984	1	$157,000
0985	1	$150,250
0986	1	$209,300
0987	1	$154,400
0988	1	$145,200
0989	1	$207,170
0990	1	$ 99,050
0991	1	$ 72,400
0992	1	$ 51,900
0993	1	$ 56,200
0994	1	$ 50,900
0995	1	$ 48,850
0996	1	$ 49,400
0997	1	$ 64,800
0998	1	$ 57,100
0999	1	$ 87,600
1000	1	$ 48,050
1001	1	$ 58,800
1002	1	$ 54,650
1003	1	$ 56,300
1004	1	$124,450
1005	1	$105,750
1006	1	$ 61,950
1007	1	$ 59,950
1008	1	$ 82,850
1009	1	$ 37,500
1010	1	$ 34,600
1011	1	$ 48,990
1012	1	$ 50,490
1013	1	$ 55,000
1014	1	$ 56,750
1015	1	$ 51,740
1016	1	$ 50,800
1017	1	$ 96,650
1018	1	$ 93,650
1019	1	$158,050
1020	1	$209,000
1021	1	$ 87,950
1022	1	$ 94,600
1023	1	$149,700
1024	1	$102,600
1025	1	$ 47,650
1026	1	$ 53,300
1027	1	$ 46,900
1028	1	$ 51,900
1029	1	$ 35,995
1030	1	$ 42,290
1031	1	$ 42,990
1032	1	$ 39,915
1033	1	$ 42,355
1034	1	$ 35,995
1035	1	$ 40,990
1036	1	$ 39,815
1037	1	$ 41,565
1038	1	$ 41,565
1039	1	$ 45,265
1040	1	$ 38,365
1041	1	$ 40,165
1042	1	$ 38,165
1043	1	$ 41,420
1044	1	$ 42,605
1045	1	$ 47,010
1046	1	$ 43,465
1047	1	$ 41,565
1048	1	$ 38,365
1049	1	$ 35,165
1050	1	$ 41,065
1051	1	$ 42,865
1052	1	$ 40,965
1053	1	$ 43,365
1054	1	$ 48,765
1055	1	$ 50,565
1056	1	$ 46,865
1057	1	$ 48,665
1058	1	$ 62,165
1059	1	$ 62,165
1060	1	$ 60,720
1061	1	$ 46,680
1062	1	$ 46,780
1063	1	$ 51,525
1064	1	$ 59,475
1065	1	$ 63,160
1066	1	$ 65,710
1067	1	$ 71,825
1068	1	$ 82,290
1069	1	$ 84,790
1070	1	$ 71,665
1071	1	$ 65,045
1072	1	$ 68,610
1073	1	$ 71,160
1074	1	$ 81,625
1075	1	$ 84,125
1076	1	$ 71,000
1077	1	$ 68,265
1078	1	$ 74,380
1079	1	$ 84,845
1080	1	$ 77,370
1081	1	$ 67,600
1082	1	$ 71,215
1083	1	$ 73,715
1084	1	$ 86,680
1085	1	$ 74,205
1086	1	$ 76,705
1087	1	$ 61,885
1088	1	$ 69,465
1089	1	$ 66,610
1090	1	$ 69,000
1091	1	$ 73,840
1092	1	$ 88,140
1093	1	$ 73,425
1094	1	$ 75,975
1095	1	$ 42,450
1096	1	$ 48,540
1097	1	$ 44,895
1098	1	$ 52,360
1099	1	$ 33,830
1100	1	$ 39,905
1101	1	$ 37,410
1102	1	$ 51,860
1103	1	$ 50,820
1104	1	$ 47,280
1105	1	$ 52,285
1106	1	$ 46,845
1107	1	$ 55,945
1108	1	$ 34,150
1109	1	$ 35,550
1110	1	$ 36,350
1111	1	$ 33,800
1112	1	$ 35,200
1113	1	$ 36,000
1114	1	$ 42,850
1115	1	$ 44,300
1116	1	$ 32,350
1117	1	$ 44,500
1118	1	$ 36,200
1119	1	$ 37,650
1120	1	$ 56,750
1121	1	$ 48,950
1122	1	$ 39,450
1123	1	$ 54,900
1124	1	$ 36,050
1125	1	$ 37,500
1126	1	$ 46,950
1127	1	$ 43,550
1128	1	$ 39,150
1129	1	$ 57,200
1130	1	$ 57,200
1131	1	$ 60,300
1132	1	$ 56,700
1133	1	$ 59,800
1134	1	$135,800
1135	1	$134,200
1136	1	$450,000
1137	1	$ 26,300
1138	1	$ 27,750
1139	1	$ 31,150
1140	1	$ 31,350
1141	1	$ 31,150
1142	1	$ 31,450
1143	1	$ 39,200
1144	1	$ 28,700
1145	1	$ 33,550
1146	1	$ 34,400
1147	1	$ 32,400
1148	1	$ 38,050
1149	1	$ 38,400
1150	1	$ 41,550
1151	1	$ 34,395
1152	1	$ 32,395
1153	1	$ 34,000
1154	1	$ 37,950
1155	1	$ 42,800
1156	1	$ 40,200
1157	1	$ 40,000
1158	1	$ 48,000
1159	1	$ 41,500
1160	1	$ 47,500
1161	1	$ 46,005
1162	1	$ 49,310
1163	1	$ 38,830
1164	1	$ 14,250
1165	1	$ 14,100
1166	1	$ 15,365
1167	1	$ 15,365
1168	1	$ 14,250
