auto	autobytel	price
0098	1	$ 39,450
0099	1	$ 39,200
0100	1	$ 54,900
0101	1	$ 50,550
0102	1	$ 43,350
0103	1	$ 33,250
0104	1	$ 46,950
0105	1	$ 40,400
0106	1	$ 36,650
0107	1	$ 43,550
0108	1	$ 57,200
0109	1	$ 56,700
0110	1	$ 59,800
0111	1	$ 56,500
0112	1	$ 56,150
0113	1	$ 67,150
0114	1	$110,200
0115	1	$ 90,700
0116	1	$ 86,650
0117	1	$111,150
0118	1	$ 71,650
0119	1	$114,150
0120	1	$ 89,000
0121	1	$ 96,125
0122	1	$102,125
0123	1	$104,625
0124	1	$ 88,150
0125	1	$101,150
0126	1	$ 95,150
0127	1	$ 42,830
0128	1	$ 31,575
0129	1	$ 33,575
0130	1	$ 25,780
0131	1	$ 23,995
0132	1	$ 16,065
0133	1	$ 23,385
0134	1	$ 15,365
0135	1	$ 18,720
0136	1	$ 32,215
0137	1	$ 38,410
0138	1	$ 41,910
0139	1	$ 30,710
0140	1	$ 32,680
0141	1	$ 37,480
0142	1	$ 39,420
0143	1	$ 43,325
0144	1	$ 24,865
0145	1	$ 23,255
0146	1	$ 24,865
0147	1	$ 23,895
0148	1	$ 22,195
0149	1	$ 17,695
0150	1	$ 24,550
0151	1	$ 15,365
0152	1	$ 17,795
0153	1	$ 29,245
0154	1	$ 27,245
0155	1	$ 22,045
0156	1	$ 21,165
0157	1	$ 32,745
0158	1	$ 29,945
0159	1	$ 25,545
0160	1	$ 28,905
0161	1	$ 23,410
0162	1	$ 24,585
0163	1	$ 27,930
0164	1	$ 17,395
0165	1	$ 15,995
0166	1	$ 14,995
0167	1	$ 18,895
0168	1	$ 16,995
0169	1	$ 15,995
0170	1	$ 17,595
0171	1	$ 14,695
0172	1	$ 13,695
0173	1	$ 18,495
0174	1	$ 17,995
0175	1	$ 19,395
0176	1	$ 18,395
0177	1	$ 18,695
0178	1	$ 22,495
0179	1	$ 20,495
0180	1	$ 20,995
0181	1	$ 21,995
0182	1	$ 19,195
0183	1	$ 21,795
0184	1	$ 22,795
0185	1	$ 16,095
0186	1	$ 11,695
0187	1	$ 14,695
0188	1	$ 13,795
0189	1	$ 14,895
0190	1	$ 13,895
0191	1	$ 15,195
0192	1	$ 29,195
0193	1	$ 22,195
0194	1	$ 28,695
0195	1	$ 20,995
0196	1	$ 27,395
0197	1	$ 22,595
0198	1	$ 25,395
0199	1	$ 16,495
0200	1	$ 13,300
0201	1	$ 17,195
0202	1	$ 16,195
0203	1	$ 15,195
0204	1	$ 13,300
0205	1	$ 18,195
0206	1	$ 17,195
0207	1	$ 23,295
0208	1	$ 20,295
0209	1	$ 21,795
0210	1	$ 23,495
0211	1	$ 20,495
0212	1	$ 20,995
0213	1	$225,400
0214	1	$237,600
0215	1	$198,000
0216	1	$219,800
0217	1	$450,000
0218	1	$ 30,250
0219	1	$ 27,270
0220	1	$ 30,850
0221	1	$ 27,270
0222	1	$ 28,750
0223	1	$ 32,850
0224	1	$ 31,950
0225	1	$ 35,940
0226	1	$ 32,350
0227	1	$ 35,350
0228	1	$ 33,550
0229	1	$ 36,500
0230	1	$ 42,000
0231	1	$ 37,200
0232	1	$ 44,000
0233	1	$ 44,100
0234	1	$ 50,200
0235	1	$ 45,200
0236	1	$ 78,050
0237	1	$ 35,200
0238	1	$ 42,500
0239	1	$ 37,350
0240	1	$ 45,700
0241	1	$ 50,900
0242	1	$ 46,900
0243	1	$127,700
0244	1	$123,300
0245	1	$136,800
0246	1	$147,500
0247	1	$170,100
0248	1	$123,300
0249	1	$155,100
0250	1	$146,000
0251	1	$ 48,000
0252	1	$ 45,900
0253	1	$ 47,300
0254	1	$ 53,100
0255	1	$ 58,450
0256	1	$ 58,250
0257	1	$ 38,300
0258	1	$ 37,800
0259	1	$ 40,800
0260	1	$ 47,000
0261	1	$ 50,000
0262	1	$ 35,700
0263	1	$ 35,500
0264	1	$ 47,650
0265	1	$ 47,250
0266	1	$ 95,465
0267	1	$ 78,425
0268	1	$ 94,275
0269	1	$ 73,345
0270	1	$ 35,525
0271	1	$ 35,175
0272	1	$ 47,950
0273	1	$ 54,470
0274	1	$ 54,070
0275	1	$ 52,345
0276	1	$ 35,100
0277	1	$ 37,870
0278	1	$ 34,650
0279	1	$ 37,420
0280	1	$ 33,315
0281	1	$ 32,145
0282	1	$ 33,315
0283	1	$ 32,145
0284	1	$ 35,775
0285	1	$ 39,890
0286	1	$ 40,610
0287	1	$ 41,030
0288	1	$ 38,570
0289	1	$ 37,595
0290	1	$ 44,890
0291	1	$ 59,010
0292	1	$ 67,685
0293	1	$ 73,230
0294	1	$ 70,925
0295	1	$ 68,905
0296	1	$ 74,450
0297	1	$ 70,925
0298	1	$108,800
0299	1	$ 76,905
0300	1	$ 39,375
0301	1	$ 37,975
0302	1	$ 39,025
0303	1	$ 37,625
0304	1	$ 44,825
0305	1	$ 43,235
0306	1	$ 42,685
0307	1	$ 43,160
0308	1	$ 41,270
0309	1	$ 44,200
0310	1	$ 49,200
0311	1	$ 40,995
0312	1	$ 39,145
0313	1	$ 40,695
0314	1	$ 34,330
0315	1	$ 36,115
0316	1	$ 34,225
0317	1	$ 57,155
0318	1	$ 60,055
0319	1	$ 59,320
0320	1	$ 52,595
0321	1	$ 52,595
0322	1	$ 54,990
0323	1	$135,800
0324	1	$122,000
0325	1	$126,250
0326	1	$134,200
0327	1	$405,500
0328	1	$455,500
0329	1	$456,500
0330	1	$506,500
0331	1	$ 22,795
0332	1	$ 31,640
0333	1	$ 33,035
0334	1	$ 22,490
0335	1	$ 34,535
0336	1	$ 33,145
0337	1	$ 29,135
0338	1	$ 32,445
0339	1	$ 31,055
0340	1	$ 34,215
0341	1	$ 32,815
0342	1	$ 30,205
0343	1	$ 32,125
0344	1	$ 30,725
0345	1	$ 14,980
0346	1	$ 16,435
0347	1	$ 23,810
0348	1	$ 23,010
0349	1	$ 16,705
0350	1	$ 20,045
0351	1	$ 16,255
0352	1	$ 15,345
0353	1	$ 18,775
0354	1	$ 20,485
0355	1	$ 19,685
0356	1	$ 20,195
0357	1	$ 19,195
0358	1	$ 21,195
0359	1	$ 23,240
0360	1	$ 19,670
0361	1	$ 18,510
0362	1	$ 21,485
0363	1	$ 26,820
0364	1	$ 22,635
0365	1	$ 24,240
0366	1	$ 29,320
0367	1	$ 26,085
0368	1	$ 20,470
0369	1	$ 19,470
0370	1	$ 23,900
0371	1	$ 28,540
0372	1	$ 26,600
0373	1	$ 23,700
0374	1	$ 23,340
0375	1	$ 29,650
0376	1	$ 28,550
0377	1	$ 28,250
0378	1	$ 27,660
0379	1	$ 26,560
0380	1	$ 25,220
0381	1	$ 25,300
0382	1	$ 32,260
0383	1	$ 32,290
0384	1	$ 26,795
0385	1	$ 32,110
0386	1	$ 32,140
0387	1	$ 26,645
0388	1	$ 22,595
0389	1	$ 20,555
0390	1	$ 25,495
0391	1	$ 27,315
0392	1	$ 22,445
0393	1	$ 24,200
0394	1	$ 23,590
0395	1	$ 25,345
0396	1	$ 27,165
0397	1	$ 29,175
0398	1	$ 33,445
0399	1	$ 39,990
0400	1	$ 58,200
0401	1	$ 37,900
0402	1	$ 35,900
0403	1	$ 37,490
0404	1	$ 33,990
0405	1	$ 39,750
0406	1	$ 57,350
0407	1	$ 35,300
0408	1	$ 37,100
0409	1	$ 33,600
0410	1	$157,000
0411	1	$209,300
0412	1	$110,400
0413	1	$207,170
0414	1	$ 72,400
0415	1	$ 97,950
0416	1	$ 51,900
0417	1	$ 49,400
0418	1	$ 59,600
0419	1	$ 64,800
0420	1	$ 55,450
0421	1	$ 54,650
0422	1	$124,450
0423	1	$122,700
0424	1	$104,000
0425	1	$ 84,450
0426	1	$ 36,600
0427	1	$ 46,490
0428	1	$ 48,990
0429	1	$ 55,790
0430	1	$ 57,590
0431	1	$ 92,590
0432	1	$ 45,700
0433	1	$ 48,200
0434	1	$ 55,000
0435	1	$ 50,240
0436	1	$ 51,740
0437	1	$ 96,650
0438	1	$ 93,650
0439	1	$158,050
0440	1	$137,000
0441	1	$ 87,950
0442	1	$ 94,600
0443	1	$ 91,600
0444	1	$149,700
0445	1	$133,550
0446	1	$201,150
0447	1	$102,600
0448	1	$139,050
0449	1	$ 46,900
0450	1	$ 51,900
0451	1	$ 66,650
0452	1	$ 42,290
0453	1	$ 37,295
0454	1	$ 35,995
0455	1	$ 38,210
0456	1	$ 41,980
0457	1	$ 44,550
0458	1	$ 29,810
0459	1	$ 25,315
0460	1	$ 23,565
0461	1	$ 25,635
0462	1	$ 27,380
0463	1	$ 31,855
0464	1	$ 30,105
0465	1	$ 22,025
0466	1	$ 21,860
0467	1	$ 25,000
0468	1	$ 28,180
0469	1	$ 31,800
0470	1	$ 34,860
0471	1	$ 37,180
0472	1	$ 24,250
0473	1	$ 18,800
0474	1	$ 21,100
0475	1	$ 27,850
0476	1	$ 23,000
0477	1	$ 22,300
0478	1	$ 24,800
0479	1	$ 29,100
0480	1	$ 28,800
0481	1	$ 31,000
0482	1	$177,600
0483	1	$202,500
0484	1	$182,800
0485	1	$207,700
0486	1	$201,500
0487	1	$231,400
0488	1	$267,000
0489	1	$ 18,999
0490	1	$ 24,699
0491	1	$ 20,699
0492	1	$ 24,699
0493	1	$ 27,999
0494	1	$ 32,599
0495	1	$ 27,799
0496	1	$ 32,599
0497	1	$ 33,599
0498	1	$ 28,299
0499	1	$ 32,099
0500	1	$ 27,999
0501	1	$ 21,599
0502	1	$ 21,599
0503	1	$ 23,999
0504	1	$ 15,195
0505	1	$ 19,495
0506	1	$ 14,790
0507	1	$ 16,990
0508	1	$ 37,195
0509	1	$ 40,990
0510	1	$ 35,790
0511	1	$ 16,995
0512	1	$ 21,995
0513	1	$ 27,795
0514	1	$ 24,495
0515	1	$ 22,240
0516	1	$ 23,940
0517	1	$ 22,540
0518	1	$ 22,995
0519	1	$ 18,495
0520	1	$ 21,695
0521	1	$ 31,710
0522	1	$ 38,620
0523	1	$ 37,320
0524	1	$ 40,870
0525	1	$ 23,440
0526	1	$ 22,940
0527	1	$ 22,060
0528	1	$ 19,900
0529	1	$ 30,100
0530	1	$ 24,740
0531	1	$ 23,440
0532	1	$ 22,940
0533	1	$ 21,840
0534	1	$ 19,900
0535	1	$ 27,770
0536	1	$ 30,100
0537	1	$ 24,520
0538	1	$ 26,780
0539	1	$ 50,090
0540	1	$ 37,910
0541	1	$ 20,440
0542	1	$ 16,350
0543	1	$ 15,350
0544	1	$ 17,450
0545	1	$ 20,440
0546	1	$ 26,170
0547	1	$ 28,870
0548	1	$ 28,560
0549	1	$ 17,750
0550	1	$ 21,760
0551	1	$ 24,460
0552	1	$ 28,430
0553	1	$ 28,930
0554	1	$ 31,630
0555	1	$ 22,570
0556	1	$ 22,770
0557	1	$ 21,520
0558	1	$ 26,940
0559	1	$ 21,980
0560	1	$ 27,120
0561	1	$ 26,620
0562	1	$ 24,920
0563	1	$ 29,820
0564	1	$ 29,270
0565	1	$ 25,010
0566	1	$ 29,060
0567	1	$ 27,710
0568	1	$ 26,660
0569	1	$ 24,140
0570	1	$ 26,840
0571	1	$ 24,190
0572	1	$ 25,790
0573	1	$ 23,140
0574	1	$ 19,640
0575	1	$ 18,590
0576	1	$ 17,540
0577	1	$ 80,790
0578	1	$ 83,040
0579	1	$ 20,460
0580	1	$ 20,260
0581	1	$ 30,100
0582	1	$ 28,500
0583	1	$ 31,910
0584	1	$ 38,710
0585	1	$ 37,110
0586	1	$ 29,940
0587	1	$ 28,340
0588	1	$ 30,460
0589	1	$ 37,470
0590	1	$ 39,670
0591	1	$ 42,600
0592	1	$ 27,840
0593	1	$ 35,490
0594	1	$ 39,250
0595	1	$ 42,300
0596	1	$ 27,540
0597	1	$ 35,650
0598	1	$ 30,550
0599	1	$ 24,470
0600	1	$ 21,710
0601	1	$ 25,310
0602	1	$ 22,050
0603	1	$ 16,700
0604	1	$ 17,450
0605	1	$ 19,580
0606	1	$ 15,420
0607	1	$ 17,160
0608	1	$ 17,160
0609	1	$ 20,080
0610	1	$ 34,550
0611	1	$ 29,670
0612	1	$ 31,020
0613	1	$ 33,870
0614	1	$ 31,190
0615	1	$ 36,640
0616	1	$ 39,340
0617	1	$ 36,470
0618	1	$ 34,270
0619	1	$ 30,740
0620	1	$ 28,540
0621	1	$ 33,590
0622	1	$ 31,390
0623	1	$ 29,090
0624	1	$ 26,540
0625	1	$ 29,390
0626	1	$ 9,990
0627	1	$ 14,520
0628	1	$ 14,570
0629	1	$ 13,520
0630	1	$ 16,470
0631	1	$ 16,900
0632	1	$ 11,090
0633	1	$ 9,990
0634	1	$ 14,400
0635	1	$ 16,350
0636	1	$ 30,100
0637	1	$ 25,840
0638	1	$ 23,850
0639	1	$ 25,720
0640	1	$ 27,770
0641	1	$ 28,650
0642	1	$ 25,600
0643	1	$ 90,500
0644	1	$135,500
0645	1	$115,700
0646	1	$ 92,100
0647	1	$146,800
0648	1	$ 95,100
0649	1	$ 84,100
0650	1	$ 77,800
0651	1	$ 88,800
0652	1	$ 92,100
0653	1	$ 47,600
0654	1	$ 47,600
0655	1	$ 49,700
0656	1	$104,800
0657	1	$ 60,700
0658	1	$ 70,800
0659	1	$ 61,500
0660	1	$ 51,400
0661	1	$ 61,500
0662	1	$ 74,400
0663	1	$ 89,800
0664	1	$ 93,800
0665	1	$ 89,800
0666	1	$450,000
0667	1	$ 45,080
0668	1	$ 37,020
0669	1	$ 39,990
0670	1	$ 28,900
0671	1	$ 30,330
0672	1	$ 38,115
0673	1	$ 45,080
0674	1	$ 35,340
0675	1	$ 39,990
0676	1	$ 28,900
0677	1	$ 36,975
0678	1	$ 49,565
0679	1	$ 48,030
0680	1	$ 49,165
0681	1	$ 19,275
0682	1	$ 17,100
0683	1	$ 17,900
0684	1	$ 19,420
0685	1	$ 16,000
0686	1	$ 16,950
0687	1	$ 15,850
0688	1	$ 19,270
0689	1	$ 18,320
0690	1	$ 17,705
0691	1	$ 16,905
0692	1	$ 20,990
0693	1	$ 16,990
0694	1	$ 11,990
0695	1	$ 26,995
0696	1	$ 29,995
0697	1	$ 25,995
0698	1	$ 22,795
0699	1	$ 28,495
0700	1	$ 26,495
0701	1	$ 18,995
0702	1	$ 18,495
0703	1	$ 17,995
0704	1	$ 19,995
0705	1	$ 18,995
0706	1	$ 27,495
0707	1	$ 18,995
0708	1	$ 18,495
0709	1	$ 19,495
0710	1	$ 28,995
0711	1	$ 27,995
0712	1	$ 20,995
0713	1	$ 19,995
0714	1	$ 19,995
0715	1	$ 35,995
0716	1	$ 31,395
0717	1	$ 20,995
0718	1	$ 19,995
0719	1	$ 25,295
0720	1	$ 21,995
0721	1	$ 25,995
0722	1	$ 27,995
0723	1	$ 24,995
0724	1	$ 25,495
0725	1	$ 24,495
0726	1	$ 29,195
0727	1	$ 22,995
0728	1	$ 30,995
0729	1	$ 32,495
0730	1	$ 35,795
0731	1	$ 32,495
0732	1	$ 30,495
0733	1	$ 25,079
0734	1	$ 28,079
0735	1	$ 25,779
0736	1	$ 17,595
0737	1	$ 27,825
0738	1	$ 25,645
0739	1	$ 17,520
0740	1	$ 22,075
0741	1	$ 22,799
0742	1	$ 19,099
0743	1	$ 24,149
0744	1	$ 25,799
0745	1	$ 25,549
0746	1	$ 27,199
0747	1	$ 20,749
0748	1	$ 22,199
0749	1	$ 23,199
0750	1	$ 25,699
0751	1	$ 18,999
0752	1	$ 23,249
0753	1	$ 25,799
0754	1	$ 23,999
0755	1	$ 22,899
0756	1	$ 25,349
0757	1	$ 23,699
0758	1	$ 24,999
0759	1	$ 20,599
0760	1	$ 21,899
0761	1	$ 22,899
0762	1	$ 25,599
0763	1	$ 24,499
0764	1	$ 26,899
0765	1	$ 17,699
0766	1	$ 16,499
0767	1	$ 16,999
0768	1	$ 18,499
0769	1	$ 18,899
0770	1	$ 16,379
0771	1	$ 17,749
0772	1	$ 13,499
0773	1	$ 18,149
0774	1	$ 19,249
0775	1	$ 16,999
0776	1	$ 17,999
0777	1	$ 16,999
0778	1	$ 16,899
0779	1	$ 14,999
0780	1	$ 16,199
0781	1	$ 18,749
0782	1	$ 19,999
0783	1	$ 34,500
0784	1	$ 29,450
0785	1	$ 34,500
0786	1	$ 29,450
0787	1	$ 34,200
0788	1	$ 34,200
0789	1	$ 36,350
0790	1	$ 36,050
0791	1	$ 35,650
0792	1	$ 45,500
0793	1	$ 36,200
0794	1	$ 38,600
0795	1	$ 35,650
0796	1	$ 45,500
0797	1	$ 37,700
0798	1	$ 33,150
0799	1	$ 38,100
0800	1	$ 35,150
0801	1	$ 45,000
0802	1	$ 33,150
0803	1	$ 45,050
0804	1	$ 43,100
0805	1	$ 51,700
0806	1	$ 58,700
0807	1	$ 41,100
0808	1	$ 44,550
0809	1	$ 42,600
0810	1	$ 51,200
0811	1	$ 42,650
0812	1	$ 40,600
0813	1	$ 44,150
0814	1	$ 43,950
0815	1	$ 44,550
0816	1	$ 48,250
0817	1	$ 51,900
0818	1	$ 49,600
0819	1	$ 53,550
0820	1	$ 55,950
0821	1	$ 51,250
0822	1	$ 56,000
0823	1	$ 59,700
0824	1	$ 60,600
0825	1	$ 66,200
0826	1	$ 66,200
0827	1	$ 63,900
0828	1	$ 85,550
0829	1	$ 78,450
0830	1	$ 70,650
0831	1	$ 75,050
0832	1	$ 85,500
0833	1	$ 86,400
0834	1	$ 85,000
0835	1	$ 82,000
0836	1	$137,000
0837	1	$102,300
0838	1	$ 88,900
0839	1	$125,000
0840	1	$128,900
0841	1	$125,900
0842	1	$ 67,050
0843	1	$108,150
0844	1	$ 38,850
0845	1	$ 46,300
0846	1	$ 54,600
0847	1	$ 58,900
0848	1	$ 51,300
0849	1	$ 67,700
0850	1	$ 56,500
0851	1	$ 67,200
0852	1	$ 89,000
0853	1	$ 46,500
0854	1	$ 46,000
0855	1	$ 51,900
0856	1	$ 37,650
0857	1	$ 29,525
0858	1	$ 31,265
0859	1	$ 35,805
0860	1	$ 37,765
0861	1	$ 35,700
0862	1	$ 27,945
0863	1	$ 19,720
0864	1	$ 22,225
0865	1	$ 24,890
0866	1	$ 23,490
0867	1	$ 26,165
0868	1	$ 26,250
0869	1	$ 29,370
0870	1	$ 23,165
0871	1	$ 22,165
0872	1	$ 25,925
0873	1	$ 29,045
0874	1	$ 26,150
0875	1	$ 15,450
0876	1	$ 16,520
0877	1	$ 16,850
0878	1	$ 17,350
0879	1	$ 17,750
0880	1	$ 20,150
0881	1	$ 18,960
0882	1	$ 26,880
0883	1	$ 25,290
0884	1	$ 25,770
0885	1	$ 25,360
0886	1	$ 24,180
0887	1	$ 27,390
0888	1	$ 28,545
0889	1	$ 36,345
0890	1	$ 33,150
0891	1	$ 25,855
0892	1	$ 27,750
0893	1	$ 34,670
0894	1	$ 42,945
0895	1	$ 34,900
0896	1	$ 41,220
0897	1	$ 17,510
0898	1	$ 17,510
0899	1	$ 23,050
0900	1	$ 24,050
0901	1	$ 22,800
0902	1	$ 23,800
0903	1	$ 26,600
0904	1	$ 23,325
0905	1	$ 26,305
0906	1	$ 28,235
0907	1	$ 25,025
0908	1	$ 23,625
0909	1	$ 25,555
0910	1	$ 21,675
0911	1	$ 25,110
0912	1	$ 26,055
0913	1	$ 24,665
0914	1	$ 27,985
0915	1	$ 24,775
0916	1	$ 25,305
0917	1	$ 52,915
0918	1	$ 59,955
0919	1	$ 39,580
0920	1	$ 42,805
0921	1	$ 40,205
0922	1	$ 43,430
0923	1	$ 52,365
0924	1	$ 52,365
0925	1	$ 56,180
0926	1	$ 39,030
0927	1	$ 42,255
0928	1	$ 39,655
0929	1	$ 24,460
0930	1	$ 25,700
0931	1	$ 31,330
0932	1	$ 25,545
0933	1	$ 35,335
0934	1	$ 29,100
0935	1	$ 38,700
0936	1	$ 34,715
0937	1	$ 24,690
0938	1	$ 26,215
0939	1	$ 35,665
0940	1	$ 32,485
0941	1	$ 17,265
0942	1	$ 24,390
0943	1	$ 21,350
0944	1	$ 27,025
0945	1	$ 16,365
0946	1	$ 26,145
0947	1	$ 24,450
0948	1	$ 27,525
0949	1	$ 21,865
0950	1	$ 19,655
0951	1	$ 22,515
0952	1	$ 25,925
0953	1	$ 25,045
0954	1	$ 25,735
0955	1	$ 26,750
0956	1	$ 23,215
0957	1	$ 25,870
0958	1	$ 24,175
0959	1	$ 23,675
0960	1	$ 27,250
0961	1	$ 20,140
0962	1	$ 16,230
0963	1	$ 21,595
0964	1	$ 24,770
0965	1	$ 25,460
0966	1	$ 28,655
0967	1	$ 31,705
0968	1	$ 29,130
0969	1	$ 29,460
0970	1	$ 29,470
0971	1	$ 26,420
0972	1	$ 30,490
0973	1	$ 33,540
0974	1	$ 27,665
0975	1	$ 33,540
0976	1	$ 26,275
0977	1	$ 39,920
0978	1	$ 36,860
0979	1	$ 39,920
0980	1	$ 31,705
0981	1	$ 29,460
0982	1	$ 27,705
0983	1	$ 28,035
0984	1	$ 24,655
0985	1	$ 24,985
0986	1	$ 28,230
0987	1	$ 28,705
0988	1	$ 31,280
0989	1	$ 28,705
0990	1	$ 28,765
0991	1	$ 31,815
0992	1	$ 30,290
0993	1	$ 27,240
0994	1	$ 33,115
0995	1	$ 35,570
0996	1	$ 42,455
0997	1	$ 42,455
0998	1	$ 39,920
0999	1	$ 23,785
1000	1	$ 27,925
1001	1	$ 26,475
1002	1	$ 29,550
1003	1	$ 14,415
1004	1	$ 12,855
1005	1	$ 13,155
1006	1	$ 13,615
1007	1	$ 13,705
1008	1	$ 14,165
1009	1	$ 12,605
1010	1	$ 31,420
1011	1	$ 34,665
1012	1	$ 31,420
1013	1	$ 30,460
1014	1	$ 31,560
1015	1	$ 29,615
1016	1	$ 28,515
1017	1	$ 31,175
1018	1	$ 34,375
1019	1	$ 30,120
1020	1	$ 31,220
1021	1	$ 29,300
1022	1	$ 28,200
1023	1	$ 29,300
1024	1	$ 33,080
1025	1	$ 33,080
1026	1	$ 27,760
1027	1	$ 33,995
1028	1	$ 37,250
1029	1	$ 36,100
1030	1	$ 33,490
1031	1	$ 32,390
1032	1	$ 33,490
1033	1	$ 35,950
1034	1	$ 19,065
1035	1	$ 17,965
1036	1	$ 23,910
1037	1	$ 22,810
1038	1	$ 18,720
1039	1	$ 17,620
1040	1	$ 19,335
1041	1	$ 19,335
1042	1	$ 23,255
1043	1	$ 23,860
1044	1	$ 22,155
1045	1	$ 22,760
1046	1	$ 24,790
1047	1	$ 23,690
1048	1	$ 30,705
1049	1	$ 29,605
1050	1	$ 29,005
1051	1	$ 29,605
1052	1	$ 24,790
1053	1	$ 23,690
1054	1	$ 27,140
1055	1	$ 25,440
1056	1	$ 28,575
1057	1	$ 26,875
1058	1	$ 27,975
1059	1	$ 27,140
1060	1	$ 25,440
1061	1	$ 26,040
1062	1	$ 23,465
1063	1	$ 24,070
1064	1	$ 16,095
1065	1	$ 14,995
1066	1	$ 22,995
1067	1	$ 25,295
1068	1	$ 24,195
1069	1	$ 18,195
1070	1	$ 20,795
1071	1	$ 21,895
1072	1	$ 20,795
1073	1	$ 20,645
1074	1	$ 19,545
1075	1	$ 19,545
1076	1	$ 19,295
1077	1	$ 18,195
1078	1	$ 22,495
1079	1	$ 21,395
1080	1	$ 23,395
1081	1	$ 22,295
1082	1	$ 23,395
1083	1	$ 22,995
1084	1	$ 24,095
1085	1	$ 22,995
1086	1	$ 20,925
1087	1	$ 19,825
1088	1	$ 19,825
1089	1	$ 23,455
1090	1	$ 24,730
1091	1	$ 19,395
1092	1	$ 18,295
1093	1	$ 18,295
1094	1	$ 19,510
1095	1	$ 23,240
1096	1	$ 23,240
1097	1	$ 23,930
1098	1	$ 25,715
1099	1	$ 22,830
1100	1	$ 26,090
1101	1	$ 24,990
1102	1	$ 23,265
1103	1	$ 22,165
1104	1	$ 19,790
1105	1	$ 18,690
1106	1	$ 27,390
1107	1	$ 20,390
1108	1	$ 18,690
1109	1	$ 26,390
1110	1	$ 27,195
1111	1	$ 28,755
1112	1	$ 27,195
1113	1	$ 28,755
1114	1	$ 25,900
1115	1	$ 33,600
1116	1	$ 42,500
1117	1	$ 42,500
1118	1	$ 36,600
1119	1	$ 38,600
1120	1	$ 38,600
1121	0	<NULL>
1122	0	<NULL>
1123	0	<NULL>
1124	0	<NULL>
1125	1	$ 24,585
1126	1	$ 23,485
1127	1	$ 37,050
1128	1	$ 24,300
1129	1	$ 27,750
1130	1	$ 57,500
1131	1	$ 44,450
1132	1	$ 44,350
1133	1	$ 39,300
1134	1	$ 26,950
1135	1	$ 26,300
1136	1	$ 39,950
1137	1	$ 40,000
1138	1	$ 26,200
1139	1	$ 31,350
1140	1	$ 31,150
1141	1	$ 37,700
1142	1	$ 50,950
1143	1	$ 29,000
1144	1	$ 33,050
1145	1	$ 34,400
1146	1	$ 32,400
1147	1	$ 41,550
1148	1	$ 34,395
1149	1	$ 37,200
1150	1	$ 41,550
1151	1	$ 34,000
1152	1	$ 32,000
1153	1	$ 38,000
1154	1	$ 37,950
1155	1	$ 42,000
1156	1	$ 39,700
1157	1	$ 41,500
1158	1	$ 37,700
1159	1	$ 39,500
1160	1	$ 47,500
1161	1	$ 42,095
1162	1	$ 37,615
1163	1	$ 38,630
1164	1	$ 43,995
1165	1	$ 26,995
1166	1	$ 29,555
1167	1	$ 26,245
1168	1	$ 31,820
1169	1	$ 29,645
1170	1	$ 33,015
1171	1	$ 29,730
1172	1	$ 44,460
1173	1	$ 35,625
