auto	aol	price
0366	1	$23,660
0367	1	$27,160
0368	1	$25,160
0369	1	$21,825
0370	1	$25,175
0371	1	$24,915
0372	1	$23,960
0373	1	$25,555
0374	1	$23,325
0375	1	$25,360
0376	1	$28,235
0377	1	$21,975
0378	1	$25,235
0379	1	$21,990
0380	1	$31,640
0381	1	$26,390
0382	1	$27,955
0383	1	$22,995
0384	1	$24,495
0385	1	$24,250
0386	1	$26,750
0387	1	$25,000
0388	1	$29,500
0389	1	$28,500
0390	1	$30,500
0391	1	$23,750
0392	1	$22,025
0393	1	$22,045
0394	1	$27,245
0395	1	$29,245
0396	1	$22,060
0397	1	$25,085
0398	1	$26,255
0399	1	$26,430
0400	1	$28,230
0401	1	$22,360
0402	1	$26,555
0403	1	$27,685
0404	1	$29,795
0405	1	$34,005
0406	1	$29,030
0407	1	$32,940
0408	1	$35,890
0409	1	$26,185
0410	1	$32,260
0411	1	$36,470
0412	1	$33,255
0413	1	$39,615
0414	1	$32,560
0415	1	$36,770
0416	1	$33,555
0417	1	$38,655
0418	1	$39,915
0419	1	$38,260
0420	1	$25,845
0421	1	$32,845
0422	1	$27,145
0423	1	$30,845
0424	1	$34,645
0425	1	$37,845
0426	1	$24,195
0427	1	$27,245
0428	1	$23,995
0429	1	$27,995
0430	1	$28,995
0431	1	$24,500
0432	1	$26,750
0433	1	$29,750
0434	1	$30,750
0435	1	$22,300
0436	1	$27,150
0437	1	$22,415
0438	1	$26,865
0439	1	$29,390
0440	1	$22,715
0441	1	$27,170
0442	1	$27,085
0443	1	$30,310
0444	1	$29,030
0445	1	$29,455
0446	1	$33,075
0447	1	$34,110
0448	1	$32,175
0449	1	$33,535
0450	1	$37,255
0451	1	$26,540
0452	1	$29,755
0453	1	$29,685
0454	1	$29,780
0455	1	$35,435
0456	1	$41,790
0457	1	$43,600
0458	1	$47,995
0459	1	$47,195
0460	1	$33,835
0461	1	$35,895
0462	1	$39,615
0463	1	$44,935
0464	1	$46,745
0465	1	$51,140
0466	1	$50,340
0467	1	$30,995
0468	1	$33,050
0469	1	$35,735
0470	1	$36,770
0471	1	$42,090
0472	1	$34,135
0473	1	$36,195
0474	1	$39,915
0475	1	$45,235
0476	1	$47,045
0477	1	$22,615
0478	1	$23,535
0479	1	$25,620
0480	1	$24,365
0481	1	$29,970
0482	1	$27,370
0483	1	$22,680
0484	1	$23,880
0485	1	$30,945
0486	1	$32,650
0487	1	$36,650
0488	1	$22,680
0489	1	$30,945
0490	1	$28,320
0491	1	$25,660
0492	1	$27,720
0493	1	$30,070
0494	1	$25,720
0495	1	$27,770
0496	1	$29,500
0497	1	$30,700
0498	1	$27,005
0499	1	$25,305
0500	1	$26,325
0501	1	$30,180
0502	1	$29,275
0503	1	$31,365
0504	1	$33,180
0505	1	$26,560
0506	1	$27,000
0507	1	$24,295
0508	1	$27,995
0509	1	$27,995
0510	1	$28,995
0511	1	$23,000
0512	1	$23,985
0513	1	$28,235
0514	1	$25,660
0515	1	$26,680
0516	1	$30,535
0517	1	$29,630
0518	1	$33,535
0519	1	$23,110
0520	1	$25,450
0521	1	$26,710
0522	1	$28,550
0523	1	$23,195
0524	1	$24,495
0525	1	$28,495
0526	1	$28,195
0527	1	$29,195
0528	1	$31,495
0529	1	$27,405
0530	1	$31,550
0531	1	$33,500
0532	1	$26,250
0533	1	$23,250
0534	1	$26,650
0535	1	$24,865
0536	1	$28,250
0537	1	$27,250
0538	1	$28,735
0539	1	$27,860
0540	1	$23,340
0541	1	$23,410
0542	1	$24,585
0543	1	$28,905
0544	1	$32,050
0545	1	$27,930
0546	1	$23,455
0547	1	$24,655
0548	1	$28,705
0549	1	$28,705
0550	1	$29,035
0551	1	$25,795
0552	1	$25,940
0553	1	$36,860
0554	1	$26,870
0555	1	$28,230
0556	1	$30,290
0557	1	$38,620
0558	1	$39,920
0559	1	$29,920
0560	1	$31,280
0561	1	$28,765
0562	1	$30,065
0563	1	$38,105
0564	1	$39,395
0565	1	$31,815
0566	1	$33,115
0567	1	$23,485
0568	1	$26,540
0569	1	$29,900
0570	1	$14,180
0571	1	$14,790
0572	1	$18,990
0573	1	$27,190
0574	1	$14,900
0575	1	$16,410
0576	1	$14,900
0577	1	$14,990
0578	1	$15,670
0579	1	$16,470
0580	1	$24,535
0581	1	$14,990
0582	1	$15,670
0583	1	$16,470
0584	1	$14,995
0585	1	$17,395
0586	1	$18,395
0587	1	$15,995
0588	1	$21,395
0589	1	$22,995
0590	1	$19,825
0591	1	$23,455
0592	1	$23,560
0593	1	$25,630
0594	1	$25,310
0595	1	$25,315
0596	1	$23,690
0597	1	$29,005
0598	1	$29,605
0599	1	$23,700
0600	1	$23,800
0601	1	$23,850
0602	1	$26,840
0603	1	$29,050
0604	1	$25,900
0605	1	$23,935
0606	1	$24,265
0607	1	$26,410
0608	1	$29,130
0609	1	$29,460
0610	1	$26,275
0611	1	$28,655
0612	1	$29,470
0613	1	$30,715
0614	1	$30,715
0615	1	$39,920
0616	1	$31,705
0617	1	$29,245
0618	1	$39,395
0619	1	$32,295
0620	1	$33,540
0621	1	$42,455
0622	1	$42,455
0623	1	$23,950
0624	1	$24,050
0625	1	$26,300
0626	1	$24,180
0627	1	$26,050
0628	1	$29,600
0629	1	$31,400
0630	1	$24,250
0631	1	$25,950
0632	1	$29,550
0633	1	$26,000
0634	1	$27,700
0635	1	$29,500
0636	1	$24,290
0637	1	$25,555
0638	1	$24,390
0639	1	$25,605
0640	1	$25,700
0641	1	$29,100
0642	1	$32,375
0643	1	$25,545
0644	1	$30,750
0645	1	$35,335
0646	1	$31,330
0647	1	$34,715
0648	1	$39,970
0649	1	$26,065
0650	1	$29,725
0651	1	$29,235
0652	1	$37,865
0653	1	$26,150
0654	1	$31,370
0655	1	$25,445
0656	1	$26,645
0657	1	$29,490
0658	1	$33,470
0659	1	$32,005
0660	1	$29,195
0661	1	$26,950
0662	1	$28,515
0663	1	$28,515
0664	1	$32,070
0665	1	$32,070
0666	1	$29,205
0667	1	$29,705
0668	1	$31,970
0669	1	$24,655
0670	1	$32,070
0671	1	$32,070
0672	1	$29,205
0673	1	$29,705
0674	1	$31,970
0675	1	$24,670
0676	1	$29,670
0677	1	$24,800
0678	1	$24,860
0679	1	$28,710
0680	1	$28,710
0681	1	$32,265
0682	1	$32,265
0683	1	$32,265
0684	1	$30,205
0685	1	$32,970
0686	1	$29,570
0687	1	$25,170
0688	1	$32,320
0689	1	$31,770
0690	1	$29,220
0691	1	$37,770
0692	1	$27,370
0693	1	$29,220
0694	1	$33,620
0695	1	$25,175
0696	1	$35,875
0697	1	$32,660
0698	1	$25,290
0699	1	$25,495
0700	1	$25,545
0701	1	$32,745
0702	1	$28,910
0703	1	$27,750
0704	1	$30,200
0705	1	$33,220
0706	1	$31,650
0707	1	$34,670
0708	1	$33,930
0709	1	$25,900
0710	1	$42,500
0711	1	$29,220
0712	1	$32,195
0713	1	$33,090
0714	1	$29,270
0715	1	$28,185
0716	1	$30,640
0717	1	$27,265
0718	1	$26,150
0719	1	$31,350
0720	1	$26,245
0721	1	$27,085
0722	1	$29,645
0723	1	$33,015
0724	1	$31,820
0725	1	$26,275
0726	1	$28,100
0727	1	$27,725
0728	1	$26,475
0729	1	$28,300
0730	1	$27,925
0731	1	$26,540
0732	1	$28,540
0733	1	$29,390
0734	1	$31,390
0735	1	$34,270
0736	1	$29,090
0737	1	$30,740
0738	1	$36,640
0739	1	$33,590
0740	1	$36,470
0741	1	$39,340
0742	1	$31,190
0743	1	$34,070
0744	1	$26,575
0745	1	$29,900
0746	1	$29,565
0747	1	$32,940
0748	1	$30,300
0749	1	$34,325
0750	1	$37,440
0751	1	$32,020
0752	1	$36,115
0753	1	$34,525
0754	1	$37,640
0755	1	$32,215
0756	1	$26,645
0757	1	$32,110
0758	1	$26,780
0759	1	$26,780
0760	1	$26,795
0761	1	$32,260
0762	1	$32,290
0763	1	$26,805
0764	1	$29,905
0765	1	$33,405
0766	1	$26,820
0767	1	$29,670
0768	1	$31,670
0769	1	$34,550
0770	1	$29,370
0771	1	$31,020
0772	1	$36,920
0773	1	$32,220
0774	1	$33,870
0775	1	$36,750
0776	1	$31,470
0777	1	$34,350
0778	1	$26,995
0779	1	$29,555
0780	1	$33,765
0781	1	$27,055
0782	1	$28,410
0783	1	$30,470
0784	1	$28,755
0785	1	$27,220
0786	1	$30,220
0787	1	$36,220
0788	1	$32,640
0789	1	$37,415
0790	1	$30,475
0791	1	$27,270
0792	1	$30,250
0793	1	$30,850
0794	1	$27,270
0795	1	$34,895
0796	1	$33,150
0797	1	$29,995
0798	1	$36,345
0799	1	$34,600
0800	1	$33,220
0801	1	$35,070
0802	1	$35,770
0803	1	$27,465
0804	1	$32,905
0805	1	$38,190
0806	1	$29,895
0807	1	$38,235
0808	1	$29,940
0809	1	$31,345
0810	1	$35,060
0811	1	$40,255
0812	1	$31,390
0813	1	$33,410
0814	1	$30,615
0815	1	$36,055
0816	1	$41,340
0817	1	$33,045
0818	1	$36,100
0819	1	$33,090
0820	1	$43,360
0821	1	$34,495
0822	1	$38,205
0823	1	$34,540
0824	1	$30,675
0825	1	$30,615
0826	1	$29,175
0827	1	$37,765
0828	1	$30,915
0829	1	$39,800
0830	1	$27,540
0831	1	$37,050
0832	1	$29,540
0833	1	$32,890
0834	1	$39,250
0835	1	$27,685
0836	1	$32,090
0837	1	$27,750
0838	1	$31,150
0839	1	$27,799
0840	1	$32,599
0841	1	$27,800
0842	1	$30,950
0843	1	$40,755
0844	1	$43,250
0845	1	$31,190
0846	1	$35,490
0847	1	$37,470
0848	1	$39,670
0849	1	$27,895
0850	1	$29,495
0851	1	$35,445
0852	1	$38,645
0853	1	$37,045
0854	1	$27,945
0855	1	$35,285
0856	1	$27,965
0857	1	$31,160
0858	1	$38,190
0859	1	$33,650
0860	1	$35,710
0861	1	$40,910
0862	1	$32,045
0863	1	$35,905
0864	1	$41,105
0865	1	$32,240
0866	1	$34,310
0867	1	$30,920
0868	1	$36,605
0869	1	$41,340
0870	1	$36,800
0871	1	$33,295
0872	1	$44,060
0873	1	$35,000
0874	1	$39,055
0875	1	$44,255
0876	1	$27,965
0877	1	$38,690
0878	1	$30,340
0879	1	$36,120
0880	1	$41,415
0881	1	$36,315
0882	1	$32,240
0883	1	$37,215
0884	1	$42,035
0885	1	$33,295
0886	1	$44,560
0887	1	$35,000
0888	1	$44,755
0889	1	$27,999
0890	1	$32,599
0891	1	$31,499
0892	1	$28,045
0893	1	$29,645
0894	1	$40,395
0895	1	$30,895
0896	1	$33,995
0897	1	$38,795
0898	1	$28,145
0899	1	$34,195
0900	1	$30,045
0901	1	$34,195
0902	1	$30,045
0903	1	$35,895
0904	1	$28,180
0905	1	$31,190
0906	1	$28,200
0907	1	$31,175
0908	1	$33,575
0909	1	$28,210
0910	1	$33,065
0911	1	$35,590
0912	1	$28,299
0913	1	$32,099
0914	1	$33,599
0915	1	$28,340
0916	1	$30,460
0917	1	$37,110
0918	1	$32,060
0919	1	$38,710
0920	1	$28,345
0921	1	$16,860
0922	1	$15,195
0923	1	$16,595
0924	1	$19,495
0925	1	$27,695
0926	1	$15,345
0927	1	$16,255
0928	1	$17,925
0929	1	$19,185
0930	1	$21,645
0931	1	$16,230
0932	1	$19,380
0933	1	$19,305
0934	1	$23,215
0935	1	$25,870
0936	1	$24,175
0937	1	$18,720
0938	1	$23,385
0939	1	$17,795
0940	1	$22,800
0941	1	$24,550
0942	1	$17,160
0943	1	$19,580
0944	1	$16,520
0945	1	$18,960
0946	1	$16,850
0947	1	$15,455
0948	1	$18,205
0949	1	$19,455
0950	1	$25,340
0951	1	$22,255
0952	1	$22,055
0953	1	$17,450
0954	1	$19,580
0955	1	$34,430
0956	1	$28,500
0957	1	$31,910
0958	1	$30,100
0959	1	$33,510
0960	1	$37,050
0961	1	$28,515
0962	1	$30,460
0963	1	$31,420
0964	1	$28,700
0965	1	$28,800
0966	1	$28,805
0967	1	$32,885
0968	1	$29,260
0969	1	$36,035
0970	1	$32,215
0971	1	$41,795
0972	1	$33,965
0973	1	$44,945
0974	1	$36,920
0975	1	$31,795
0976	1	$34,945
0977	1	$31,760
0978	1	$33,760
0979	1	$44,950
0980	1	$36,715
0981	1	$36,920
0982	1	$41,605
0983	1	$44,755
0984	1	$36,520
0985	1	$28,805
0986	1	$29,260
0987	1	$35,360
0988	1	$42,305
0989	1	$40,485
0990	1	$30,725
0991	1	$32,125
0992	1	$28,900
0993	1	$35,340
0994	1	$39,990
0995	1	$45,080
0996	1	$37,020
0997	1	$32,395
0998	1	$38,115
0999	1	$35,340
1000	1	$45,080
1001	1	$30,330
1002	1	$37,020
1003	1	$32,395
1004	1	$38,115
1005	1	$28,950
1006	1	$31,750
1007	1	$37,620
1008	1	$39,470
1009	1	$36,595
1010	1	$42,465
1011	1	$29,000
1012	1	$32,850
1013	1	$35,840
1014	1	$38,880
1015	1	$42,885
1016	1	$39,070
1017	1	$37,965
1018	1	$42,155
1019	1	$35,715
1020	1	$32,940
1021	1	$38,150
1022	1	$42,345
1023	1	$40,955
1024	1	$45,255
1025	1	$40,045
1026	1	$42,795
1027	1	$46,320
1028	1	$31,875
1029	1	$37,845
1030	1	$39,695
1031	1	$42,690
1032	1	$42,190
1033	1	$29,135
1034	1	$31,055
1035	1	$33,145
1036	1	$30,525
1037	1	$34,535
1038	1	$29,150
1039	1	$31,195
1040	1	$35,195
1041	1	$43,795
1042	1	$33,195
1043	1	$41,795
1044	1	$29,224
1045	1	$34,445
1046	1	$31,224
1047	1	$33,865
1048	1	$39,975
1049	1	$36,445
1050	1	$29,224
1051	1	$31,745
1052	1	$37,985
1053	1	$33,824
1054	1	$35,574
1055	1	$33,745
1056	1	$29,230
1057	1	$30,930
1058	1	$32,730
1059	1	$33,230
1060	1	$34,830
1061	1	$36,230
1062	1	$42,515
1063	1	$33,280
1064	1	$36,280
1065	1	$31,600
1066	1	$35,600
1067	1	$38,600
1068	1	$31,600
1069	1	$38,600
1070	1	$32,510
1071	1	$34,380
1072	1	$32,510
1073	1	$34,380
1074	1	$29,310
1075	1	$34,850
1076	1	$34,500
1077	1	$29,480
1078	1	$34,860
1079	1	$31,800
1080	1	$37,180
1081	1	$32,570
1082	1	$29,675
1083	1	$37,800
1084	1	$31,415
1085	1	$39,835
1086	1	$35,955
1087	1	$29,730
1088	1	$33,130
1089	1	$44,460
1090	1	$29,810
1091	1	$29,860
1092	1	$32,370
1093	1	$31,610
1094	1	$34,120
1095	1	$29,935
1096	1	$32,445
1097	1	$34,195
1098	1	$29,985
1099	1	$31,280
1100	1	$33,760
1101	1	$33,585
1102	1	$35,060
1103	1	$30,105
1104	1	$31,855
1105	1	$30,115
1106	1	$31,865
1107	1	$30,160
1108	1	$32,160
1109	1	$36,715
1110	1	$38,410
1111	1	$32,215
1112	1	$39,215
1113	1	$30,410
1114	1	$35,080
1115	1	$39,610
1116	1	$37,320
1117	1	$40,870
1118	1	$30,495
1119	1	$32,495
1120	1	$35,795
1121	1	$35,795
1122	1	$33,410
1123	1	$30,710
1124	1	$32,680
1125	1	$43,325
1126	1	$33,530
1127	1	$30,915
1128	1	$35,680
1129	1	$36,355
1130	1	$39,205
1131	1	$30,950
1132	1	$32,350
1133	1	$37,700
1134	1	$35,350
1135	1	$31,575
1136	1	$40,210
1137	1	$33,575
1138	1	$36,365
1139	1	$40,085
1140	1	$42,185
1141	1	$31,840
1142	1	$34,465
1143	1	$39,090
1144	1	$43,220
1145	1	$41,090
1146	1	$45,220
1147	1	$31,950
1148	1	$32,850
1149	1	$35,940
1150	1	$32,000
1151	1	$38,000
1152	1	$36,275
1153	1	$35,775
1154	1	$32,395
1155	1	$37,200
1156	1	$34,395
1157	1	$41,550
1158	1	$32,400
1159	1	$40,050
1160	1	$32,445
1161	1	$35,685
1162	1	$32,520
1163	1	$32,620
1164	1	$34,620
1165	1	$32,940
1166	1	$36,100
1167	1	$32,995
1168	1	$34,995
1169	1	$33,000
1170	1	$33,000
1171	1	$39,500
1172	1	$33,150
1173	1	$36,200
1174	1	$38,100
1175	1	$45,000
1176	1	$37,500
1177	1	$50,550
1178	1	$34,450
1179	1	$37,000
1180	1	$43,350
1181	1	$46,950
1182	1	$54,900
1183	1	$33,390
1184	1	$41,705
1185	1	$38,365
1186	1	$33,550
1187	1	$38,000
1188	1	$40,990
1189	1	$35,790
1190	1	$33,600
1191	1	$35,300
1192	1	$37,300
1193	1	$57,350
1194	1	$38,600
1195	1	$35,650
1196	1	$38,200
1197	1	$36,000
1198	1	$35,200
1199	1	$33,830
1200	1	$38,260
1201	1	$42,450
1202	1	$48,540
1203	1	$49,915
1204	1	$52,360
1205	1	$37,410
1206	1	$41,850
1207	1	$44,395
1208	1	$48,040
1209	1	$49,315
1210	1	$51,860
1211	1	$33,990
1212	1	$39,990
1213	1	$35,900
1214	1	$37,490
1215	1	$37,900
1216	1	$58,200
1217	1	$33,995
1218	1	$37,250
1219	1	$39,220
1220	1	$33,995
1221	1	$37,195
1222	1	$34,150
1223	1	$36,350
1224	1	$35,550
1225	1	$36,115
1226	1	$34,330
1227	1	$36,220
1228	1	$36,600
1229	1	$38,250
1230	1	$43,485
1231	1	$46,430
1232	1	$49,945
1233	1	$43,685
1234	1	$41,550
1235	1	$34,900
1236	1	$41,220
1237	1	$35,050
1238	1	$36,200
1239	1	$37,650
1240	1	$42,400
1241	1	$43,400
1242	1	$44,500
1243	1	$48,950
1244	1	$56,750
1245	1	$35,100
1246	1	$37,870
1247	1	$35,105
1248	1	$38,655
1249	1	$15,600
1250	1	$15,605
1251	1	$16,555
1252	1	$17,755
1253	1	$19,605
1254	1	$21,955
1255	1	$22,405
1256	1	$25,490
1257	1	$17,555
1258	1	$21,955
1259	1	$22,205
1260	1	$15,800
1261	1	$16,705
1262	1	$18,100
1263	1	$19,545
1264	1	$22,510
1265	1	$20,045
1266	1	$15,850
1267	1	$18,320
1268	1	$19,495
1269	1	$15,995
1270	1	$22,195
1271	1	$17,695
1272	1	$23,895
1273	1	$16,000
1274	1	$16,100
1275	1	$20,875
1276	1	$20,275
1277	1	$41,565
1278	1	$38,220
1279	1	$39,765
1280	1	$47,620
1281	1	$43,465
1282	1	$49,520
1283	1	$41,565
1284	1	$49,065
1285	1	$40,165
1286	1	$45,265
1287	1	$43,465
1288	1	$50,965
1289	1	$42,605
1290	1	$38,165
1291	1	$35,165
1292	1	$39,765
1293	1	$38,365
1294	1	$43,465
1295	1	$41,065
1296	1	$41,665
1297	1	$48,765
1298	1	$38,265
1299	1	$43,365
1300	1	$40,965
1301	1	$41,565
1302	1	$48,665
1303	1	$45,265
1304	1	$43,465
1305	1	$50,565
1306	1	$35,175
1307	1	$42,500
1308	1	$35,305
1309	1	$38,855
1310	1	$35,500
1311	1	$37,500
1312	1	$35,515
1313	1	$38,630
1314	1	$40,630
1315	1	$43,995
1316	1	$36,025
1317	1	$35,585
1318	1	$41,390
1319	1	$44,290
1320	1	$35,615
1321	1	$38,730
1322	1	$40,730
1323	1	$35,725
1324	1	$45,815
1325	1	$35,830
1326	1	$46,380
1327	1	$41,340
1328	1	$48,010
1329	1	$49,280
1330	1	$44,000
1331	1	$36,050
1332	1	$40,350
1333	1	$43,550
1334	1	$39,150
1335	1	$36,110
1336	1	$46,005
1337	1	$39,160
1338	1	$42,265
1339	1	$49,310
1340	1	$36,350
1341	1	$40,650
1342	1	$36,500
1343	1	$44,190
1344	1	$44,000
1345	1	$40,800
1346	1	$39,300
1347	1	$36,950
1348	1	$40,700
1349	1	$36,975
1350	1	$37,280
1351	1	$50,765
1352	1	$41,340
1353	1	$44,980
1354	1	$53,615
1355	1	$37,490
1356	1	$43,145
1357	1	$49,690
1358	1	$43,110
1359	1	$45,240
1360	1	$52,490
1361	1	$37,570
1362	1	$42,420
1363	1	$45,270
1364	1	$37,595
1365	1	$37,625
1366	1	$39,500
1367	1	$39,700
1368	1	$37,800
1369	1	$40,800
1370	1	$37,910
1371	1	$43,510
1372	1	$45,640
1373	1	$52,890
1374	1	$37,950
1375	1	$37,975
1376	1	$40,050
1377	1	$38,020
1378	1	$43,810
1379	1	$42,080
1380	1	$46,665
1381	1	$53,000
1382	1	$40,000
1383	1	$48,000
1384	1	$41,300
1385	1	$38,340
1386	1	$41,490
1387	1	$38,340
1388	1	$44,670
1389	1	$47,820
1390	1	$48,030
1391	1	$44,050
1392	1	$42,595
1393	1	$46,905
1394	1	$53,240
1395	1	$41,530
1396	1	$38,710
