auto	kbb	price
0149	1	$14,315.00
0150	1	$16,065.00
0151	1	$16,865.00
0152	1	$15,415.00
0153	1	$25,745.00
0154	1	$30,870.00
0155	1	$14,865.00
0156	1	$17,615.00
0157	1	$20,515.00
0158	1	$17,800.00
0159	1	$20,700.00
0160	1	$16,715.00
0161	1	$17,915.00
0162	1	$20,215.00
0163	1	$21,015.00
0164	1	$33,800.00
0165	1	$33,800.00
0166	1	$24,000.00
0167	1	$24,500.00
0168	1	$26,250.00
0169	1	$27,250.00
0170	1	$29,250.00
0171	1	$32,750.00
0172	1	$24,300.00
0173	1	$25,300.00
0174	1	$27,550.00
0175	1	$33,050.00
0176	1	$22,490.00
0177	1	$26,790.00
0178	1	$28,690.00
0179	1	$29,390.00
0180	1	$31,090.00
0181	1	$23,790.00
0182	1	$25,490.00
0183	1	$29,790.00
0184	1	$20,620.00
0185	1	$22,770.00
0186	1	$25,270.00
0187	1	$19,915.00
0188	1	$20,915.00
0189	1	$23,315.00
0190	1	$26,015.00
0191	1	$23,990.00
0192	1	$20,540.00
0193	1	$24,290.00
0194	1	$30,795.00
0195	1	$36,645.00
0196	1	$28,940.00
0197	1	$30,840.00
0198	1	$34,990.00
0199	1	$34,675.00
0200	1	$36,875.00
0201	1	$38,275.00
0202	1	$45,175.00
0203	1	$59,875.00
0204	1	$43,925.00
0205	1	$57,275.00
0206	1	$38,375.00
0207	1	$40,025.00
0208	1	$41,275.00
0209	1	$47,825.00
0210	1	$35,325.00
0211	1	$37,875.00
0212	1	$44,225.00
0213	1	$37,075.00
0214	1	$38,525.00
0215	1	$40,175.00
0216	1	$50,725.00
0217	1	$49,825.00
0218	1	$57,625.00
0219	1	$31,825.00
0220	1	$41,675.00
0221	1	$46,665.00
0222	1	$48,815.00
0223	1	$53,015.00
0224	1	$47,375.00
0225	1	$61,275.00
0226	1	$57,000.00
0227	1	$52,000.00
0228	1	$57,000.00
0229	1	$68,000.00
0230	1	$80,000.00
0231	1	$53,375.00
0232	1	$57,375.00
0233	1	$68,475.00
0234	1	$73,575.00
0235	1	$111,075.00
0236	1	$114,075.00
0237	1	$83,875.00
0238	1	$97,000.00
0239	1	$89,875.00
0240	1	$103,000.00
0241	1	$34,355.00
0242	1	$40,990.00
0243	1	$43,610.00
0244	1	$15,995.00
0245	1	$21,100.00
0246	1	$24,015.00
0247	1	$25,765.00
0248	1	$39,995.00
0249	1	$39,190.00
0250	1	$42,690.00
0251	1	$27,870.00
0252	1	$29,480.00
0253	1	$23,995.00
0254	1	$28,995.00
0255	1	$27,995.00
0256	1	$18,425.00
0257	1	$23,430.00
0258	1	$25,180.00
0259	1	$16,695.00
0260	1	$22,895.00
0261	1	$24,595.00
0262	1	$21,915.00
0263	1	$27,005.00
0264	1	$28,480.00
0265	1	$29,655.00
0266	1	$29,525.00
0267	1	$22,795.00
0268	1	$26,295.00
0269	1	$27,995.00
0270	1	$29,995.00
0271	1	$33,495.00
0272	1	$17,290.00
0273	1	$18,290.00
0274	1	$18,390.00
0275	1	$17,490.00
0276	1	$18,890.00
0277	1	$22,690.00
0278	1	$14,590.00
0279	1	$16,790.00
0280	1	$14,490.00
0281	1	$15,590.00
0282	1	$16,490.00
0283	1	$17,090.00
0284	1	$12,990.00
0285	1	$15,690.00
0286	1	$16,790.00
0287	1	$22,990.00
0288	1	$24,990.00
0289	1	$29,490.00
0290	1	$25,390.00
0291	1	$29,990.00
0292	1	$28,190.00
0293	1	$29,890.00
0294	1	$32,990.00
0295	1	$34,490.00
0296	1	$13,995.00
0297	1	$18,890.00
0298	1	$17,890.00
0299	1	$18,890.00
0300	1	$13,995.00
0301	1	$16,190.00
0302	1	$19,190.00
0303	1	$23,190.00
0304	1	$22,690.00
0305	1	$18,990.00
0306	1	$20,990.00
0307	1	$36,350.00
0308	1	$48,500.00
0309	1	$79,275.00
0310	1	$95,125.00
0311	1	$60,495.00
0312	1	$74,195.00
0313	1	$60,495.00
0314	1	$75,395.00
0315	1	$36,050.00
0316	1	$36,400.00
0317	1	$46,475.00
0318	1	$58,325.00
0319	1	$52,845.00
0320	1	$57,640.00
0321	1	$53,220.00
0322	1	$35,525.00
0323	1	$38,295.00
0324	1	$38,745.00
0325	1	$41,485.00
0326	1	$34,190.00
0327	1	$36,650.00
0328	1	$38,470.00
0329	1	$40,765.00
0330	1	$41,935.00
0331	1	$34,190.00
0332	1	$39,445.00
0333	1	$66,255.00
0334	1	$69,780.00
0335	1	$75,325.00
0336	1	$109,675.00
0337	1	$66,255.00
0338	1	$68,560.00
0339	1	$71,800.00
0340	1	$110,875.00
0341	1	$77,780.00
0342	1	$78,630.00
0343	1	$38,500.00
0344	1	$39,900.00
0345	1	$43,560.00
0346	1	$45,150.00
0347	1	$44,110.00
0348	1	$45,700.00
0349	1	$42,095.00
0350	1	$43,985.00
0351	1	$43,985.00
0352	1	$44,995.00
0353	1	$35,075.00
0354	1	$36,965.00
0355	1	$35,180.00
0356	1	$37,070.00
0357	1	$35,180.00
0358	1	$55,875.00
0359	1	$58,080.00
0360	1	$60,980.00
0361	1	$63,145.00
0362	1	$47,470.00
0363	1	$47,870.00
0364	1	$53,540.00
0365	1	$56,115.00
0366	1	$74,675.00
0367	1	$139,700.00
0368	1	$419,750.00
0369	1	$459,250.00
0370	1	$22,480.00
0371	1	$23,270.00
0372	1	$26,730.00
0373	1	$28,430.00
0374	1	$33,815.00
0375	1	$23,590.00
0376	1	$27,185.00
0377	1	$27,050.00
0378	1	$28,750.00
0379	1	$34,135.00
0380	1	$29,585.00
0381	1	$30,985.00
0382	1	$31,505.00
0383	1	$32,905.00
0384	1	$31,320.00
0385	1	$31,850.00
0386	1	$33,940.00
0387	1	$17,230.55
0388	1	$20,435.00
0389	1	$24,090.00
0390	1	$16,095.00
0391	1	$19,935.00
0392	1	$20,735.00
0393	1	$22,395.00
0394	1	$21,640.00
0395	1	$23,805.00
0396	1	$24,605.00
0397	1	$24,495.00
0398	1	$16,595.00
0399	1	$17,500.00
0400	1	$19,745.00
0401	1	$20,340.00
0402	1	$24,105.00
0403	1	$23,990.00
0404	1	$19,990.00
0405	1	$21,990.00
0406	1	$24,670.00
0407	1	$20,220.00
0408	1	$21,220.00
0409	1	$26,835.00
0410	1	$27,350.00
0411	1	$21,785.00
0412	1	$25,035.00
0413	1	$27,875.00
0414	1	$25,970.00
0415	1	$26,050.00
0416	1	$27,150.00
0417	1	$27,750.00
0418	1	$28,850.00
0419	1	$23,905.00
0420	1	$26,165.00
0421	1	$27,345.00
0422	1	$27,505.00
0423	1	$29,345.00
0424	1	$30,445.00
0425	1	$32,860.00
0426	1	$27,590.00
0427	1	$21,185.00
0428	1	$24,980.00
0429	1	$26,125.00
0430	1	$26,330.00
0431	1	$28,085.00
0432	1	$27,945.00
0433	1	$23,390.00
0434	1	$24,535.00
0435	1	$25,145.00
0436	1	$26,290.00
0437	1	$28,250.00
0438	1	$29,860.00
0439	1	$34,475.00
0440	1	$38,175.00
0441	1	$60,325.00
0442	1	$36,775.00
0443	1	$38,775.00
0444	1	$61,175.00
0445	1	$211,045.00
0446	1	$114,025.00
0447	1	$151,125.00
0448	1	$157,875.00
0449	1	$210,175.00
0450	1	$101,425.00
0451	1	$74,875.00
0452	1	$99,925.00
0453	1	$55,525.00
0454	1	$51,975.00
0455	1	$59,675.00
0456	1	$46,765.00
0457	1	$48,665.00
0458	1	$52,715.00
0459	1	$49,725.00
0460	1	$56,325.00
0461	1	$65,675.00
0462	1	$57,975.00
0463	1	$60,475.00
0464	1	$90,175.00
0465	1	$57,075.00
0466	1	$104,875.00
0467	1	$60,825.00
0468	1	$83,725.00
0469	1	$62,825.00
0470	1	$35,475.00
0471	1	$37,475.00
0472	1	$36,375.00
0473	1	$38,375.00
0474	1	$49,075.00
0475	1	$50,575.00
0476	1	$55,875.00
0477	1	$57,625.00
0478	1	$91,925.00
0479	1	$47,365.00
0480	1	$51,365.00
0481	1	$56,665.00
0482	1	$58,465.00
0483	1	$50,175.00
0484	1	$43,440.00
0485	1	$49,015.00
0486	1	$53,065.00
0487	1	$54,965.00
0488	1	$92,475.00
0489	1	$96,475.00
0490	1	$137,425.00
0491	1	$153,575.00
0492	1	$97,525.00
0493	1	$158,925.00
0494	1	$209,875.00
0495	1	$104,775.00
0496	1	$47,775.00
0497	1	$68,525.00
0498	1	$54,175.00
0499	1	$187,450.00
0500	1	$26,035.00
0501	1	$26,355.00
0502	1	$30,830.00
0503	1	$36,480.00
0504	1	$26,040.00
0505	1	$26,360.00
0506	1	$28,110.00
0507	1	$30,840.00
0508	1	$32,590.00
0509	1	$31,980.00
0510	1	$25,890.00
0511	1	$29,370.00
0512	1	$30,295.00
0513	1	$32,615.00
0514	1	$23,000.00
0515	1	$24,950.00
0516	1	$27,850.00
0517	1	$20,100.00
0518	1	$23,700.00
0519	1	$29,800.00
0520	1	$28,550.00
0521	1	$35,000.00
0522	1	$24,750.00
0523	1	$31,700.00
0524	1	$25,500.00
0525	1	$32,000.00
0526	1	$21,459.00
0527	1	$22,459.00
0528	1	$28,559.00
0529	1	$38,580.00
0530	1	$19,759.00
0531	1	$25,688.00
0532	1	$30,168.00
0533	1	$33,588.00
0534	1	$30,779.00
0535	1	$32,279.00
0536	1	$29,079.00
0537	1	$32,879.00
0538	1	$34,379.00
0539	1	$22,359.00
0540	1	$24,759.00
0541	1	$24,759.00
0542	1	$20,950.00
0543	1	$15,550.00
0544	1	$17,750.00
0545	1	$18,650.00
0546	1	$20,750.00
0547	1	$27,950.00
0548	1	$34,350.00
0549	1	$36,550.00
0550	1	$39,750.00
0551	1	$41,750.00
0552	1	$17,555.00
0553	1	$18,455.00
0554	1	$20,455.00
0555	1	$15,755.00
0556	1	$18,055.00
0557	1	$20,055.00
0558	1	$21,055.00
0559	1	$28,255.00
0560	1	$23,970.00
0561	1	$23,320.00
0562	1	$24,720.00
0563	1	$27,170.00
0564	1	$22,775.00
0565	1	$23,775.00
0566	1	$25,275.00
0567	1	$28,575.00
0568	1	$22,475.00
0569	1	$47,690.00
0570	1	$51,310.00
0571	1	$51,310.00
0572	1	$55,110.00
0573	1	$32,460.00
0574	1	$37,130.00
0575	1	$40,360.00
0576	1	$41,620.00
0577	1	$42,920.00
0578	1	$32,660.00
0579	1	$37,330.00
0580	1	$39,570.00
0581	1	$41,820.00
0582	1	$23,690.00
0583	1	$24,190.00
0584	1	$22,590.00
0585	1	$30,850.00
0586	1	$22,810.00
0587	1	$25,490.00
0588	1	$27,530.00
0589	1	$38,460.00
0590	1	$44,060.00
0591	1	$43,390.00
0592	1	$50,640.00
0593	1	$53,440.00
0594	1	$38,860.00
0595	1	$53,840.00
0596	1	$14,740.00
0597	1	$16,100.00
0598	1	$17,100.00
0599	1	$18,200.00
0600	1	$21,190.00
0601	1	$23,090.00
0602	1	$23,890.00
0603	1	$24,140.00
0604	1	$26,840.00
0605	1	$27,640.00
0606	1	$27,160.00
0607	1	$27,420.00
0608	1	$27,920.00
0609	1	$30,620.00
0610	1	$22,560.00
0611	1	$24,620.00
0612	1	$27,320.00
0613	1	$27,710.00
0614	1	$30,410.00
0615	1	$31,880.00
0616	1	$18,340.00
0617	1	$19,390.00
0618	1	$20,440.00
0619	1	$21,240.00
0620	1	$22,290.00
0621	1	$24,990.00
0622	1	$25,720.00
0623	1	$28,420.00
0624	1	$25,810.00
0625	1	$27,460.00
0626	1	$28,510.00
0627	1	$39,695.00
0628	1	$43,245.00
0629	1	$43,245.00
0630	1	$44,245.00
0631	1	$18,550.00
0632	1	$19,600.00
0633	1	$22,780.00
0634	1	$23,370.00
0635	1	$26,070.00
0636	1	$26,970.00
0637	1	$28,470.00
0638	1	$29,670.00
0639	1	$84,040.00
0640	1	$85,060.00
0641	1	$90,950.00
0642	1	$19,760.00
0643	1	$21,260.00
0644	1	$21,060.00
0645	1	$21,560.00
0646	1	$23,850.00
0647	1	$25,350.00
0648	1	$33,600.00
0649	1	$31,560.00
0650	1	$34,280.00
0651	1	$29,140.00
0652	1	$30,740.00
0653	1	$31,260.00
0654	1	$32,860.00
0655	1	$37,910.00
0656	1	$39,510.00
0657	1	$29,300.00
0658	1	$32,710.00
0659	1	$34,310.00
0660	1	$36,250.00
0661	1	$38,340.00
0662	1	$39,940.00
0663	1	$47,190.00
0664	1	$39,895.00
0665	1	$40,895.00
0666	1	$43,445.00
0667	1	$44,445.00
0668	1	$44,445.00
0669	1	$30,340.00
0670	1	$31,690.00
0671	1	$33,690.00
0672	1	$37,850.00
0673	1	$43,100.00
0674	1	$31,990.00
0675	1	$36,290.00
0676	1	$38,290.00
0677	1	$43,400.00
0678	1	$28,550.00
0679	1	$31,700.00
0680	1	$35,150.00
0681	1	$22,510.00
0682	1	$24,860.00
0683	1	$26,110.00
0684	1	$24,020.00
0685	1	$25,270.00
0686	1	$25,210.00
0687	1	$17,910.00
0688	1	$19,310.00
0689	1	$20,330.00
0690	1	$16,270.00
0691	1	$18,200.00
0692	1	$19,600.00
0693	1	$20,830.00
0694	1	$30,040.00
0695	1	$32,890.00
0696	1	$34,540.00
0697	1	$35,020.00
0698	1	$37,420.00
0699	1	$37,590.00
0700	1	$40,290.00
0701	1	$37,700.00
0702	1	$37,870.00
0703	1	$27,490.00
0704	1	$30,340.00
0705	1	$29,490.00
0706	1	$35,220.00
0707	1	$33,270.00
0708	1	$38,810.00
0709	1	$27,770.00
0710	1	$29,770.00
0711	1	$35,500.00
0712	1	$15,150.00
0713	1	$17,530.00
0714	1	$10,740.00
0715	1	$12,840.00
0716	1	$14,100.00
0717	1	$17,100.00
0718	1	$15,270.00
0719	1	$10,740.00
0720	1	$11,990.00
0721	1	$12,990.00
0722	1	$14,320.00
0723	1	$15,320.00
0724	1	$23,550.00
0725	1	$24,350.00
0726	1	$26,400.00
0727	1	$26,520.00
0728	1	$28,570.00
0729	1	$30,300.00
0730	1	$31,500.00
0731	1	$26,640.00
0732	1	$27,640.00
0733	1	$28,690.00
0734	1	$29,850.00
0735	1	$30,900.00
0736	1	$57,375.00
0737	1	$89,875.00
0738	1	$68,075.00
0739	1	$89,875.00
0740	1	$46,875.00
0741	1	$46,875.00
0742	1	$36,290.00
0743	1	$41,405.00
0744	1	$30,470.00
0745	1	$38,390.00
0746	1	$39,505.00
0747	1	$26,995.00
0748	1	$32,570.00
0749	1	$33,765.00
0750	1	$27,745.00
0751	1	$33,820.00
0752	1	$34,515.00
0753	1	$33,495.00
0754	1	$33,995.00
0755	1	$36,390.00
0756	1	$43,280.00
0757	1	$45,225.00
0758	1	$26,995.00
0759	1	$35,990.00
0760	1	$39,190.00
0761	1	$44,290.00
0762	1	$62,845.00
0763	1	$44,190.00
0764	1	$46,090.00
0765	1	$38,990.00
0766	1	$40,890.00
0767	1	$39,190.00
0768	1	$42,390.00
0769	1	$44,290.00
0770	1	$39,090.00
0771	1	$46,355.00
0772	1	$50,855.00
0773	1	$56,905.00
0774	1	$74,375.00
0775	1	$64,110.00
0776	1	$66,660.00
0777	1	$74,790.00
0778	1	$77,340.00
0779	1	$66,050.00
0780	1	$69,215.00
0781	1	$62,835.00
0782	1	$34,655.00
0783	1	$41,630.00
0784	1	$47,670.00
0785	1	$57,170.00
0786	1	$48,105.00
0787	1	$85,050.00
0788	1	$89,750.00
0789	1	$93,050.00
0790	1	$96,050.00
0791	1	$89,750.00
0792	1	$96,050.00
0793	1	$61,675.00
0794	1	$100,875.00
0795	1	$62,450.00
0796	1	$90,775.00
0797	1	$133,575.00
0798	1	$33,130.00
0799	1	$36,955.00
0800	1	$39,340.00
0801	1	$42,485.00
0802	1	$29,975.00
0803	1	$29,835.00
0804	1	$38,020.00
0805	1	$37,580.00
0806	1	$22,185.00
0807	1	$26,265.00
0808	1	$25,755.00
0809	1	$26,055.00
0810	1	$32,180.00
0811	1	$35,140.00
0812	1	$36,135.00
0813	1	$36,335.00
0814	1	$39,780.00
0815	1	$40,770.00
0816	1	$44,215.00
0817	1	$40,280.00
0818	1	$41,470.00
0819	1	$44,915.00
0820	1	$29,625.00
0821	1	$31,125.00
0822	1	$31,275.00
0823	1	$34,490.00
0824	1	$40,190.00
0825	1	$43,325.00
0826	1	$43,525.00
0827	1	$48,780.00
0828	1	$51,715.00
0829	1	$51,915.00
0830	1	$49,480.00
0831	1	$52,415.00
0832	1	$39,170.00
0833	1	$39,245.00
0834	1	$27,420.00
0835	1	$31,275.00
0836	1	$34,275.00
0837	1	$28,975.00
0838	1	$247,000.00
0839	1	$410,000.00
0840	1	$445,000.00
0841	1	$385,000.00
0842	1	$40,815.00
0843	1	$45,905.00
0844	1	$29,725.00
0845	1	$33,220.00
0846	1	$37,845.00
0847	1	$49,990.00
0848	1	$39,350.00
0849	1	$48,855.00
0850	1	$50,390.00
0851	1	$19,340.00
0852	1	$20,140.00
0853	1	$18,995.00
0854	1	$19,995.00
0855	1	$16,570.00
0856	1	$17,520.00
0857	1	$19,040.00
0858	1	$16,720.00
0859	1	$17,670.00
0860	1	$15,620.00
0861	1	$16,420.00
0862	1	$12,635.00
0863	1	$20,990.00
0864	1	$26,690.00
0865	1	$27,190.00
0866	1	$23,920.00
0867	1	$27,220.00
0868	1	$28,720.00
0869	1	$30,720.00
0870	1	$25,690.00
0871	1	$28,190.00
0872	1	$27,690.00
0873	1	$18,690.00
0874	1	$19,690.00
0875	1	$29,690.00
0876	1	$28,190.00
0877	1	$33,690.00
0878	1	$32,825.00
0879	1	$35,015.00
0880	1	$18,220.00
0881	1	$38,070.00
0882	1	$18,720.00
0883	1	$19,720.00
0884	1	$28,720.00
0885	1	$29,720.00
0886	1	$20,660.00
0887	1	$21,660.00
0888	1	$30,660.00
0889	1	$20,720.00
0890	1	$29,020.00
0891	1	$23,690.00
0892	1	$24,990.00
0893	1	$29,690.00
0894	1	$23,920.00
0895	1	$25,220.00
0896	1	$28,920.00
0897	1	$29,220.00
0898	1	$29,920.00
0899	1	$32,220.00
0900	1	$33,190.00
0901	1	$36,490.00
0902	1	$31,220.00
0903	1	$28,620.00
0904	1	$29,645.00
0905	1	$28,874.00
0906	1	$29,745.00
0907	1	$26,440.00
0908	1	$36,825.00
0909	1	$38,025.00
0910	1	$44,825.00
0911	1	$42,825.00
0912	1	$23,174.00
0913	1	$19,894.00
0914	1	$21,544.00
0915	1	$23,444.00
0916	1	$24,944.00
0917	1	$26,344.00
0918	1	$26,594.00
0919	1	$21,794.00
0920	1	$23,244.00
0921	1	$21,334.00
0922	1	$22,334.00
0923	1	$24,434.00
0924	1	$22,644.00
0925	1	$23,644.00
0926	1	$25,444.00
0927	1	$27,894.00
0928	1	$16,634.00
0929	1	$17,634.00
0930	1	$18,734.00
0931	1	$16,934.00
0932	1	$18,484.00
0933	1	$15,940.00
0934	1	$17,744.00
0935	1	$17,124.00
0936	1	$18,494.00
0937	1	$31,725.00
0938	1	$36,510.00
0939	1	$30,335.00
0940	1	$32,075.00
0941	1	$36,615.00
0942	1	$38,460.00
0943	1	$40,495.00
0944	1	$37,375.00
0945	1	$38,665.00
0946	1	$45,065.00
0947	1	$33,205.00
0948	1	$21,205.00
0949	1	$22,660.00
0950	1	$25,325.00
0951	1	$23,925.00
0952	1	$26,600.00
0953	1	$20,480.00
0954	1	$22,985.00
0955	1	$30,130.00
0956	1	$27,335.00
0957	1	$18,110.00
0958	1	$19,720.00
0959	1	$20,910.00
0960	1	$27,690.00
0961	1	$26,665.00
0962	1	$33,290.00
0963	1	$35,480.00
0964	1	$35,710.00
0965	1	$42,030.00
0966	1	$28,200.00
0967	1	$29,355.00
0968	1	$32,805.00
0969	1	$33,960.00
0970	1	$35,410.00
0971	1	$35,705.00
0972	1	$46,025.00
0973	1	$51,025.00
0974	1	$17,460.00
0975	1	$19,370.00
0976	1	$20,560.00
0977	1	$22,870.00
0978	1	$22,160.00
0979	1	$23,885.00
0980	1	$24,520.00
0981	1	$26,115.00
0982	1	$27,515.00
0983	1	$25,475.00
0984	1	$26,865.00
0985	1	$22,735.00
0986	1	$24,135.00
0987	1	$26,170.00
0988	1	$24,435.00
0989	1	$27,115.00
0990	1	$29,045.00
0991	1	$50,115.00
0992	1	$53,340.00
0993	1	$57,155.00
0994	1	$41,180.00
0995	1	$43,780.00
0996	1	$44,405.00
0997	1	$50,665.00
0998	1	$53,890.00
0999	1	$53,890.00
1000	1	$57,705.00
1001	1	$60,930.00
1002	1	$25,500.00
1003	1	$30,045.00
1004	1	$36,475.00
1005	1	$38,675.00
1006	1	$26,355.00
1007	1	$29,910.00
1008	1	$21,090.00
1009	1	$24,025.00
1010	1	$25,580.00
1011	1	$26,460.00
1012	1	$20,950.00
1013	1	$23,285.00
1014	1	$21,355.00
1015	1	$26,535.00
1016	1	$51,075.00
1017	1	$60,025.00
1018	1	$54,185.00
1019	1	$24,985.00
1020	1	$27,560.00
1021	1	$26,955.00
1022	1	$27,835.00
1023	1	$24,760.00
1024	1	$16,155.00
1025	1	$17,040.00
1026	1	$18,075.00
1027	1	$21,030.00
1028	1	$22,160.00
1029	1	$33,790.00
1030	1	$33,790.00
1031	1	$40,070.00
1032	1	$43,130.00
1033	1	$34,515.00
1034	1	$40,370.00
1035	1	$43,430.00
1036	1	$26,615.00
1037	1	$27,545.00
1038	1	$27,915.00
1039	1	$28,905.00
1040	1	$29,665.00
1041	1	$30,965.00
1042	1	$37,535.00
1043	1	$27,250.00
1044	1	$27,395.00
1045	1	$29,630.00
1046	1	$32,680.00
1047	1	$37,835.00
1048	1	$40,895.00
1049	1	$40,895.00
1050	1	$24,130.00
1051	1	$25,330.00
1052	1	$26,660.00
1053	1	$29,380.00
1054	1	$29,380.00
1055	1	$29,710.00
1056	1	$24,910.00
1057	1	$27,385.00
1058	1	$30,105.00
1059	1	$30,435.00
1060	1	$30,435.00
1061	1	$75,375.00
1062	1	$28,485.00
1063	1	$30,310.00
1064	1	$28,685.00
1065	1	$30,510.00
1066	1	$13,665.00
1067	1	$14,125.00
1068	1	$13,615.00
1069	1	$14,375.00
1070	1	$28,560.00
1071	1	$33,880.00
1072	1	$40,110.00
1073	1	$41,220.00
1074	1	$29,020.00
1075	1	$30,120.00
1076	1	$30,940.00
1077	1	$32,040.00
1078	1	$31,995.00
1079	1	$34,395.00
1080	1	$35,195.00
1081	1	$34,240.00
1082	1	$34,810.00
1083	1	$36,870.00
1084	1	$18,370.00
1085	1	$19,470.00
1086	1	$20,085.00
1087	1	$24,204.00
1088	1	$19,835.00
1089	1	$23,875.00
1090	1	$24,500.00
1091	1	$84,875.00
1092	1	$25,019.00
1093	1	$25,514.00
1094	1	$26,119.00
1095	1	$25,560.00
1096	1	$26,160.00
1097	1	$26,210.00
1098	1	$26,810.00
1099	1	$27,910.00
1100	1	$28,745.00
1101	1	$30,875.00
1102	1	$31,475.00
1103	1	$18,485.00
1104	1	$21,300.00
1105	1	$22,400.00
1106	1	$24,015.00
1107	1	$24,680.00
1108	1	$25,740.00
1109	1	$26,840.00
1110	1	$24,205.00
1111	1	$23,990.00
1112	1	$25,365.00
1113	1	$26,465.00
1114	1	$16,765.00
1115	1	$18,965.00
1116	1	$23,265.00
1117	1	$23,765.00
1118	1	$20,595.00
1119	1	$24,225.00
1120	1	$25,500.00
1121	1	$26,600.00
1122	1	$20,540.00
1123	1	$27,140.00
1124	1	$27,945.00
1125	1	$26,700.00
1126	1	$31,400.00
1127	1	$37,400.00
1128	1	$43,300.00
1129	1	$24,000.00
1130	1	$25,100.00
1131	1	$28,205.00
1132	1	$30,500.00
1133	1	$32,350.00
1134	1	$25,405.00
1135	1	$27,360.00
1136	1	$28,765.00
1137	1	$32,910.00
1138	1	$33,640.00
1139	1	$36,389.00
1140	1	$41,650.00
1141	1	$38,175.00
1142	1	$25,475.00
1143	1	$40,825.00
1144	1	$27,050.00
1145	1	$32,000.00
1146	1	$32,025.00
1147	1	$38,575.00
1148	1	$32,300.00
1149	1	$51,800.00
1150	1	$37,825.00
1151	1	$36,075.00
1152	1	$29,875.00
1153	1	$33,725.00
1154	1	$34,400.00
1155	1	$33,245.00
1156	1	$42,400.00
1157	1	$33,275.00
1158	1	$38,925.00
1159	1	$38,800.00
1160	1	$32,875.00
1161	1	$38,875.00
1162	1	$40,875.00
1163	1	$39,725.00
