auto	yahoo	price
0484	1	$33,575
0485	1	$30,330
0486	1	$36,975
0487	1	$13,300
0488	1	$17,195
0489	1	$17,195
0490	1	$13,990
0491	1	$20,440
0492	1	$15,450
0493	1	$16,520
0494	1	$16,850
0495	1	$17,350
0496	1	$18,960
0497	1	$20,150
0498	1	$20,080
0499	1	$15,849
0500	1	$17,699
0501	1	$19,949
0502	1	$16,000
0503	1	$16,950
0504	1	$17,170
0505	1	$17,170
0506	1	$18,780
0507	1	$18,780
0508	1	$16,365
0509	1	$17,265
0510	1	$20,555
0511	1	$21,315
0512	1	$21,865
0513	1	$22,750
0514	1	$23,950
0515	1	$24,450
0516	1	$25,735
0517	1	$16,640
0518	1	$17,270
0519	1	$16,700
0520	1	$17,510
0521	1	$19,800
0522	1	$20,920
0523	1	$22,110
0524	1	$16,880
0525	1	$18,085
0526	1	$18,240
0527	1	$18,110
0528	1	$16,995
0529	1	$19,995
0530	1	$20,995
0531	1	$23,495
0532	1	$17,045
0533	1	$18,240
0534	1	$19,335
0535	1	$19,335
0536	1	$22,155
0537	1	$22,760
0538	1	$22,995
0539	1	$25,995
0540	1	$27,895
0541	1	$28,995
0542	1	$23,500
0543	1	$26,750
0544	1	$26,750
0545	1	$29,750
0546	1	$32,250
0547	1	$25,395
0548	1	$28,340
0549	1	$35,780
0550	1	$26,055
0551	1	$27,055
0552	1	$29,985
0553	1	$25,950
0554	1	$26,650
0555	1	$35,650
0556	1	$27,540
0557	1	$29,540
0558	1	$39,250
0559	1	$42,300
0560	1	$27,970
0561	1	$30,425
0562	1	$31,065
0563	1	$33,545
0564	1	$34,845
0565	1	$28,210
0566	1	$28,805
0567	1	$30,725
0568	1	$32,815
0569	1	$34,215
0570	1	$29,135
0571	1	$33,145
0572	1	$34,535
0573	1	$29,375
0574	1	$31,465
0575	1	$33,225
0576	1	$38,625
0577	1	$30,810
0578	1	$38,965
0579	1	$39,155
0580	1	$30,615
0581	1	$33,825
0582	1	$23,880
0583	1	$27,225
0584	1	$30,945
0585	1	$34,295
0586	1	$23,195
0587	1	$24,495
0588	1	$28,195
0589	1	$28,495
0590	1	$29,195
0591	1	$31,495
0592	1	$26,200
0593	1	$26,540
0594	1	$29,390
0595	1	$27,500
0596	1	$37,765
0597	1	$27,750
0598	1	$31,150
0599	1	$34,430
0600	1	$30,740
0601	1	$31,190
0602	1	$33,590
0603	1	$36,640
0604	1	$39,340
0605	1	$31,224
0606	1	$31,745
0607	1	$33,745
0608	1	$37,985
0609	1	$39,985
0610	1	$34,725
0611	1	$31,345
0612	1	$31,390
0613	1	$35,015
0614	1	$40,255
0615	1	$31,450
0616	1	$32,350
0617	1	$33,550
0618	1	$35,350
0619	1	$31,820
0620	1	$46,030
0621	1	$46,220
0622	1	$23,580
0623	1	$25,255
0624	1	$29,730
0625	1	$31,730
0626	1	$23,565
0627	1	$25,635
0628	1	$31,865
0629	1	$25,170
0630	1	$27,370
0631	1	$29,220
0632	1	$27,085
0633	1	$29,645
0634	1	$27,260
0635	1	$28,350
0636	1	$31,045
0637	1	$31,885
0638	1	$31,885
0639	1	$32,640
0640	1	$38,010
0641	1	$38,010
0642	1	$38,230
0643	1	$44,865
0644	1	$31,575
0645	1	$28,510
0646	1	$31,020
0647	1	$31,570
0648	1	$39,035
0649	1	$28,850
0650	1	$31,875
0651	1	$29,375
0652	1	$30,565
0653	1	$33,595
0654	1	$39,125
0655	1	$29,480
0656	1	$29,860
0657	1	$31,610
0658	1	$32,370
0659	1	$31,590
0660	1	$33,525
0661	1	$34,270
0662	1	$36,455
0663	1	$39,855
0664	1	$41,030
0665	1	$35,600
0666	1	$38,600
0667	1	$31,600
0668	1	$38,600
0669	1	$28,905
0670	1	$32,110
0671	1	$32,140
0672	1	$26,795
0673	1	$32,245
0674	1	$31,510
0675	1	$32,790
0676	1	$35,840
0677	1	$37,675
0678	1	$39,740
0679	1	$39,940
0680	1	$40,795
0681	1	$31,510
0682	1	$31,760
0683	1	$36,035
0684	1	$32,045
0685	1	$32,240
0686	1	$35,905
0687	1	$40,910
0688	1	$37,595
0689	1	$32,335
0690	1	$37,165
0691	1	$41,940
0692	1	$42,135
0693	1	$42,655
0694	1	$35,950
0695	1	$32,395
0696	1	$32,740
0697	1	$32,940
0698	1	$34,270
0699	1	$37,965
0700	1	$42,345
0701	1	$43,455
0702	1	$46,820
0703	1	$47,890
0704	1	$32,445
0705	1	$25,845
0706	1	$29,645
0707	1	$30,845
0708	1	$24,665
0709	1	$28,865
0710	1	$29,415
0711	1	$33,100
0712	1	$25,065
0713	1	$28,425
0714	1	$26,540
0715	1	$29,030
0716	1	$29,755
0717	1	$33,075
0718	1	$34,110
0719	1	$27,999
0720	1	$32,898
0721	1	$28,255
0722	1	$33,180
0723	1	$29,000
0724	1	$32,850
0725	1	$29,075
0726	1	$32,085
0727	1	$33,215
0728	1	$30,930
0729	1	$32,730
0730	1	$33,230
0731	1	$34,830
0732	1	$35,625
0733	1	$35,730
0734	1	$36,230
0735	1	$30,360
0736	1	$38,625
0737	1	$29,730
0738	1	$44,460
0739	1	$32,025
0740	1	$32,780
0741	1	$33,720
0742	1	$39,500
0743	1	$33,440
0744	1	$37,480
0745	1	$37,680
0746	1	$41,860
0747	1	$42,050
0748	1	$32,600
0749	1	$36,600
0750	1	$36,600
0751	1	$38,600
0752	1	$42,500
0753	1	$26,805
0754	1	$29,905
0755	1	$31,505
0756	1	$33,405
0757	1	$35,005
0758	1	$37,205
0759	1	$40,755
0760	1	$26,995
0761	1	$29,555
0762	1	$33,765
0763	1	$28,500
0764	1	$30,100
0765	1	$31,910
0766	1	$33,510
0767	1	$35,450
0768	1	$37,050
0769	1	$37,540
0770	1	$39,140
0771	1	$29,385
0772	1	$29,685
0773	1	$32,175
0774	1	$36,625
0775	1	$37,255
0776	1	$29,475
0777	1	$39,230
0778	1	$30,615
0779	1	$33,410
0780	1	$30,810
0781	1	$32,525
0782	1	$34,615
0783	1	$34,450
0784	1	$36,050
0785	1	$33,565
0786	1	$33,760
0787	1	$33,965
0788	1	$36,920
0789	1	$37,115
0790	1	$38,340
0791	1	$41,605
0792	1	$41,795
0793	1	$41,800
0794	1	$33,565
0795	1	$33,760
0796	1	$33,965
0797	1	$37,335
0798	1	$37,530
0799	1	$38,755
0800	1	$42,110
0801	1	$42,295
0802	1	$42,305
0803	1	$22,965
0804	1	$25,965
0805	1	$29,935
0806	1	$24,590
0807	1	$38,260
0808	1	$40,755
0809	1	$42,450
0810	1	$44,895
0811	1	$49,915
0812	1	$52,360
0813	1	$39,990
0814	1	$32,345
0815	1	$34,445
0816	1	$38,180
0817	1	$28,145
0818	1	$30,045
0819	1	$35,895
0820	1	$30,020
0821	1	$31,870
0822	1	$32,315
0823	1	$34,555
0824	1	$29,220
0825	1	$30,560
0826	1	$32,265
0827	1	$33,965
0828	1	$34,380
0829	1	$34,750
0830	1	$44,505
0831	1	$28,710
0832	1	$29,220
0833	1	$30,560
0834	1	$32,265
0835	1	$33,965
0836	1	$34,750
0837	1	$45,960
0838	1	$46,375
0839	1	$46,745
0840	1	$36,050
0841	1	$40,350
0842	1	$29,224
0843	1	$31,224
0844	1	$31,865
0845	1	$33,865
0846	1	$34,445
0847	1	$36,445
0848	1	$39,975
0849	1	$31,310
0850	1	$32,090
0851	1	$34,025
0852	1	$35,015
0853	1	$31,740
0854	1	$33,740
0855	1	$36,365
0856	1	$38,085
0857	1	$40,185
0858	1	$42,185
0859	1	$34,740
0860	1	$37,085
0861	1	$37,835
0862	1	$34,225
0863	1	$36,115
0864	1	$28,185
0865	1	$30,640
0866	1	$31,280
0867	1	$33,585
0868	1	$33,760
0869	1	$35,060
0870	1	$30,020
0871	1	$30,365
0872	1	$31,870
0873	1	$33,770
0874	1	$34,185
0875	1	$34,555
0876	1	$32,410
0877	1	$34,850
0878	1	$37,950
0879	1	$29,450
0880	1	$34,500
0881	1	$29,565
0882	1	$32,940
0883	1	$30,300
0884	1	$34,525
0885	1	$35,380
0886	1	$37,640
0887	1	$30,980
0888	1	$34,710
0889	1	$39,390
0890	1	$39,580
0891	1	$32,520
0892	1	$35,620
0893	1	$33,715
0894	1	$35,025
0895	1	$42,275
0896	1	$32,525
0897	1	$33,715
0898	1	$35,025
0899	1	$32,800
0900	1	$34,600
0901	1	$36,400
0902	1	$34,495
0903	1	$34,540
0904	1	$34,540
0905	1	$38,575
0906	1	$38,620
0907	1	$43,860
0908	1	$38,320
0909	1	$25,395
0910	1	$28,140
0911	1	$29,125
0912	1	$27,840
0913	1	$31,190
0914	1	$37,470
0915	1	$37,490
0916	1	$39,670
0917	1	$30,410
0918	1	$39,610
0919	1	$30,665
0920	1	$36,195
0921	1	$39,290
0922	1	$32,350
0923	1	$35,050
0924	1	$36,650
0925	1	$39,200
0926	1	$39,450
0927	1	$44,000
0928	1	$35,550
0929	1	$36,350
0930	1	$35,000
0931	1	$35,195
0932	1	$44,755
0933	1	$38,295
0934	1	$35,500
0935	1	$35,500
0936	1	$40,730
0937	1	$42,095
0938	1	$25,175
0939	1	$26,025
0940	1	$32,660
0941	1	$35,060
0942	1	$35,875
0943	1	$27,220
0944	1	$32,070
0945	1	$34,220
0946	1	$38,070
0947	1	$34,195
0948	1	$35,895
0949	1	$30,830
0950	1	$35,890
0951	1	$29,280
0952	1	$36,280
0953	1	$30,495
0954	1	$32,495
0955	1	$30,495
0956	1	$32,495
0957	1	$35,795
0958	1	$33,485
0959	1	$36,355
0960	1	$31,950
0961	1	$32,850
0962	1	$34,140
0963	1	$35,940
0964	1	$32,020
0965	1	$32,215
0966	1	$34,130
0967	1	$36,300
0968	1	$38,375
0969	1	$41,290
0970	1	$32,620
0971	1	$34,620
0972	1	$32,940
0973	1	$36,100
0974	1	$33,045
0975	1	$33,090
0976	1	$36,055
0977	1	$41,340
0978	1	$33,835
0979	1	$35,895
0980	1	$36,195
0981	1	$39,285
0982	1	$39,615
0983	1	$39,915
0984	1	$44,935
0985	1	$47,045
0986	1	$50,340
0987	1	$11,990
0988	1	$17,990
0989	1	$20,990
0990	1	$18,495
0991	1	$15,700
0992	1	$16,410
0993	1	$18,260
0994	1	$20,795
0995	1	$22,995
0996	1	$24,195
0997	1	$15,420
0998	1	$17,160
0999	1	$18,560
1000	1	$19,580
1001	1	$20,080
1002	1	$15,805
1003	1	$17,355
1004	1	$17,755
1005	1	$18,355
1006	1	$18,555
1007	1	$19,605
1008	1	$20,405
1009	1	$22,405
1010	1	$16,985
1011	1	$17,100
1012	1	$18,620
1013	1	$17,495
1014	1	$17,995
1015	1	$18,995
1016	1	$19,995
1017	1	$17,735
1018	1	$18,295
1019	1	$20,550
1020	1	$22,165
1021	1	$24,990
1022	1	$17,949
1023	1	$18,275
1024	1	$26,085
1025	1	$26,600
1026	1	$28,540
1027	1	$18,690
1028	1	$18,690
1029	1	$20,390
1030	1	$25,795
1031	1	$27,240
1032	1	$26,275
1033	1	$26,420
1034	1	$27,665
1035	1	$28,655
1036	1	$36,860
1037	1	$43,250
1038	1	$27,895
1039	1	$32,345
1040	1	$33,845
1041	1	$35,445
1042	1	$37,045
1043	1	$37,045
1044	1	$38,645
1045	1	$40,245
1046	1	$29,940
1047	1	$32,060
1048	1	$37,110
1049	1	$38,710
1050	1	$29,450
1051	1	$32,940
1052	1	$33,125
1053	1	$36,420
1054	1	$29,295
1055	1	$32,260
1056	1	$36,770
1057	1	$31,760
1058	1	$32,215
1059	1	$34,590
1060	1	$39,575
1061	1	$40,770
1062	1	$33,090
1063	1	$41,840
1064	1	$41,885
1065	1	$33,995
1066	1	$37,195
1067	1	$36,675
1068	1	$37,420
1069	1	$41,745
1070	1	$36,520
1071	1	$36,715
1072	1	$36,920
1073	1	$41,490
1074	1	$36,520
1075	1	$36,715
1076	1	$36,920
1077	1	$40,485
1078	1	$40,680
1079	1	$41,905
1080	1	$45,260
1081	1	$28,295
1082	1	$30,995
1083	1	$39,995
1084	1	$29,940
1085	1	$32,950
1086	1	$38,235
1087	1	$35,960
1088	1	$38,365
1089	1	$38,000
1090	1	$37,420
1091	1	$35,515
1092	1	$37,515
1093	1	$38,630
1094	1	$40,630
1095	1	$43,995
1096	1	$35,700
1097	1	$36,200
1098	1	$37,650
1099	1	$42,400
1100	1	$36,200
1101	1	$37,625
1102	1	$37,700
1103	1	$43,510
1104	1	$52,890
1105	1	$38,220
1106	1	$41,465
1107	1	$38,260
1108	1	$24,460
1109	1	$30,750
1110	1	$34,715
1111	1	$38,700
1112	1	$39,970
1113	1	$33,380
1114	1	$38,430
1115	1	$33,380
1116	1	$38,430
1117	1	$38,730
1118	1	$29,895
1119	1	$38,690
1120	1	$38,735
1121	1	$30,340
1122	1	$33,455
1123	1	$33,650
1124	1	$38,190
1125	1	$38,920
1126	1	$34,240
1127	1	$35,370
1128	1	$42,650
1129	1	$32,400
1130	1	$38,050
1131	1	$38,400
1132	1	$41,550
1133	1	$33,555
1134	1	$35,405
1135	1	$35,705
1136	1	$38,655
1137	1	$39,615
1138	1	$39,915
1139	1	$35,105
1140	1	$38,655
1141	1	$38,835
1142	1	$42,385
1143	1	$42,385
1144	1	$43,385
1145	1	$43,385
1146	1	$36,700
1147	1	$45,050
1148	1	$50,150
1149	1	$38,450
1150	1	$43,485
1151	1	$43,685
1152	1	$38,710
1153	1	$45,040
1154	1	$28,950
1155	1	$31,750
1156	1	$39,470
1157	1	$29,245
1158	1	$30,715
1159	1	$31,705
1160	1	$39,920
1161	1	$32,685
1162	1	$38,930
1163	1	$29,525
1164	1	$31,265
1165	1	$37,650
1166	1	$39,685
1167	1	$30,340
1168	1	$38,690
1169	1	$38,885
1170	1	$30,975
1171	1	$31,590
1172	1	$33,935
1173	1	$39,100
1174	1	$39,225
1175	1	$32,000
1176	1	$36,210
1177	1	$39,865
1178	1	$34,990
1179	1	$39,735
1180	1	$39,935
1181	1	$44,410
1182	1	$44,605
1183	1	$35,000
1184	1	$35,195
1185	1	$38,860
1186	1	$44,255
1187	1	$39,375
1188	1	$38,850
1189	1	$41,060
1190	1	$45,340
1191	1	$28,200
1192	1	$31,175
1193	1	$34,375
1194	1	$39,990
1195	1	$31,345
1196	1	$35,425
1197	1	$40,715
1198	1	$33,590
1199	1	$35,790
1200	1	$40,990
1201	1	$37,185
1202	1	$40,955
1203	1	$42,795
1204	1	$45,060
1205	1	$46,320
1206	1	$35,485
1207	1	$35,795
1208	1	$43,230
1209	1	$37,500
1210	1	$39,150
1211	1	$36,950
1212	1	$40,700
1213	1	$37,800
1214	1	$40,800
1215	1	$40,000
1216	1	$40,610
1217	1	$44,890
1218	1	$40,000
1219	1	$40,850
1220	1	$23,245
1221	1	$41,230
1222	1	$29,095
1223	1	$29,980
1224	1	$37,770
1225	1	$41,090
1226	1	$41,975
1227	1	$31,815
1228	1	$42,455
1229	1	$42,455
1230	1	$32,240
1231	1	$36,120
1232	1	$32,145
1233	1	$33,315
1234	1	$35,775
1235	1	$38,570
1236	1	$32,645
1237	1	$35,005
1238	1	$36,930
1239	1	$40,080
1240	1	$32,525
1241	1	$33,510
1242	1	$41,775
1243	1	$33,100
1244	1	$36,800
1245	1	$41,340
1246	1	$41,535
1247	1	$41,220
1248	1	$38,210
1249	1	$40,990
1250	1	$41,830
1251	1	$39,145
1252	1	$40,995
1253	1	$41,270
1254	1	$31,875
1255	1	$33,725
1256	1	$37,845
1257	1	$40,340
1258	1	$42,190
1259	1	$30,215
1260	1	$36,715
1261	1	$39,215
1262	1	$41,910
1263	1	$32,295
1264	1	$33,540
1265	1	$42,455
1266	1	$33,100
1267	1	$33,295
1268	1	$37,215
1269	1	$41,840
1270	1	$33,150
1271	1	$35,150
1272	1	$40,600
1273	1	$43,950
1274	1	$35,605
1275	1	$38,000
1276	1	$42,590
1277	1	$42,785
1278	1	$43,725
1279	1	$34,985
1280	1	$38,380
1281	1	$39,360
1282	1	$42,770
1283	1	$36,200
1284	1	$44,550
1285	1	$54,160
1286	1	$37,950
1287	1	$42,800
1288	1	$42,595
1289	1	$44,050
1290	1	$42,940
1291	1	$42,155
1292	1	$42,940
1293	1	$40,635
1294	1	$42,245
1295	1	$43,480
1296	1	$44,145
1297	1	$45,735
1298	1	$46,990
1299	1	$48,580
1300	1	$46,665
1301	1	$30,710
1302	1	$37,480
1303	1	$43,325
1304	1	$31,575
1305	1	$40,210
1306	1	$31,840
1307	1	$34,465
1308	1	$36,465
1309	1	$38,185
1310	1	$43,220
1311	1	$33,000
1312	1	$34,675
1313	1	$35,710
1314	1	$39,070
1315	1	$42,885
1316	1	$43,075
1317	1	$43,885
1318	1	$34,985
1319	1	$39,775
1320	1	$43,015
1321	1	$35,165
1322	1	$39,765
1323	1	$37,290
1324	1	$42,945
1325	1	$38,265
1326	1	$40,165
1327	1	$41,565
1328	1	$43,365
1329	1	$43,465
1330	1	$45,265
1331	1	$49,065
1332	1	$50,965
1333	1	$39,180
1334	1	$43,150
1335	1	$43,160
1336	1	$48,160
1337	1	$41,600
1338	1	$42,850
1339	1	$44,825
1340	1	$43,285
1341	1	$33,650
1342	1	$35,650
1343	1	$41,100
1344	1	$44,150
1345	1	$38,855
1346	1	$39,035
1347	1	$40,035
1348	1	$42,585
1349	1	$35,485
1350	1	$35,795
1351	1	$39,665
1352	1	$42,725
1353	1	$43,920
1354	1	$36,000
1355	1	$42,000
1356	1	$44,100
1357	1	$36,500
1358	1	$42,000
1359	1	$38,340
1360	1	$44,670
1361	1	$44,550
1362	1	$39,820
1363	1	$44,315
1364	1	$44,275
1365	1	$46,195
1366	1	$49,200
1367	1	$48,530
1368	1	$37,410
1369	1	$45,495
1370	1	$48,040
1371	1	$49,315
1372	1	$51,860
1373	1	$33,860
1374	1	$44,830
1375	1	$38,830
1376	1	$45,815
1377	1	$48,865
1378	1	$36,110
1379	1	$39,160
1380	1	$39,215
1381	1	$42,265
1382	1	$38,710
1383	1	$45,040
1384	1	$39,990
1385	1	$45,080
1386	1	$46,195
1387	1	$49,200
1388	1	$45,700
1389	1	$50,900
1390	1	$58,900
1391	1	$47,300
1392	1	$45,900
1393	1	$48,900
1394	1	$51,900
1395	1	$54,425
