auto	motortrend	price
0340	1	$26,280
0341	1	$29,545
0342	1	$22,245
0343	1	$26,245
0344	1	$27,245
0345	1	$23,250
0346	1	$21,590
0347	1	$25,750
0348	1	$26,750
0349	1	$20,610
0350	1	$25,365
0351	1	$37,120
0352	1	$32,230
0353	1	$90,255
0354	1	$91,005
0355	1	$47,250
0356	1	$54,990
0357	1	$65,690
0358	1	$74,995
0359	1	$11,990
0360	1	$13,990
0361	1	$16,990
0362	1	$191,615
0363	1	$204,715
0364	1	$187,070
0365	1	$200,570
0366	1	$273,000
0367	1	$286,500
0368	1	$273,000
0369	1	$286,500
0370	1	$199,950
0371	1	$199,950
0372	1	$179,995
0373	1	$124,750
0374	1	$137,750
0375	1	$120,750
0376	1	$133,750
0377	1	$192,000
0378	1	$118,000
0379	1	$122,000
0380	1	$135,800
0381	1	$120,250
0382	1	$126,250
0383	1	$21,695
0384	1	$24,195
0385	1	$26,495
0386	1	$26,995
0387	1	$27,995
0388	1	$29,995
0389	1	$17,495
0390	1	$18,995
0391	1	$19,495
0392	1	$19,995
0393	1	$20,995
0394	1	$25,495
0395	1	$25,495
0396	1	$27,995
0397	1	$27,995
0398	1	$28,995
0399	1	$28,995
0400	1	$33,995
0401	1	$35,995
0402	1	$37,345
0403	1	$20,995
0404	1	$21,995
0405	1	$24,995
0406	1	$25,295
0407	1	$25,995
0408	1	$28,295
0409	1	$31,395
0410	1	$20,995
0411	1	$21,995
0412	1	$24,995
0413	1	$24,995
0414	1	$27,995
0415	1	$27,995
0416	1	$29,995
0417	1	$24,195
0418	1	$25,495
0419	1	$28,195
0420	1	$28,495
0421	1	$29,195
0422	1	$31,495
0423	1	$30,495
0424	1	$32,495
0425	1	$35,795
0426	1	$30,495
0427	1	$32,495
0428	1	$35,795
0429	1	$25,840
0430	1	$27,050
0431	1	$27,970
0432	1	$30,425
0433	1	$26,840
0434	1	$28,195
0435	1	$29,770
0436	1	$30,670
0437	1	$31,065
0438	1	$33,370
0439	1	$33,545
0440	1	$34,845
0441	1	$27,220
0442	1	$32,070
0443	1	$36,070
0444	1	$38,070
0445	1	$21,060
0446	1	$24,050
0447	1	$25,630
0448	1	$31,615
0449	1	$34,125
0450	1	$38,490
0451	1	$38,200
0452	1	$44,870
0453	1	$49,040
0454	1	$13,320
0455	1	$14,320
0456	1	$15,120
0457	1	$16,320
0458	1	$17,120
0459	1	$29,075
0460	1	$33,725
0461	1	$36,720
0462	1	$39,695
0463	1	$42,190
0464	1	$42,690
0465	1	$45,185
0466	1	$16,640
0467	1	$17,270
0468	1	$18,870
0469	1	$19,670
0470	1	$366,000
0471	1	$405,500
0472	1	$455,500
0473	1	$17,595
0474	1	$22,379
0475	1	$25,079
0476	1	$25,779
0477	1	$28,079
0478	1	$28,950
0479	1	$17,520
0480	1	$18,775
0481	1	$22,025
0482	1	$25,595
0483	1	$24,725
0484	1	$27,775
0485	1	$28,850
0486	1	$19,199
0487	1	$20,999
0488	1	$24,849
0489	1	$21,999
0490	1	$21,899
0491	1	$23,999
0492	1	$27,149
0493	1	$13,499
0494	1	$15,195
0495	1	$17,949
0496	1	$16,379
0497	1	$17,749
0498	1	$18,899
0499	1	$33,840
0500	1	$36,465
0501	1	$38,185
0502	1	$45,220
0503	1	$17,045
0504	1	$18,240
0505	1	$19,290
0506	1	$20,815
0507	1	$23,935
0508	1	$25,690
0509	1	$27,240
0510	1	$29,910
0511	1	$32,265
0512	1	$29,220
0513	1	$29,705
0514	1	$27,225
0515	1	$21,240
0516	1	$28,340
0517	1	$33,715
0518	1	$36,080
0519	1	$38,710
0520	1	$43,495
0521	1	$21,240
0522	1	$28,340
0523	1	$35,780
0524	1	$36,080
0525	1	$26,000
0526	1	$29,600
0527	1	$42,595
0528	1	$46,905
0529	1	$54,010
0530	1	$56,235
0531	1	$61,360
0532	1	$58,990
0533	1	$44,845
0534	1	$49,005
0535	1	$46,615
0536	1	$50,745
0537	1	$21,990
0538	1	$22,795
0539	1	$27,955
0540	1	$26,390
0541	1	$33,340
0542	1	$21,550
0543	1	$22,340
0544	1	$27,500
0545	1	$32,885
0546	1	$30,525
0547	1	$32,445
0548	1	$34,535
0549	1	$30,035
0550	1	$31,955
0551	1	$34,045
0552	1	$13,980
0553	1	$15,435
0554	1	$15,450
0555	1	$17,205
0556	1	$17,950
0557	1	$19,985
0558	1	$20,485
0559	1	$22,895
0560	1	$23,195
0561	1	$19,435
0562	1	$21,250
0563	1	$23,005
0564	1	$20,990
0565	1	$22,635
0566	1	$24,240
0567	1	$26,820
0568	1	$27,080
0569	1	$29,320
0570	1	$18,600
0571	1	$20,470
0572	1	$21,050
0573	1	$23,900
0574	1	$26,085
0575	1	$26,600
0576	1	$28,540
0577	1	$23,340
0578	1	$23,195
0579	1	$22,960
0580	1	$26,400
0581	1	$27,000
0582	1	$27,660
0583	1	$28,400
0584	1	$22,810
0585	1	$26,250
0586	1	$26,850
0587	1	$27,510
0588	1	$28,250
0589	1	$26,795
0590	1	$32,290
0591	1	$32,960
0592	1	$26,495
0593	1	$31,990
0594	1	$32,660
0595	1	$24,200
0596	1	$25,345
0597	1	$27,305
0598	1	$28,915
0599	1	$29,525
0600	1	$35,805
0601	1	$37,650
0602	1	$29,175
0603	1	$35,700
0604	1	$37,765
0605	1	$32,445
0606	1	$35,685
0607	1	$20,770
0608	1	$22,225
0609	1	$23,490
0610	1	$26,250
0611	1	$26,575
0612	1	$16,250
0613	1	$16,850
0614	1	$17,350
0615	1	$17,750
0616	1	$20,150
0617	1	$26,880
0618	1	$25,770
0619	1	$27,390
0620	1	$34,600
0621	1	$34,895
0622	1	$25,855
0623	1	$31,650
0624	1	$33,220
0625	1	$37,290
0626	1	$42,945
0627	1	$34,900
0628	1	$41,220
0629	1	$67,370
0630	1	$65,970
0631	1	$17,510
0632	1	$19,800
0633	1	$22,110
0634	1	$22,800
0635	1	$23,800
0636	1	$26,600
0637	1	$28,070
0638	1	$23,325
0639	1	$26,955
0640	1	$26,835
0641	1	$23,075
0642	1	$26,705
0643	1	$26,585
0644	1	$43,430
0645	1	$49,690
0646	1	$59,955
0647	1	$42,880
0648	1	$49,140
0649	1	$59,405
0650	1	$24,460
0651	1	$29,100
0652	1	$30,750
0653	1	$31,330
0654	1	$32,375
0655	1	$34,715
0656	1	$39,970
0657	1	$17,265
0658	1	$25,925
0659	1	$21,315
0660	1	$26,145
0661	1	$22,515
0662	1	$24,450
0663	1	$25,735
0664	1	$27,525
0665	1	$16,230
0666	1	$16,245
0667	1	$20,140
0668	1	$25,650
0669	1	$23,675
0670	1	$24,175
0671	1	$25,460
0672	1	$25,870
0673	1	$27,250
0674	1	$23,935
0675	1	$29,460
0676	1	$26,275
0677	1	$28,655
0678	1	$33,540
0679	1	$36,860
0680	1	$42,455
0681	1	$23,455
0682	1	$29,035
0683	1	$25,795
0684	1	$28,230
0685	1	$33,115
0686	1	$35,570
0687	1	$38,105
0688	1	$21,980
0689	1	$22,980
0690	1	$23,580
0691	1	$23,730
0692	1	$27,080
0693	1	$25,255
0694	1	$29,730
0695	1	$29,430
0696	1	$21,855
0697	1	$22,855
0698	1	$23,355
0699	1	$26,805
0700	1	$24,680
0701	1	$29,105
0702	1	$29,305
0703	1	$29,670
0704	1	$32,570
0705	1	$15,605
0706	1	$16,605
0707	1	$17,355
0708	1	$17,555
0709	1	$18,555
0710	1	$19,155
0711	1	$19,605
0712	1	$20,405
0713	1	$21,955
0714	1	$21,955
0715	1	$22,205
0716	1	$22,405
0717	1	$23,950
0718	1	$25,490
0719	1	$15,455
0720	1	$16,455
0721	1	$17,205
0722	1	$17,405
0723	1	$18,405
0724	1	$19,005
0725	1	$19,455
0726	1	$20,255
0727	1	$21,805
0728	1	$21,805
0729	1	$22,055
0730	1	$22,255
0731	1	$23,800
0732	1	$22,945
0733	1	$23,645
0734	1	$25,245
0735	1	$26,645
0736	1	$22,795
0737	1	$25,095
0738	1	$26,495
0739	1	$19,850
0740	1	$21,410
0741	1	$22,075
0742	1	$24,185
0743	1	$21,775
0744	1	$24,320
0745	1	$15,700
0746	1	$17,260
0747	1	$19,800
0748	1	$23,100
0749	1	$27,800
0750	1	$30,950
0751	1	$34,450
0752	1	$40,755
0753	1	$43,250
0754	1	$26,805
0755	1	$29,905
0756	1	$33,405
0757	1	$40,755
0758	1	$28,045
0759	1	$30,895
0760	1	$35,595
0761	1	$40,395
0762	1	$27,895
0763	1	$30,745
0764	1	$37,045
0765	1	$40,245
0766	1	$28,900
0767	1	$31,605
0768	1	$34,480
0769	1	$28,450
0770	1	$31,555
0771	1	$34,430
0772	1	$42,580
0773	1	$46,255
0774	1	$48,155
0775	1	$52,205
0776	1	$54,105
0777	1	$34,995
0778	1	$36,995
0779	1	$34,150
0780	1	$37,750
0781	1	$41,600
0782	1	$56,400
0783	1	$30,950
0784	1	$32,350
0785	1	$33,950
0786	1	$35,050
0787	1	$36,200
0788	1	$36,650
0789	1	$37,650
0790	1	$39,200
0791	1	$39,300
0792	1	$39,450
0793	1	$40,800
0794	1	$42,400
0795	1	$43,400
0796	1	$44,000
0797	1	$44,500
0798	1	$47,950
0799	1	$48,950
0800	1	$56,750
0801	1	$33,250
0802	1	$34,450
0803	1	$36,050
0804	1	$36,050
0805	1	$37,000
0806	1	$37,500
0807	1	$39,150
0808	1	$40,400
0809	1	$44,350
0810	1	$46,950
0811	1	$42,230
0812	1	$45,905
0813	1	$47,805
0814	1	$51,855
0815	1	$53,755
0816	1	$46,500
0817	1	$57,900
0818	1	$60,300
0819	1	$33,990
0820	1	$35,900
0821	1	$39,990
0822	1	$58,200
0823	1	$33,600
0824	1	$35,300
0825	1	$39,750
0826	1	$57,350
0827	1	$113,150
0828	1	$150,250
0829	1	$157,000
0830	1	$209,300
0831	1	$110,400
0832	1	$145,200
0833	1	$154,400
0834	1	$207,170
0835	1	$32,620
0836	1	$34,620
0837	1	$35,720
0838	1	$37,720
0839	1	$74,000
0840	1	$99,050
0841	1	$72,400
0842	1	$97,950
0843	1	$48,850
0844	1	$51,900
0845	1	$50,900
0846	1	$55,450
0847	1	$56,200
0848	1	$56,850
0849	1	$59,600
0850	1	$64,800
0851	1	$87,600
0852	1	$48,050
0853	1	$51,100
0854	1	$54,650
0855	1	$58,800
0856	1	$85,750
0857	1	$105,750
0858	1	$124,450
0859	1	$104,000
0860	1	$122,700
0861	1	$60,950
0862	1	$61,950
0863	1	$84,450
0864	1	$59,950
0865	1	$60,950
0866	1	$82,850
0867	1	$37,500
0868	1	$36,600
0869	1	$32,520
0870	1	$34,520
0871	1	$35,620
0872	1	$37,620
0873	1	$48,990
0874	1	$50,490
0875	1	$55,790
0876	1	$57,590
0877	1	$92,590
0878	1	$48,200
0879	1	$49,700
0880	1	$55,000
0881	1	$56,750
0882	1	$91,050
0883	1	$50,240
0884	1	$51,740
0885	1	$49,300
0886	1	$50,800
0887	1	$91,000
0888	1	$93,650
0889	1	$138,000
0890	1	$158,050
0891	1	$209,000
0892	1	$87,950
0893	1	$91,600
0894	1	$133,550
0895	1	$149,700
0896	1	$201,150
0897	1	$102,600
0898	1	$139,050
0899	1	$198,750
0900	1	$47,650
0901	1	$53,300
0902	1	$46,900
0903	1	$51,900
0904	1	$66,650
0905	1	$183,000
0906	1	$46,830
0907	1	$50,450
0908	1	$19,790
0909	1	$26,390
0910	1	$28,200
0911	1	$30,120
0912	1	$31,175
0913	1	$33,575
0914	1	$34,375
0915	1	$39,990
0916	1	$39,310
0917	1	$40,420
0918	1	$32,940
0919	1	$36,100
0920	1	$19,065
0921	1	$23,435
0922	1	$29,605
0923	1	$24,070
0924	1	$35,305
0925	1	$38,855
0926	1	$39,035
0927	1	$42,585
0928	1	$14,995
0929	1	$17,095
0930	1	$19,295
0931	1	$19,825
0932	1	$21,395
0933	1	$22,995
0934	1	$23,455
0935	1	$24,730
0936	1	$19,395
0937	1	$19,510
0938	1	$22,165
0939	1	$23,240
0940	1	$24,615
0941	1	$28,755
0942	1	$26,540
0943	1	$29,900
0944	1	$34,775
0945	1	$26,250
0946	1	$29,355
0947	1	$29,700
0948	1	$33,500
0949	1	$33,390
0950	1	$35,960
0951	1	$38,365
0952	1	$41,705
0953	1	$30,915
0954	1	$33,485
0955	1	$36,355
0956	1	$39,205
0957	1	$35,105
0958	1	$38,655
0959	1	$38,835
0960	1	$42,385
0961	1	$29,935
0962	1	$25,315
0963	1	$27,385
0964	1	$31,865
0965	1	$22,025
0966	1	$25,165
0967	1	$28,345
0968	1	$24,600
0969	1	$26,950
0970	1	$29,610
0971	1	$39,950
0972	1	$27,750
0973	1	$31,150
0974	1	$26,200
0975	1	$31,350
0976	1	$31,450
0977	1	$37,700
0978	1	$32,800
0979	1	$36,400
0980	1	$39,200
0981	1	$42,950
0982	1	$50,950
0983	1	$29,000
0984	1	$32,850
0985	1	$29,310
0986	1	$28,700
0987	1	$33,050
0988	1	$33,550
0989	1	$38,000
0990	1	$34,400
0991	1	$40,050
0992	1	$38,400
0993	1	$34,395
0994	1	$37,200
0995	1	$41,550
0996	1	$32,000
0997	1	$38,000
0998	1	$37,950
0999	1	$42,800
1000	1	$38,200
1001	1	$42,000
1002	1	$48,000
1003	1	$37,700
1004	1	$41,500
1005	1	$47,500
1006	1	$18,999
1007	1	$24,699
1008	1	$29,089
1009	1	$45,495
1010	1	$49,995
1011	1	$56,045
1012	1	$27,799
1013	1	$32,599
1014	1	$28,299
1015	1	$33,599
1016	1	$21,599
1017	1	$23,999
1018	1	$14,995
1019	1	$17,295
1020	1	$20,295
1021	1	$27,495
1022	1	$15,690
1023	1	$17,890
1024	1	$19,990
1025	1	$27,190
1026	1	$33,590
1027	1	$35,790
1028	1	$38,990
1029	1	$40,990
1030	1	$17,695
1031	1	$20,695
1032	1	$27,895
1033	1	$9,985
1034	1	$13,695
1035	1	$14,695
1036	1	$16,145
1037	1	$20,190
1038	1	$27,590
1039	1	$21,995
1040	1	$24,495
1041	1	$25,795
1042	1	$27,795
1043	1	$29,250
1044	1	$19,495
1045	1	$22,995
1046	1	$28,750
1047	1	$30,250
1048	1	$29,950
1049	1	$31,950
1050	1	$35,940
1051	1	$31,450
1052	1	$35,350
1053	1	$37,790
1054	1	$42,000
1055	1	$37,200
1056	1	$42,000
1057	1	$9,970
1058	1	$12,995
1059	1	$14,645
1060	1	$16,995
1061	1	$45,200
1062	1	$50,200
1063	1	$53,310
1064	1	$59,150
1065	1	$78,050
1066	1	$84,000
1067	1	$74,550
1068	1	$78,400
1069	1	$35,200
1070	1	$42,500
1071	1	$37,350
1072	1	$50,900
1073	1	$61,000
1074	1	$156,600
1075	1	$170,100
1076	1	$25,495
1077	1	$30,095
1078	1	$48,000
1079	1	$47,300
1080	1	$54,300
1081	1	$58,450
1082	1	$53,600
1083	1	$58,250
1084	1	$76,100
1085	1	$76,100
1086	1	$38,300
1087	1	$41,300
1088	1	$37,800
1089	1	$40,800
1090	1	$47,000
1091	1	$50,000
1092	1	$45,900
1093	1	$48,900
1094	1	$52,150
1095	1	$56,150
1096	1	$67,150
1097	1	$79,150
1098	1	$71,650
1099	1	$78,650
1100	1	$86,650
1101	1	$89,650
1102	1	$109,150
1103	1	$112,150
1104	1	$82,150
1105	1	$88,150
1106	1	$95,150
1107	1	$101,150
1108	1	$31,910
1109	1	$36,580
1110	1	$38,820
1111	1	$39,990
1112	1	$41,070
1113	1	$31,460
1114	1	$36,130
1115	1	$38,270
1116	1	$39,190
1117	1	$40,520
1118	1	$19,900
1119	1	$22,060
1120	1	$23,440
1121	1	$24,740
1122	1	$26,780
1123	1	$27,770
1124	1	$19,900
1125	1	$21,840
1126	1	$22,940
1127	1	$24,520
1128	1	$26,780
1129	1	$27,270
1130	1	$14,145
1131	1	$43,510
1132	1	$45,640
1133	1	$52,890
1134	1	$17,750
1135	1	$25,270
1136	1	$25,510
1137	1	$26,520
1138	1	$26,940
1139	1	$28,870
1140	1	$28,560
1141	1	$31,080
1142	1	$31,630
1143	1	$84,060
1144	1	$20,460
1145	1	$22,260
1146	1	$24,550
1147	1	$17,195
1148	1	$20,295
1149	1	$30,810
1150	1	$33,530
1151	1	$30,100
1152	1	$33,510
1153	1	$37,050
1154	1	$39,140
1155	1	$27,840
1156	1	$33,190
1157	1	$37,490
1158	1	$42,600
1159	1	$22,060
1160	1	$24,470
1161	1	$25,660
1162	1	$17,195
1163	1	$19,795
1164	1	$15,520
1165	1	$17,450
1166	1	$17,450
1167	1	$18,850
1168	1	$19,580
1169	1	$20,080
1170	1	$29,670
1171	1	$31,670
1172	1	$32,220
1173	1	$33,870
1174	1	$34,350
1175	1	$34,550
1176	1	$36,750
1177	1	$39,620
1178	1	$363,000
1179	1	$340,990
1180	1	$182,800
1181	1	$207,700
1182	1	$43,000
1183	1	$26,500
1184	1	$25,500
1185	1	$26,750
1186	1	$30,000
1187	1	$39,500
1188	1	$23,500
1189	1	$24,500
1190	1	$26,750
1191	1	$29,750
1192	1	$32,250
1193	1	$24,695
1194	1	$27,895
1195	1	$30,695
1196	1	$24,695
1197	1	$27,895
1198	1	$30,295
1199	1	$19,195
1200	1	$24,145
1201	1	$27,045
1202	1	$19,745
1203	1	$21,845
1204	1	$26,195
1205	1	$19,995
1206	1	$25,845
1207	1	$28,145
1208	1	$35,895
1209	1	$32,215
1210	1	$36,715
1211	1	$41,910
1212	1	$24,865
1213	1	$26,650
1214	1	$27,250
1215	1	$27,860
1216	1	$17,695
1217	1	$23,895
1218	1	$22,045
1219	1	$25,545
1220	1	$27,245
1221	1	$29,245
1222	1	$29,945
1223	1	$32,745
1224	1	$29,150
1225	1	$34,200
1226	1	$33,150
1227	1	$35,150
1228	1	$35,700
1229	1	$36,200
1230	1	$37,700
1231	1	$38,100
1232	1	$42,650
1233	1	$43,950
1234	1	$44,550
1235	1	$45,000
1236	1	$49,650
1237	1	$51,200
1238	1	$58,200
1239	1	$44,550
1240	1	$49,600
1241	1	$51,900
1242	1	$56,000
1243	1	$58,300
1244	1	$59,700
1245	1	$62,000
1246	1	$63,900
1247	1	$66,200
1248	1	$45,950
1249	1	$48,250
1250	1	$51,250
1251	1	$53,550
1252	1	$55,950
1253	1	$56,000
1254	1	$60,600
1255	1	$63,900
1256	1	$70,150
1257	1	$74,550
1258	1	$82,000
1259	1	$85,000
1260	1	$85,900
1261	1	$88,900
1262	1	$122,000
1263	1	$125,000
1264	1	$137,000
1265	1	$102,300
1266	1	$106,200
